PK_Transaction,Scenario,Account,Dataset,DateOfFact,BusinessKey,PolicyNumber,InceptionDate,ExpiryDate,BindDate,DueDate,TrifocusCode,Entity,YOA,TypeOfBusiness,StatsCode,SettlementCCY,OriginalCCY,IsToDate,Value,RowHash,FK_Allocation,DeltaType,AuditSourceBatchID,AuditCreateDateTime,AuditGenerateDateTime,AuditUserCreate,AuditHost,Basis,Location,ValueOrig,BusinessProcessCode,FK_Batch,BoundDate,RIPolicyType,ProgrammeCode,ExcelRowHash,RunNumber
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/07/2019|01/07/2020|TRI00002|2623|2019|USD|1|BUSA Homeowners|XL|Propertyx350|XL|Property Cat XL,NOPOLICY,01/07/2019,01/07/2020,01/01/1980,01/01/1980,TRI00002,2623,2019,N,,USD,USD,Y,148667.0831,,-1,New,,,,,,-,-,148667.0831,,,,XL,Property Cat XL,P-RP-P-TTY|01/07/2019|01/07/2020|TRI00002|2623|2019|USD|1|BUSA Homeowners|XL|Propertyx350|XL|Property Cat XL,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00002|2623|2019|USD|1|BUSA Homeowners|XL|Propertyx420|XL|Property Cat XL,NOPOLICY,01/04/2019,01/04/2020,01/01/1980,01/01/1980,TRI00002,2623,2019,N,,USD,USD,Y,70315.4229,,-1,New,,,,,,-,-,70315.4229,,,,XL,Property Cat XL,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00002|2623|2019|USD|1|BUSA Homeowners|XL|Propertyx420|XL|Property Cat XL,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/07/2019|01/07/2020|TRI00002|2623|2019|USD|1|BUSA Homeowners|XL|Propertyx445|XL|Property Cat XL,NOPOLICY,01/07/2019,01/07/2020,01/01/1980,01/01/1980,TRI00002,2623,2019,N,,USD,USD,Y,35339.0012,,-1,New,,,,,,-,-,35339.0012,,,,XL,Property Cat XL,P-RP-P-TTY|01/07/2019|01/07/2020|TRI00002|2623|2019|USD|1|BUSA Homeowners|XL|Propertyx445|XL|Property Cat XL,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00002|2623|2019|USD|1|BUSA Homeowners|XL|Property Cat XL RPP|XL|Property Cat XL,NOPOLICY,01/04/2019,01/04/2020,01/01/1980,01/01/1980,TRI00002,2623,2019,N,,USD,USD,Y,17742.0978,,-1,New,,,,,,-,-,17742.0978,,,,XL,Property Cat XL,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00002|2623|2019|USD|1|BUSA Homeowners|XL|Property Cat XL RPP|XL|Property Cat XL,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|TRI00002|2623|2019|USD|1|BUSA Homeowners|XL|HVH Fac|XL|Commercial Facultative spend,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,TRI00002,2623,2019,N,,USD,USD,Y,180400,,-1,New,,,,,,-,-,180400,,,,XL,Commercial Facultative spend,P-RP-P-TTY|01/01/2019|01/01/2020|TRI00002|2623|2019|USD|1|BUSA Homeowners|XL|HVH Fac|XL|Commercial Facultative spend,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00002|2623|2019|USD|1|BUSA Homeowners|XL|Propertyx75|XL|Property Cat XL,NOPOLICY,01/04/2019,01/04/2020,01/01/1980,01/01/1980,TRI00002,2623,2019,N,,USD,USD,Y,1072240.495,,-1,New,,,,,,-,-,1072240.495,,,,XL,Property Cat XL,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00002|2623|2019|USD|1|BUSA Homeowners|XL|Propertyx75|XL|Property Cat XL,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00002|2623|2019|USD|1|BUSA Homeowners|XL|Propertyx150|XL|Property Cat XL,NOPOLICY,01/04/2019,01/04/2020,01/01/1980,01/01/1980,TRI00002,2623,2019,N,,USD,USD,Y,653726.5768,,-1,New,,,,,,-,-,653726.5768,,,,XL,Property Cat XL,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00002|2623|2019|USD|1|BUSA Homeowners|XL|Propertyx150|XL|Property Cat XL,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00002|2623|2019|USD|1|BUSA Homeowners|XL|Propertyx225|XL|Property Cat XL,NOPOLICY,01/04/2019,01/04/2020,01/01/1980,01/01/1980,TRI00002,2623,2019,N,,USD,USD,Y,422910.8019,,-1,New,,,,,,-,-,422910.8019,,,,XL,Property Cat XL,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00002|2623|2019|USD|1|BUSA Homeowners|XL|Propertyx225|XL|Property Cat XL,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00002|2623|2019|USD|1|BUSA Homeowners|XL|Propertyx300a|XL|Property Cat XL,NOPOLICY,01/04/2019,01/04/2020,01/01/1980,01/01/1980,TRI00002,2623,2019,N,,USD,USD,Y,238976.2254,,-1,New,,,,,,-,-,238976.2254,,,,XL,Property Cat XL,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00002|2623|2019|USD|1|BUSA Homeowners|XL|Propertyx300a|XL|Property Cat XL,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00002|2623|2019|USD|1|BUSA Homeowners|XL|Propertyx300b|XL|Property Cat XL,NOPOLICY,01/04/2019,01/04/2020,01/01/1980,01/01/1980,TRI00002,2623,2019,N,,USD,USD,Y,108512.2613,,-1,New,,,,,,-,-,108512.2613,,,,XL,Property Cat XL,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00002|2623|2019|USD|1|BUSA Homeowners|XL|Propertyx300b|XL|Property Cat XL,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/07/2019|01/07/2020|TRI00002|623|2019|USD|1|BUSA Homeowners|XL|Propertyx350|XL|Property Cat XL,NOPOLICY,01/07/2019,01/07/2020,01/01/1980,01/01/1980,TRI00002,623,2019,N,,USD,USD,Y,32634.2378,,-1,New,,,,,,-,-,32634.2378,,,,XL,Property Cat XL,P-RP-P-TTY|01/07/2019|01/07/2020|TRI00002|623|2019|USD|1|BUSA Homeowners|XL|Propertyx350|XL|Property Cat XL,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00002|623|2019|USD|1|BUSA Homeowners|XL|Propertyx420|XL|Property Cat XL,NOPOLICY,01/04/2019,01/04/2020,01/01/1980,01/01/1980,TRI00002,623,2019,N,,USD,USD,Y,15435.0928,,-1,New,,,,,,-,-,15435.0928,,,,XL,Property Cat XL,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00002|623|2019|USD|1|BUSA Homeowners|XL|Propertyx420|XL|Property Cat XL,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/07/2019|01/07/2020|TRI00002|623|2019|USD|1|BUSA Homeowners|XL|Propertyx445|XL|Property Cat XL,NOPOLICY,01/07/2019,01/07/2020,01/01/1980,01/01/1980,TRI00002,623,2019,N,,USD,USD,Y,7757.3417,,-1,New,,,,,,-,-,7757.3417,,,,XL,Property Cat XL,P-RP-P-TTY|01/07/2019|01/07/2020|TRI00002|623|2019|USD|1|BUSA Homeowners|XL|Propertyx445|XL|Property Cat XL,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00002|623|2019|USD|1|BUSA Homeowners|XL|Property Cat XL RPP|XL|Property Cat XL,NOPOLICY,01/04/2019,01/04/2020,01/01/1980,01/01/1980,TRI00002,623,2019,N,,USD,USD,Y,3894.6068,,-1,New,,,,,,-,-,3894.6068,,,,XL,Property Cat XL,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00002|623|2019|USD|1|BUSA Homeowners|XL|Property Cat XL RPP|XL|Property Cat XL,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|TRI00002|623|2019|USD|1|BUSA Homeowners|XL|HVH Fac|XL|Commercial Facultative spend,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,TRI00002,623,2019,N,,USD,USD,Y,39600,,-1,New,,,,,,-,-,39600,,,,XL,Commercial Facultative spend,P-RP-P-TTY|01/01/2019|01/01/2020|TRI00002|623|2019|USD|1|BUSA Homeowners|XL|HVH Fac|XL|Commercial Facultative spend,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00002|623|2019|USD|1|BUSA Homeowners|XL|Propertyx75|XL|Property Cat XL,NOPOLICY,01/04/2019,01/04/2020,01/01/1980,01/01/1980,TRI00002,623,2019,N,,USD,USD,Y,235369.8647,,-1,New,,,,,,-,-,235369.8647,,,,XL,Property Cat XL,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00002|623|2019|USD|1|BUSA Homeowners|XL|Propertyx75|XL|Property Cat XL,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00002|623|2019|USD|1|BUSA Homeowners|XL|Propertyx150|XL|Property Cat XL,NOPOLICY,01/04/2019,01/04/2020,01/01/1980,01/01/1980,TRI00002,623,2019,N,,USD,USD,Y,143500.9559,,-1,New,,,,,,-,-,143500.9559,,,,XL,Property Cat XL,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00002|623|2019|USD|1|BUSA Homeowners|XL|Propertyx150|XL|Property Cat XL,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00002|623|2019|USD|1|BUSA Homeowners|XL|Propertyx225|XL|Property Cat XL,NOPOLICY,01/04/2019,01/04/2020,01/01/1980,01/01/1980,TRI00002,623,2019,N,,USD,USD,Y,92834.0785,,-1,New,,,,,,-,-,92834.0785,,,,XL,Property Cat XL,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00002|623|2019|USD|1|BUSA Homeowners|XL|Propertyx225|XL|Property Cat XL,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00002|623|2019|USD|1|BUSA Homeowners|XL|Propertyx300a|XL|Property Cat XL,NOPOLICY,01/04/2019,01/04/2020,01/01/1980,01/01/1980,TRI00002,623,2019,N,,USD,USD,Y,52458.1958,,-1,New,,,,,,-,-,52458.1958,,,,XL,Property Cat XL,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00002|623|2019|USD|1|BUSA Homeowners|XL|Propertyx300a|XL|Property Cat XL,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00002|623|2019|USD|1|BUSA Homeowners|XL|Propertyx300b|XL|Property Cat XL,NOPOLICY,01/04/2019,01/04/2020,01/01/1980,01/01/1980,TRI00002,623,2019,N,,USD,USD,Y,23819.7647,,-1,New,,,,,,-,-,23819.7647,,,,XL,Property Cat XL,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00002|623|2019|USD|1|BUSA Homeowners|XL|Propertyx300b|XL|Property Cat XL,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|TRI00010|2623|2019|USD|600017|Energy PD|XL|Marine Pillar|XL|MARGEN,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,TRI00010,2623,2019,N,,USD,USD,Y,307737.4213,,-1,New,,,,,,-,-,307737.4213,,,,XL,MARGEN,P-RP-P-TTY|01/01/2019|01/01/2020|TRI00010|2623|2019|USD|600017|Energy PD|XL|Marine Pillar|XL|MARGEN,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|TRI00010|2623|2019|USD|600017|Energy PD|XL|Marine Excess|XL|MARGEX,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,TRI00010,2623,2019,N,,USD,USD,Y,228604.6358,,-1,New,,,,,,-,-,228604.6358,,,,XL,MARGEX,P-RP-P-TTY|01/01/2019|01/01/2020|TRI00010|2623|2019|USD|600017|Energy PD|XL|Marine Excess|XL|MARGEX,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|TRI00010|2623|2019|USD|600017|Energy PD|XL|Marine RPP|XL|MARRPP,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,TRI00010,2623,2019,N,,USD,USD,Y,4786.8491,,-1,New,,,,,,-,-,4786.8491,,,,XL,MARRPP,P-RP-P-TTY|01/01/2019|01/01/2020|TRI00010|2623|2019|USD|600017|Energy PD|XL|Marine RPP|XL|MARRPP,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00010|2623|2019|USD|600017|Energy PD|XL|MarineSAT 25m|XL|MARGEN,NOPOLICY,01/04/2019,01/04/2020,01/01/1980,01/01/1980,TRI00010,2623,2019,N,,USD,USD,Y,4096.3284,,-1,New,,,,,,-,-,4096.3284,,,,XL,MARGEN,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00010|2623|2019|USD|600017|Energy PD|XL|MarineSAT 25m|XL|MARGEN,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|TRI00010|2623|2019|USD|600017|Energy PD|XL|MarineFac|XL|Marine Facultative Spend,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,TRI00010,2623,2019,N,,USD,USD,Y,136675.7514,,-1,New,,,,,,-,-,136675.7514,,,,XL,Marine Facultative Spend,P-RP-P-TTY|01/01/2019|01/01/2020|TRI00010|2623|2019|USD|600017|Energy PD|XL|MarineFac|XL|Marine Facultative Spend,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|TRI00010|623|2019|USD|600017|Energy PD|XL|Marine Pillar|XL|MARGEN,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,TRI00010,623,2019,N,,USD,USD,Y,67552.1169,,-1,New,,,,,,-,-,67552.1169,,,,XL,MARGEN,P-RP-P-TTY|01/01/2019|01/01/2020|TRI00010|623|2019|USD|600017|Energy PD|XL|Marine Pillar|XL|MARGEN,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|TRI00010|623|2019|USD|600017|Energy PD|XL|Marine Excess|XL|MARGEX,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,TRI00010,623,2019,N,,USD,USD,Y,50181.5054,,-1,New,,,,,,-,-,50181.5054,,,,XL,MARGEX,P-RP-P-TTY|01/01/2019|01/01/2020|TRI00010|623|2019|USD|600017|Energy PD|XL|Marine Excess|XL|MARGEX,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|TRI00010|623|2019|USD|600017|Energy PD|XL|Marine RPP|XL|MARRPP,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,TRI00010,623,2019,N,,USD,USD,Y,1050.7718,,-1,New,,,,,,-,-,1050.7718,,,,XL,MARRPP,P-RP-P-TTY|01/01/2019|01/01/2020|TRI00010|623|2019|USD|600017|Energy PD|XL|Marine RPP|XL|MARRPP,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00010|623|2019|USD|600017|Energy PD|XL|MarineSAT 25m|XL|MARGEN,NOPOLICY,01/04/2019,01/04/2020,01/01/1980,01/01/1980,TRI00010,623,2019,N,,USD,USD,Y,899.194,,-1,New,,,,,,-,-,899.194,,,,XL,MARGEN,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00010|623|2019|USD|600017|Energy PD|XL|MarineSAT 25m|XL|MARGEN,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|TRI00010|623|2019|USD|600017|Energy PD|XL|MarineFac|XL|Marine Facultative Spend,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,TRI00010,623,2019,N,,USD,USD,Y,30001.9942,,-1,New,,,,,,-,-,30001.9942,,,,XL,Marine Facultative Spend,P-RP-P-TTY|01/01/2019|01/01/2020|TRI00010|623|2019|USD|600017|Energy PD|XL|MarineFac|XL|Marine Facultative Spend,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/07/2019|01/07/2020|TRI00007|2623|2019|USD|2|Covers US|XL|Propertyx350|XL|Property Cat XL,NOPOLICY,01/07/2019,01/07/2020,01/01/1980,01/01/1980,TRI00007,2623,2019,N,,USD,USD,Y,302086.0976,,-1,New,,,,,,-,-,302086.0976,,,,XL,Property Cat XL,P-RP-P-TTY|01/07/2019|01/07/2020|TRI00007|2623|2019|USD|2|Covers US|XL|Propertyx350|XL|Property Cat XL,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00007|2623|2019|USD|2|Covers US|XL|Propertyx420|XL|Property Cat XL,NOPOLICY,01/04/2019,01/04/2020,01/01/1980,01/01/1980,TRI00007,2623,2019,N,,USD,USD,Y,133047.7826,,-1,New,,,,,,-,-,133047.7826,,,,XL,Property Cat XL,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00007|2623|2019|USD|2|Covers US|XL|Propertyx420|XL|Property Cat XL,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/07/2019|01/07/2020|TRI00007|2623|2019|USD|2|Covers US|XL|Propertyx445|XL|Property Cat XL,NOPOLICY,01/07/2019,01/07/2020,01/01/1980,01/01/1980,TRI00007,2623,2019,N,,USD,USD,Y,64801.2234,,-1,New,,,,,,-,-,64801.2234,,,,XL,Property Cat XL,P-RP-P-TTY|01/07/2019|01/07/2020|TRI00007|2623|2019|USD|2|Covers US|XL|Propertyx445|XL|Property Cat XL,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00007|2623|2019|USD|2|Covers US|XL|Property Cat XL RPP|XL|Property Cat XL,NOPOLICY,01/04/2019,01/04/2020,01/01/1980,01/01/1980,TRI00007,2623,2019,N,,USD,USD,Y,32533.7335,,-1,New,,,,,,-,-,32533.7335,,,,XL,Property Cat XL,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00007|2623|2019|USD|2|Covers US|XL|Property Cat XL RPP|XL|Property Cat XL,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00007|2623|2019|USD|2|Covers US|XL|Propertyx75|XL|Property Cat XL,NOPOLICY,01/04/2019,01/04/2020,01/01/1980,01/01/1980,TRI00007,2623,2019,N,,USD,USD,Y,2245376.311,,-1,New,,,,,,-,-,2245376.311,,,,XL,Property Cat XL,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00007|2623|2019|USD|2|Covers US|XL|Propertyx75|XL|Property Cat XL,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00007|2623|2019|USD|2|Covers US|XL|Propertyx150|XL|Property Cat XL,NOPOLICY,01/04/2019,01/04/2020,01/01/1980,01/01/1980,TRI00007,2623,2019,N,,USD,USD,Y,1324787.994,,-1,New,,,,,,-,-,1324787.994,,,,XL,Property Cat XL,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00007|2623|2019|USD|2|Covers US|XL|Propertyx150|XL|Property Cat XL,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00007|2623|2019|USD|2|Covers US|XL|Propertyx225|XL|Property Cat XL,NOPOLICY,01/04/2019,01/04/2020,01/01/1980,01/01/1980,TRI00007,2623,2019,N,,USD,USD,Y,844212.4278,,-1,New,,,,,,-,-,844212.4278,,,,XL,Property Cat XL,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00007|2623|2019|USD|2|Covers US|XL|Propertyx225|XL|Property Cat XL,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00007|2623|2019|USD|2|Covers US|XL|Propertyx300a|XL|Property Cat XL,NOPOLICY,01/04/2019,01/04/2020,01/01/1980,01/01/1980,TRI00007,2623,2019,N,,USD,USD,Y,470920.1376,,-1,New,,,,,,-,-,470920.1376,,,,XL,Property Cat XL,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00007|2623|2019|USD|2|Covers US|XL|Propertyx300a|XL|Property Cat XL,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00007|2623|2019|USD|2|Covers US|XL|Propertyx300b|XL|Property Cat XL,NOPOLICY,01/04/2019,01/04/2020,01/01/1980,01/01/1980,TRI00007,2623,2019,N,,USD,USD,Y,214216.1941,,-1,New,,,,,,-,-,214216.1941,,,,XL,Property Cat XL,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00007|2623|2019|USD|2|Covers US|XL|Propertyx300b|XL|Property Cat XL,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/07/2019|01/07/2020|TRI00007|623|2019|USD|2|Covers US|XL|Propertyx350|XL|Property Cat XL,NOPOLICY,01/07/2019,01/07/2020,01/01/1980,01/01/1980,TRI00007,623,2019,N,,USD,USD,Y,66311.5824,,-1,New,,,,,,-,-,66311.5824,,,,XL,Property Cat XL,P-RP-P-TTY|01/07/2019|01/07/2020|TRI00007|623|2019|USD|2|Covers US|XL|Propertyx350|XL|Property Cat XL,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00007|623|2019|USD|2|Covers US|XL|Propertyx420|XL|Property Cat XL,NOPOLICY,01/04/2019,01/04/2020,01/01/1980,01/01/1980,TRI00007,623,2019,N,,USD,USD,Y,29205.6108,,-1,New,,,,,,-,-,29205.6108,,,,XL,Property Cat XL,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00007|623|2019|USD|2|Covers US|XL|Propertyx420|XL|Property Cat XL,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/07/2019|01/07/2020|TRI00007|623|2019|USD|2|Covers US|XL|Propertyx445|XL|Property Cat XL,NOPOLICY,01/07/2019,01/07/2020,01/01/1980,01/01/1980,TRI00007,623,2019,N,,USD,USD,Y,14224.6588,,-1,New,,,,,,-,-,14224.6588,,,,XL,Property Cat XL,P-RP-P-TTY|01/07/2019|01/07/2020|TRI00007|623|2019|USD|2|Covers US|XL|Propertyx445|XL|Property Cat XL,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00007|623|2019|USD|2|Covers US|XL|Property Cat XL RPP|XL|Property Cat XL,NOPOLICY,01/04/2019,01/04/2020,01/01/1980,01/01/1980,TRI00007,623,2019,N,,USD,USD,Y,7141.5512,,-1,New,,,,,,-,-,7141.5512,,,,XL,Property Cat XL,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00007|623|2019|USD|2|Covers US|XL|Property Cat XL RPP|XL|Property Cat XL,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00007|623|2019|USD|2|Covers US|XL|Propertyx75|XL|Property Cat XL,NOPOLICY,01/04/2019,01/04/2020,01/01/1980,01/01/1980,TRI00007,623,2019,N,,USD,USD,Y,492887.4828,,-1,New,,,,,,-,-,492887.4828,,,,XL,Property Cat XL,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00007|623|2019|USD|2|Covers US|XL|Propertyx75|XL|Property Cat XL,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00007|623|2019|USD|2|Covers US|XL|Propertyx150|XL|Property Cat XL,NOPOLICY,01/04/2019,01/04/2020,01/01/1980,01/01/1980,TRI00007,623,2019,N,,USD,USD,Y,290807.1206,,-1,New,,,,,,-,-,290807.1206,,,,XL,Property Cat XL,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00007|623|2019|USD|2|Covers US|XL|Propertyx150|XL|Property Cat XL,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00007|623|2019|USD|2|Covers US|XL|Propertyx225|XL|Property Cat XL,NOPOLICY,01/04/2019,01/04/2020,01/01/1980,01/01/1980,TRI00007,623,2019,N,,USD,USD,Y,185314.9232,,-1,New,,,,,,-,-,185314.9232,,,,XL,Property Cat XL,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00007|623|2019|USD|2|Covers US|XL|Propertyx225|XL|Property Cat XL,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00007|623|2019|USD|2|Covers US|XL|Propertyx300a|XL|Property Cat XL,NOPOLICY,01/04/2019,01/04/2020,01/01/1980,01/01/1980,TRI00007,623,2019,N,,USD,USD,Y,103372.7131,,-1,New,,,,,,-,-,103372.7131,,,,XL,Property Cat XL,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00007|623|2019|USD|2|Covers US|XL|Propertyx300a|XL|Property Cat XL,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00007|623|2019|USD|2|Covers US|XL|Propertyx300b|XL|Property Cat XL,NOPOLICY,01/04/2019,01/04/2020,01/01/1980,01/01/1980,TRI00007,623,2019,N,,USD,USD,Y,47023.067,,-1,New,,,,,,-,-,47023.067,,,,XL,Property Cat XL,P-RP-P-TTY|01/04/2019|01/04/2020|TRI00007|623|2019|USD|2|Covers US|XL|Propertyx300b|XL|Property Cat XL,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|TRI00011|2623|2019|USD|3|Engineering|XL|Engineering LOD 10x10|XL|MORTAR - Engineering Risk Xs,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,TRI00011,2623,2019,N,,USD,USD,Y,673011.0145,,-1,New,,,,,,-,-,673011.0145,,,,XL,MORTAR - Engineering Risk Xs,P-RP-P-TTY|01/01/2019|01/01/2020|TRI00011|2623|2019|USD|3|Engineering|XL|Engineering LOD 10x10|XL|MORTAR - Engineering Risk Xs,0
