PK_Transaction,Scenario,Account,Dataset,DateOfFact,BusinessKey,PolicyNumber,InceptionDate,ExpiryDate,BindDate,DueDate,TrifocusCode,Entity,YOA,TypeOfBusiness,StatsCode,SettlementCCY,OriginalCCY,IsToDate,Value,RowHash,FK_Allocation,DeltaType,AuditSourceBatchID,AuditCreateDateTime,AuditGenerateDateTime,AuditUserCreate,AuditHost,Basis,Location,ValueOrig,BusinessProcessCode,FK_Batch,BoundDate,RIPolicyType,ProgrammeCode,ExcelRowHash,RunNumber
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/07/2019|01/07/2020|712|623|2019|EUR|500075|TMB Large Risk Int|Clash|Clash|XL|Systemic cover - Clash,NOPOLICY,01/07/2019,01/07/2020,01/01/1980,01/01/1980,712,623,2019,N,,EUR,EUR,Y,143.9074,,-1,New,,,,,,-,-,143.9074,,,,XL,Systemic cover - Clash,P-RP-P-TTY|01/07/2019|01/07/2020|712|623|2019|EUR|500075|TMB Large Risk Int|Clash|Clash|XL|Systemic cover - Clash,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/07/2019|01/07/2020|712|623|2019|CAD|500075|TMB Large Risk Int|Clash|Clash|XL|Systemic cover - Clash,NOPOLICY,01/07/2019,01/07/2020,01/01/1980,01/01/1980,712,623,2019,N,,CAD,CAD,Y,19.442,,-1,New,,,,,,-,-,19.442,,,,XL,Systemic cover - Clash,P-RP-P-TTY|01/07/2019|01/07/2020|712|623|2019|CAD|500075|TMB Large Risk Int|Clash|Clash|XL|Systemic cover - Clash,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|712|2623|2019|USD|500075|TMB Large Risk Int|XL|Professions Stop Loss|XL|Professions,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,712,2623,2019,N,,USD,USD,Y,1556.9828,,-1,New,,,,,,-,-,1556.9828,,,,XL,Professions,P-RP-P-TTY|01/01/2019|01/01/2020|712|2623|2019|USD|500075|TMB Large Risk Int|XL|Professions Stop Loss|XL|Professions,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|712|623|2019|USD|500075|TMB Large Risk Int|XL|Professions Stop Loss|XL|Professions,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,712,623,2019,N,,USD,USD,Y,341.7767,,-1,New,,,,,,-,-,341.7767,,,,XL,Professions,P-RP-P-TTY|01/01/2019|01/01/2020|712|623|2019|USD|500075|TMB Large Risk Int|XL|Professions Stop Loss|XL|Professions,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|673|USBICI|2019|USD|100031|BICI EPL PE|QS|Munich QS|QS|MUNQQS,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,673,USBICI,2019,N,,USD,USD,Y,39450.9446,,-1,New,,,,,,-,-,39450.9446,,,,QS,MUNQQS,P-RP-P-TTY|01/01/2019|01/01/2020|673|USBICI|2019|USD|100031|BICI EPL PE|QS|Munich QS|QS|MUNQQS,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|673|USBICI|2019|USD|100031|BICI EPL PE|QS|Munich Surplus|QS|MUNICH - Surplus,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,673,USBICI,2019,N,,USD,USD,Y,11270.5797,,-1,New,,,,,,-,-,11270.5797,,,,QS,MUNICH - Surplus,P-RP-P-TTY|01/01/2019|01/01/2020|673|USBICI|2019|USD|100031|BICI EPL PE|QS|Munich Surplus|QS|MUNICH - Surplus,0
,F,P-RP-P-FAC,BusinessPlanRI,01/12/2018,P-RP-P-FAC|01/01/2019|01/01/2020|673|USBICI|2019|USD|100031|BICI EPL PE|Fac|Fac|FAC|SL Facultative spend,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,673,USBICI,2019,N,,USD,USD,Y,4327.1338,,-1,New,,,,,,-,-,4327.1338,,,,FAC,SL Facultative spend,P-RP-P-FAC|01/01/2019|01/01/2020|673|USBICI|2019|USD|100031|BICI EPL PE|Fac|Fac|FAC|SL Facultative spend,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/07/2019|01/07/2020|673|USBICI|2019|USD|100031|BICI EPL PE|Clash|Clash|XL|Systemic cover - Clash,NOPOLICY,01/07/2019,01/07/2020,01/01/1980,01/01/1980,673,USBICI,2019,N,,USD,USD,Y,9207.0371,,-1,New,,,,,,-,-,9207.0371,,,,XL,Systemic cover - Clash,P-RP-P-TTY|01/07/2019|01/07/2020|673|USBICI|2019|USD|100031|BICI EPL PE|Clash|Clash|XL|Systemic cover - Clash,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|673|USBICI|2019|USD|100031|BICI EPL PE|XL|Professions Stop Loss|XL|Professions,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,673,USBICI,2019,N,,USD,USD,Y,9935.6034,,-1,New,,,,,,-,-,9935.6034,,,,XL,Professions,P-RP-P-TTY|01/01/2019|01/01/2020|673|USBICI|2019|USD|100031|BICI EPL PE|XL|Professions Stop Loss|XL|Professions,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|755|2623|2019|CAD|500093|PE Intl Healthcare|QS|Munich QS|QS|MUNQQS,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,755,2623,2019,N,,CAD,CAD,Y,16957.4588,,-1,New,,,,,,-,-,16957.4588,,,,QS,MUNQQS,P-RP-P-TTY|01/01/2019|01/01/2020|755|2623|2019|CAD|500093|PE Intl Healthcare|QS|Munich QS|QS|MUNQQS,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|755|2623|2019|EUR|500093|PE Intl Healthcare|QS|Munich QS|QS|MUNQQS,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,755,2623,2019,N,,EUR,EUR,Y,248.7979,,-1,New,,,,,,-,-,248.7979,,,,QS,MUNQQS,P-RP-P-TTY|01/01/2019|01/01/2020|755|2623|2019|EUR|500093|PE Intl Healthcare|QS|Munich QS|QS|MUNQQS,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|755|2623|2019|GBP|500093|PE Intl Healthcare|QS|Munich QS|QS|MUNQQS,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,755,2623,2019,N,,GBP,GBP,Y,4564.9823,,-1,New,,,,,,-,-,4564.9823,,,,QS,MUNQQS,P-RP-P-TTY|01/01/2019|01/01/2020|755|2623|2019|GBP|500093|PE Intl Healthcare|QS|Munich QS|QS|MUNQQS,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|755|2623|2019|USD|500093|PE Intl Healthcare|QS|Munich QS|QS|MUNQQS,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,755,2623,2019,N,,USD,USD,Y,1509.8077,,-1,New,,,,,,-,-,1509.8077,,,,QS,MUNQQS,P-RP-P-TTY|01/01/2019|01/01/2020|755|2623|2019|USD|500093|PE Intl Healthcare|QS|Munich QS|QS|MUNQQS,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|755|623|2019|CAD|500093|PE Intl Healthcare|QS|Munich QS|QS|MUNQQS,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,755,623,2019,N,,CAD,CAD,Y,3722.369,,-1,New,,,,,,-,-,3722.369,,,,QS,MUNQQS,P-RP-P-TTY|01/01/2019|01/01/2020|755|623|2019|CAD|500093|PE Intl Healthcare|QS|Munich QS|QS|MUNQQS,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|755|623|2019|USD|500093|PE Intl Healthcare|QS|Munich QS|QS|MUNQQS,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,755,623,2019,N,,USD,USD,Y,331.4212,,-1,New,,,,,,-,-,331.4212,,,,QS,MUNQQS,P-RP-P-TTY|01/01/2019|01/01/2020|755|623|2019|USD|500093|PE Intl Healthcare|QS|Munich QS|QS|MUNQQS,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|755|623|2019|GBP|500093|PE Intl Healthcare|QS|Munich QS|QS|MUNQQS,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,755,623,2019,N,,GBP,GBP,Y,1002.0693,,-1,New,,,,,,-,-,1002.0693,,,,QS,MUNQQS,P-RP-P-TTY|01/01/2019|01/01/2020|755|623|2019|GBP|500093|PE Intl Healthcare|QS|Munich QS|QS|MUNQQS,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|755|623|2019|EUR|500093|PE Intl Healthcare|QS|Munich QS|QS|MUNQQS,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,755,623,2019,N,,EUR,EUR,Y,54.6142,,-1,New,,,,,,-,-,54.6142,,,,QS,MUNQQS,P-RP-P-TTY|01/01/2019|01/01/2020|755|623|2019|EUR|500093|PE Intl Healthcare|QS|Munich QS|QS|MUNQQS,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|755|2623|2019|CAD|500093|PE Intl Healthcare|QS|Munich Surplus|QS|MUNICH - Surplus,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,755,2623,2019,N,,CAD,CAD,Y,2935.8217,,-1,New,,,,,,-,-,2935.8217,,,,QS,MUNICH - Surplus,P-RP-P-TTY|01/01/2019|01/01/2020|755|2623|2019|CAD|500093|PE Intl Healthcare|QS|Munich Surplus|QS|MUNICH - Surplus,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|755|2623|2019|EUR|500093|PE Intl Healthcare|QS|Munich Surplus|QS|MUNICH - Surplus,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,755,2623,2019,N,,EUR,EUR,Y,43.0741,,-1,New,,,,,,-,-,43.0741,,,,QS,MUNICH - Surplus,P-RP-P-TTY|01/01/2019|01/01/2020|755|2623|2019|EUR|500093|PE Intl Healthcare|QS|Munich Surplus|QS|MUNICH - Surplus,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|755|2623|2019|GBP|500093|PE Intl Healthcare|QS|Munich Surplus|QS|MUNICH - Surplus,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,755,2623,2019,N,,GBP,GBP,Y,790.3292,,-1,New,,,,,,-,-,790.3292,,,,QS,MUNICH - Surplus,P-RP-P-TTY|01/01/2019|01/01/2020|755|2623|2019|GBP|500093|PE Intl Healthcare|QS|Munich Surplus|QS|MUNICH - Surplus,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|755|2623|2019|USD|500093|PE Intl Healthcare|QS|Munich Surplus|QS|MUNICH - Surplus,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,755,2623,2019,N,,USD,USD,Y,261.391,,-1,New,,,,,,-,-,261.391,,,,QS,MUNICH - Surplus,P-RP-P-TTY|01/01/2019|01/01/2020|755|2623|2019|USD|500093|PE Intl Healthcare|QS|Munich Surplus|QS|MUNICH - Surplus,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|755|623|2019|CAD|500093|PE Intl Healthcare|QS|Munich Surplus|QS|MUNICH - Surplus,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,755,623,2019,N,,CAD,CAD,Y,644.4487,,-1,New,,,,,,-,-,644.4487,,,,QS,MUNICH - Surplus,P-RP-P-TTY|01/01/2019|01/01/2020|755|623|2019|CAD|500093|PE Intl Healthcare|QS|Munich Surplus|QS|MUNICH - Surplus,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|755|623|2019|USD|500093|PE Intl Healthcare|QS|Munich Surplus|QS|MUNICH - Surplus,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,755,623,2019,N,,USD,USD,Y,57.3785,,-1,New,,,,,,-,-,57.3785,,,,QS,MUNICH - Surplus,P-RP-P-TTY|01/01/2019|01/01/2020|755|623|2019|USD|500093|PE Intl Healthcare|QS|Munich Surplus|QS|MUNICH - Surplus,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|755|623|2019|GBP|500093|PE Intl Healthcare|QS|Munich Surplus|QS|MUNICH - Surplus,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,755,623,2019,N,,GBP,GBP,Y,173.4869,,-1,New,,,,,,-,-,173.4869,,,,QS,MUNICH - Surplus,P-RP-P-TTY|01/01/2019|01/01/2020|755|623|2019|GBP|500093|PE Intl Healthcare|QS|Munich Surplus|QS|MUNICH - Surplus,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|755|623|2019|EUR|500093|PE Intl Healthcare|QS|Munich Surplus|QS|MUNICH - Surplus,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,755,623,2019,N,,EUR,EUR,Y,9.4553,,-1,New,,,,,,-,-,9.4553,,,,QS,MUNICH - Surplus,P-RP-P-TTY|01/01/2019|01/01/2020|755|623|2019|EUR|500093|PE Intl Healthcare|QS|Munich Surplus|QS|MUNICH - Surplus,0
,F,P-RP-P-FAC,BusinessPlanRI,01/12/2018,P-RP-P-FAC|01/01/2019|01/01/2020|755|2623|2019|CAD|500093|PE Intl Healthcare|Fac|Fac|FAC|SL Facultative spend,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,755,2623,2019,N,,CAD,CAD,Y,242.6273,,-1,New,,,,,,-,-,242.6273,,,,FAC,SL Facultative spend,P-RP-P-FAC|01/01/2019|01/01/2020|755|2623|2019|CAD|500093|PE Intl Healthcare|Fac|Fac|FAC|SL Facultative spend,0
,F,P-RP-P-FAC,BusinessPlanRI,01/12/2018,P-RP-P-FAC|01/01/2019|01/01/2020|755|2623|2019|EUR|500093|PE Intl Healthcare|Fac|Fac|FAC|SL Facultative spend,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,755,2623,2019,N,,EUR,EUR,Y,3.5598,,-1,New,,,,,,-,-,3.5598,,,,FAC,SL Facultative spend,P-RP-P-FAC|01/01/2019|01/01/2020|755|2623|2019|EUR|500093|PE Intl Healthcare|Fac|Fac|FAC|SL Facultative spend,0
,F,P-RP-P-FAC,BusinessPlanRI,01/12/2018,P-RP-P-FAC|01/01/2019|01/01/2020|755|2623|2019|GBP|500093|PE Intl Healthcare|Fac|Fac|FAC|SL Facultative spend,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,755,2623,2019,N,,GBP,GBP,Y,65.3158,,-1,New,,,,,,-,-,65.3158,,,,FAC,SL Facultative spend,P-RP-P-FAC|01/01/2019|01/01/2020|755|2623|2019|GBP|500093|PE Intl Healthcare|Fac|Fac|FAC|SL Facultative spend,0
,F,P-RP-P-FAC,BusinessPlanRI,01/12/2018,P-RP-P-FAC|01/01/2019|01/01/2020|755|2623|2019|USD|500093|PE Intl Healthcare|Fac|Fac|FAC|SL Facultative spend,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,755,2623,2019,N,,USD,USD,Y,21.6023,,-1,New,,,,,,-,-,21.6023,,,,FAC,SL Facultative spend,P-RP-P-FAC|01/01/2019|01/01/2020|755|2623|2019|USD|500093|PE Intl Healthcare|Fac|Fac|FAC|SL Facultative spend,0
,F,P-RP-P-FAC,BusinessPlanRI,01/12/2018,P-RP-P-FAC|01/01/2019|01/01/2020|755|623|2019|CAD|500093|PE Intl Healthcare|Fac|Fac|FAC|SL Facultative spend,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,755,623,2019,N,,CAD,CAD,Y,53.2597,,-1,New,,,,,,-,-,53.2597,,,,FAC,SL Facultative spend,P-RP-P-FAC|01/01/2019|01/01/2020|755|623|2019|CAD|500093|PE Intl Healthcare|Fac|Fac|FAC|SL Facultative spend,0
,F,P-RP-P-FAC,BusinessPlanRI,01/12/2018,P-RP-P-FAC|01/01/2019|01/01/2020|755|623|2019|USD|500093|PE Intl Healthcare|Fac|Fac|FAC|SL Facultative spend,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,755,623,2019,N,,USD,USD,Y,4.742,,-1,New,,,,,,-,-,4.742,,,,FAC,SL Facultative spend,P-RP-P-FAC|01/01/2019|01/01/2020|755|623|2019|USD|500093|PE Intl Healthcare|Fac|Fac|FAC|SL Facultative spend,0
,F,P-RP-P-FAC,BusinessPlanRI,01/12/2018,P-RP-P-FAC|01/01/2019|01/01/2020|755|623|2019|GBP|500093|PE Intl Healthcare|Fac|Fac|FAC|SL Facultative spend,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,755,623,2019,N,,GBP,GBP,Y,14.3376,,-1,New,,,,,,-,-,14.3376,,,,FAC,SL Facultative spend,P-RP-P-FAC|01/01/2019|01/01/2020|755|623|2019|GBP|500093|PE Intl Healthcare|Fac|Fac|FAC|SL Facultative spend,0
,F,P-RP-P-FAC,BusinessPlanRI,01/12/2018,P-RP-P-FAC|01/01/2019|01/01/2020|755|623|2019|EUR|500093|PE Intl Healthcare|Fac|Fac|FAC|SL Facultative spend,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,755,623,2019,N,,EUR,EUR,Y,0.7814,,-1,New,,,,,,-,-,0.7814,,,,FAC,SL Facultative spend,P-RP-P-FAC|01/01/2019|01/01/2020|755|623|2019|EUR|500093|PE Intl Healthcare|Fac|Fac|FAC|SL Facultative spend,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/07/2019|01/07/2020|755|2623|2019|CAD|500093|PE Intl Healthcare|Clash|Clash|XL|Systemic cover - Clash,NOPOLICY,01/07/2019,01/07/2020,01/01/1980,01/01/1980,755,2623,2019,N,,CAD,CAD,Y,4129.8002,,-1,New,,,,,,-,-,4129.8002,,,,XL,Systemic cover - Clash,P-RP-P-TTY|01/07/2019|01/07/2020|755|2623|2019|CAD|500093|PE Intl Healthcare|Clash|Clash|XL|Systemic cover - Clash,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/07/2019|01/07/2020|755|2623|2019|EUR|500093|PE Intl Healthcare|Clash|Clash|XL|Systemic cover - Clash,NOPOLICY,01/07/2019,01/07/2020,01/01/1980,01/01/1980,755,2623,2019,N,,EUR,EUR,Y,60.592,,-1,New,,,,,,-,-,60.592,,,,XL,Systemic cover - Clash,P-RP-P-TTY|01/07/2019|01/07/2020|755|2623|2019|EUR|500093|PE Intl Healthcare|Clash|Clash|XL|Systemic cover - Clash,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/07/2019|01/07/2020|755|2623|2019|GBP|500093|PE Intl Healthcare|Clash|Clash|XL|Systemic cover - Clash,NOPOLICY,01/07/2019,01/07/2020,01/01/1980,01/01/1980,755,2623,2019,N,,GBP,GBP,Y,1111.7506,,-1,New,,,,,,-,-,1111.7506,,,,XL,Systemic cover - Clash,P-RP-P-TTY|01/07/2019|01/07/2020|755|2623|2019|GBP|500093|PE Intl Healthcare|Clash|Clash|XL|Systemic cover - Clash,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/07/2019|01/07/2020|755|2623|2019|USD|500093|PE Intl Healthcare|Clash|Clash|XL|Systemic cover - Clash,NOPOLICY,01/07/2019,01/07/2020,01/01/1980,01/01/1980,755,2623,2019,N,,USD,USD,Y,367.6969,,-1,New,,,,,,-,-,367.6969,,,,XL,Systemic cover - Clash,P-RP-P-TTY|01/07/2019|01/07/2020|755|2623|2019|USD|500093|PE Intl Healthcare|Clash|Clash|XL|Systemic cover - Clash,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/07/2019|01/07/2020|755|623|2019|CAD|500093|PE Intl Healthcare|Clash|Clash|XL|Systemic cover - Clash,NOPOLICY,01/07/2019,01/07/2020,01/01/1980,01/01/1980,755,623,2019,N,,CAD,CAD,Y,906.5416,,-1,New,,,,,,-,-,906.5416,,,,XL,Systemic cover - Clash,P-RP-P-TTY|01/07/2019|01/07/2020|755|623|2019|CAD|500093|PE Intl Healthcare|Clash|Clash|XL|Systemic cover - Clash,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/07/2019|01/07/2020|755|623|2019|USD|500093|PE Intl Healthcare|Clash|Clash|XL|Systemic cover - Clash,NOPOLICY,01/07/2019,01/07/2020,01/01/1980,01/01/1980,755,623,2019,N,,USD,USD,Y,80.7139,,-1,New,,,,,,-,-,80.7139,,,,XL,Systemic cover - Clash,P-RP-P-TTY|01/07/2019|01/07/2020|755|623|2019|USD|500093|PE Intl Healthcare|Clash|Clash|XL|Systemic cover - Clash,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/07/2019|01/07/2020|755|623|2019|GBP|500093|PE Intl Healthcare|Clash|Clash|XL|Systemic cover - Clash,NOPOLICY,01/07/2019,01/07/2020,01/01/1980,01/01/1980,755,623,2019,N,,GBP,GBP,Y,244.0428,,-1,New,,,,,,-,-,244.0428,,,,XL,Systemic cover - Clash,P-RP-P-TTY|01/07/2019|01/07/2020|755|623|2019|GBP|500093|PE Intl Healthcare|Clash|Clash|XL|Systemic cover - Clash,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/07/2019|01/07/2020|755|623|2019|EUR|500093|PE Intl Healthcare|Clash|Clash|XL|Systemic cover - Clash,NOPOLICY,01/07/2019,01/07/2020,01/01/1980,01/01/1980,755,623,2019,N,,EUR,EUR,Y,13.3007,,-1,New,,,,,,-,-,13.3007,,,,XL,Systemic cover - Clash,P-RP-P-TTY|01/07/2019|01/07/2020|755|623|2019|EUR|500093|PE Intl Healthcare|Clash|Clash|XL|Systemic cover - Clash,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|755|2623|2019|CAD|500093|PE Intl Healthcare|QS|Occurrence|QS|Occurrence QS,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,755,2623,2019,N,,CAD,CAD,Y,1381.1558,,-1,New,,,,,,-,-,1381.1558,,,,QS,Occurrence QS,P-RP-P-TTY|01/01/2019|01/01/2020|755|2623|2019|CAD|500093|PE Intl Healthcare|QS|Occurrence|QS|Occurrence QS,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|755|2623|2019|EUR|500093|PE Intl Healthcare|QS|Occurrence|QS|Occurrence QS,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,755,2623,2019,N,,EUR,EUR,Y,20.2642,,-1,New,,,,,,-,-,20.2642,,,,QS,Occurrence QS,P-RP-P-TTY|01/01/2019|01/01/2020|755|2623|2019|EUR|500093|PE Intl Healthcare|QS|Occurrence|QS|Occurrence QS,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|755|2623|2019|GBP|500093|PE Intl Healthcare|QS|Occurrence|QS|Occurrence QS,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,755,2623,2019,N,,GBP,GBP,Y,371.81,,-1,New,,,,,,-,-,371.81,,,,QS,Occurrence QS,P-RP-P-TTY|01/01/2019|01/01/2020|755|2623|2019|GBP|500093|PE Intl Healthcare|QS|Occurrence|QS|Occurrence QS,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|755|2623|2019|USD|500093|PE Intl Healthcare|QS|Occurrence|QS|Occurrence QS,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,755,2623,2019,N,,USD,USD,Y,122.9712,,-1,New,,,,,,-,-,122.9712,,,,QS,Occurrence QS,P-RP-P-TTY|01/01/2019|01/01/2020|755|2623|2019|USD|500093|PE Intl Healthcare|QS|Occurrence|QS|Occurrence QS,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|755|623|2019|CAD|500093|PE Intl Healthcare|QS|Occurrence|QS|Occurrence QS,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,755,623,2019,N,,CAD,CAD,Y,303.1805,,-1,New,,,,,,-,-,303.1805,,,,QS,Occurrence QS,P-RP-P-TTY|01/01/2019|01/01/2020|755|623|2019|CAD|500093|PE Intl Healthcare|QS|Occurrence|QS|Occurrence QS,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|755|623|2019|USD|500093|PE Intl Healthcare|QS|Occurrence|QS|Occurrence QS,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,755,623,2019,N,,USD,USD,Y,26.9937,,-1,New,,,,,,-,-,26.9937,,,,QS,Occurrence QS,P-RP-P-TTY|01/01/2019|01/01/2020|755|623|2019|USD|500093|PE Intl Healthcare|QS|Occurrence|QS|Occurrence QS,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|755|623|2019|GBP|500093|PE Intl Healthcare|QS|Occurrence|QS|Occurrence QS,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,755,623,2019,N,,GBP,GBP,Y,81.6168,,-1,New,,,,,,-,-,81.6168,,,,QS,Occurrence QS,P-RP-P-TTY|01/01/2019|01/01/2020|755|623|2019|GBP|500093|PE Intl Healthcare|QS|Occurrence|QS|Occurrence QS,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|755|623|2019|EUR|500093|PE Intl Healthcare|QS|Occurrence|QS|Occurrence QS,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,755,623,2019,N,,EUR,EUR,Y,4.4483,,-1,New,,,,,,-,-,4.4483,,,,QS,Occurrence QS,P-RP-P-TTY|01/01/2019|01/01/2020|755|623|2019|EUR|500093|PE Intl Healthcare|QS|Occurrence|QS|Occurrence QS,0
,F,P-RP-P-TTY,BusinessPlanRI,01/12/2018,P-RP-P-TTY|01/01/2019|01/01/2020|761|2623|2019|CAD|500095|Financial Institutions|QS|Munich QS|QS|MUNQQS,NOPOLICY,01/01/2019,01/01/2020,01/01/1980,01/01/1980,761,2623,2019,N,,CAD,CAD,Y,2345.4339,,-1,New,,,,,,-,-,2345.4339,,,,QS,MUNQQS,P-RP-P-TTY|01/01/2019|01/01/2020|761|2623|2019|CAD|500095|Financial Institutions|QS|Munich QS|QS|MUNQQS,0
