Scenario,Account,Dataset,DateOfFact,BusinessKey,PolicyNumber,InceptionDate,ExpiryDate,BindDate,DueDate,TrifocusCode,Entity,YOA,TypeOfBusiness,StatsCode,SettlementCCY,OriginalCCY,IsToDate,Value,RowHash,FK_Allocation,DeltaType,AuditSourceBatchID,AuditCreateDateTime,AuditGenerateDateTime,AuditUserCreate,AuditHost,Basis,Location,ValueOrig,BusinessProcessCode,FK_Batch,BoundDate,RIPolicyType,ProgrammeCode,ExcelRowHash,RunNumber
F,P-RP-P-TTY,BICI_RI_Ultimate_Premium,01/12/2019,ObligatedPremium_SL/CyEx|Systemic cover - Clash|2016|USD|739,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,739,8022,2016,-,NULL,USD,USD,Y,0,NULL,NULL,Reversal,NULL,NULL,NULL,NULL,NULL,E,-,0,T1,NULL,NULL,XL,Systemic cover - Clash,ObligatedPremium_SL/CyEx|Systemic cover - Clash|2016|USD|739,NULL
F,P-RP-P-TTY,BICI_RI_Ultimate_Premium,01/12/2019,ObligatedPremium_SL/CyEx|Systemic cover - Clash|2018|USD|675,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,675,8022,2018,-,NULL,USD,USD,Y,0,NULL,NULL,Reversal,NULL,NULL,NULL,NULL,NULL,E,-,0,T1,NULL,NULL,XL,Systemic cover - Clash,ObligatedPremium_SL/CyEx|Systemic cover - Clash|2018|USD|675,NULL
F,P-RP-P-TTY,BICI_RI_Ultimate_Premium,01/12/2019,ObligatedPremium_SL/CyEx|Systemic cover - Clash|2018|USD|745,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,745,8022,2018,-,NULL,USD,USD,Y,0,NULL,NULL,Reversal,NULL,NULL,NULL,NULL,NULL,E,-,0,T1,NULL,NULL,XL,Systemic cover - Clash,ObligatedPremium_SL/CyEx|Systemic cover - Clash|2018|USD|745,NULL
F,P-RP-P-TTY,BICI_RI_Ultimate_Premium,01/12/2019,ObligatedPremium_SL/CyEx|Systemic cover - Clash|2018|USD|751,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,751,8022,2018,-,NULL,USD,USD,Y,0,NULL,NULL,Reversal,NULL,NULL,NULL,NULL,NULL,E,-,0,T1,NULL,NULL,XL,Systemic cover - Clash,ObligatedPremium_SL/CyEx|Systemic cover - Clash|2018|USD|751,NULL
F,P-RP-P-TTY,BICI_RI_Ultimate_Premium,01/12/2019,ObligatedPremium_SL/CyEx|US Small Risks XL|2016|USD|687,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,687,8022,2016,-,NULL,USD,USD,Y,0,NULL,NULL,Reversal,NULL,NULL,NULL,NULL,NULL,E,-,0,T1,NULL,NULL,XL,US Small Risks XL,ObligatedPremium_SL/CyEx|US Small Risks XL|2016|USD|687,NULL
F,P-RP-P-TTY,BICI_RI_Ultimate_Premium,01/12/2019,ObligatedPremium_SL/CyEx|A&E Lawyers QS|2017|USD|668,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,668,8022,2017,-,NULL,USD,USD,Y,-12095.0001,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-12095.0001,T1,NULL,NULL,QS,A&E Lawyers QS,ObligatedPremium_SL/CyEx|A&E Lawyers QS|2017|USD|668,NULL
F,P-RP-P-TTY,BICI_RI_Ultimate_Premium,01/12/2019,ObligatedPremium_SL/CyEx|A&E Lawyers QS|2018|USD|668,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,668,8022,2018,-,NULL,USD,USD,Y,-321.2753,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-321.2753,T1,NULL,NULL,QS,A&E Lawyers QS,ObligatedPremium_SL/CyEx|A&E Lawyers QS|2018|USD|668,NULL
F,P-RP-P-TTY,BICI_RI_Ultimate_Premium,01/12/2019,ObligatedPremium_SL/CyEx|A&E Lawyers QS|2019|USD|668,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,668,8022,2019,-,NULL,USD,USD,Y,-1419.6887,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-1419.6887,T1,NULL,NULL,QS,A&E Lawyers QS,ObligatedPremium_SL/CyEx|A&E Lawyers QS|2019|USD|668,NULL
F,P-RP-P-TTY,BICI_RI_Ultimate_Premium,01/12/2019,ObligatedPremium_SL/CyEx|BICI Risk & Agg XL|2019|USD|903,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,903,8022,2019,-,NULL,USD,USD,Y,300000,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,300000,T1,NULL,NULL,XL,BICI Risk & Agg XL,ObligatedPremium_SL/CyEx|BICI Risk & Agg XL|2019|USD|903,NULL
F,P-RP-P-TTY,BICI_RI_Ultimate_Premium,01/12/2019,ObligatedPremium_SL/CyEx|CUNA QS|2018|USD|722,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,722,8022,2018,-,NULL,USD,USD,Y,5000,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,5000,T1,NULL,NULL,QS,CUNA QS,ObligatedPremium_SL/CyEx|CUNA QS|2018|USD|722,NULL
F,P-RP-P-TTY,BICI_RI_Ultimate_Premium,01/12/2019,ObligatedPremium_SL/CyEx|CUNA QS|2018|USD|735,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,735,8022,2018,-,NULL,USD,USD,Y,8000,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,8000,T1,NULL,NULL,QS,CUNA QS,ObligatedPremium_SL/CyEx|CUNA QS|2018|USD|735,NULL
F,P-RP-P-TTY,BICI_RI_Ultimate_Premium,01/06/2020,ObligatedPremium_BICI_Historical|Property Cat XL|2018|USD|803,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,803,8022,2018,-,NULL,USD,USD,Y,-426.21,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-426.21,T1,NULL,NULL,XL,Property Cat XL,ObligatedPremium_BICI_Historical|Property Cat XL|2018|USD|803,NULL
F,P-RP-P-TTY,BICI_RI_Ultimate_Premium,01/06/2020,ObligatedPremium_BICI_Historical|TALK - Political Risks XL|2018|USD|727,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,727,8022,2018,-,NULL,USD,USD,Y,2534.18,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,2534.18,T1,NULL,NULL,XL,TALK - Political Risks XL,ObligatedPremium_BICI_Historical|TALK - Political Risks XL|2018|USD|727,NULL
F,P-RP-P-TTY,BICI_RI_Ultimate_Premium,01/06/2020,ObligatedPremium_BICI_Historical|TALK - Political Risks XL|2019|USD|727,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,727,8022,2019,-,NULL,USD,USD,Y,1107.16,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,1107.16,T1,NULL,NULL,XL,TALK - Political Risks XL,ObligatedPremium_BICI_Historical|TALK - Political Risks XL|2019|USD|727,NULL
F,P-RP-P-TTY,BICI_RI_Ultimate_Premium,01/09/2020,ObligatedPremium_BICI_Historical|GEN (Whole Account)|2020|USD|790,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,790,8022,2020,-,NULL,USD,USD,Y,1376.56,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,1376.56,T1,NULL,NULL,XL,GEN (Whole Account),ObligatedPremium_BICI_Historical|GEN (Whole Account)|2020|USD|790,NULL
F,P-RP-P-TTY,BICI_RI_Ultimate_Premium,01/09/2020,ObligatedPremium_BICI_Historical|GEN (Whole Account)|2020|USD|798,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,798,8022,2020,-,NULL,USD,USD,Y,2064.84,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,2064.84,T1,NULL,NULL,XL,GEN (Whole Account),ObligatedPremium_BICI_Historical|GEN (Whole Account)|2020|USD|798,NULL
F,P-RP-P-TTY,BICI_RI_Ultimate_Premium,01/09/2020,ObligatedPremium_BICI_Historical|Life & Accident Cat|2019||TRI00081,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,TRI00081,8022,2019,-,NULL,,,Y,12796.87,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,12796.87,T1,NULL,NULL,XL,Life & Accident Cat,ObligatedPremium_BICI_Historical|Life & Accident Cat|2019||TRI00081,NULL
F,P-RP-P-TTY,BICI_RI_Ultimate_Premium,01/09/2020,"ObligatedPremium_BICI_Historical|Life, Accident & Contingency Cat|2019||729",NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,729,8022,2019,-,NULL,,,Y,3285.55,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,3285.55,T1,NULL,NULL,XL,"Life, Accident & Contingency Cat","ObligatedPremium_BICI_Historical|Life, Accident & Contingency Cat|2019||729",NULL
F,P-RP-P-TTY,BICI_RI_Ultimate_Premium,01/09/2020,"ObligatedPremium_BICI_Historical|Life, Accident & Contingency Cat|2019||TRI00081",NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,TRI00081,8022,2019,-,NULL,,,Y,15290.01,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,15290.01,T1,NULL,NULL,XL,"Life, Accident & Contingency Cat","ObligatedPremium_BICI_Historical|Life, Accident & Contingency Cat|2019||TRI00081",NULL
F,P-RP-P-TTY,BICI_RI_Ultimate_Premium,01/09/2020,ObligatedPremium_BICI_Historical|MARGEN|2019||790,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,790,8022,2019,-,NULL,,,Y,28162.04,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,28162.04,T1,NULL,NULL,XL,MARGEN,ObligatedPremium_BICI_Historical|MARGEN|2019||790,NULL
F,P-RP-P-TTY,BICI_RI_Ultimate_Premium,01/09/2020,ObligatedPremium_BICI_Historical|MARGEN|2019||798,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,798,8022,2019,-,NULL,,,Y,42243.07,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,42243.07,T1,NULL,NULL,XL,MARGEN,ObligatedPremium_BICI_Historical|MARGEN|2019||798,NULL
F,P-RP-P-TTY,BICI_RI_Ultimate_Premium,01/09/2020,ObligatedPremium_BICI_Historical|MARGEX|2019||790,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,790,8022,2019,-,NULL,,,Y,9340.16,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,9340.16,T1,NULL,NULL,XL,MARGEX,ObligatedPremium_BICI_Historical|MARGEX|2019||790,NULL
F,P-RP-P-TTY,BICI_RI_Ultimate_Premium,01/09/2020,ObligatedPremium_BICI_Historical|MARGEX|2019||798,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,798,8022,2019,-,NULL,,,Y,18674.32,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,18674.32,T1,NULL,NULL,XL,MARGEX,ObligatedPremium_BICI_Historical|MARGEX|2019||798,NULL
F,P-RP-P-TTY,BICI_RI_Ultimate_Premium,01/09/2020,ObligatedPremium_BICI_Historical|Marine Specific aggregate|2019||790,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,790,8022,2019,-,NULL,,,Y,4500,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,4500,T1,NULL,NULL,XL,Marine Specific aggregate,ObligatedPremium_BICI_Historical|Marine Specific aggregate|2019||790,NULL
F,P-RP-P-TTY,BICI_RI_Ultimate_Premium,01/09/2020,ObligatedPremium_BICI_Historical|Marine Specific aggregate|2019||798,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,798,8022,2019,-,NULL,,,Y,9000,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,9000,T1,NULL,NULL,XL,Marine Specific aggregate,ObligatedPremium_BICI_Historical|Marine Specific aggregate|2019||798,NULL
F,P-RP-P-TTY,BICI_RI_Ultimate_Premium,01/09/2020,ObligatedPremium_BICI_Historical|MARRPP|2019||790,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,790,8022,2019,-,NULL,,,Y,423.3,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,423.3,T1,NULL,NULL,XL,MARRPP,ObligatedPremium_BICI_Historical|MARRPP|2019||790,NULL
F,P-RP-P-TTY,BICI_RI_Ultimate_Premium,01/09/2020,ObligatedPremium_BICI_Historical|MARRPP|2019||798,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,798,8022,2019,-,NULL,,,Y,634.95,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,634.95,T1,NULL,NULL,XL,MARRPP,ObligatedPremium_BICI_Historical|MARRPP|2019||798,NULL
F,P-RP-P-TTY,BICI_RI_Ultimate_Premium,01/09/2020,ObligatedPremium_BICI_Historical|Political Risk Stop Loss Agg|2019||727,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,727,8022,2019,-,NULL,,,Y,3067.11,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,3067.11,T1,NULL,NULL,XL,Political Risk Stop Loss Agg,ObligatedPremium_BICI_Historical|Political Risk Stop Loss Agg|2019||727,NULL
F,P-RP-P-TTY,BICI_RI_Ultimate_Premium,01/09/2020,ObligatedPremium_BICI_Historical|TALK - Political Risks XL|2019||727,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,727,8022,2019,-,NULL,,,Y,3987.85,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,3987.85,T1,NULL,NULL,XL,TALK - Political Risks XL,ObligatedPremium_BICI_Historical|TALK - Political Risks XL|2019||727,NULL
F,P-RP-P-TTY,BICI_RI_Ultimate_Premium,01/09/2020,ObligatedPremium_BICI_Historical|A&LPA |2016|USD|TRI00081,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,TRI00081,8022,2016,-,NULL,USD,USD,Y,0,NULL,NULL,Reversal,NULL,NULL,NULL,NULL,NULL,E,-,0,T1,NULL,NULL,XL,A&LPA ,ObligatedPremium_BICI_Historical|A&LPA |2016|USD|TRI00081,NULL
F,P-RP-P-TTY,BICI_RI_Ultimate_Premium,01/09/2020,ObligatedPremium_BICI_Historical|A&LPA |2017|USD|TRI00081,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,TRI00081,8022,2017,-,NULL,USD,USD,Y,0,NULL,NULL,Reversal,NULL,NULL,NULL,NULL,NULL,E,-,0,T1,NULL,NULL,XL,A&LPA ,ObligatedPremium_BICI_Historical|A&LPA |2017|USD|TRI00081,NULL
F,P-RP-P-TTY,BICI_RI_Ultimate_Premium,01/09/2020,ObligatedPremium_BICI_Historical|A&LPA |2018||TRI00081,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,TRI00081,8022,2018,-,NULL,,,Y,0,NULL,NULL,Reversal,NULL,NULL,NULL,NULL,NULL,E,-,0,T1,NULL,NULL,XL,A&LPA ,ObligatedPremium_BICI_Historical|A&LPA |2018||TRI00081,NULL
F,P-RP-P-TTY,BICI_RI_Ultimate_Premium,01/09/2020,ObligatedPremium_BICI_Historical|GEN (Whole Account)|2016|USD|798,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,798,8022,2016,-,NULL,USD,USD,Y,0,NULL,NULL,Reversal,NULL,NULL,NULL,NULL,NULL,E,-,0,T1,NULL,NULL,XL,GEN (Whole Account),ObligatedPremium_BICI_Historical|GEN (Whole Account)|2016|USD|798,NULL
