Policy Ref,Entity,Value,TriFocus,CCY,YOA,Date Of Fact,Source File
R0662A08,623,5001.4061,n/a,USD,2008,01/12/2018,Willis Broker Rebates @2010
R0662A08,2623,21321.7839,n/a,USD,2008,01/12/2018,Willis Broker Rebates @2010
R0662A08,623,3054.5084,n/a,GBP,2008,01/12/2018,Willis Broker Rebates @2010
R0662A08,2623,13021.8516,n/a,GBP,2008,01/12/2018,Willis Broker Rebates @2010
R0662A08,623,290.4967,n/a,EUR,2008,01/12/2018,Willis Broker Rebates @2010
R0662A08,2623,1238.4333,n/a,EUR,2008,01/12/2018,Willis Broker Rebates @2010
R0662A08,623,1307.5249,n/a,CAD,2008,01/12/2018,Willis Broker Rebates @2010
R0662A08,2623,5574.1851,n/a,CAD,2008,01/12/2018,Willis Broker Rebates @2010
R0663A08,623,52129.673,n/a,USD,2008,01/12/2018,Willis Broker Rebates @2010
R0663A08,2623,222237.027,n/a,USD,2008,01/12/2018,Willis Broker Rebates @2010
R0665A10,623,11165.1182,n/a,USD,2010,01/12/2018,Guy Carpenter Broker Rebates @ 2010
R0665A10,2623,47598.6618,n/a,USD,2010,01/12/2018,Guy Carpenter Broker Rebates @ 2010
R0666A10,623,2512.1515,n/a,USD,2010,01/12/2018,Guy Carpenter Broker Rebates @ 2010
R0666A10,2623,10709.6985,n/a,USD,2010,01/12/2018,Guy Carpenter Broker Rebates @ 2010
R0669A10,623,2849.2818,n/a,USD,2010,01/12/2018,Guy Carpenter Broker Rebates @ 2010
R0669A10,2623,12146.9382,n/a,USD,2010,01/12/2018,Guy Carpenter Broker Rebates @ 2010
R0750A10,623,14095.9632,n/a,USD,2010,01/12/2018,Guy Carpenter Broker Rebates @ 2010
R0750A10,2623,60093.3168,n/a,USD,2010,01/12/2018,Guy Carpenter Broker Rebates @ 2010
R0766A10,623,4018.8895,n/a,USD,2010,01/12/2018,Guy Carpenter Broker Rebates @ 2010
R0766A10,2623,17133.1605,n/a,USD,2010,01/12/2018,Guy Carpenter Broker Rebates @ 2010
R0767B10,623,33697.0054,n/a,USD,2010,01/12/2018,Guy Carpenter Broker Rebates @ 2010
R0767B10,2623,143655.6546,n/a,USD,2010,01/12/2018,Guy Carpenter Broker Rebates @ 2010
J8140Z11AXDG,623,109.3581443,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2011
J8140Z11AXDG,2623,466.2110363,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2011
JA411V11AXDH,623,13.71651506,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2011
JA411V11AXDH,2623,58.47566945,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2011
JA983Z11AFDC,623,565.8994148,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2011
JA983Z11AFDC,2623,2412.518558,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2011
JC539E11AXDH,623,127.4316009,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2011
JC539E11AXDH,2623,543.2610354,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2011
JJ860A11AXDD,623,46.14183904,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2011
JJ860A11AXDD,2623,196.7099454,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2011
JJ980E11AXDG,623,58.23048844,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2011
JJ980E11AXDG,2623,248.2457665,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2011
JK846V11AXDF,623,414.1780025,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2011
JK846V11AXDF,2623,1765.706221,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2011
JL822K11AXDN,623,55.74727462,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2011
JL822K11AXDN,2623,237.6594339,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2011
R0139M08,623,1783.34149,n/a,USD,2008,01/12/2018,Aon Broker Rebates @ 2011
R0139M08,2623,7602.666352,n/a,USD,2008,01/12/2018,Aon Broker Rebates @ 2011
R0139M09,623,3781.769543,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2011
R0139M09,2623,16122.28068,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2011
R0139M10,623,3690.802307,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2011
R0139M10,2623,15734.47299,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2011
R0139M11,623,30680.36014,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2011
R0139M11,2623,130795.2196,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2011
R0404A08,623,1236.131101,n/a,USD,2008,01/12/2018,Willis Broker Rebates @ 2011
R0404A08,2623,5269.822062,n/a,USD,2008,01/12/2018,Willis Broker Rebates @ 2011
R0440A08,623,1923.152572,n/a,USD,2008,01/12/2018,Aon Broker Rebates @ 2011
R0440A08,2623,8198.703068,n/a,USD,2008,01/12/2018,Aon Broker Rebates @ 2011
R0440A09,623,2448.638434,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2011
R0440A09,2623,10438.93227,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2011
R0440A10,623,2681.958286,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2011
R0440A10,2623,11433.61164,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2011
R0440A11,623,35253.05246,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2011
R0440A11,2623,150289.3289,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2011
R0461A11,623,14835.84139,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2011
R0461A11,2623,63247.53436,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2011
R0461A11,623,11293.96493,n/a,USD,2011,01/12/2018,Guy Carpenter Broker Rebates @ 2011
R0461A11,2623,48147.95576,n/a,USD,2011,01/12/2018,Guy Carpenter Broker Rebates @ 2011
R0465A09,623,-4967.433285,n/a,USD,2009,01/12/2018,Guy Carpenter Broker Rebates @ 2011
R0465A09,2623,-21176.95243,n/a,USD,2009,01/12/2018,Guy Carpenter Broker Rebates @ 2011
R0465A10,623,2446.964724,n/a,USD,2010,01/12/2018,Guy Carpenter Broker Rebates @ 2011
R0465A10,2623,10431.79698,n/a,USD,2010,01/12/2018,Guy Carpenter Broker Rebates @ 2011
R0491A09,623,-4103.458504,n/a,USD,2009,01/12/2018,Guy Carpenter Broker Rebates @ 2011
R0491A09,2623,-17493.69152,n/a,USD,2009,01/12/2018,Guy Carpenter Broker Rebates @ 2011
R0491A10,623,1703.949294,n/a,USD,2010,01/12/2018,Guy Carpenter Broker Rebates @ 2011
R0491A10,2623,7264.204885,n/a,USD,2010,01/12/2018,Guy Carpenter Broker Rebates @ 2011
R0491A11,623,10072.3007,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2011
R0491A11,2623,42939.80826,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2011
R0491A11,623,7999.397949,n/a,USD,2011,01/12/2018,Guy Carpenter Broker Rebates @ 2011
R0491A11,2623,34102.69652,n/a,USD,2011,01/12/2018,Guy Carpenter Broker Rebates @ 2011
R0510A08,623,624.9205951,n/a,USD,2008,01/12/2018,Willis Broker Rebates @ 2011
R0510A08,2623,2664.135168,n/a,USD,2008,01/12/2018,Willis Broker Rebates @ 2011
R0511A08,623,1231.717083,n/a,USD,2008,01/12/2018,Willis Broker Rebates @ 2011
R0511A08,2623,5251.004407,n/a,USD,2008,01/12/2018,Willis Broker Rebates @ 2011
R0535A09,623,2270.586987,n/a,USD,2009,01/12/2018,Guy Carpenter Broker Rebates @ 2011
R0535A09,2623,9679.870839,n/a,USD,2009,01/12/2018,Guy Carpenter Broker Rebates @ 2011
R0535A10,623,670.2817024,n/a,USD,2010,01/12/2018,Guy Carpenter Broker Rebates @ 2011
R0535A10,2623,2857.516731,n/a,USD,2010,01/12/2018,Guy Carpenter Broker Rebates @ 2011
R0535A11,623,2743.987364,n/a,USD,2011,01/12/2018,Guy Carpenter Broker Rebates @ 2011
R0535A11,2623,11698.05139,n/a,USD,2011,01/12/2018,Guy Carpenter Broker Rebates @ 2011
R0540A08,623,146.6657473,n/a,USD,2008,01/12/2018,Aon Broker Rebates @ 2011
R0540A08,2623,625.2592386,n/a,USD,2008,01/12/2018,Aon Broker Rebates @ 2011
R0540A09,623,165.8518969,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2011
R0540A09,2623,707.0528236,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2011
R0540A10,623,329.92344,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2011
R0540A10,2623,1406.515718,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2011
R0540A11,623,5957.766216,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2011
R0540A11,2623,25398.89808,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2011
R0575A09,623,185.3396571,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2011
R0575A09,2623,790.1322225,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2011
R0575A10,623,316.7265024,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2011
R0575A10,2623,1350.255089,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2011
R0575A11,623,3482.867286,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2011
R0575A11,2623,14848.01317,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2011
R0587A08,623,1018.722149,n/a,USD,2008,01/12/2018,Aon Broker Rebates @ 2011
R0587A08,2623,4342.973373,n/a,USD,2008,01/12/2018,Aon Broker Rebates @ 2011
R0596A08,623,84.26090929,n/a,USD,2008,01/12/2018,Willis Broker Rebates @ 2011
R0596A08,2623,359.2175607,n/a,USD,2008,01/12/2018,Willis Broker Rebates @ 2011
R0598A11,623,979.2514573,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2011
R0598A11,2623,4174.703581,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2011
R0598A11,623,745.4671095,n/a,USD,2011,01/12/2018,Guy Carpenter Broker Rebates @ 2011
R0598A11,2623,3178.043993,n/a,USD,2011,01/12/2018,Guy Carpenter Broker Rebates @ 2011
R0604A08,623,476.8552393,n/a,USD,2008,01/12/2018,Willis Broker Rebates @ 2011
R0604A08,2623,2032.909178,n/a,USD,2008,01/12/2018,Willis Broker Rebates @ 2011
R0627A09,623,258.5469446,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2011
R0627A09,2623,1102.226448,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2011
R0628B09,623,31.36548326,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2011
R0628B09,2623,133.7160076,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2011
R0629A08,623,468.2775055,n/a,USD,2008,01/12/2018,Aon Broker Rebates @ 2011
R0629A08,2623,1996.340945,n/a,USD,2008,01/12/2018,Aon Broker Rebates @ 2011
R0629A09,623,81.28747731,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2011
R0629A09,2623,346.5413506,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2011
R0630A09,623,596.6467932,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2011
R0630A09,2623,2543.599487,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2011
R0630A10,623,1468.691442,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2011
R0630A10,2623,6261.263518,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2011
R0631A09,623,247.2880749,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2011
R0631A09,2623,1054.228109,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2011
R0635A09,623,9805.820108,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2011
R0635A09,2623,41803.75941,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2011
R0635A10,623,11532.51008,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2011
R0635A10,2623,49164.91138,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2011
R0636A08,623,1967.575113,n/a,USD,2008,01/12/2018,Aon Broker Rebates @ 2011
R0636A08,2623,8388.083379,n/a,USD,2008,01/12/2018,Aon Broker Rebates @ 2011
R0639C09,623,550.3099227,n/a,USD,2009,01/12/2018,Guy Carpenter Broker Rebates @ 2011
R0639C09,2623,2346.058091,n/a,USD,2009,01/12/2018,Guy Carpenter Broker Rebates @ 2011
R0653A08,623,5041.449206,n/a,USD,2008,01/12/2018,Aon Broker Rebates @ 2011
R0653A08,2623,21492.49398,n/a,USD,2008,01/12/2018,Aon Broker Rebates @ 2011
R0660A09,623,119.3293586,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2011
R0660A09,2623,508.7198973,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2011
R0660A10,623,360.9646252,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2011
R0660A10,2623,1538.849192,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2011
R0660A11,623,4476.578145,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2011
R0660A11,2623,19084.35946,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2011
R0661A09,623,45.99250588,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2011
R0661A09,2623,196.0733146,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2011
R0662A08,623,2266.383607,n/a,USD,2008,01/12/2018,Willis Broker Rebates @ 2011
R0662A08,2623,9661.951165,n/a,USD,2008,01/12/2018,Willis Broker Rebates @ 2011
R0663A08,623,4026.40685,n/a,USD,2008,01/12/2018,Willis Broker Rebates @ 2011
R0663A08,2623,17165.20815,n/a,USD,2008,01/12/2018,Willis Broker Rebates @ 2011
R0665A09,623,-958.9130413,n/a,USD,2009,01/12/2018,Guy Carpenter Broker Rebates @ 2011
R0665A09,2623,-4087.997702,n/a,USD,2009,01/12/2018,Guy Carpenter Broker Rebates @ 2011
R0665A10,623,504.873866,n/a,USD,2010,01/12/2018,Guy Carpenter Broker Rebates @ 2011
R0665A10,2623,2152.357008,n/a,USD,2010,01/12/2018,Guy Carpenter Broker Rebates @ 2011
R0665A11,623,2518.075176,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2011
R0665A11,2623,10734.95207,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2011
R0665A11,623,1916.91538,n/a,USD,2011,01/12/2018,Guy Carpenter Broker Rebates @ 2011
R0665A11,2623,8172.112934,n/a,USD,2011,01/12/2018,Guy Carpenter Broker Rebates @ 2011
R0666A09,623,-198.7373271,n/a,USD,2009,01/12/2018,Guy Carpenter Broker Rebates @ 2011
R0666A09,2623,-847.248605,n/a,USD,2009,01/12/2018,Guy Carpenter Broker Rebates @ 2011
R0666A10,623,113.5966195,n/a,USD,2010,01/12/2018,Guy Carpenter Broker Rebates @ 2011
R0666A10,2623,484.2803254,n/a,USD,2010,01/12/2018,Guy Carpenter Broker Rebates @ 2011
R0666A11,623,503.6150352,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2011
R0666A11,2623,2146.990413,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2011
R0666A11,623,383.383083,n/a,USD,2011,01/12/2018,Guy Carpenter Broker Rebates @ 2011
R0666A11,2623,1634.422617,n/a,USD,2011,01/12/2018,Guy Carpenter Broker Rebates @ 2011
R0669A09,623,232.7747719,n/a,USD,2009,01/12/2018,Guy Carpenter Broker Rebates @ 2011
R0669A09,2623,992.3556065,n/a,USD,2009,01/12/2018,Guy Carpenter Broker Rebates @ 2011
R0669A10,623,128.8412862,n/a,USD,2010,01/12/2018,Guy Carpenter Broker Rebates @ 2011
R0669A10,2623,549.2707466,n/a,USD,2010,01/12/2018,Guy Carpenter Broker Rebates @ 2011
R0669A11,623,3162.294833,n/a,USD,2011,01/12/2018,Guy Carpenter Broker Rebates @ 2011
R0669A11,2623,13481.36218,n/a,USD,2011,01/12/2018,Guy Carpenter Broker Rebates @ 2011
R0670A09,623,286.3904607,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2011
R0670A09,2623,1220.927754,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2011
R0670A10,623,464.0745677,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2011
R0670A10,2623,1978.423157,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2011
R0670A11,623,5979.748662,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2011
R0670A11,2623,25492.61272,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2011
R0703A09,623,11413.26367,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2011
R0703A09,2623,48656.5451,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2011
R0713A09,623,6494.561912,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2011
R0713A09,2623,27687.34289,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2011
R0718A09,623,301.2785086,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2011
R0718A09,2623,1284.397852,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2011
R0718A10,623,3670.227597,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2011
R0718A10,2623,15646.75976,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2011
R0718A11,623,31979.75948,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2011
R0718A11,2623,136334.7641,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2011
R0719A09,623,190.7590822,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2011
R0719A09,2623,813.2360874,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2011
R0720A09,623,637.7807051,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2011
R0720A09,2623,2718.959848,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2011
R0721A09,623,127.1727215,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2011
R0721A09,2623,542.1573916,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2011
R0722A09,623,63.58636074,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2011
R0722A09,2623,271.0786958,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2011
R0723A09,623,254.345443,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2011
R0723A09,2623,1084.314783,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2011
R0728A09,623,4870.559086,n/a,USD,2009,01/12/2018,Guy Carpenter Broker Rebates @ 2011
R0728A09,2623,20763.96242,n/a,USD,2009,01/12/2018,Guy Carpenter Broker Rebates @ 2011
R0730A09,623,2666.876758,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2011
R0730A09,2623,11369.3167,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2011
R0750A10,623,637.4032558,n/a,USD,2010,01/12/2018,Guy Carpenter Broker Rebates @ 2011
R0750A10,2623,2717.350722,n/a,USD,2010,01/12/2018,Guy Carpenter Broker Rebates @ 2011
R0754A10,623,11800.60768,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2011
R0754A10,2623,50307.85381,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2011
R0761A10,623,12713.22748,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2011
R0761A10,2623,54198.49609,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2011
R0766A10,623,203.4271896,n/a,USD,2010,01/12/2018,Guy Carpenter Broker Rebates @ 2011
R0766A10,2623,867.2422295,n/a,USD,2010,01/12/2018,Guy Carpenter Broker Rebates @ 2011
R0766A11,623,1270.581219,n/a,USD,2011,01/12/2018,Guy Carpenter Broker Rebates @ 2011
R0766A11,2623,5416.688354,n/a,USD,2011,01/12/2018,Guy Carpenter Broker Rebates @ 2011
R0767A11,623,6615.879868,n/a,USD,2011,01/12/2018,Guy Carpenter Broker Rebates @ 2011
R0767A11,2623,28204.54049,n/a,USD,2011,01/12/2018,Guy Carpenter Broker Rebates @ 2011
R0767B10,623,1495.738844,n/a,USD,2010,01/12/2018,Guy Carpenter Broker Rebates @ 2011
R0767B10,2623,6376.570861,n/a,USD,2010,01/12/2018,Guy Carpenter Broker Rebates @ 2011
R0768C10,623,3384.375889,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2011
R0768C10,2623,14428.12879,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2011
R0768C11,623,42527.49203,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2011
R0768C11,2623,181301.4134,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2011
R0775A11,623,979.2514573,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2011
R0775A11,2623,4174.703581,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2011
R0775A11,623,745.4670833,n/a,USD,2011,01/12/2018,Guy Carpenter Broker Rebates @ 2011
R0775A11,2623,3178.043882,n/a,USD,2011,01/12/2018,Guy Carpenter Broker Rebates @ 2011
R0776A11,623,137581.0174,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2011
R0776A11,2623,586529.6005,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2011
R0776A11,623,8051.545487,n/a,USD,2011,01/12/2018,Guy Carpenter Broker Rebates @ 2011
R0776A11,2623,34325.00971,n/a,USD,2011,01/12/2018,Guy Carpenter Broker Rebates @ 2011
R0792A11,623,145995.2039,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2011
R0792A11,2623,622400.6059,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2011
R0797A11,623,169925.3274,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2011
R0797A11,2623,724418.501,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2011
R0802A11,623,8393.58392,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2011
R0802A11,2623,35783.17355,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2011
R0804A11,623,115.4687853,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2011
R0804A11,2623,492.2616637,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2011
R1139M09A,623,1670.30592,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2011
R1139M09A,2623,7120.777871,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2011
R1139M10A,623,1944.967399,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2011
R1139M10A,2623,8291.703121,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2011
R1139M11A,623,17331.3741,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2011
R1139M11A,2623,73886.38433,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2011
ZB506A11AXBG,623,82.67822852,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2011
ZB506A11AXBG,2623,352.4703426,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2011
J8140Z11AXDG,623,19.94671177,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
J8140Z11AXDG,2623,85.03598175,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
JA411V11AXDH,623,2.501865375,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
JA411V11AXDH,2623,10.66584713,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
JA983Z11AFDC,623,103.2189405,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
JA983Z11AFDC,2623,440.0386413,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
JC539E11AXDH,623,23.24327344,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
JC539E11AXDH,2623,99.08974466,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
JJ860A11AXDD,623,8.416180713,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
JJ860A11AXDD,2623,35.87950725,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
JJ980E11AXDG,623,10.62112659,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
JJ980E11AXDG,2623,45.27953969,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
JK846V11AXDF,623,75.54525497,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
JK846V11AXDF,2623,322.0613501,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
JL822K11AXDN,623,10.16819455,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
JL822K11AXDN,2623,43.34861888,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
JY755G11AFDF,623,95.59013935,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
JY755G11AFDF,2623,407.5158572,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
R0139M08,623,3187.342277,n/a,USD,2008,01/12/2018,Aon Broker Rebates @ 2012
R0139M08,2623,13588.14339,n/a,USD,2008,01/12/2018,Aon Broker Rebates @ 2012
R0139M09,623,2737.750389,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2012
R0139M09,2623,11671.46218,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2012
R0139M10,623,-2769.661888,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2012
R0139M10,2623,-11807.50595,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2012
R0139M11,623,8269.233421,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
R0139M11,2623,35253.04774,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
R0139M12,623,120500.0719,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2012
R0139M12,2623,548944.772,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2012
R0404A08,623,2602.329419,n/a,USD,2008,01/12/2018,Willis Broker Rebate @ 2012
R0404A08,2623,11094.14121,n/a,USD,2008,01/12/2018,Willis Broker Rebate @ 2012
R0404A09,623,2497.04547,n/a,USD,2009,01/12/2018,Willis Broker Rebate @ 2012
R0404A09,2623,10645.29911,n/a,USD,2009,01/12/2018,Willis Broker Rebate @ 2012
R0404A10,623,2055.782552,n/a,USD,2010,01/12/2018,Willis Broker Rebate @ 2012
R0404A10,2623,8764.125616,n/a,USD,2010,01/12/2018,Willis Broker Rebate @ 2012
R0404A11,623,2012.145319,n/a,USD,2011,01/12/2018,Willis Broker Rebate @ 2012
R0404A11,2623,8578.093204,n/a,USD,2011,01/12/2018,Willis Broker Rebate @ 2012
R0440A08,623,4528.952034,n/a,USD,2008,01/12/2018,Aon Broker Rebates @ 2012
R0440A08,2623,19307.63762,n/a,USD,2008,01/12/2018,Aon Broker Rebates @ 2012
R0440A09,623,1593.633923,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2012
R0440A09,2623,6793.91304,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2012
R0440A10,623,-1780.945729,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2012
R0440A10,2623,-7592.452844,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2012
R0440A11,623,5947.830893,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
R0440A11,2623,25356.54223,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
R0440A12,623,24169.5,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2012
R0440A12,2623,110105.5,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2012
R0440A12,623,2631.932381,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @2012
