Policy Ref,Entity,Value,TriFocus,CCY,YOA,Date Of Fact,Source File
R0466A13,2623,198388.3631,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R0491A11,623,43.6272313,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2013
R0491A11,2623,185.9897755,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2013
R0491A11,623,174.5089252,n/a,USD,2011,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R0491A11,2623,743.9591021,n/a,USD,2011,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R0491A12,623,3409.859967,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2013
R0491A12,2623,15533.80652,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2013
R0491A12,623,16907.15697,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R0491A12,2623,77021.49286,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R0491A13,623,10590.44972,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2013
R0491A13,2623,48245.38204,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2013
R0491A13,623,30828.2075,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R0491A13,2623,140439.6119,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R0510A08,623,2687.863542,n/a,USD,2008,01/12/2018,Willis Broker Rebate @ 2013
R0510A08,2623,11458.78668,n/a,USD,2008,01/12/2018,Willis Broker Rebate @ 2013
R0510A09,623,2208.84267,n/a,USD,2009,01/12/2018,Willis Broker Rebate @ 2013
R0510A09,2623,9416.645067,n/a,USD,2009,01/12/2018,Willis Broker Rebate @ 2013
R0510A10,623,4650.17604,n/a,USD,2010,01/12/2018,Willis Broker Rebate @ 2013
R0510A10,2623,19824.4347,n/a,USD,2010,01/12/2018,Willis Broker Rebate @ 2013
R0510A11,623,8569.568243,n/a,USD,2011,01/12/2018,Willis Broker Rebate @ 2013
R0510A11,2623,36533.42251,n/a,USD,2011,01/12/2018,Willis Broker Rebate @ 2013
R0510A13,623,923.2205374,n/a,USD,2013,01/12/2018,Willis Sompo Discount Broker Rebates @ 2013
R0510A13,2623,4205.782448,n/a,USD,2013,01/12/2018,Willis Sompo Discount Broker Rebates @ 2013
R0511A09,623,-806.3597183,n/a,USD,2009,01/12/2018,Willis Broker Rebate @ 2013
R0511A09,2623,-3437.638799,n/a,USD,2009,01/12/2018,Willis Broker Rebate @ 2013
R0511A10,623,3709.99889,n/a,USD,2010,01/12/2018,Willis Broker Rebate @ 2013
R0511A10,2623,15816.31106,n/a,USD,2010,01/12/2018,Willis Broker Rebate @ 2013
R0511A11,623,891.5516257,n/a,USD,2011,01/12/2018,Willis Broker Rebate @ 2013
R0511A11,2623,3800.825352,n/a,USD,2011,01/12/2018,Willis Broker Rebate @ 2013
R0511A13,623,2210.486349,n/a,USD,2013,01/12/2018,Willis Sompo Discount Broker Rebates @ 2013
R0511A13,2623,10069.99337,n/a,USD,2013,01/12/2018,Willis Sompo Discount Broker Rebates @ 2013
R0535A09,623,15.5648,n/a,USD,2009,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R0535A09,2623,66.3552,n/a,USD,2009,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R0535A10,623,54.41459855,n/a,USD,2010,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R0535A10,2623,231.9780254,n/a,USD,2010,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R0535A11,623,781.6060672,n/a,USD,2011,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R0535A11,2623,3332.110076,n/a,USD,2011,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R0535A12,623,21862.37251,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R0535A12,2623,99595.25255,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R0535A13,623,3168.370741,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R0535A13,2623,14433.68893,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R0540A10,623,665.8506257,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2013
R0540A10,2623,2838.626352,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2013
R0540A11,623,3574.265602,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2013
R0540A11,2623,15237.65862,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2013
R0575A10,623,305.1664668,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2013
R0575A10,2623,1300.972832,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2013
R0596A08,623,-17.61269917,n/a,USD,2008,01/12/2018,Willis Broker Rebate @ 2013
R0596A08,2623,-75.08571751,n/a,USD,2008,01/12/2018,Willis Broker Rebate @ 2013
R0598A12,623,-0.000140625,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R0598A12,2623,-0.000640625,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R0598A13,623,1174.33458,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2013
R0598A13,2623,5349.746418,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2013
R0598A13,623,3418.422358,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R0598A13,2623,15572.81296,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R059A12,623,-3.52E-05,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2013
R059A12,2623,-0.000160156,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2013
R0660A12,623,7200,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2013
R0660A12,2623,32800,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2013
R0661A08,623,-8.63225385,n/a,USD,2008,01/12/2018,Aon Broker Rebates @ 2013
R0661A08,2623,-36.80066115,n/a,USD,2008,01/12/2018,Aon Broker Rebates @ 2013
R0661A09,623,-4.627298,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2013
R0661A09,2623,-19.726902,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2013
R0662A08,623,-62.71201064,n/a,USD,2008,01/12/2018,Willis Broker Rebate @ 2013
R0662A08,2623,-267.3512032,n/a,USD,2008,01/12/2018,Willis Broker Rebate @ 2013
R0663A08,623,-102.41,n/a,USD,2008,01/12/2018,Willis Broker Rebate @ 2013
R0663A08,2623,-436.59,n/a,USD,2008,01/12/2018,Willis Broker Rebate @ 2013
R0663A11,623,608.931,n/a,USD,2010,01/12/2018,Willis Broker Rebate @ 2013
R0663A11,2623,2595.969,n/a,USD,2010,01/12/2018,Willis Broker Rebate @ 2013
R0666A11,623,-4.55E-05,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2013
R0666A11,2623,-0.000193799,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2013
R0666A11,623,-0.000181836,n/a,USD,2011,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R0666A11,2623,-0.000775195,n/a,USD,2011,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R0666A12,623,34.29508096,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2013
R0666A12,2623,156.2331466,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2013
R0666A12,623,308.4994256,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R0666A12,2623,1405.386272,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R0666A13,623,519.1794984,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2013
R0666A13,2623,2365.151048,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2013
R0666A13,623,1511.302516,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R0666A13,2623,6884.822573,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R0675A13,623,3206.304245,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2013
R0675A13,2623,14606.49712,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2013
R0675A13,623,9427.649029,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R0675A13,2623,42948.17891,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R0718A10,623,-9.5665,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2013
R0718A10,2623,-40.7835,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2013
R0718A11,623,-45.4147975,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2013
R0718A11,2623,-193.6104525,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2013
R0718A12,623,51770.8728,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2013
R0718A12,2623,235845.0872,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2013
R0718A13,623,25068.10786,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2013
R0718A13,2623,114199.158,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2013
R0718A13,623,6844.269276,n/a,USD,2013,01/12/2018,Aon Sompo Discount Broker Rebates @2013
R0718A13,2623,31179.44892,n/a,USD,2013,01/12/2018,Aon Sompo Discount Broker Rebates @2013
R0766A12,623,8038.940973,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R0766A12,2623,36621.84221,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R0766A13,623,3447.002503,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R0766A13,2623,15703.0114,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R0766A13,623,418.3760593,n/a,USD,2013,01/12/2018,Guy Carpenter Sompo Discount Broker Rebates @ 2013
R0766A13,2623,1905.935381,n/a,USD,2013,01/12/2018,Guy Carpenter Sompo Discount Broker Rebates @ 2013
R0767A13,623,24733.95657,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R0767A13,2623,112676.9133,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R0768C12,623,34200,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2013
R0768C12,2623,155800,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2013
R0768C13,623,20119.83266,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2013
R0768C13,2623,91657.01544,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2013
R0775A11,623,-5.80E-07,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2013
R0775A11,2623,-2.47E-06,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2013
R0775A11,623,-2.32E-06,n/a,USD,2011,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R0775A11,2623,-9.89E-06,n/a,USD,2011,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R0775A12,623,-7.03E-06,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2013
R0775A12,2623,-3.20E-05,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2013
R0775A12,623,-2.81E-05,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R0775A12,2623,-0.000128125,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R0775A13,623,1236.141616,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2013
R0775A13,2623,5631.311808,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2013
R0775A13,623,3598.339189,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R0775A13,2623,16392.43408,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R0797A11,623,-0.000389648,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2013
R0797A11,2623,-0.001661133,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2013
R0802A11,623,619.7230162,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2013
R0802A11,2623,2641.977069,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2013
R0804A11,623,0.34675,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2013
R0804A11,2623,1.47825,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2013
R0804A12,623,335.6955,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2013
R0804A12,2623,1529.2795,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2013
R0804A13,623,223.5187017,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2013
R0804A13,2623,1018.251863,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2013
R0806A13,623,30301.80483,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R0806A13,2623,138041.5554,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R0808A12,623,2477.88385,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2013
R0808A12,2623,11288.13754,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2013
R0808A13,623,4030.822296,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2013
R0808A13,2623,18362.6349,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2013
R0812A12,623,-7271.494707,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2013
R0812A12,2623,-33125.69811,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2013
R0816A12,623,-14838.53421,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2013
R0816A12,2623,-67597.76694,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2013
R0840A12,623,-1242.089965,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2013
R0840A12,2623,-5658.409842,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2013
R0842A12,623,675.0144,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2013
R0842A12,2623,3075.0656,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2013
R0842A12,623,-2699.9424,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R0842A12,2623,-12299.7376,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R0853A13,623,1828.61034,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R0853A13,2623,8330.335993,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R0854A13,623,8246.939316,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R0854A13,2623,37569.39022,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R0854A13,623,1428.840019,n/a,USD,2013,01/12/2018,Guy Carpenter Sompo Discount Broker Rebates @ 2013
R0854A13,2623,6509.160089,n/a,USD,2013,01/12/2018,Guy Carpenter Sompo Discount Broker Rebates @ 2013
R0858A13,623,75397.70068,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2013
R0858A13,2623,343478.4142,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2013
R0860A13,623,32681.57826,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R0860A13,2623,148882.7454,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R0860D13,623,16559.99953,n/a,USD,2013,01/12/2018,Aon Sompo Discount Broker Rebates @2013
R0860D13,2623,75439.99788,n/a,USD,2013,01/12/2018,Aon Sompo Discount Broker Rebates @2013
R0862A13,623,2126.485366,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2013
R0862A13,2623,9687.322223,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2013
R0863A13,623,103010.0528,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2013
R0863A13,2623,469268.0183,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2013
R0863B13,623,29834.32502,n/a,USD,2013,01/12/2018,Aon Sompo Discount Broker Rebates @2013
R0863B13,2623,135911.9251,n/a,USD,2013,01/12/2018,Aon Sompo Discount Broker Rebates @2013
R0866A13,623,2553.825302,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2013
R0866A13,2623,11634.09304,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2013
R1139M08E,623,-96.02249778,n/a,USD,2008,01/12/2018,Aon Broker Rebates @ 2013
R1139M08E,2623,-409.3590695,n/a,USD,2008,01/12/2018,Aon Broker Rebates @ 2013
R1139M09A,623,-138.184026,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2013
R1139M09A,2623,-589.1003215,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2013
R1139M10A,623,-188.162766,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2013
R1139M10A,2623,-802.1675814,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2013
R1139M11A,623,4219.726439,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2013
R1139M11A,2623,17989.36008,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2013
R0139M12,623,5207.646658,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2014
R0139M12,2623,23723.72366,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2014
R0139M13,623,45798.85984,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2014
R0139M13,2623,208639.2504,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2014
R0404A08,623,282.785111,n/a,USD,2008,01/12/2018,Willis Broker Rebates @ 2014
R0404A08,2623,1205.557578,n/a,USD,2008,01/12/2018,Willis Broker Rebates @ 2014
R0404A09,623,478.7299507,n/a,USD,2009,01/12/2018,Willis Broker Rebates @ 2014
R0404A09,2623,2040.901369,n/a,USD,2009,01/12/2018,Willis Broker Rebates @ 2014
R0404A10,623,1658.152149,n/a,USD,2010,01/12/2018,Willis Broker Rebates @ 2014
R0404A10,2623,7068.964423,n/a,USD,2010,01/12/2018,Willis Broker Rebates @ 2014
R0404A11,623,2636.170582,n/a,USD,2011,01/12/2018,Willis Broker Rebates @ 2014
R0404A11,2623,11238.41143,n/a,USD,2011,01/12/2018,Willis Broker Rebates @ 2014
R0404A12,623,4613.431314,n/a,USD,2012,01/12/2018,Willis Broker Rebates @ 2014
R0404A12,2623,21016.74265,n/a,USD,2012,01/12/2018,Willis Broker Rebates @ 2014
R0404A13,623,18035.52462,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0404A13,2623,82161.83439,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0404A13,623,228.29778,n/a,USD,2013,01/12/2018,Guy Carpenter Sompo Discount Broker Rebates @2014
R0404A13,2623,1040.02322,n/a,USD,2013,01/12/2018,Guy Carpenter Sompo Discount Broker Rebates @2014
R0404A14,623,1085.795384,n/a,USD,2014,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0404A14,2623,4946.401193,n/a,USD,2014,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0404A14,623,131.0273797,n/a,USD,2014,01/12/2018,Guy Carpenter Sompo Discount Broker Rebates @2014
R0404A14,2623,596.9025075,n/a,USD,2014,01/12/2018,Guy Carpenter Sompo Discount Broker Rebates @2014
R0440A12,623,-9052.453095,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2014
R0440A12,2623,-41238.95299,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2014
R0440A12,623,-1099.548,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0440A12,2623,-5009.052,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0440A13,623,42053.40034,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2014
R0440A13,2623,191576.6015,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2014
R0440A13,623,2470.500022,n/a,USD,2013,01/12/2018,Aon Sompo Discount Broker Rebates @ 2014
R0440A13,2623,11254.5001,n/a,USD,2013,01/12/2018,Aon Sompo Discount Broker Rebates @ 2014
R0440A13,623,4886.100076,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0440A13,2623,22258.90035,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0461A11,623,-0.00889245,n/a,USD,2011,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0461A11,2623,-0.037909918,n/a,USD,2011,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0461A12,623,1268.805058,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2014
R0461A12,2623,5780.111929,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2014
R0461A12,623,4463.43472,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0461A12,2623,20333.42483,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0466A13,623,0.003862322,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2014
R0466A13,2623,0.017595023,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2014
R0466A13,623,0.009012085,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0466A13,2623,0.041055054,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0470A14,623,20260.23953,n/a,USD,2014,01/12/2018,Aon Broker Rebates @ 2014
R0470A14,2623,92296.64676,n/a,USD,2014,01/12/2018,Aon Broker Rebates @ 2014
R0470A14,623,21079.26187,n/a,USD,2014,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0470A14,2623,96027.74851,n/a,USD,2014,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0491A12,623,816.9292749,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2014
R0491A12,2623,3721.566697,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2014
R0491A13,623,5.399023724,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2014
R0491A13,2623,24.59555252,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2014
R0491A13,623,12.59772202,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0491A13,2623,57.38962255,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0491A14,623,9956.257762,n/a,USD,2014,01/12/2018,Aon Broker Rebates @ 2014
R0491A14,2623,45356.28536,n/a,USD,2014,01/12/2018,Aon Broker Rebates @ 2014
R0491A14,623,10358.74054,n/a,USD,2014,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0491A14,2623,47189.81802,n/a,USD,2014,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0510A08,623,644.6925102,n/a,USD,2008,01/12/2018,Willis Broker Rebates @ 2014
R0510A08,2623,2748.425964,n/a,USD,2008,01/12/2018,Willis Broker Rebates @ 2014
R0510A09,623,289.0027426,n/a,USD,2009,01/12/2018,Willis Broker Rebates @ 2014
R0510A09,2623,1232.064324,n/a,USD,2009,01/12/2018,Willis Broker Rebates @ 2014
R0510A10,623,1819.354105,n/a,USD,2010,01/12/2018,Willis Broker Rebates @ 2014
R0510A10,2623,7756.193816,n/a,USD,2010,01/12/2018,Willis Broker Rebates @ 2014
R0510A11,623,2612.447091,n/a,USD,2011,01/12/2018,Willis Broker Rebates @ 2014
R0510A11,2623,11137.27444,n/a,USD,2011,01/12/2018,Willis Broker Rebates @ 2014
R0510A12,623,6102.201639,n/a,USD,2012,01/12/2018,Willis Broker Rebates @ 2014
R0510A12,2623,27798.91858,n/a,USD,2012,01/12/2018,Willis Broker Rebates @ 2014
R0510A13,623,12259.35452,n/a,USD,2013,01/12/2018,Willis Broker Rebates @ 2014
R0510A13,2623,55848.17061,n/a,USD,2013,01/12/2018,Willis Broker Rebates @ 2014
R0510A13,623,1730.18435,n/a,USD,2013,01/12/2018,Willis Sompo Discount Broker Rebates @ 2014
R0510A13,2623,7881.950929,n/a,USD,2013,01/12/2018,Willis Sompo Discount Broker Rebates @ 2014
R0510A14,623,789.5324369,n/a,USD,2014,01/12/2018,Willis Sompo Discount Broker Rebates @ 2014
R0510A14,2623,3596.758879,n/a,USD,2014,01/12/2018,Willis Sompo Discount Broker Rebates @ 2014
R0511A09,623,-2.850190091,n/a,USD,2009,01/12/2018,Willis Broker Rebates @ 2014
R0511A09,2623,-12.15081039,n/a,USD,2009,01/12/2018,Willis Broker Rebates @ 2014
R0511A11,623,4572.137238,n/a,USD,2011,01/12/2018,Willis Broker Rebates @ 2014
R0511A11,2623,19491.74296,n/a,USD,2011,01/12/2018,Willis Broker Rebates @ 2014
R0511A13,623,15853.10927,n/a,USD,2013,01/12/2018,Willis Broker Rebates @ 2014
R0511A13,2623,72219.71999,n/a,USD,2013,01/12/2018,Willis Broker Rebates @ 2014
R0511A13,623,1220.747941,n/a,USD,2013,01/12/2018,Willis Sompo Discount Broker Rebates @ 2014
R0511A13,2623,5561.185063,n/a,USD,2013,01/12/2018,Willis Sompo Discount Broker Rebates @ 2014
R0511A14,623,2133.00722,n/a,USD,2014,01/12/2018,Willis Sompo Discount Broker Rebates @ 2014
R0511A14,2623,9717.03289,n/a,USD,2014,01/12/2018,Willis Sompo Discount Broker Rebates @ 2014
R0535A09,623,1.408584169,n/a,USD,2009,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0535A09,2623,6.005016722,n/a,USD,2009,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0535A10,623,6.3156,n/a,USD,2010,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0535A10,2623,26.9244,n/a,USD,2010,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0535A11,623,183.5972903,n/a,USD,2011,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0535A11,2623,782.7042377,n/a,USD,2011,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0535A12,623,1031.4792,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0535A12,2623,4698.9608,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0535A13,623,10994.62511,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0535A13,2623,50086.62551,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0540A12,623,3919.905422,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2014
R0540A12,2623,17857.34692,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2014
R0596A08,623,219.7637757,n/a,USD,2008,01/12/2018,Willis Broker Rebates @ 2014
R0596A08,2623,936.8876752,n/a,USD,2008,01/12/2018,Willis Broker Rebates @ 2014
R0598A13,623,1908.764584,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2014
R0598A13,2623,8695.483103,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2014
R0598A13,623,4453.784029,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0598A13,2623,20289.46057,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0598A14,623,2111.933394,n/a,USD,2014,01/12/2018,Aon Broker Rebates @ 2014
R0598A14,2623,9621.029904,n/a,USD,2014,01/12/2018,Aon Broker Rebates @ 2014
R0598A14,623,2197.308525,n/a,USD,2014,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0598A14,2623,10009.96106,n/a,USD,2014,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0662A08,623,9.944249124,n/a,USD,2008,01/12/2018,Willis Broker Rebates @ 2014
R0662A08,2623,42.39390416,n/a,USD,2008,01/12/2018,Willis Broker Rebates @ 2014
