"PK_Transaction","Scenario","Account","Dataset","DateOfFact","BusinessKey","PolicyNumber","InceptionDate","ExpiryDate","BindDate","DueDate","TrifocusCode","Entity","YOA","TypeOfBusiness","StatsCode","SettlementCCY","OriginalCCY","IsToDate","Value","RowHash","FK_Allocation","DeltaType","AuditSourceBatchID","AuditCreateDateTime","AuditGenerateDateTime","AuditUserCreate","AuditHost","Basis","Location","ValueOrig","BusinessProcessCode","FK_Batch","BoundDate","RIPolicyType","ProgrammeCode","ExcelRowHash","RunNumber"
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2018-12-01","BFS QS|QS|CPQS09|CPEA|2009","CPQS09","2009-01-01","2009-12-31","1980-01-01","1980-01-01","CPEA","USBICI","2009","-","NULL","USD","USD","Y","388457.0600","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","388457.0600","T1","","","QS","BFS QS","BFS QS|QS|CPQS09|CPEA|2009",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2018-12-01","BICI Internal QS|QS|CPQS09|CPEA|2009","CPQS09","2009-01-01","2009-12-31","1980-01-01","1980-01-01","CPEA","USBICI","2009","-","NULL","USD","USD","Y","464253.5500","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","464253.5500","T1","","","QS","BICI Internal QS","BICI Internal QS|QS|CPQS09|CPEA|2009",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2018-12-01","Internal QS - Marine Falvey|QS|MARQS16|TRI00046|2016","MARQS16","2016-01-01","2016-12-31","1980-01-01","1980-01-01","TRI00046","USBICI","2016","-","NULL","USD","USD","Y","1561871.1000","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","1561871.1000","T1","","","QS","Internal QS - Marine Falvey","Internal QS - Marine Falvey|QS|MARQS16|TRI00046|2016",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2018-12-01","Internal QS - Marine Falvey|QS|MARQS17|TRI00046|2017","MARQS17","2017-01-01","2017-12-31","1980-01-01","1980-01-01","TRI00046","USBICI","2017","-","NULL","USD","USD","Y","836752.0700","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","836752.0700","T1","","","QS","Internal QS - Marine Falvey","Internal QS - Marine Falvey|QS|MARQS17|TRI00046|2017",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2018-12-01","MUNQQS|QS|SPEXTQS17|686|2017","SPEXTQS17","2017-01-01","2017-12-31","1980-01-01","1980-01-01","686","USBICI","2017","-","NULL","USD","USD","Y","22267.0300","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","22267.0300","T1","","","QS","MUNQQS","MUNQQS|QS|SPEXTQS17|686|2017",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2018-12-01","MUNQQS|QS|SPEXTQS17|687|2017","SPEXTQS17","2017-01-01","2017-12-31","1980-01-01","1980-01-01","687","USBICI","2017","-","NULL","USD","USD","Y","35128.6400","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","35128.6400","T1","","","QS","MUNQQS","MUNQQS|QS|SPEXTQS17|687|2017",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2018-12-01","BICI Internal QS|QS|SPQS10|688|NOYOA","SPQS10","1980-01-01","1980-01-01","1980-01-01","1980-01-01","688","USBICI","NOYOA","-","NULL","USD","USD","Y","-6213.3000","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","-6213.3000","T1","","","QS","BICI Internal QS","BICI Internal QS|QS|SPQS10|688|NOYOA",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2018-12-01","BICI Internal QS|QS|SPQS11|668|2011","SPQS11","2011-01-01","2011-12-31","1980-01-01","1980-01-01","668","USBICI","2011","-","NULL","USD","USD","Y","20067720.4600","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","20067720.4600","T1","","","QS","BICI Internal QS","BICI Internal QS|QS|SPQS11|668|2011",""
"","A","CI-LS-UNK-UN","BICI_RI_Incurred","2018-12-01","HISTORICAL BLANK|UNK||686|2008","BICI_HISTORICAL","2008-01-01","2008-12-31","1980-01-01","1980-01-01","686","USBICI","2008","-","NULL","USD","USD","Y","133921.9100","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","133921.9100","T1","","","UNK","BICI_HISTORICAL","HISTORICAL BLANK|UNK||686|2008",""
"","A","CI-LS-UNK-UN","BICI_RI_Incurred","2018-12-01","BICI Internal QS|UNK||687|2008","BICI_HISTORICAL","2008-01-01","2008-12-31","1980-01-01","1980-01-01","687","USBICI","2008","-","NULL","USD","USD","Y",".0100","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-",".0100","T1","","","UNK","BICI Internal QS","BICI Internal QS|UNK||687|2008",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2018-12-01","BFS QS|QS|CPQS09|CPWE|2009","CPQS09","2009-01-01","2009-12-31","1980-01-01","1980-01-01","CPWE","USBICI","2009","-","NULL","USD","USD","Y","2891328.0700","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","2891328.0700","T1","","","QS","BFS QS","BFS QS|QS|CPQS09|CPWE|2009",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2018-12-01","BICI Internal QS|QS|CPQS09|CPWE|2009","CPQS09","2009-01-01","2009-12-31","1980-01-01","1980-01-01","CPWE","USBICI","2009","-","NULL","USD","USD","Y","3455489.6400","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","3455489.6400","T1","","","QS","BICI Internal QS","BICI Internal QS|QS|CPQS09|CPWE|2009",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2018-12-01","Master RI|QS|MSTRI16|700|2016","MSTRI16","2016-01-01","2016-12-31","1980-01-01","1980-01-01","700","USBICI","2016","-","NULL","USD","USD","Y","468.7500","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","468.7500","T1","","","QS","Master RI","Master RI|QS|MSTRI16|700|2016",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2018-12-01","US Boiler & Machinery|QS|RICPBM|CPWE|2010","RICPBM","2010-01-01","2010-12-31","1980-01-01","1980-01-01","CPWE","USBICI","2010","-","NULL","USD","USD","Y","429370.7800","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","429370.7800","T1","","","QS","US Boiler & Machinery","US Boiler & Machinery|QS|RICPBM|CPWE|2010",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2018-12-01","MUNQQS|QS|SPEXTQS17|688|2017","SPEXTQS17","2017-01-01","2017-12-31","1980-01-01","1980-01-01","688","USBICI","2017","-","NULL","USD","USD","Y","1403.3000","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","1403.3000","T1","","","QS","MUNQQS","MUNQQS|QS|SPEXTQS17|688|2017",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2018-12-01","MUNQQS|QS|SPEXTQS17|696|2017","SPEXTQS17","2017-01-01","2017-12-31","1980-01-01","1980-01-01","696","USBICI","2017","-","NULL","USD","USD","Y","26372.2900","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","26372.2900","T1","","","QS","MUNQQS","MUNQQS|QS|SPEXTQS17|696|2017",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2018-12-01","BICI Internal QS|QS|SPQS11|670|2011","SPQS11","2011-01-01","2011-12-31","1980-01-01","1980-01-01","670","USBICI","2011","-","NULL","USD","USD","Y","1352316.0500","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","1352316.0500","T1","","","QS","BICI Internal QS","BICI Internal QS|QS|SPQS11|670|2011",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2018-12-01","BICI Internal QS|QS|SPQS11|671|2011","SPQS11","2011-01-01","2011-12-31","1980-01-01","1980-01-01","671","USBICI","2011","-","NULL","USD","USD","Y","238173.3700","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","238173.3700","T1","","","QS","BICI Internal QS","BICI Internal QS|QS|SPQS11|671|2011",""
"","A","CI-LS-UNK-UN","BICI_RI_Incurred","2018-12-01","BICI Internal QS|UNK||CPCE|2008","BICI_HISTORICAL","2008-01-01","2008-12-31","1980-01-01","1980-01-01","CPCE","USBICI","2008","-","NULL","USD","USD","Y","4163865.3000","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","4163865.3000","T1","","","UNK","BICI Internal QS","BICI Internal QS|UNK||CPCE|2008",""
"","A","CI-LS-UNK-UN","BICI_RI_Incurred","2018-12-01","HISTORICAL BLANK|UNK||CPCE|2008","BICI_HISTORICAL","2008-01-01","2008-12-31","1980-01-01","1980-01-01","CPCE","USBICI","2008","-","NULL","USD","USD","Y","7813617.9100","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","7813617.9100","T1","","","UNK","BICI_HISTORICAL","HISTORICAL BLANK|UNK||CPCE|2008",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2018-12-01","BFS QS|QS|CPQS09|CPCE|2010","CPQS09","2010-01-01","2010-12-31","1980-01-01","1980-01-01","CPCE","USBICI","2010","-","NULL","USD","USD","Y","1442.8500","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","1442.8500","T1","","","QS","BFS QS","BFS QS|QS|CPQS09|CPCE|2010",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2018-12-01","BICI Internal QS|QS|CPQS09|CPCE|2010","CPQS09","2010-01-01","2010-12-31","1980-01-01","1980-01-01","CPCE","USBICI","2010","-","NULL","USD","USD","Y","2202.8600","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","2202.8600","T1","","","QS","BICI Internal QS","BICI Internal QS|QS|CPQS09|CPCE|2010",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2018-12-01","Master RI|QS|MSTRI18|700|2018","MSTRI18","2018-01-01","2018-12-31","1980-01-01","1980-01-01","700","USBICI","2018","-","NULL","USD","USD","Y","109.6900","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","109.6900","T1","","","QS","Master RI","Master RI|QS|MSTRI18|700|2018",""
"","A","CI-LS-UNK-UN","BICI_RI_Incurred","2018-12-01","HISTORICAL BLANK|UNK|NO POLICY|668|2018","NO POLICY","2018-01-01","2018-12-31","1980-01-01","1980-01-01","668","USBICI","2018","-","NULL","USD","USD","Y","-2211.5600","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","-2211.5600","T1","","","UNK","BICI_HISTORICAL","HISTORICAL BLANK|UNK|NO POLICY|668|2018",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2018-12-01","US Boiler & Machinery|QS|RICPBM|CPCE|2011","RICPBM","2011-01-01","2011-12-31","1980-01-01","1980-01-01","CPCE","USBICI","2011","-","NULL","USD","USD","Y","28307.5100","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","28307.5100","T1","","","QS","US Boiler & Machinery","US Boiler & Machinery|QS|RICPBM|CPCE|2011",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2018-12-01","BICI Internal QS|QS|SPSUR18|672|2018","SPSUR18","2018-01-01","2018-12-31","1980-01-01","1980-01-01","672","USBICI","2018","-","NULL","USD","USD","Y","93.3300","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","93.3300","T1","","","QS","BICI Internal QS","BICI Internal QS|QS|SPSUR18|672|2018",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2018-12-01","Internal QS  - Marine Non Falvey|QS|MARCHLQS18|792|2018","MARCHLQS18","2018-01-01","2018-12-31","1980-01-01","1980-01-01","792","USBICI","2018","-","NULL","USD","USD","Y","28027.7000","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","28027.7000","T1","","","QS","Internal QS  - Marine Non Falvey","Internal QS  - Marine Non Falvey|QS|MARCHLQS18|792|2018",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2018-12-01","BICI Internal QS|QS|SPSUR7-9|686|2007","SPSUR7-9","2007-01-01","2007-12-31","1980-01-01","1980-01-01","686","USBICI","2007","-","NULL","USD","USD","Y","4291.3000","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","4291.3000","T1","","","QS","BICI Internal QS","BICI Internal QS|QS|SPSUR7-9|686|2007",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2018-12-01","BICI Internal QS|QS|SPSUR7-9|671|2008","SPSUR7-9","2008-01-01","2008-12-31","1980-01-01","1980-01-01","671","USBICI","2008","-","NULL","USD","USD","Y","3761.7500","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","3761.7500","T1","","","QS","BICI Internal QS","BICI Internal QS|QS|SPSUR7-9|671|2008",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2018-12-01","BICI Internal QS|QS|CPQS08|CPWE|NOYOA","CPQS08","1980-01-01","1980-01-01","1980-01-01","1980-01-01","CPWE","USBICI","NOYOA","-","NULL","USD","USD","Y","189.0800","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","189.0800","T1","","","QS","BICI Internal QS","BICI Internal QS|QS|CPQS08|CPWE|NOYOA",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2018-12-01","BFS QS|QS|CPQS09|CPWE|2008","CPQS09","2008-01-01","2008-12-31","1980-01-01","1980-01-01","CPWE","USBICI","2008","-","NULL","USD","USD","Y","283.0200","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","283.0200","T1","","","QS","BFS QS","BFS QS|QS|CPQS09|CPWE|2008",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2018-12-01","Internal QS - Marine Falvey|QS|MARFALQS18|798|2018","MARFALQS18","2018-01-01","2018-12-31","1980-01-01","1980-01-01","798","USBICI","2018","-","NULL","USD","USD","Y","790735.2200","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","790735.2200","T1","","","QS","Internal QS - Marine Falvey","Internal QS - Marine Falvey|QS|MARFALQS18|798|2018",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2018-12-01","Internal QS - Marine Falvey|QS|MARQS14|TRI00046|2014","MARQS14","2014-01-01","2014-12-31","1980-01-01","1980-01-01","TRI00046","USBICI","2014","-","NULL","USD","USD","Y","353206.5200","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","353206.5200","T1","","","QS","Internal QS - Marine Falvey","Internal QS - Marine Falvey|QS|MARQS14|TRI00046|2014",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2018-12-01","BICI Internal QS|QS|SPQS14|696|2014","SPQS14","2014-01-01","2014-12-31","1980-01-01","1980-01-01","696","USBICI","2014","-","NULL","USD","USD","Y","1439117.2300","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","1439117.2300","T1","","","QS","BICI Internal QS","BICI Internal QS|QS|SPQS14|696|2014",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2018-12-01","BICI Internal QS|QS|SPQS14|699|2014","SPQS14","2014-01-01","2014-12-31","1980-01-01","1980-01-01","699","USBICI","2014","-","NULL","USD","USD","Y","5761693.8400","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","5761693.8400","T1","","","QS","BICI Internal QS","BICI Internal QS|QS|SPQS14|699|2014",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2018-12-01","BICI Internal QS|QS|SPQS14|713|2014","SPQS14","2014-01-01","2014-12-31","1980-01-01","1980-01-01","713","USBICI","2014","-","NULL","USD","USD","Y","5329174.7600","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","5329174.7600","T1","","","QS","BICI Internal QS","BICI Internal QS|QS|SPQS14|713|2014",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2018-12-01","BICI Internal QS|QS|SPQS14|715|2014","SPQS14","2014-01-01","2014-12-31","1980-01-01","1980-01-01","715","USBICI","2014","-","NULL","USD","USD","Y","67452.1700","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","67452.1700","T1","","","QS","BICI Internal QS","BICI Internal QS|QS|SPQS14|715|2014",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2018-12-01","MUNQQS|QS|SPEXTQS16|736|2016","SPEXTQS16","2016-01-01","2016-12-31","1980-01-01","1980-01-01","736","USBICI","2016","-","NULL","USD","USD","Y","1208.9000","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","1208.9000","T1","","","QS","MUNQQS","MUNQQS|QS|SPEXTQS16|736|2016",""
"","A","CI-LS-UNK-UN","BICI_RI_Incurred","2018-12-01","HISTORICAL BLANK|UNK||672|2008","BICI_HISTORICAL","2008-01-01","2008-12-31","1980-01-01","1980-01-01","672","USBICI","2008","-","NULL","USD","USD","Y","2546658.3700","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","2546658.3700","T1","","","UNK","BICI_HISTORICAL","HISTORICAL BLANK|UNK||672|2008",""
"","A","CI-LS-UNK-UN","BICI_RI_Incurred","2018-12-01","BICI Internal QS|UNK||673|2008","BICI_HISTORICAL","2008-01-01","2008-12-31","1980-01-01","1980-01-01","673","USBICI","2008","-","NULL","USD","USD","Y","-.0400","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","-.0400","T1","","","UNK","BICI Internal QS","BICI Internal QS|UNK||673|2008",""
"","A","CI-LS-UNK-UN","BICI_RI_Incurred","2018-12-01","BICI Internal QS|UNK||675|2008","BICI_HISTORICAL","2008-01-01","2008-12-31","1980-01-01","1980-01-01","675","USBICI","2008","-","NULL","USD","USD","Y",".0200","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-",".0200","T1","","","UNK","BICI Internal QS","BICI Internal QS|UNK||675|2008",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2018-12-01","BICI Internal QS|QS|SPQS14|719|2014","SPQS14","2014-01-01","2014-12-31","1980-01-01","1980-01-01","719","USBICI","2014","-","NULL","USD","USD","Y","14762.7200","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","14762.7200","T1","","","QS","BICI Internal QS","BICI Internal QS|QS|SPQS14|719|2014",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2018-12-01","BICI Internal QS|QS|SPQS14|722|2014","SPQS14","2014-01-01","2014-12-31","1980-01-01","1980-01-01","722","USBICI","2014","-","NULL","USD","USD","Y","323145.8100","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","323145.8100","T1","","","QS","BICI Internal QS","BICI Internal QS|QS|SPQS14|722|2014",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2018-12-01","BICI Internal QS|QS|SPQS14|735|2014","SPQS14","2014-01-01","2014-12-31","1980-01-01","1980-01-01","735","USBICI","2014","-","NULL","USD","USD","Y","491626.4900","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","491626.4900","T1","","","QS","BICI Internal QS","BICI Internal QS|QS|SPQS14|735|2014",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2018-12-01","BICI Internal QS|QS|SPQS14|736|2014","SPQS14","2014-01-01","2014-12-31","1980-01-01","1980-01-01","736","USBICI","2014","-","NULL","USD","USD","Y","873746.6200","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","873746.6200","T1","","","QS","BICI Internal QS","BICI Internal QS|QS|SPQS14|736|2014",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2018-12-01","BFS QS|QS|CPQS09|CPEA|2010","CPQS09","2010-01-01","2010-12-31","1980-01-01","1980-01-01","CPEA","USBICI","2010","-","NULL","USD","USD","Y","43.5400","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","43.5400","T1","","","QS","BFS QS","BFS QS|QS|CPQS09|CPEA|2010",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2018-12-01","BICI Internal QS|QS|CPQS09|CPEA|2010","CPQS09","2010-01-01","2010-12-31","1980-01-01","1980-01-01","CPEA","USBICI","2010","-","NULL","USD","USD","Y","52.0400","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","52.0400","T1","","","QS","BICI Internal QS","BICI Internal QS|QS|CPQS09|CPEA|2010",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2018-12-01","US Boiler & Machinery|QS|RICPBM|CPEA|NOYOA","RICPBM","1980-01-01","1980-01-01","1980-01-01","1980-01-01","CPEA","USBICI","NOYOA","-","NULL","USD","USD","Y",".1500","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-",".1500","T1","","","QS","US Boiler & Machinery","US Boiler & Machinery|QS|RICPBM|CPEA|NOYOA",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2018-12-01","US Boiler & Machinery|QS|RICPBM|CPWE|NOYOA","RICPBM","1980-01-01","1980-01-01","1980-01-01","1980-01-01","CPWE","USBICI","NOYOA","-","NULL","USD","USD","Y","-79038.8000","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","-79038.8000","T1","","","QS","US Boiler & Machinery","US Boiler & Machinery|QS|RICPBM|CPWE|NOYOA",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2018-12-01","MUNQQS|QS|SPEXTQS17|715|2017","SPEXTQS17","2017-01-01","2017-12-31","1980-01-01","1980-01-01","715","USBICI","2017","-","NULL","USD","USD","Y","7868.5000","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","7868.5000","T1","","","QS","MUNQQS","MUNQQS|QS|SPEXTQS17|715|2017",""
"","A","CI-LS-UNK-UN","BICI_RI_Incurred","2018-12-01","HISTORICAL BLANK|UNK||668|2007","BICI_HISTORICAL","2007-01-01","2007-12-31","1980-01-01","1980-01-01","668","USBICI","2007","-","NULL","USD","USD","Y","5686129.9000","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","5686129.9000","T1","","","UNK","BICI_HISTORICAL","HISTORICAL BLANK|UNK||668|2007",""
"","A","CI-LS-UNK-UN","BICI_RI_Incurred","2018-12-01","BICI Internal QS|UNK||671|2007","BICI_HISTORICAL","2007-01-01","2007-12-31","1980-01-01","1980-01-01","671","USBICI","2007","-","NULL","USD","USD","Y","-104649.8300","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","-104649.8300","T1","","","UNK","BICI Internal QS","BICI Internal QS|UNK||671|2007",""
"","A","CI-LS-UNK-UN","BICI_RI_Incurred","2018-12-01","HISTORICAL BLANK|UNK||671|2007","BICI_HISTORICAL","2007-01-01","2007-12-31","1980-01-01","1980-01-01","671","USBICI","2007","-","NULL","USD","USD","Y","232866.9700","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","232866.9700","T1","","","UNK","BICI_HISTORICAL","HISTORICAL BLANK|UNK||671|2007",""
"","A","CI-LS-UNK-UN","BICI_RI_Incurred","2018-12-01","BICI Internal QS|UNK||672|2007","BICI_HISTORICAL","2007-01-01","2007-12-31","1980-01-01","1980-01-01","672","USBICI","2007","-","NULL","USD","USD","Y","-393651.3300","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","-393651.3300","T1","","","UNK","BICI Internal QS","BICI Internal QS|UNK||672|2007",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2018-12-01","BFS QS|QS|CPQS07|CPEA|2007","CPQS07","2007-01-01","2007-12-31","1980-01-01","1980-01-01","CPEA","USBICI","2007","-","NULL","USD","USD","Y","78280.2800","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","78280.2800","T1","","","QS","BFS QS","BFS QS|QS|CPQS07|CPEA|2007",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2018-12-01","BICI Internal QS|QS|CPQS07|CPEA|2007","CPQS07","2007-01-01","2007-12-31","1980-01-01","1980-01-01","CPEA","USBICI","2007","-","NULL","USD","USD","Y","39140.1300","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","39140.1300","T1","","","QS","BICI Internal QS","BICI Internal QS|QS|CPQS07|CPEA|2007",""
"","A","CI-LS-FAC-UN","BICI_RI_Incurred","2018-12-01","SL Facultative spend|FAC|DEW2018|668|2018","DEW2018","2018-01-01","2018-12-31","1980-01-01","1980-01-01","668","USBICI","2018","-","NULL","USD","USD","Y","4836.5600","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","4836.5600","T1","","","FAC","SL Facultative spend","SL Facultative spend|FAC|DEW2018|668|2018",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2018-12-01","BICI Internal QS|QS|EMEPL10|688|2010","EMEPL10","2010-01-01","2010-12-31","1980-01-01","1980-01-01","688","USBICI","2010","-","NULL","USD","USD","Y","9075.3100","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","9075.3100","T1","","","QS","BICI Internal QS","BICI Internal QS|QS|EMEPL10|688|2010",""
"","A","CI-LS-UNK-UN","BICI_RI_Incurred","2018-12-01","HISTORICAL BLANK|UNK||TRI00046|2006","BICI_HISTORICAL","2006-01-01","2006-12-31","1980-01-01","1980-01-01","TRI00046","USBICI","2006","-","NULL","USD","USD","Y","528825.4300","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","528825.4300","T1","","","UNK","BICI_HISTORICAL","HISTORICAL BLANK|UNK||TRI00046|2006",""
"","A","CI-LS-UNK-UN","BICI_RI_Incurred","2018-12-01","BICI Internal QS|UNK||668|2007","BICI_HISTORICAL","2007-01-01","2007-12-31","1980-01-01","1980-01-01","668","USBICI","2007","-","NULL","USD","USD","Y","-4497578.3500","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","-4497578.3500","T1","","","UNK","BICI Internal QS","BICI Internal QS|UNK||668|2007",""
"","A","CI-LS-UNK-UN","BICI_RI_Incurred","2018-12-01","HISTORICAL BLANK|UNK||672|2007","BICI_HISTORICAL","2007-01-01","2007-12-31","1980-01-01","1980-01-01","672","USBICI","2007","-","NULL","USD","USD","Y","1175663.9300","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","1175663.9300","T1","","","UNK","BICI_HISTORICAL","HISTORICAL BLANK|UNK||672|2007",""
"","A","CI-LS-UNK-UN","BICI_RI_Incurred","2018-12-01","BICI Internal QS|UNK||685|2007","BICI_HISTORICAL","2007-01-01","2007-12-31","1980-01-01","1980-01-01","685","USBICI","2007","-","NULL","USD","USD","Y",".1700","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-",".1700","T1","","","UNK","BICI Internal QS","BICI Internal QS|UNK||685|2007",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2018-12-01","BICI Internal QS|QS|SPQS16|696|2016","SPQS16","2016-01-01","2016-12-31","1980-01-01","1980-01-01","696","USBICI","2016","-","NULL","USD","USD","Y","1914764.2300","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","1914764.2300","T1","","","QS","BICI Internal QS","BICI Internal QS|QS|SPQS16|696|2016",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2018-12-01","BICI Internal QS|QS|SPQS16|699|2016","SPQS16","2016-01-01","2016-12-31","1980-01-01","1980-01-01","699","USBICI","2016","-","NULL","USD","USD","Y","1619045.3800","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","1619045.3800","T1","","","QS","BICI Internal QS","BICI Internal QS|QS|SPQS16|699|2016",""
