"PK_Transaction","Scenario","Account","Dataset","DateOfFact","BusinessKey","PolicyNumber","InceptionDate","ExpiryDate","BindDate","DueDate","TrifocusCode","Entity","YOA","TypeOfBusiness","StatsCode","SettlementCCY","OriginalCCY","IsToDate","Value","RowHash","FK_Allocation","DeltaType","AuditSourceBatchID","AuditCreateDateTime","AuditGenerateDateTime","AuditUserCreate","AuditHost","Basis","Location","ValueOrig","BusinessProcessCode","FK_Batch","BoundDate","RIPolicyType","ProgrammeCode","ExcelRowHash","RunNumber"
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","BICI Internal QS|QS|SPSUR16|699|2016","SPSUR16","2016-01-01","2016-12-31","1980-01-01","1980-01-01","699","USBICI","2016","-","NULL","USD","USD","Y","19004.8500","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","19004.8500","T1","","","QS","BICI Internal QS","BICI Internal QS|QS|SPSUR16|699|2016",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","BICI Internal QS|QS|SPSUR17|672|2017","SPSUR17","2017-01-01","2017-12-31","1980-01-01","1980-01-01","672","USBICI","2017","-","NULL","USD","USD","Y",".0100","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-",".0100","T1","","","QS","BICI Internal QS","BICI Internal QS|QS|SPSUR17|672|2017",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","BICI Internal QS|QS|SPSUR17|686|2017","SPSUR17","2017-01-01","2017-12-31","1980-01-01","1980-01-01","686","USBICI","2017","-","NULL","USD","USD","Y","-790.2700","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","-790.2700","T1","","","QS","BICI Internal QS","BICI Internal QS|QS|SPSUR17|686|2017",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","CUNA QS|QS |R0957A19|722|2019","R0957A19","2019-01-01","2019-12-31","1980-01-01","1980-01-01","722","USBICI","2019","-","NULL","USD","USD","Y","-5358.2300","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","-5358.2300","T1","","","QS ","CUNA QS","CUNA QS|QS |R0957A19|722|2019",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","CUNA QS|QS |R0957A19|735|2019","R0957A19","2019-01-01","2019-12-31","1980-01-01","1980-01-01","735","USBICI","2019","-","NULL","USD","USD","Y","-41950.5600","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","-41950.5600","T1","","","QS ","CUNA QS","CUNA QS|QS |R0957A19|735|2019",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","CUNA QS|QS |R0957A19|764|2019","R0957A19","2019-01-01","2019-12-31","1980-01-01","1980-01-01","764","USBICI","2019","-","NULL","USD","USD","Y","-2625.0000","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","-2625.0000","T1","","","QS ","CUNA QS","CUNA QS|QS |R0957A19|764|2019",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","CUNA QS|QS |R0957A20|722|2020","R0957A20","2020-01-01","2020-12-31","1980-01-01","1980-01-01","722","USBICI","2020","-","NULL","USD","USD","Y","-1066.6100","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","-1066.6100","T1","","","QS ","CUNA QS","CUNA QS|QS |R0957A20|722|2020",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","CUNA QS|QS |R0957A20|735|2020","R0957A20","2020-01-01","2020-12-31","1980-01-01","1980-01-01","735","USBICI","2020","-","NULL","USD","USD","Y","91022.6600","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","91022.6600","T1","","","QS ","CUNA QS","CUNA QS|QS |R0957A20|735|2020",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","CUNA QS|QS |R0957A20|736|2020","R0957A20","2020-01-01","2020-12-31","1980-01-01","1980-01-01","736","USBICI","2020","-","NULL","USD","USD","Y","26606.4800","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","26606.4800","T1","","","QS ","CUNA QS","CUNA QS|QS |R0957A20|736|2020",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","CUNA QS|QS |R0957A20|764|2020","R0957A20","2020-01-01","2020-12-31","1980-01-01","1980-01-01","764","USBICI","2020","-","NULL","USD","USD","Y","5951.2200","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","5951.2200","T1","","","QS ","CUNA QS","CUNA QS|QS |R0957A20|764|2020",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","CUNA QS|QS |R0957A21|722|2021","R0957A21","2021-01-01","2021-12-31","1980-01-01","1980-01-01","722","USBICI","2021","-","NULL","USD","USD","Y","-3691.3000","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","-3691.3000","T1","","","QS ","CUNA QS","CUNA QS|QS |R0957A21|722|2021",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","CUNA QS|QS |R0957A21|735|2021","R0957A21","2021-01-01","2021-12-31","1980-01-01","1980-01-01","735","USBICI","2021","-","NULL","USD","USD","Y","56503.8100","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","56503.8100","T1","","","QS ","CUNA QS","CUNA QS|QS |R0957A21|735|2021",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","CUNA QS|QS |R0957A21|736|2021","R0957A21","2021-01-01","2021-12-31","1980-01-01","1980-01-01","736","USBICI","2021","-","NULL","USD","USD","Y","3500.0100","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","3500.0100","T1","","","QS ","CUNA QS","CUNA QS|QS |R0957A21|736|2021",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","Internal QS  - Engineering|QS|ENGQS13|TRI00068|2013","ENGQS13","2013-01-01","2013-12-31","1980-01-01","1980-01-01","TRI00068","USBICI","2013","-","NULL","USD","USD","Y","36.3000","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","36.3000","T1","","","QS","Internal QS  - Engineering","Internal QS  - Engineering|QS|ENGQS13|TRI00068|2013",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","Internal QS  - Engineering|QS|ENGQS16|TRI00068|2016","ENGQS16","2016-01-01","2016-12-31","1980-01-01","1980-01-01","TRI00068","USBICI","2016","-","NULL","USD","USD","Y","4750.0000","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","4750.0000","T1","","","QS","Internal QS  - Engineering","Internal QS  - Engineering|QS|ENGQS16|TRI00068|2016",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","Internal QS - Marine Falvey|QS|MARQS14|TRI00046|2014","MARQS14","2014-01-01","2014-12-31","1980-01-01","1980-01-01","TRI00046","USBICI","2014","-","NULL","USD","USD","Y","-5625.0000","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","-5625.0000","T1","","","QS","Internal QS - Marine Falvey","Internal QS - Marine Falvey|QS|MARQS14|TRI00046|2014",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","Lawyers QS|QS|SPLAWQS13|675|2013","SPLAWQS13","2013-01-01","2013-12-31","1980-01-01","1980-01-01","675","USBICI","2013","-","NULL","USD","USD","Y","-154.0000","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","-154.0000","T1","","","QS","Lawyers QS","Lawyers QS|QS|SPLAWQS13|675|2013",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","MUNICH - Surplus|QS |R1010A19|671|2019","R1010A19","2019-01-01","2019-12-31","1980-01-01","1980-01-01","671","USBICI","2019","-","NULL","USD","USD","Y","2754.0000","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","2754.0000","T1","","","QS ","MUNICH - Surplus","MUNICH - Surplus|QS |R1010A19|671|2019",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","MUNICH - Surplus|QS |R1010A19|686|2019","R1010A19","2019-01-01","2019-12-31","1980-01-01","1980-01-01","686","USBICI","2019","-","NULL","USD","USD","Y","-1003.9100","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","-1003.9100","T1","","","QS ","MUNICH - Surplus","MUNICH - Surplus|QS |R1010A19|686|2019",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","PORTFOLIO TRANSFER BICI TO CAPTIVE RI|QS|R1056A21|764|NOYOA","R1056A21","1980-01-01","1980-01-01","1980-01-01","1980-01-01","764","USBICI","NOYOA","-","NULL","USD","USD","Y","-7859708.7100","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","-7859708.7100","T1","","","QS","PORTFOLIO TRANSFER BICI TO CAPTIVE RI","PORTFOLIO TRANSFER BICI TO CAPTIVE RI|QS|R1056A21|764|NOYOA",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","PORTFOLIO TRANSFER BICI TO CAPTIVE RI|QS|R1056A21|TRI00068|NOYOA","R1056A21","1980-01-01","1980-01-01","1980-01-01","1980-01-01","TRI00068","USBICI","NOYOA","-","NULL","USD","USD","Y","9713.7100","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","9713.7100","T1","","","QS","PORTFOLIO TRANSFER BICI TO CAPTIVE RI","PORTFOLIO TRANSFER BICI TO CAPTIVE RI|QS|R1056A21|TRI00068|NOYOA",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","PORTFOLIO TRANSFER BICI TO CAPTIVE RI|QS|R1056A21|TRI00081|NOYOA","R1056A21","1980-01-01","1980-01-01","1980-01-01","1980-01-01","TRI00081","USBICI","NOYOA","-","NULL","USD","USD","Y","-56.8100","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","-56.8100","T1","","","QS","PORTFOLIO TRANSFER BICI TO CAPTIVE RI","PORTFOLIO TRANSFER BICI TO CAPTIVE RI|QS|R1056A21|TRI00081|NOYOA",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","SLCyEx QS1 - TRC|QS |R1051A20|668|2020","R1051A20","2020-03-01","2020-12-31","1980-01-01","1980-01-01","668","USBICI","2020","-","NULL","USD","USD","Y","13132.0400","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","13132.0400","T1","","","QS ","SLCyEx QS1 - TRC","SLCyEx QS1 - TRC|QS |R1051A20|668|2020",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","SLCyEx QS1 - TRC|QS |R1051A20|671|2020","R1051A20","2020-03-01","2020-12-31","1980-01-01","1980-01-01","671","USBICI","2020","-","NULL","USD","USD","Y","-2780.9000","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","-2780.9000","T1","","","QS ","SLCyEx QS1 - TRC","SLCyEx QS1 - TRC|QS |R1051A20|671|2020",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","SLCyEx QS1 - TRC|QS |R1051A20|672|2020","R1051A20","2020-03-01","2020-12-31","1980-01-01","1980-01-01","672","USBICI","2020","-","NULL","USD","USD","Y","1154.9400","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","1154.9400","T1","","","QS ","SLCyEx QS1 - TRC","SLCyEx QS1 - TRC|QS |R1051A20|672|2020",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","SLCyEx QS1 - TRC|QS |R1051A20|673|2020","R1051A20","2020-03-01","2020-12-31","1980-01-01","1980-01-01","673","USBICI","2020","-","NULL","USD","USD","Y","750.0000","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","750.0000","T1","","","QS ","SLCyEx QS1 - TRC","SLCyEx QS1 - TRC|QS |R1051A20|673|2020",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","SLCyEx QS1 - TRC|QS |R1051A20|688|2020","R1051A20","2020-03-01","2020-12-31","1980-01-01","1980-01-01","688","USBICI","2020","-","NULL","USD","USD","Y","2487.6400","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","2487.6400","T1","","","QS ","SLCyEx QS1 - TRC","SLCyEx QS1 - TRC|QS |R1051A20|688|2020",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","SLCyEx QS1 - TRC|QS |R1051A20|696|2020","R1051A20","2020-03-01","2020-12-31","1980-01-01","1980-01-01","696","USBICI","2020","-","NULL","USD","USD","Y","12422.0400","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","12422.0400","T1","","","QS ","SLCyEx QS1 - TRC","SLCyEx QS1 - TRC|QS |R1051A20|696|2020",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","SLCyEx QS1 - TRC|QS |R1051A20|699|2020","R1051A20","2020-03-01","2020-12-31","1980-01-01","1980-01-01","699","USBICI","2020","-","NULL","USD","USD","Y","6370.0500","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","6370.0500","T1","","","QS ","SLCyEx QS1 - TRC","SLCyEx QS1 - TRC|QS |R1051A20|699|2020",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","SLCyEx QS1 - TRC|QS |R1051A21|668|2021","R1051A21","2021-01-01","2021-12-31","1980-01-01","1980-01-01","668","USBICI","2021","-","NULL","USD","USD","Y","19184.2900","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","19184.2900","T1","","","QS ","SLCyEx QS1 - TRC","SLCyEx QS1 - TRC|QS |R1051A21|668|2021",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","SLCyEx QS1 - TRC|QS |R1051A21|672|2021","R1051A21","2021-01-01","2021-12-31","1980-01-01","1980-01-01","672","USBICI","2021","-","NULL","USD","USD","Y","240.0000","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","240.0000","T1","","","QS ","SLCyEx QS1 - TRC","SLCyEx QS1 - TRC|QS |R1051A21|672|2021",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","SLCyEx QS1 - TRC|QS |R1051A21|688|2021","R1051A21","2021-01-01","2021-12-31","1980-01-01","1980-01-01","688","USBICI","2021","-","NULL","USD","USD","Y","414.0000","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","414.0000","T1","","","QS ","SLCyEx QS1 - TRC","SLCyEx QS1 - TRC|QS |R1051A21|688|2021",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","SLCyEx QS1 - TRC|QS |R1051A21|696|2021","R1051A21","2021-01-01","2021-12-31","1980-01-01","1980-01-01","696","USBICI","2021","-","NULL","USD","USD","Y","2210.0900","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","2210.0900","T1","","","QS ","SLCyEx QS1 - TRC","SLCyEx QS1 - TRC|QS |R1051A21|696|2021",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","SLCyEx QS1|QS |R1053A20|668|2020","R1053A20","2020-03-01","2020-12-31","1980-01-01","1980-01-01","668","USBICI","2020","-","NULL","USD","USD","Y","17509.2500","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","17509.2500","T1","","","QS ","SLCyEx QS1","SLCyEx QS1|QS |R1053A20|668|2020",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","SLCyEx QS1|QS |R1053A20|671|2020","R1053A20","2020-03-01","2020-12-31","1980-01-01","1980-01-01","671","USBICI","2020","-","NULL","USD","USD","Y","-3707.8700","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","-3707.8700","T1","","","QS ","SLCyEx QS1","SLCyEx QS1|QS |R1053A20|671|2020",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","SLCyEx QS1|QS |R1053A20|672|2020","R1053A20","2020-03-01","2020-12-31","1980-01-01","1980-01-01","672","USBICI","2020","-","NULL","USD","USD","Y","1539.9000","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","1539.9000","T1","","","QS ","SLCyEx QS1","SLCyEx QS1|QS |R1053A20|672|2020",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","SLCyEx QS1|QS |R1053A20|673|2020","R1053A20","2020-03-01","2020-12-31","1980-01-01","1980-01-01","673","USBICI","2020","-","NULL","USD","USD","Y","1000.0000","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","1000.0000","T1","","","QS ","SLCyEx QS1","SLCyEx QS1|QS |R1053A20|673|2020",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","SLCyEx QS1|QS |R1053A20|686|2020","R1053A20","2020-03-01","2020-12-31","1980-01-01","1980-01-01","686","USBICI","2020","-","NULL","USD","USD","Y","3635.8500","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","3635.8500","T1","","","QS ","SLCyEx QS1","SLCyEx QS1|QS |R1053A20|686|2020",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","SLCyEx QS1|QS |R1053A20|687|2020","R1053A20","2020-03-01","2020-12-31","1980-01-01","1980-01-01","687","USBICI","2020","-","NULL","USD","USD","Y","12782.7900","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","12782.7900","T1","","","QS ","SLCyEx QS1","SLCyEx QS1|QS |R1053A20|687|2020",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","SLCyEx QS1|QS |R1053A20|688|2020","R1053A20","2020-03-01","2020-12-31","1980-01-01","1980-01-01","688","USBICI","2020","-","NULL","USD","USD","Y","3316.8400","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","3316.8400","T1","","","QS ","SLCyEx QS1","SLCyEx QS1|QS |R1053A20|688|2020",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","SLCyEx QS1|QS |R1053A20|696|2020","R1053A20","2020-03-01","2020-12-31","1980-01-01","1980-01-01","696","USBICI","2020","-","NULL","USD","USD","Y","16562.7300","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","16562.7300","T1","","","QS ","SLCyEx QS1","SLCyEx QS1|QS |R1053A20|696|2020",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","SLCyEx QS1|QS |R1053A20|699|2020","R1053A20","2020-03-01","2020-12-31","1980-01-01","1980-01-01","699","USBICI","2020","-","NULL","USD","USD","Y","8493.3800","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","8493.3800","T1","","","QS ","SLCyEx QS1","SLCyEx QS1|QS |R1053A20|699|2020",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","SLCyEx QS1|QS |R1053A21|668|2021","R1053A21","2021-01-01","2021-12-31","1980-01-01","1980-01-01","668","USBICI","2021","-","NULL","USD","USD","Y","25579.0100","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","25579.0100","T1","","","QS ","SLCyEx QS1","SLCyEx QS1|QS |R1053A21|668|2021",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","SLCyEx QS1|QS |R1053A21|672|2021","R1053A21","2021-01-01","2021-12-31","1980-01-01","1980-01-01","672","USBICI","2021","-","NULL","USD","USD","Y","320.0000","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","320.0000","T1","","","QS ","SLCyEx QS1","SLCyEx QS1|QS |R1053A21|672|2021",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","SLCyEx QS1|QS |R1053A21|686|2021","R1053A21","2021-01-01","2021-12-31","1980-01-01","1980-01-01","686","USBICI","2021","-","NULL","USD","USD","Y","1610.3600","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","1610.3600","T1","","","QS ","SLCyEx QS1","SLCyEx QS1|QS |R1053A21|686|2021",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","SLCyEx QS1|QS |R1053A21|687|2021","R1053A21","2021-01-01","2021-12-31","1980-01-01","1980-01-01","687","USBICI","2021","-","NULL","USD","USD","Y","36452.3000","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","36452.3000","T1","","","QS ","SLCyEx QS1","SLCyEx QS1|QS |R1053A21|687|2021",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","SLCyEx QS1|QS |R1053A21|688|2021","R1053A21","2021-01-01","2021-12-31","1980-01-01","1980-01-01","688","USBICI","2021","-","NULL","USD","USD","Y","551.9800","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","551.9800","T1","","","QS ","SLCyEx QS1","SLCyEx QS1|QS |R1053A21|688|2021",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","SLCyEx QS1|QS |R1053A21|696|2021","R1053A21","2021-01-01","2021-12-31","1980-01-01","1980-01-01","696","USBICI","2021","-","NULL","USD","USD","Y","2946.7600","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","2946.7600","T1","","","QS ","SLCyEx QS1","SLCyEx QS1|QS |R1053A21|696|2021",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","SLCyEx QS2|QS |R1054A20|668|2020","R1054A20","2020-04-01","2020-12-31","1980-01-01","1980-01-01","668","USBICI","2020","-","NULL","USD","USD","Y","16113.0600","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","16113.0600","T1","","","QS ","SLCyEx QS2","SLCyEx QS2|QS |R1054A20|668|2020",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","SLCyEx QS2|QS |R1054A20|671|2020","R1054A20","2020-04-01","2020-12-31","1980-01-01","1980-01-01","671","USBICI","2020","-","NULL","USD","USD","Y","-3707.8700","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","-3707.8700","T1","","","QS ","SLCyEx QS2","SLCyEx QS2|QS |R1054A20|671|2020",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","SLCyEx QS2|QS |R1054A20|672|2020","R1054A20","2020-04-01","2020-12-31","1980-01-01","1980-01-01","672","USBICI","2020","-","NULL","USD","USD","Y","1539.9000","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","1539.9000","T1","","","QS ","SLCyEx QS2","SLCyEx QS2|QS |R1054A20|672|2020",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","SLCyEx QS2|QS |R1054A20|686|2020","R1054A20","2020-04-01","2020-12-31","1980-01-01","1980-01-01","686","USBICI","2020","-","NULL","USD","USD","Y","3046.8800","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","3046.8800","T1","","","QS ","SLCyEx QS2","SLCyEx QS2|QS |R1054A20|686|2020",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","SLCyEx QS2|QS |R1054A20|687|2020","R1054A20","2020-04-01","2020-12-31","1980-01-01","1980-01-01","687","USBICI","2020","-","NULL","USD","USD","Y","12782.7900","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","12782.7900","T1","","","QS ","SLCyEx QS2","SLCyEx QS2|QS |R1054A20|687|2020",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","SLCyEx QS2|QS |R1054A20|688|2020","R1054A20","2020-04-01","2020-12-31","1980-01-01","1980-01-01","688","USBICI","2020","-","NULL","USD","USD","Y","3316.8400","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","3316.8400","T1","","","QS ","SLCyEx QS2","SLCyEx QS2|QS |R1054A20|688|2020",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","SLCyEx QS2|QS |R1054A20|696|2020","R1054A20","2020-04-01","2020-12-31","1980-01-01","1980-01-01","696","USBICI","2020","-","NULL","USD","USD","Y","16562.7400","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","16562.7400","T1","","","QS ","SLCyEx QS2","SLCyEx QS2|QS |R1054A20|696|2020",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","SLCyEx QS2|QS |R1054A20|699|2020","R1054A20","2020-04-01","2020-12-31","1980-01-01","1980-01-01","699","USBICI","2020","-","NULL","USD","USD","Y","7251.8800","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","7251.8800","T1","","","QS ","SLCyEx QS2","SLCyEx QS2|QS |R1054A20|699|2020",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","SLCyEx QS2|QS |R1054A21|668|2021","R1054A21","2021-01-01","2021-12-31","1980-01-01","1980-01-01","668","USBICI","2021","-","NULL","USD","USD","Y","25579.0100","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","25579.0100","T1","","","QS ","SLCyEx QS2","SLCyEx QS2|QS |R1054A21|668|2021",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","SLCyEx QS2|QS |R1054A21|672|2021","R1054A21","2021-01-01","2021-12-31","1980-01-01","1980-01-01","672","USBICI","2021","-","NULL","USD","USD","Y","320.0000","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","320.0000","T1","","","QS ","SLCyEx QS2","SLCyEx QS2|QS |R1054A21|672|2021",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","SLCyEx QS2|QS |R1054A21|686|2021","R1054A21","2021-01-01","2021-12-31","1980-01-01","1980-01-01","686","USBICI","2021","-","NULL","USD","USD","Y","1610.3600","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","1610.3600","T1","","","QS ","SLCyEx QS2","SLCyEx QS2|QS |R1054A21|686|2021",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","SLCyEx QS2|QS |R1054A21|687|2021","R1054A21","2021-01-01","2021-12-31","1980-01-01","1980-01-01","687","USBICI","2021","-","NULL","USD","USD","Y","36452.3000","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","36452.3000","T1","","","QS ","SLCyEx QS2","SLCyEx QS2|QS |R1054A21|687|2021",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","SLCyEx QS2|QS |R1054A21|688|2021","R1054A21","2021-01-01","2021-12-31","1980-01-01","1980-01-01","688","USBICI","2021","-","NULL","USD","USD","Y","551.9800","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","551.9800","T1","","","QS ","SLCyEx QS2","SLCyEx QS2|QS |R1054A21|688|2021",""
"","A","CI-LS-TTY-UN","BICI_RI_Incurred","2021-12-01","SLCyEx QS2|QS |R1054A21|696|2021","R1054A21","2021-01-01","2021-12-31","1980-01-01","1980-01-01","696","USBICI","2021","-","NULL","USD","USD","Y","2946.7600","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","2946.7600","T1","","","QS ","SLCyEx QS2","SLCyEx QS2|QS |R1054A21|696|2021",""
