PK_Transaction,Scenario,Account,Dataset,DateOfFact,BusinessKey,PolicyNumber,InceptionDate,ExpiryDate,BindDate,DueDate,TrifocusCode,Entity,YOA,TypeOfBusiness,StatsCode,SettlementCCY,OriginalCCY,IsToDate,Value,RowHash,FK_Allocation,DeltaType,AuditSourceBatchID,AuditCreateDateTime,AuditGenerateDateTime,AuditUserCreate,AuditHost,Basis,Location,ValueOrig,BusinessProcessCode,FK_Batch,BoundDate,ExcelRowHash,RunNumber,
,F,P-GP-P,BusinessPlan,15/12/2017,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|20|2623|2018|N|USD|USD|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,20,2623,2018,N,,USD,USD,Y,34343854.01,,-1,New,,,,,,-,-,0,,,,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|20|2623|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|724|2623|2018|N|USD|USD|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,724,2623,2018,N,,USD,USD,Y,1531898.699,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|724|2623|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|TRI00011|2623|2018|N|CAD|CAD|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,TRI00011,2623,2018,N,,CAD,CAD,Y,655482.3449,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|TRI00011|2623|2018|N|CAD|CAD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|20|2623|2018|N|EUR|EUR|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,20,2623,2018,N,,EUR,EUR,Y,1328959.143,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|20|2623|2018|N|EUR|EUR|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|TRI00011|2623|2018|N|EUR|EUR|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,TRI00011,2623,2018,N,,EUR,EUR,Y,81158.9844,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|TRI00011|2623|2018|N|EUR|EUR|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|TRI00011|2623|2018|N|GBP|GBP|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,TRI00011,2623,2018,N,,GBP,GBP,Y,871487.6829,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|TRI00011|2623|2018|N|GBP|GBP|Y|,0,
,F,P-GP-P,BusinessPlan,15/12/2017,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|TRI00080|2623|2018|N|USD|USD|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,TRI00080,2623,2018,N,,USD,USD,Y,4508804.235,,-1,New,,,,,,-,-,0,,,,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|TRI00080|2623|2018|N|USD|USD|Y|,0,
,F,P-GP-P,BusinessPlan,15/12/2017,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|TRI00011|623|2018|N|GBP|GBP|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,TRI00011,623,2018,N,,GBP,GBP,Y,1088544.949,,-1,New,,,,,,-,-,0,,,,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|TRI00011|623|2018|N|GBP|GBP|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|TRI00080|623|2018|N|USD|USD|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,TRI00080,623,2018,N,,USD,USD,Y,158358.0024,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|TRI00080|623|2018|N|USD|USD|Y|,0,
,F,P-GP-P,BusinessPlan,15/12/2017,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|20|623|2018|N|GBP|GBP|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,20,623,2018,N,,GBP,GBP,Y,145520.7546,,-1,New,,,,,,-,-,0,,,,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|20|623|2018|N|GBP|GBP|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|TRI00082|3623|2018|N|USD|USD|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,TRI00082,3623,2018,N,,USD,USD,Y,358190.7197,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|TRI00082|3623|2018|N|USD|USD|Y|,0,
,F,P-GP-P,BusinessPlan,15/12/2017,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|TRI00082|3623|2018|N|USD|USD|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,TRI00082,3623,2018,N,,USD,USD,Y,2238691.998,,-1,New,,,,,,-,-,0,,,,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|TRI00082|3623|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|TRI00082|USBICI|2018|N|USD|USD|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,TRI00082,USBICI,2018,N,,USD,USD,Y,377042.8629,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|TRI00082|USBICI|2018|N|USD|USD|Y|,0,
,F,P-GP-P,BusinessPlan,15/12/2017,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|TRI00082|USBICI|2018|N|USD|USD|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,TRI00082,USBICI,2018,N,,USD,USD,Y,2356517.893,,-1,New,,,,,,-,-,0,,,,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|TRI00082|USBICI|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|20|623|2018|N|USD|USD|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,20,623,2018,N,,USD,USD,Y,1665063.076,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|20|623|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|TRI00011|623|2018|N|CAD|CAD|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,TRI00011,623,2018,N,,CAD,CAD,Y,143886.3684,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|TRI00011|623|2018|N|CAD|CAD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|20|2623|2018|N|CAD|CAD|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,20,2623,2018,N,,CAD,CAD,Y,30053.6921,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|20|2623|2018|N|CAD|CAD|Y|,0,
,F,P-GP-P,BusinessPlan,15/12/2017,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|TRI00011|2623|2018|N|USD|USD|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,TRI00011,2623,2018,N,,USD,USD,Y,12079444.47,,-1,New,,,,,,-,-,0,,,,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|TRI00011|2623|2018|N|USD|USD|Y|,0,
,F,P-GP-P,BusinessPlan,15/12/2017,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|TRI00011|2623|2018|N|CAD|CAD|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,TRI00011,2623,2018,N,,CAD,CAD,Y,3729794.99,,-1,New,,,,,,-,-,0,,,,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|TRI00011|2623|2018|N|CAD|CAD|Y|,0,
,F,P-GP-P,BusinessPlan,15/12/2017,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|20|2623|2018|N|EUR|EUR|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,20,2623,2018,N,,EUR,EUR,Y,6016833.954,,-1,New,,,,,,-,-,0,,,,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|20|2623|2018|N|EUR|EUR|Y|,0,
,F,P-GP-P,BusinessPlan,15/12/2017,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|TRI00011|623|2018|N|CAD|CAD|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,TRI00011,623,2018,N,,CAD,CAD,Y,818735.4856,,-1,New,,,,,,-,-,0,,,,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|TRI00011|623|2018|N|CAD|CAD|Y|,0,
,F,P-GP-P,BusinessPlan,15/12/2017,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|727|3623|2018|N|USD|USD|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,727,3623,2018,N,,USD,USD,Y,913292.3532,,-1,New,,,,,,-,-,0,,,,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|727|3623|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|20|623|2018|N|EUR|EUR|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,20,623,2018,N,,EUR,EUR,Y,291722.7386,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|20|623|2018|N|EUR|EUR|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|TRI00011|623|2018|N|USD|USD|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,TRI00011,623,2018,N,,USD,USD,Y,465993.8924,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|TRI00011|623|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|724|623|2018|N|USD|USD|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,724,623,2018,N,,USD,USD,Y,336270.4461,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|724|623|2018|N|USD|USD|Y|,0,
,F,P-GP-P,BusinessPlan,15/12/2017,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|TRI00011|623|2018|N|EUR|EUR|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,TRI00011,623,2018,N,,EUR,EUR,Y,101372.3671,,-1,New,,,,,,-,-,0,,,,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|TRI00011|623|2018|N|EUR|EUR|Y|,0,
,F,P-GP-P,BusinessPlan,15/12/2017,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|20|623|2018|N|CAD|CAD|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,20,623,2018,N,,CAD,CAD,Y,29868.8631,,-1,New,,,,,,-,-,0,,,,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|20|623|2018|N|CAD|CAD|Y|,0,
,F,P-GP-P,BusinessPlan,15/12/2017,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|TRI00011|623|2018|N|USD|USD|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,TRI00011,623,2018,N,,USD,USD,Y,2651585.372,,-1,New,,,,,,-,-,0,,,,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|TRI00011|623|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|TRI00080|2623|2018|N|USD|USD|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,TRI00080,2623,2018,N,,USD,USD,Y,721408.6777,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|TRI00080|2623|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|20|623|2018|N|GBP|GBP|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,20,623,2018,N,,GBP,GBP,Y,32140.1689,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|20|623|2018|N|GBP|GBP|Y|,0,
,F,P-GP-P,BusinessPlan,15/12/2017,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|TRI00011|2623|2018|N|EUR|EUR|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,TRI00011,2623,2018,N,,EUR,EUR,Y,461807.4501,,-1,New,,,,,,-,-,0,,,,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|TRI00011|2623|2018|N|EUR|EUR|Y|,0,
,F,P-GP-P,BusinessPlan,15/12/2017,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|20|2623|2018|N|CAD|CAD|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,20,2623,2018,N,,CAD,CAD,Y,136069.2656,,-1,New,,,,,,-,-,0,,,,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|20|2623|2018|N|CAD|CAD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|20|2623|2018|N|GBP|GBP|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,20,2623,2018,N,,GBP,GBP,Y,146416.3246,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|20|2623|2018|N|GBP|GBP|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|727|3623|2018|N|USD|USD|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,727,3623,2018,N,,USD,USD,Y,163292.3532,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|727|3623|2018|N|USD|USD|Y|,0,
,F,P-GP-P,BusinessPlan,15/12/2017,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|20|623|2018|N|EUR|EUR|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,20,623,2018,N,,EUR,EUR,Y,1320768.429,,-1,New,,,,,,-,-,0,,,,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|20|623|2018|N|EUR|EUR|Y|,0,
,F,P-GP-P,BusinessPlan,15/12/2017,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|724|623|2018|N|USD|USD|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,724,623,2018,N,,USD,USD,Y,1776270.446,,-1,New,,,,,,-,-,0,,,,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|724|623|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|TRI00011|2623|2018|N|USD|USD|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,TRI00011,2623,2018,N,,USD,USD,Y,2122861.065,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|TRI00011|2623|2018|N|USD|USD|Y|,0,
,F,P-GP-P,BusinessPlan,15/12/2017,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|TRI00080|623|2018|N|USD|USD|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,TRI00080,623,2018,N,,USD,USD,Y,989737.5151,,-1,New,,,,,,-,-,0,,,,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|TRI00080|623|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|TRI00011|623|2018|N|EUR|EUR|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,TRI00011,623,2018,N,,EUR,EUR,Y,17815.3868,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|TRI00011|623|2018|N|EUR|EUR|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|727|USBICI|2018|N|USD|USD|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,727,USBICI,2018,N,,USD,USD,Y,217723.1376,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|727|USBICI|2018|N|USD|USD|Y|,0,
,F,P-GP-P,BusinessPlan,15/12/2017,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|TRI00011|2623|2018|N|GBP|GBP|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,TRI00011,2623,2018,N,,GBP,GBP,Y,4958926.989,,-1,New,,,,,,-,-,0,,,,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|TRI00011|2623|2018|N|GBP|GBP|Y|,0,
,F,P-GP-P,BusinessPlan,15/12/2017,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|727|USBICI|2018|N|USD|USD|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,727,USBICI,2018,N,,USD,USD,Y,1217723.138,,-1,New,,,,,,-,-,0,,,,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|727|USBICI|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|20|623|2018|N|CAD|CAD|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,20,623,2018,N,,CAD,CAD,Y,6597.1519,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|20|623|2018|N|CAD|CAD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|TRI00011|623|2018|N|GBP|GBP|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,TRI00011,623,2018,N,,GBP,GBP,Y,191302.1743,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|TRI00011|623|2018|N|GBP|GBP|Y|,0,
,F,P-GP-P,BusinessPlan,15/12/2017,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|724|2623|2018|N|USD|USD|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,724,2623,2018,N,,USD,USD,Y,8091898.699,,-1,New,,,,,,-,-,0,,,,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|724|2623|2018|N|USD|USD|Y|,0,
,F,P-GP-P,BusinessPlan,15/12/2017,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|20|2623|2018|N|GBP|GBP|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,20,2623,2018,N,,GBP,GBP,Y,662927.8822,,-1,New,,,,,,-,-,0,,,,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|20|2623|2018|N|GBP|GBP|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|20|2623|2018|N|USD|USD|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,20,2623,2018,N,,USD,USD,Y,7585287.344,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|20|2623|2018|N|USD|USD|Y|,0,
,F,P-GP-P,BusinessPlan,15/12/2017,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|20|623|2018|N|USD|USD|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,20,623,2018,N,,USD,USD,Y,7538894.784,,-1,New,,,,,,-,-,0,,,,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|20|623|2018|N|USD|USD|Y|,0,
,F,P-GP-P,BusinessPlan,15/12/2017,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|744|2623|2018|N|USD|USD|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,744,2623,2018,N,,USD,USD,Y,7472731.674,,-1,New,,,,,,-,-,0,,,,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|744|2623|2018|N|USD|USD|Y|,0,
,F,P-GP-P,BusinessPlan,15/12/2017,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|744|623|2018|N|CAD|CAD|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,744,623,2018,N,,CAD,CAD,Y,158044.0766,,-1,New,,,,,,-,-,0,,,,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|744|623|2018|N|CAD|CAD|Y|,0,
,F,P-GP-P,BusinessPlan,15/12/2017,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|744|623|2018|N|GBP|GBP|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,744,623,2018,N,,GBP,GBP,Y,816434.2953,,-1,New,,,,,,-,-,0,,,,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|744|623|2018|N|GBP|GBP|Y|,0,
,F,P-GP-P,BusinessPlan,15/12/2017,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|744|623|2018|N|EUR|EUR|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,744,623,2018,N,,EUR,EUR,Y,1283040.356,,-1,New,,,,,,-,-,0,,,,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|744|623|2018|N|EUR|EUR|Y|,0,
,F,P-GP-P,BusinessPlan,15/12/2017,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|744|623|2018|N|USD|USD|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,744,623,2018,N,,USD,USD,Y,1640355.733,,-1,New,,,,,,-,-,0,,,,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|744|623|2018|N|USD|USD|Y|,0,
,F,P-GP-P,BusinessPlan,15/12/2017,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|744|2623|2018|N|CAD|CAD|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,744,2623,2018,N,,CAD,CAD,Y,719978.5716,,-1,New,,,,,,-,-,0,,,,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|744|2623|2018|N|CAD|CAD|Y|,0,
,F,P-GP-P,BusinessPlan,15/12/2017,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|744|2623|2018|N|GBP|GBP|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,744,2623,2018,N,,GBP,GBP,Y,3719311.789,,-1,New,,,,,,-,-,0,,,,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|744|2623|2018|N|GBP|GBP|Y|,0,
,F,P-GP-P,BusinessPlan,15/12/2017,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|744|2623|2018|N|EUR|EUR|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,744,2623,2018,N,,EUR,EUR,Y,5844961.624,,-1,New,,,,,,-,-,0,,,,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|744|2623|2018|N|EUR|EUR|Y|,0,
,F,P-GP-P,BusinessPlan,15/12/2017,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|TRI00016|623|2018|N|EUR|EUR|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,TRI00016,623,2018,N,,EUR,EUR,Y,788088.8464,,-1,New,,,,,,-,-,0,,,,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|TRI00016|623|2018|N|EUR|EUR|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|786|623|2018|N|EUR|EUR|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,786,623,2018,N,,EUR,EUR,Y,221511.5888,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|786|623|2018|N|EUR|EUR|Y|,0,
,F,P-GP-P,BusinessPlan,15/12/2017,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|TRI00049|623|2018|N|EUR|EUR|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,TRI00049,623,2018,N,,EUR,EUR,Y,480968.85,,-1,New,,,,,,-,-,0,,,,P-GP-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|TRI00049|623|2018|N|EUR|EUR|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|TRI00049|2623|2018|N|GBP|GBP|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,TRI00049,2623,2018,N,,GBP,GBP,Y,4414309.323,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|TRI00049|2623|2018|N|GBP|GBP|Y|,0,
