PK_Transaction,Scenario,Account,Dataset,DateOfFact,BusinessKey,PolicyNumber,InceptionDate,ExpiryDate,BindDate,DueDate,TrifocusCode,Entity,YOA,TypeOfBusiness,StatsCode,SettlementCCY,OriginalCCY,IsToDate,Value,RowHash,FK_Allocation,DeltaType,AuditSourceBatchID,AuditCreateDateTime,AuditGenerateDateTime,AuditUserCreate,AuditHost,Basis,Location,ValueOrig,BusinessProcessCode,FK_Batch,BoundDate,ExcelRowHash,RunNumber,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43205|43570|29221|29221|-1 Unknown Covers|623|2018|N|USD|USD|Y|,NOPOLICY,15/04/2018,15/04/2019,01/01/1980,01/01/1980,-1 Unknown Covers,623,2018,N,,USD,USD,Y,301760.8272,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43205|43570|29221|29221|-1 Unknown Covers|623|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43235|43600|29221|29221|-1 Unknown Covers|623|2018|N|USD|USD|Y|,NOPOLICY,15/05/2018,15/05/2019,01/01/1980,01/01/1980,-1 Unknown Covers,623,2018,N,,USD,USD,Y,226320.6204,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43235|43600|29221|29221|-1 Unknown Covers|623|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43266|43631|29221|29221|-1 Unknown Covers|623|2018|N|USD|USD|Y|,NOPOLICY,15/06/2018,15/06/2019,01/01/1980,01/01/1980,-1 Unknown Covers,623,2018,N,,USD,USD,Y,339480.9306,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43266|43631|29221|29221|-1 Unknown Covers|623|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43296|43661|29221|29221|-1 Unknown Covers|623|2018|N|USD|USD|Y|,NOPOLICY,15/07/2018,15/07/2019,01/01/1980,01/01/1980,-1 Unknown Covers,623,2018,N,,USD,USD,Y,414921.1374,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43296|43661|29221|29221|-1 Unknown Covers|623|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43327|43692|29221|29221|-1 Unknown Covers|623|2018|N|USD|USD|Y|,NOPOLICY,15/08/2018,15/08/2019,01/01/1980,01/01/1980,-1 Unknown Covers,623,2018,N,,USD,USD,Y,150880.4136,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43327|43692|29221|29221|-1 Unknown Covers|623|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43358|43723|29221|29221|-1 Unknown Covers|623|2018|N|USD|USD|Y|,NOPOLICY,15/09/2018,15/09/2019,01/01/1980,01/01/1980,-1 Unknown Covers,623,2018,N,,USD,USD,Y,226320.6204,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43358|43723|29221|29221|-1 Unknown Covers|623|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43388|43753|29221|29221|-1 Unknown Covers|623|2018|N|USD|USD|Y|,NOPOLICY,15/10/2018,15/10/2019,01/01/1980,01/01/1980,-1 Unknown Covers,623,2018,N,,USD,USD,Y,264040.7238,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43388|43753|29221|29221|-1 Unknown Covers|623|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43419|43784|29221|29221|-1 Unknown Covers|623|2018|N|USD|USD|Y|,NOPOLICY,15/11/2018,15/11/2019,01/01/1980,01/01/1980,-1 Unknown Covers,623,2018,N,,USD,USD,Y,264040.7238,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43419|43784|29221|29221|-1 Unknown Covers|623|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43449|43814|29221|29221|-1 Unknown Covers|623|2018|N|USD|USD|Y|,NOPOLICY,15/12/2018,15/12/2019,01/01/1980,01/01/1980,-1 Unknown Covers,623,2018,N,,USD,USD,Y,339480.9306,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43449|43814|29221|29221|-1 Unknown Covers|623|2018|N|USD|USD|Y|,0,
,F,P-AC-B,BusinessPlan,15/12/2017,P-AC-B|BusinessPlan|NOPOLICY|43115|43480|29221|29221|-1 Unknown Covers|623|2018|N|USD|USD|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,-1 Unknown Covers,623,2018,N,,USD,USD,Y,207460.5687,,-1,New,,,,,,-,-,0,,,,P-AC-B|BusinessPlan|NOPOLICY|43115|43480|29221|29221|-1 Unknown Covers|623|2018|N|USD|USD|Y|,0,
,F,P-AC-B,BusinessPlan,15/12/2017,P-AC-B|BusinessPlan|NOPOLICY|43146|43511|29221|29221|-1 Unknown Covers|623|2018|N|USD|USD|Y|,NOPOLICY,15/02/2018,15/02/2019,01/01/1980,01/01/1980,-1 Unknown Covers,623,2018,N,,USD,USD,Y,37720.1034,,-1,New,,,,,,-,-,0,,,,P-AC-B|BusinessPlan|NOPOLICY|43146|43511|29221|29221|-1 Unknown Covers|623|2018|N|USD|USD|Y|,0,
,F,P-AC-B,BusinessPlan,15/12/2017,P-AC-B|BusinessPlan|NOPOLICY|43174|43539|29221|29221|-1 Unknown Covers|623|2018|N|USD|USD|Y|,NOPOLICY,15/03/2018,15/03/2019,01/01/1980,01/01/1980,-1 Unknown Covers,623,2018,N,,USD,USD,Y,66010.18096,,-1,New,,,,,,-,-,0,,,,P-AC-B|BusinessPlan|NOPOLICY|43174|43539|29221|29221|-1 Unknown Covers|623|2018|N|USD|USD|Y|,0,
,F,P-AC-B,BusinessPlan,15/12/2017,P-AC-B|BusinessPlan|NOPOLICY|43205|43570|29221|29221|-1 Unknown Covers|623|2018|N|USD|USD|Y|,NOPOLICY,15/04/2018,15/04/2019,01/01/1980,01/01/1980,-1 Unknown Covers,623,2018,N,,USD,USD,Y,75440.20681,,-1,New,,,,,,-,-,0,,,,P-AC-B|BusinessPlan|NOPOLICY|43205|43570|29221|29221|-1 Unknown Covers|623|2018|N|USD|USD|Y|,0,
,F,P-AC-B,BusinessPlan,15/12/2017,P-AC-B|BusinessPlan|NOPOLICY|43235|43600|29221|29221|-1 Unknown Covers|623|2018|N|USD|USD|Y|,NOPOLICY,15/05/2018,15/05/2019,01/01/1980,01/01/1980,-1 Unknown Covers,623,2018,N,,USD,USD,Y,56580.15511,,-1,New,,,,,,-,-,0,,,,P-AC-B|BusinessPlan|NOPOLICY|43235|43600|29221|29221|-1 Unknown Covers|623|2018|N|USD|USD|Y|,0,
,F,P-AC-B,BusinessPlan,15/12/2017,P-AC-B|BusinessPlan|NOPOLICY|43266|43631|29221|29221|-1 Unknown Covers|623|2018|N|USD|USD|Y|,NOPOLICY,15/06/2018,15/06/2019,01/01/1980,01/01/1980,-1 Unknown Covers,623,2018,N,,USD,USD,Y,84870.23266,,-1,New,,,,,,-,-,0,,,,P-AC-B|BusinessPlan|NOPOLICY|43266|43631|29221|29221|-1 Unknown Covers|623|2018|N|USD|USD|Y|,0,
,F,P-AC-B,BusinessPlan,15/12/2017,P-AC-B|BusinessPlan|NOPOLICY|43296|43661|29221|29221|-1 Unknown Covers|623|2018|N|USD|USD|Y|,NOPOLICY,15/07/2018,15/07/2019,01/01/1980,01/01/1980,-1 Unknown Covers,623,2018,N,,USD,USD,Y,103730.2844,,-1,New,,,,,,-,-,0,,,,P-AC-B|BusinessPlan|NOPOLICY|43296|43661|29221|29221|-1 Unknown Covers|623|2018|N|USD|USD|Y|,0,
,F,P-AC-B,BusinessPlan,15/12/2017,P-AC-B|BusinessPlan|NOPOLICY|43327|43692|29221|29221|-1 Unknown Covers|623|2018|N|USD|USD|Y|,NOPOLICY,15/08/2018,15/08/2019,01/01/1980,01/01/1980,-1 Unknown Covers,623,2018,N,,USD,USD,Y,37720.1034,,-1,New,,,,,,-,-,0,,,,P-AC-B|BusinessPlan|NOPOLICY|43327|43692|29221|29221|-1 Unknown Covers|623|2018|N|USD|USD|Y|,0,
,F,P-AC-B,BusinessPlan,15/12/2017,P-AC-B|BusinessPlan|NOPOLICY|43358|43723|29221|29221|-1 Unknown Covers|623|2018|N|USD|USD|Y|,NOPOLICY,15/09/2018,15/09/2019,01/01/1980,01/01/1980,-1 Unknown Covers,623,2018,N,,USD,USD,Y,56580.15511,,-1,New,,,,,,-,-,0,,,,P-AC-B|BusinessPlan|NOPOLICY|43358|43723|29221|29221|-1 Unknown Covers|623|2018|N|USD|USD|Y|,0,
,F,P-AC-B,BusinessPlan,15/12/2017,P-AC-B|BusinessPlan|NOPOLICY|43388|43753|29221|29221|-1 Unknown Covers|623|2018|N|USD|USD|Y|,NOPOLICY,15/10/2018,15/10/2019,01/01/1980,01/01/1980,-1 Unknown Covers,623,2018,N,,USD,USD,Y,66010.18096,,-1,New,,,,,,-,-,0,,,,P-AC-B|BusinessPlan|NOPOLICY|43388|43753|29221|29221|-1 Unknown Covers|623|2018|N|USD|USD|Y|,0,
,F,P-AC-B,BusinessPlan,15/12/2017,P-AC-B|BusinessPlan|NOPOLICY|43419|43784|29221|29221|-1 Unknown Covers|623|2018|N|USD|USD|Y|,NOPOLICY,15/11/2018,15/11/2019,01/01/1980,01/01/1980,-1 Unknown Covers,623,2018,N,,USD,USD,Y,66010.18096,,-1,New,,,,,,-,-,0,,,,P-AC-B|BusinessPlan|NOPOLICY|43419|43784|29221|29221|-1 Unknown Covers|623|2018|N|USD|USD|Y|,0,
,F,P-AC-B,BusinessPlan,15/12/2017,P-AC-B|BusinessPlan|NOPOLICY|43449|43814|29221|29221|-1 Unknown Covers|623|2018|N|USD|USD|Y|,NOPOLICY,15/12/2018,15/12/2019,01/01/1980,01/01/1980,-1 Unknown Covers,623,2018,N,,USD,USD,Y,84870.23266,,-1,New,,,,,,-,-,0,,,,P-AC-B|BusinessPlan|NOPOLICY|43449|43814|29221|29221|-1 Unknown Covers|623|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|795|2623|2018|N|USD|USD|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,795,2623,2018,N,,USD,USD,Y,472068.0638,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|795|2623|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43146|43511|29221|29221|795|2623|2018|N|USD|USD|Y|,NOPOLICY,15/02/2018,15/02/2019,01/01/1980,01/01/1980,795,2623,2018,N,,USD,USD,Y,85830.55706,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43146|43511|29221|29221|795|2623|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43174|43539|29221|29221|795|2623|2018|N|USD|USD|Y|,NOPOLICY,15/03/2018,15/03/2019,01/01/1980,01/01/1980,795,2623,2018,N,,USD,USD,Y,150203.4748,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43174|43539|29221|29221|795|2623|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43205|43570|29221|29221|795|2623|2018|N|USD|USD|Y|,NOPOLICY,15/04/2018,15/04/2019,01/01/1980,01/01/1980,795,2623,2018,N,,USD,USD,Y,171661.1141,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43205|43570|29221|29221|795|2623|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43235|43600|29221|29221|795|2623|2018|N|USD|USD|Y|,NOPOLICY,15/05/2018,15/05/2019,01/01/1980,01/01/1980,795,2623,2018,N,,USD,USD,Y,128745.8356,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43235|43600|29221|29221|795|2623|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43266|43631|29221|29221|795|2623|2018|N|USD|USD|Y|,NOPOLICY,15/06/2018,15/06/2019,01/01/1980,01/01/1980,795,2623,2018,N,,USD,USD,Y,193118.7534,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43266|43631|29221|29221|795|2623|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43296|43661|29221|29221|795|2623|2018|N|USD|USD|Y|,NOPOLICY,15/07/2018,15/07/2019,01/01/1980,01/01/1980,795,2623,2018,N,,USD,USD,Y,236034.0319,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43296|43661|29221|29221|795|2623|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43327|43692|29221|29221|795|2623|2018|N|USD|USD|Y|,NOPOLICY,15/08/2018,15/08/2019,01/01/1980,01/01/1980,795,2623,2018,N,,USD,USD,Y,85830.55706,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43327|43692|29221|29221|795|2623|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43358|43723|29221|29221|795|2623|2018|N|USD|USD|Y|,NOPOLICY,15/09/2018,15/09/2019,01/01/1980,01/01/1980,795,2623,2018,N,,USD,USD,Y,128745.8356,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43358|43723|29221|29221|795|2623|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43388|43753|29221|29221|795|2623|2018|N|USD|USD|Y|,NOPOLICY,15/10/2018,15/10/2019,01/01/1980,01/01/1980,795,2623,2018,N,,USD,USD,Y,150203.4748,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43388|43753|29221|29221|795|2623|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43419|43784|29221|29221|795|2623|2018|N|USD|USD|Y|,NOPOLICY,15/11/2018,15/11/2019,01/01/1980,01/01/1980,795,2623,2018,N,,USD,USD,Y,150203.4748,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43419|43784|29221|29221|795|2623|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43449|43814|29221|29221|795|2623|2018|N|USD|USD|Y|,NOPOLICY,15/12/2018,15/12/2019,01/01/1980,01/01/1980,795,2623,2018,N,,USD,USD,Y,193118.7534,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43449|43814|29221|29221|795|2623|2018|N|USD|USD|Y|,0,
,F,P-AC-B,BusinessPlan,15/12/2017,P-AC-B|BusinessPlan|NOPOLICY|43115|43480|29221|29221|795|2623|2018|N|USD|USD|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,795,2623,2018,N,,USD,USD,Y,118017.016,,-1,New,,,,,,-,-,0,,,,P-AC-B|BusinessPlan|NOPOLICY|43115|43480|29221|29221|795|2623|2018|N|USD|USD|Y|,0,
,F,P-AC-B,BusinessPlan,15/12/2017,P-AC-B|BusinessPlan|NOPOLICY|43146|43511|29221|29221|795|2623|2018|N|USD|USD|Y|,NOPOLICY,15/02/2018,15/02/2019,01/01/1980,01/01/1980,795,2623,2018,N,,USD,USD,Y,21457.63926,,-1,New,,,,,,-,-,0,,,,P-AC-B|BusinessPlan|NOPOLICY|43146|43511|29221|29221|795|2623|2018|N|USD|USD|Y|,0,
,F,P-AC-B,BusinessPlan,15/12/2017,P-AC-B|BusinessPlan|NOPOLICY|43174|43539|29221|29221|795|2623|2018|N|USD|USD|Y|,NOPOLICY,15/03/2018,15/03/2019,01/01/1980,01/01/1980,795,2623,2018,N,,USD,USD,Y,37550.86871,,-1,New,,,,,,-,-,0,,,,P-AC-B|BusinessPlan|NOPOLICY|43174|43539|29221|29221|795|2623|2018|N|USD|USD|Y|,0,
,F,P-AC-B,BusinessPlan,15/12/2017,P-AC-B|BusinessPlan|NOPOLICY|43205|43570|29221|29221|795|2623|2018|N|USD|USD|Y|,NOPOLICY,15/04/2018,15/04/2019,01/01/1980,01/01/1980,795,2623,2018,N,,USD,USD,Y,42915.27853,,-1,New,,,,,,-,-,0,,,,P-AC-B|BusinessPlan|NOPOLICY|43205|43570|29221|29221|795|2623|2018|N|USD|USD|Y|,0,
,F,P-AC-B,BusinessPlan,15/12/2017,P-AC-B|BusinessPlan|NOPOLICY|43235|43600|29221|29221|795|2623|2018|N|USD|USD|Y|,NOPOLICY,15/05/2018,15/05/2019,01/01/1980,01/01/1980,795,2623,2018,N,,USD,USD,Y,32186.4589,,-1,New,,,,,,-,-,0,,,,P-AC-B|BusinessPlan|NOPOLICY|43235|43600|29221|29221|795|2623|2018|N|USD|USD|Y|,0,
,F,P-AC-B,BusinessPlan,15/12/2017,P-AC-B|BusinessPlan|NOPOLICY|43266|43631|29221|29221|795|2623|2018|N|USD|USD|Y|,NOPOLICY,15/06/2018,15/06/2019,01/01/1980,01/01/1980,795,2623,2018,N,,USD,USD,Y,48279.68834,,-1,New,,,,,,-,-,0,,,,P-AC-B|BusinessPlan|NOPOLICY|43266|43631|29221|29221|795|2623|2018|N|USD|USD|Y|,0,
,F,P-AC-B,BusinessPlan,15/12/2017,P-AC-B|BusinessPlan|NOPOLICY|43296|43661|29221|29221|795|2623|2018|N|USD|USD|Y|,NOPOLICY,15/07/2018,15/07/2019,01/01/1980,01/01/1980,795,2623,2018,N,,USD,USD,Y,59008.50798,,-1,New,,,,,,-,-,0,,,,P-AC-B|BusinessPlan|NOPOLICY|43296|43661|29221|29221|795|2623|2018|N|USD|USD|Y|,0,
,F,P-AC-B,BusinessPlan,15/12/2017,P-AC-B|BusinessPlan|NOPOLICY|43327|43692|29221|29221|795|2623|2018|N|USD|USD|Y|,NOPOLICY,15/08/2018,15/08/2019,01/01/1980,01/01/1980,795,2623,2018,N,,USD,USD,Y,21457.63926,,-1,New,,,,,,-,-,0,,,,P-AC-B|BusinessPlan|NOPOLICY|43327|43692|29221|29221|795|2623|2018|N|USD|USD|Y|,0,
,F,P-AC-B,BusinessPlan,15/12/2017,P-AC-B|BusinessPlan|NOPOLICY|43358|43723|29221|29221|795|2623|2018|N|USD|USD|Y|,NOPOLICY,15/09/2018,15/09/2019,01/01/1980,01/01/1980,795,2623,2018,N,,USD,USD,Y,32186.4589,,-1,New,,,,,,-,-,0,,,,P-AC-B|BusinessPlan|NOPOLICY|43358|43723|29221|29221|795|2623|2018|N|USD|USD|Y|,0,
,F,P-AC-B,BusinessPlan,15/12/2017,P-AC-B|BusinessPlan|NOPOLICY|43388|43753|29221|29221|795|2623|2018|N|USD|USD|Y|,NOPOLICY,15/10/2018,15/10/2019,01/01/1980,01/01/1980,795,2623,2018,N,,USD,USD,Y,37550.86871,,-1,New,,,,,,-,-,0,,,,P-AC-B|BusinessPlan|NOPOLICY|43388|43753|29221|29221|795|2623|2018|N|USD|USD|Y|,0,
,F,P-AC-B,BusinessPlan,15/12/2017,P-AC-B|BusinessPlan|NOPOLICY|43419|43784|29221|29221|795|2623|2018|N|USD|USD|Y|,NOPOLICY,15/11/2018,15/11/2019,01/01/1980,01/01/1980,795,2623,2018,N,,USD,USD,Y,37550.86871,,-1,New,,,,,,-,-,0,,,,P-AC-B|BusinessPlan|NOPOLICY|43419|43784|29221|29221|795|2623|2018|N|USD|USD|Y|,0,
,F,P-AC-B,BusinessPlan,15/12/2017,P-AC-B|BusinessPlan|NOPOLICY|43449|43814|29221|29221|795|2623|2018|N|USD|USD|Y|,NOPOLICY,15/12/2018,15/12/2019,01/01/1980,01/01/1980,795,2623,2018,N,,USD,USD,Y,48279.68834,,-1,New,,,,,,-,-,0,,,,P-AC-B|BusinessPlan|NOPOLICY|43449|43814|29221|29221|795|2623|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|795|623|2018|N|USD|USD|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,795,623,2018,N,,USD,USD,Y,103624.6969,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43115|43480|29221|29221|795|623|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43146|43511|29221|29221|795|623|2018|N|USD|USD|Y|,NOPOLICY,15/02/2018,15/02/2019,01/01/1980,01/01/1980,795,623,2018,N,,USD,USD,Y,18840.85399,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43146|43511|29221|29221|795|623|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43174|43539|29221|29221|795|623|2018|N|USD|USD|Y|,NOPOLICY,15/03/2018,15/03/2019,01/01/1980,01/01/1980,795,623,2018,N,,USD,USD,Y,32971.49448,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43174|43539|29221|29221|795|623|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43205|43570|29221|29221|795|623|2018|N|USD|USD|Y|,NOPOLICY,15/04/2018,15/04/2019,01/01/1980,01/01/1980,795,623,2018,N,,USD,USD,Y,37681.70798,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43205|43570|29221|29221|795|623|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43235|43600|29221|29221|795|623|2018|N|USD|USD|Y|,NOPOLICY,15/05/2018,15/05/2019,01/01/1980,01/01/1980,795,623,2018,N,,USD,USD,Y,28261.28098,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43235|43600|29221|29221|795|623|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43266|43631|29221|29221|795|623|2018|N|USD|USD|Y|,NOPOLICY,15/06/2018,15/06/2019,01/01/1980,01/01/1980,795,623,2018,N,,USD,USD,Y,42391.92147,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43266|43631|29221|29221|795|623|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43296|43661|29221|29221|795|623|2018|N|USD|USD|Y|,NOPOLICY,15/07/2018,15/07/2019,01/01/1980,01/01/1980,795,623,2018,N,,USD,USD,Y,51812.34847,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43296|43661|29221|29221|795|623|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43327|43692|29221|29221|795|623|2018|N|USD|USD|Y|,NOPOLICY,15/08/2018,15/08/2019,01/01/1980,01/01/1980,795,623,2018,N,,USD,USD,Y,18840.85399,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43327|43692|29221|29221|795|623|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43358|43723|29221|29221|795|623|2018|N|USD|USD|Y|,NOPOLICY,15/09/2018,15/09/2019,01/01/1980,01/01/1980,795,623,2018,N,,USD,USD,Y,28261.28098,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43358|43723|29221|29221|795|623|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43388|43753|29221|29221|795|623|2018|N|USD|USD|Y|,NOPOLICY,15/10/2018,15/10/2019,01/01/1980,01/01/1980,795,623,2018,N,,USD,USD,Y,32971.49448,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43388|43753|29221|29221|795|623|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43419|43784|29221|29221|795|623|2018|N|USD|USD|Y|,NOPOLICY,15/11/2018,15/11/2019,01/01/1980,01/01/1980,795,623,2018,N,,USD,USD,Y,32971.49448,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43419|43784|29221|29221|795|623|2018|N|USD|USD|Y|,0,
,F,P-AC-P,BusinessPlan,15/12/2017,P-AC-P|BusinessPlan|NOPOLICY|43449|43814|29221|29221|795|623|2018|N|USD|USD|Y|,NOPOLICY,15/12/2018,15/12/2019,01/01/1980,01/01/1980,795,623,2018,N,,USD,USD,Y,42391.92147,,-1,New,,,,,,-,-,0,,,,P-AC-P|BusinessPlan|NOPOLICY|43449|43814|29221|29221|795|623|2018|N|USD|USD|Y|,0,
,F,P-AC-B,BusinessPlan,15/12/2017,P-AC-B|BusinessPlan|NOPOLICY|43115|43480|29221|29221|795|623|2018|N|USD|USD|Y|,NOPOLICY,15/01/2018,15/01/2019,01/01/1980,01/01/1980,795,623,2018,N,,USD,USD,Y,25906.17423,,-1,New,,,,,,-,-,0,,,,P-AC-B|BusinessPlan|NOPOLICY|43115|43480|29221|29221|795|623|2018|N|USD|USD|Y|,0,
,F,P-AC-B,BusinessPlan,15/12/2017,P-AC-B|BusinessPlan|NOPOLICY|43146|43511|29221|29221|795|623|2018|N|USD|USD|Y|,NOPOLICY,15/02/2018,15/02/2019,01/01/1980,01/01/1980,795,623,2018,N,,USD,USD,Y,4710.213497,,-1,New,,,,,,-,-,0,,,,P-AC-B|BusinessPlan|NOPOLICY|43146|43511|29221|29221|795|623|2018|N|USD|USD|Y|,0,
,F,P-AC-B,BusinessPlan,15/12/2017,P-AC-B|BusinessPlan|NOPOLICY|43174|43539|29221|29221|795|623|2018|N|USD|USD|Y|,NOPOLICY,15/03/2018,15/03/2019,01/01/1980,01/01/1980,795,623,2018,N,,USD,USD,Y,8242.87362,,-1,New,,,,,,-,-,0,,,,P-AC-B|BusinessPlan|NOPOLICY|43174|43539|29221|29221|795|623|2018|N|USD|USD|Y|,0,
