"PK_Transaction","Scenario","Account","Dataset","DateOfFact","BusinessKey","PolicyNumber","InceptionDate","ExpiryDate","BindDate","DueDate","TrifocusCode","Entity","YOA","TypeOfBusiness","StatsCode","SettlementCCY","OriginalCCY","IsToDate","Value","RowHash","FK_Allocation","DeltaType","AuditSourceBatchID","AuditCreateDateTime","AuditGenerateDateTime","AuditUserCreate","AuditHost","Basis","Location","ValueOrig","BusinessProcessCode","FK_Batch","BoundDate","RIPolicyType","ProgrammeCode","ExcelRowHash","RunNumber"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2018-12-01","BICI Internal QS|QS|SPQS12|675|2012","SPQS12","2012-01-01","2012-12-31","1980-01-01","1980-01-01","675","USBICI","2012","-","NULL","USD","USD","Y","887981.9200","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","887981.9200","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|SPQS12|675|2012","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2018-12-01","BICI Internal QS|QS|SPQS12|685|2012","SPQS12","2012-01-01","2012-12-31","1980-01-01","1980-01-01","685","USBICI","2012","-","NULL","USD","USD","Y","3164062.4900","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","3164062.4900","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|SPQS12|685|2012","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2018-12-01","US Boiler & Machinery|QS|RICPBM|CPCE|2009","RICPBM","2009-01-01","2009-12-31","1980-01-01","1980-01-01","CPCE","USBICI","2009","-","NULL","USD","USD","Y","41486.0000","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","41486.0000","T1","NULL","NULL","QS","US Boiler & Machinery","US Boiler & Machinery|QS|RICPBM|CPCE|2009","NULL"
"NULL","A","CC-LS-UNK-UN","BICI_RI_Paid","2018-12-01","HISTORICAL BLANK|UNK||668|2007","BICI_HISTORICAL","2007-01-01","2007-12-31","1980-01-01","1980-01-01","668","USBICI","2007","-","NULL","USD","USD","Y","4497578.5000","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","4497578.5000","T1","NULL","NULL","UNK","BICI_HISTORICAL","HISTORICAL BLANK|UNK||668|2007","NULL"
"NULL","A","CC-LS-UNK-UN","BICI_RI_Paid","2018-12-01","BICI Internal QS|UNK||671|2007","BICI_HISTORICAL","2007-01-01","2007-12-31","1980-01-01","1980-01-01","671","USBICI","2007","-","NULL","USD","USD","Y","-104649.8300","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","-104649.8300","T1","NULL","NULL","UNK","BICI Internal QS","BICI Internal QS|UNK||671|2007","NULL"
"NULL","A","CC-LS-UNK-UN","BICI_RI_Paid","2018-12-01","HISTORICAL BLANK|UNK||671|2007","BICI_HISTORICAL","2007-01-01","2007-12-31","1980-01-01","1980-01-01","671","USBICI","2007","-","NULL","USD","USD","Y","104649.8300","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","104649.8300","T1","NULL","NULL","UNK","BICI_HISTORICAL","HISTORICAL BLANK|UNK||671|2007","NULL"
"NULL","A","CC-LS-UNK-UN","BICI_RI_Paid","2018-12-01","BICI Internal QS|UNK||672|2007","BICI_HISTORICAL","2007-01-01","2007-12-31","1980-01-01","1980-01-01","672","USBICI","2007","-","NULL","USD","USD","Y","-393651.4800","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","-393651.4800","T1","NULL","NULL","UNK","BICI Internal QS","BICI Internal QS|UNK||672|2007","NULL"
"NULL","A","CC-LS-UNK-UN","BICI_RI_Paid","2018-12-01","HISTORICAL BLANK|UNK||672|2007","BICI_HISTORICAL","2007-01-01","2007-12-31","1980-01-01","1980-01-01","672","USBICI","2007","-","NULL","USD","USD","Y","393651.4800","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","393651.4800","T1","NULL","NULL","UNK","BICI_HISTORICAL","HISTORICAL BLANK|UNK||672|2007","NULL"
"NULL","A","CC-LS-UNK-UN","BICI_RI_Paid","2018-12-01","BICI Internal QS|UNK||686|2007","BICI_HISTORICAL","2007-01-01","2007-12-31","1980-01-01","1980-01-01","686","USBICI","2007","-","NULL","USD","USD","Y","-74361.9300","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","-74361.9300","T1","NULL","NULL","UNK","BICI Internal QS","BICI Internal QS|UNK||686|2007","NULL"
"NULL","A","CC-LS-UNK-UN","BICI_RI_Paid","2018-12-01","HISTORICAL BLANK|UNK||668|2006","BICI_HISTORICAL","2006-01-01","2006-12-31","1980-01-01","1980-01-01","668","USBICI","2006","-","NULL","USD","USD","Y","70950.0800","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","70950.0800","T1","NULL","NULL","UNK","BICI_HISTORICAL","HISTORICAL BLANK|UNK||668|2006","NULL"
"NULL","A","CC-LS-UNK-UN","BICI_RI_Paid","2018-12-01","BICI Internal QS|UNK||BUSASL|2006","BICI_HISTORICAL","2006-01-01","2006-12-31","1980-01-01","1980-01-01","BUSASL","USBICI","2006","-","NULL","USD","USD","Y","-189940.4400","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","-189940.4400","T1","NULL","NULL","UNK","BICI Internal QS","BICI Internal QS|UNK||BUSASL|2006","NULL"
"NULL","A","CC-LS-UNK-UN","BICI_RI_Paid","2018-12-01","HISTORICAL BLANK|UNK||BUSASL|2006","BICI_HISTORICAL","2006-01-01","2006-12-31","1980-01-01","1980-01-01","BUSASL","USBICI","2006","-","NULL","USD","USD","Y","189940.4400","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","189940.4400","T1","NULL","NULL","UNK","BICI_HISTORICAL","HISTORICAL BLANK|UNK||BUSASL|2006","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2018-12-01","BFS QS|QS|CPQS07|CPEA|2007","CPQS07","2007-01-01","2007-12-31","1980-01-01","1980-01-01","CPEA","USBICI","2007","-","NULL","USD","USD","Y","78280.2800","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","78280.2800","T1","NULL","NULL","QS","BFS QS","BFS QS|QS|CPQS07|CPEA|2007","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2018-12-01","BICI Internal QS|QS|SPSUR18|672|2018","SPSUR18","2018-01-01","2018-12-31","1980-01-01","1980-01-01","672","USBICI","2018","-","NULL","USD","USD","Y","93.3300","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","93.3300","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|SPSUR18|672|2018","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2018-12-01","BICI Internal QS|QS|SPSUR7-9|671|2009","SPSUR7-9","2009-01-01","2009-12-31","1980-01-01","1980-01-01","671","USBICI","2009","-","NULL","USD","USD","Y","70397.4500","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","70397.4500","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|SPSUR7-9|671|2009","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2018-12-01","BICI Internal QS|QS|SPSUR7-9|672|2009","SPSUR7-9","2009-01-01","2009-12-31","1980-01-01","1980-01-01","672","USBICI","2009","-","NULL","USD","USD","Y","31980.9200","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","31980.9200","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|SPSUR7-9|672|2009","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2018-12-01","BICI Internal QS|QS|SPSUR15|672|2015","SPSUR15","2015-01-01","2015-12-31","1980-01-01","1980-01-01","672","USBICI","2015","-","NULL","USD","USD","Y","106054.3300","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","106054.3300","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|SPSUR15|672|2015","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2018-12-01","BICI Internal QS|QS|SPSUR15|686|2015","SPSUR15","2015-01-01","2015-12-31","1980-01-01","1980-01-01","686","USBICI","2015","-","NULL","USD","USD","Y","34777.3600","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","34777.3600","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|SPSUR15|686|2015","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2018-12-01","BICI Internal QS|QS|SPSUR7-9|675|2009","SPSUR7-9","2009-01-01","2009-12-31","1980-01-01","1980-01-01","675","USBICI","2009","-","NULL","USD","USD","Y","150924.9800","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","150924.9800","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|SPSUR7-9|675|2009","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2018-12-01","BICI Internal QS|QS|SPQS15|671|2015","SPQS15","2015-01-01","2015-12-31","1980-01-01","1980-01-01","671","USBICI","2015","-","NULL","USD","USD","Y","8725882.4300","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","8725882.4300","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|SPQS15|671|2015","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2018-12-01","BICI Internal QS|QS|SPQS17|687|2017","SPQS17","2017-01-01","2017-12-31","1980-01-01","1980-01-01","687","USBICI","2017","-","NULL","USD","USD","Y","530730.7400","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","530730.7400","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|SPQS17|687|2017","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2018-12-01","BICI Internal QS|QS|SPQS17|688|2017","SPQS17","2017-01-01","2017-12-31","1980-01-01","1980-01-01","688","USBICI","2017","-","NULL","USD","USD","Y","10038.7600","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","10038.7600","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|SPQS17|688|2017","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2018-12-01","BICI Internal QS|QS|SPQS7-9|687|2009","SPQS7-9","2009-01-01","2009-12-31","1980-01-01","1980-01-01","687","USBICI","2009","-","NULL","USD","USD","Y","2601777.1600","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","2601777.1600","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|SPQS7-9|687|2009","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2018-12-01","BICI Internal QS|QS|SPSUR15|713|2015","SPSUR15","2015-01-01","2015-12-31","1980-01-01","1980-01-01","713","USBICI","2015","-","NULL","USD","USD","Y","11481.5200","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","11481.5200","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|SPSUR15|713|2015","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2018-12-01","BICI Internal QS|QS|SPSUR15|719|2015","SPSUR15","2015-01-01","2015-12-31","1980-01-01","1980-01-01","719","USBICI","2015","-","NULL","USD","USD","Y","36521.6500","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","36521.6500","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|SPSUR15|719|2015","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2018-12-01","BICI Internal QS|QS|WTHSUR14|729|2015","WTHSUR14","2015-01-01","2015-12-31","1980-01-01","1980-01-01","729","USBICI","2015","-","NULL","USD","USD","Y","66.7200","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","66.7200","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|WTHSUR14|729|2015","NULL"
"NULL","A","CC-LS-UNK-UN","BICI_RI_Paid","2018-12-01","BICI Internal QS|UNK||CPEA|2007","BICI_HISTORICAL","2007-01-01","2007-12-31","1980-01-01","1980-01-01","CPEA","USBICI","2007","-","NULL","USD","USD","Y","115315.5700","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","115315.5700","T1","NULL","NULL","UNK","BICI Internal QS","BICI Internal QS|UNK||CPEA|2007","NULL"
"NULL","A","CC-LS-UNK-UN","BICI_RI_Paid","2018-12-01","HISTORICAL BLANK|UNK||CPEA|2007","BICI_HISTORICAL","2007-01-01","2007-12-31","1980-01-01","1980-01-01","CPEA","USBICI","2007","-","NULL","USD","USD","Y","1392950.3200","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","1392950.3200","T1","NULL","NULL","UNK","BICI_HISTORICAL","HISTORICAL BLANK|UNK||CPEA|2007","NULL"
"NULL","A","CC-LS-UNK-UN","BICI_RI_Paid","2018-12-01","BICI Internal QS|UNK||CPWE|2007","BICI_HISTORICAL","2007-01-01","2007-12-31","1980-01-01","1980-01-01","CPWE","USBICI","2007","-","NULL","USD","USD","Y","239218.4100","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","239218.4100","T1","NULL","NULL","UNK","BICI Internal QS","BICI Internal QS|UNK||CPWE|2007","NULL"
"NULL","A","CC-LS-UNK-UN","BICI_RI_Paid","2018-12-01","HISTORICAL BLANK|UNK||CPWE|2007","BICI_HISTORICAL","2007-01-01","2007-12-31","1980-01-01","1980-01-01","CPWE","USBICI","2007","-","NULL","USD","USD","Y","1327138.2300","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","1327138.2300","T1","NULL","NULL","UNK","BICI_HISTORICAL","HISTORICAL BLANK|UNK||CPWE|2007","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2018-12-01","BFS QS|QS|CPQS09|CPEA|2009","CPQS09","2009-01-01","2009-12-31","1980-01-01","1980-01-01","CPEA","USBICI","2009","-","NULL","USD","USD","Y","667836.3300","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","667836.3300","T1","NULL","NULL","QS","BFS QS","BFS QS|QS|CPQS09|CPEA|2009","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2018-12-01","BICI Internal QS|QS|CPQS09|CPEA|2009","CPQS09","2009-01-01","2009-12-31","1980-01-01","1980-01-01","CPEA","USBICI","2009","-","NULL","USD","USD","Y","798145.8500","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","798145.8500","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|CPQS09|CPEA|2009","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2018-12-01","Internal QS  - Marine Non Falvey|QS|MARCHLQS18|792|2018","MARCHLQS18","2018-01-01","2018-12-31","1980-01-01","1980-01-01","792","USBICI","2018","-","NULL","USD","USD","Y","20455.1000","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","20455.1000","T1","NULL","NULL","QS","Internal QS  - Marine Non Falvey","Internal QS  - Marine Non Falvey|QS|MARCHLQS18|792|2018","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2018-12-01","CUNA QS|QS|SPCUNAQS17|735|2017","SPCUNAQS17","2017-01-01","2017-12-31","1980-01-01","1980-01-01","735","USBICI","2017","-","NULL","USD","USD","Y","6945.5800","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","6945.5800","T1","NULL","NULL","QS","CUNA QS","CUNA QS|QS|SPCUNAQS17|735|2017","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2018-12-01","CUNA QS|QS|SPCUNAQS17|736|2017","SPCUNAQS17","2017-01-01","2017-12-31","1980-01-01","1980-01-01","736","USBICI","2017","-","NULL","USD","USD","Y","2023.5000","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","2023.5000","T1","NULL","NULL","QS","CUNA QS","CUNA QS|QS|SPCUNAQS17|736|2017","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2018-12-01","MUNQQS|QS|SPEXTQS17|673|2017","SPEXTQS17","2017-01-01","2017-12-31","1980-01-01","1980-01-01","673","USBICI","2017","-","NULL","USD","USD","Y","748.3500","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","748.3500","T1","NULL","NULL","QS","MUNQQS","MUNQQS|QS|SPEXTQS17|673|2017","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2018-12-01","MUNQQS|QS|SPEXTQS17|674|2017","SPEXTQS17","2017-01-01","2017-12-31","1980-01-01","1980-01-01","674","USBICI","2017","-","NULL","USD","USD","Y","119.4500","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","119.4500","T1","NULL","NULL","QS","MUNQQS","MUNQQS|QS|SPEXTQS17|674|2017","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2018-12-01","MUNQQS|QS|SPEXTQS17|686|2017","SPEXTQS17","2017-01-01","2017-12-31","1980-01-01","1980-01-01","686","USBICI","2017","-","NULL","USD","USD","Y","6247.3700","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","6247.3700","T1","NULL","NULL","QS","MUNQQS","MUNQQS|QS|SPEXTQS17|686|2017","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2018-12-01","BICI Internal QS|QS|SPQS06|668|2006","SPQS06","2006-01-01","2006-12-31","1980-01-01","1980-01-01","668","USBICI","2006","-","NULL","USD","USD","Y","4499237.5400","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","4499237.5400","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|SPQS06|668|2006","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2018-12-01","BICI Internal QS|QS|SPQS06|671|2006","SPQS06","2006-01-01","2006-12-31","1980-01-01","1980-01-01","671","USBICI","2006","-","NULL","USD","USD","Y","2103222.8000","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","2103222.8000","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|SPQS06|671|2006","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2018-12-01","BICI Internal QS|QS|SPQS12|699|2012","SPQS12","2012-01-01","2012-12-31","1980-01-01","1980-01-01","699","USBICI","2012","-","NULL","USD","USD","Y","1399798.3900","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","1399798.3900","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|SPQS12|699|2012","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2018-12-01","BICI Internal QS|QS|SPQS12|713|2012","SPQS12","2012-01-01","2012-12-31","1980-01-01","1980-01-01","713","USBICI","2012","-","NULL","USD","USD","Y","375819.5600","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","375819.5600","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|SPQS12|713|2012","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2018-12-01","BICI Internal QS|QS|SPQS15|672|2015","SPQS15","2015-01-01","2015-12-31","1980-01-01","1980-01-01","672","USBICI","2015","-","NULL","USD","USD","Y","6131520.7800","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","6131520.7800","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|SPQS15|672|2015","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2018-12-01","BICI Internal QS|QS|CPQS07|CPEA|2007","CPQS07","2007-01-01","2007-12-31","1980-01-01","1980-01-01","CPEA","USBICI","2007","-","NULL","USD","USD","Y","39140.1300","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","39140.1300","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|CPQS07|CPEA|2007","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2018-12-01","BFS QS|QS|CPQS07|CPWE|2007","CPQS07","2007-01-01","2007-12-31","1980-01-01","1980-01-01","CPWE","USBICI","2007","-","NULL","USD","USD","Y","-1055.3400","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","-1055.3400","T1","NULL","NULL","QS","BFS QS","BFS QS|QS|CPQS07|CPWE|2007","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2018-12-01","Engineering Quota Share|QS|ENGGQS10|TRI00068|2010","ENGGQS10","2010-01-01","2010-12-31","1980-01-01","1980-01-01","TRI00068","USBICI","2010","-","NULL","USD","USD","Y","126235.5000","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","126235.5000","T1","NULL","NULL","QS","Engineering Quota Share","Engineering Quota Share|QS|ENGGQS10|TRI00068|2010","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2018-12-01","Engineering Quota Share|QS|ENGGQS11|TRI00068|2011","ENGGQS11","2011-01-01","2011-12-31","1980-01-01","1980-01-01","TRI00068","USBICI","2011","-","NULL","USD","USD","Y","1171309.3700","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","1171309.3700","T1","NULL","NULL","QS","Engineering Quota Share","Engineering Quota Share|QS|ENGGQS11|TRI00068|2011","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2018-12-01","BFS QS|QS|CPQS09|CPCE|2009","CPQS09","2009-01-01","2009-12-31","1980-01-01","1980-01-01","CPCE","USBICI","2009","-","NULL","USD","USD","Y","1130260.7300","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","1130260.7300","T1","NULL","NULL","QS","BFS QS","BFS QS|QS|CPQS09|CPCE|2009","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2018-12-01","BICI Internal QS|QS|CPQS09|CPCE|2009","CPQS09","2009-01-01","2009-12-31","1980-01-01","1980-01-01","CPCE","USBICI","2009","-","NULL","USD","USD","Y","1328129.4600","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","1328129.4600","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|CPQS09|CPCE|2009","NULL"
"NULL","A","CC-LS-FAC-UN","BICI_RI_Paid","2018-12-01","BICI Internal QS|FAC|MAR13FAC|TRI00046|2013","MAR13FAC","2013-01-01","2013-12-31","1980-01-01","1980-01-01","TRI00046","USBICI","2013","-","NULL","USD","USD","Y","679.7900","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","679.7900","T1","NULL","NULL","FAC","BICI Internal QS","BICI Internal QS|FAC|MAR13FAC|TRI00046|2013","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2018-12-01","Internal QS  - Marine Non Falvey|QS|MARCHLQS18|790|2018","MARCHLQS18","2018-01-01","2018-12-31","1980-01-01","1980-01-01","790","USBICI","2018","-","NULL","USD","USD","Y","8699.6400","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","8699.6400","T1","NULL","NULL","QS","Internal QS  - Marine Non Falvey","Internal QS  - Marine Non Falvey|QS|MARCHLQS18|790|2018","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2018-12-01","CUNA QS|QS|SPCUNAQS17|713|2017","SPCUNAQS17","2017-01-01","2017-12-31","1980-01-01","1980-01-01","713","USBICI","2017","-","NULL","USD","USD","Y","92.7500","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","92.7500","T1","NULL","NULL","QS","CUNA QS","CUNA QS|QS|SPCUNAQS17|713|2017","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2018-12-01","CUNA QS|QS|SPCUNAQS17|722|2017","SPCUNAQS17","2017-01-01","2017-12-31","1980-01-01","1980-01-01","722","USBICI","2017","-","NULL","USD","USD","Y","1811.6800","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","1811.6800","T1","NULL","NULL","QS","CUNA QS","CUNA QS|QS|SPCUNAQS17|722|2017","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2018-12-01","MUNQQS|QS|SPEXTQS17|671|2017","SPEXTQS17","2017-01-01","2017-12-31","1980-01-01","1980-01-01","671","USBICI","2017","-","NULL","USD","USD","Y","7918.3600","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","7918.3600","T1","NULL","NULL","QS","MUNQQS","MUNQQS|QS|SPEXTQS17|671|2017","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2018-12-01","MUNQQS|QS|SPEXTQS17|672|2017","SPEXTQS17","2017-01-01","2017-12-31","1980-01-01","1980-01-01","672","USBICI","2017","-","NULL","USD","USD","Y","112370.6700","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","112370.6700","T1","NULL","NULL","QS","MUNQQS","MUNQQS|QS|SPEXTQS17|672|2017","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2018-12-01","BICI Internal QS|QS|SPQS05|673|2005","SPQS05","2005-01-01","2005-12-31","1980-01-01","1980-01-01","673","USBICI","2005","-","NULL","USD","USD","Y","1329.7500","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","1329.7500","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|SPQS05|673|2005","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2018-12-01","BICI Internal QS|QS|SPQS05|685|2005","SPQS05","2005-01-01","2005-12-31","1980-01-01","1980-01-01","685","USBICI","2005","-","NULL","USD","USD","Y","3373.4000","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","3373.4000","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|SPQS05|685|2005","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2018-12-01","BICI Internal QS|QS|SPQS12|688|2012","SPQS12","2012-01-01","2012-12-31","1980-01-01","1980-01-01","688","USBICI","2012","-","NULL","USD","USD","Y","3681407.3000","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","3681407.3000","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|SPQS12|688|2012","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2018-12-01","BICI Internal QS|QS|SPQS12|696|2012","SPQS12","2012-01-01","2012-12-31","1980-01-01","1980-01-01","696","USBICI","2012","-","NULL","USD","USD","Y","4300014.7900","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","4300014.7900","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|SPQS12|696|2012","NULL"
"NULL","A","CC-LS-UNK-UN","BICI_RI_Paid","2018-12-01","BICI Internal QS|UNK||CPEA|2009","BICI_HISTORICAL","2009-01-01","2009-12-31","1980-01-01","1980-01-01","CPEA","USBICI","2009","-","NULL","USD","USD","Y","1459420.4300","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","1459420.4300","T1","NULL","NULL","UNK","BICI Internal QS","BICI Internal QS|UNK||CPEA|2009","NULL"
"NULL","A","CC-LS-UNK-UN","BICI_RI_Paid","2018-12-01","HISTORICAL BLANK|UNK||CPEA|2009","BICI_HISTORICAL","2009-01-01","2009-12-31","1980-01-01","1980-01-01","CPEA","USBICI","2009","-","NULL","USD","USD","Y","1221147.7500","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","1221147.7500","T1","NULL","NULL","UNK","BICI_HISTORICAL","HISTORICAL BLANK|UNK||CPEA|2009","NULL"
