"PK_Transaction","Scenario","Account","Dataset","DateOfFact","BusinessKey","PolicyNumber","InceptionDate","ExpiryDate","BindDate","DueDate","TrifocusCode","Entity","YOA","TypeOfBusiness","StatsCode","SettlementCCY","OriginalCCY","IsToDate","Value","RowHash","FK_Allocation","DeltaType","AuditSourceBatchID","AuditCreateDateTime","AuditGenerateDateTime","AuditUserCreate","AuditHost","Basis","Location","ValueOrig","BusinessProcessCode","FK_Batch","BoundDate","RIPolicyType","ProgrammeCode","ExcelRowHash","RunNumber"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-09-01","SLCyEx QS2|QS |R1054A20|715|2020","R1054A20","2020-04-01","2020-12-31","1980-01-01","1980-01-01","715","USBICI","2020","-","NULL","USD","USD","Y","56.2600","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","56.2600","T1","NULL","NULL","QS ","SLCyEx QS2","SLCyEx QS2|QS |R1054A20|715|2020","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-09-01","SLCyEx QS2|QS |R1054A21|668|2021","R1054A21","2021-01-01","2021-12-31","1980-01-01","1980-01-01","668","USBICI","2021","-","NULL","USD","USD","Y","631.3600","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","631.3600","T1","NULL","NULL","QS ","SLCyEx QS2","SLCyEx QS2|QS |R1054A21|668|2021","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-09-01","SLCyEx QS2|QS |R1054A21|686|2021","R1054A21","2021-01-01","2021-12-31","1980-01-01","1980-01-01","686","USBICI","2021","-","NULL","USD","USD","Y",".7400","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-",".7400","T1","NULL","NULL","QS ","SLCyEx QS2","SLCyEx QS2|QS |R1054A21|686|2021","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-09-01","SLCyEx QS2|QS |R1054A21|696|2021","R1054A21","2021-01-01","2021-12-31","1980-01-01","1980-01-01","696","USBICI","2021","-","NULL","USD","USD","Y","593.0300","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","593.0300","T1","NULL","NULL","QS ","SLCyEx QS2","SLCyEx QS2|QS |R1054A21|696|2021","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-09-01","SLCyEx QS2|QS |R1054A21|719|2021","R1054A21","2021-01-01","2021-12-31","1980-01-01","1980-01-01","719","USBICI","2021","-","NULL","USD","USD","Y","66.0000","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","66.0000","T1","NULL","NULL","QS ","SLCyEx QS2","SLCyEx QS2|QS |R1054A21|719|2021","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-09-01","Systemic cover - Clash|XL |R0946A20|686|2020","R0946A20","2020-07-01","2021-06-30","1980-01-01","1980-01-01","686","USBICI","2020","-","NULL","USD","USD","Y","49654.5900","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","49654.5900","T1","NULL","NULL","XL ","Systemic cover - Clash","Systemic cover - Clash|XL |R0946A20|686|2020","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-09-01","Systemic cover - Clash|XL |R0946A20|722|2020","R0946A20","2020-07-01","2021-06-30","1980-01-01","1980-01-01","722","USBICI","2020","-","NULL","USD","USD","Y","12907.4400","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","12907.4400","T1","NULL","NULL","XL ","Systemic cover - Clash","Systemic cover - Clash|XL |R0946A20|722|2020","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-09-01","Systemic cover - Clash|XL |R0946A20|736|2020","R0946A20","2020-07-01","2021-06-30","1980-01-01","1980-01-01","736","USBICI","2020","-","NULL","USD","USD","Y","5116.7800","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","5116.7800","T1","NULL","NULL","XL ","Systemic cover - Clash","Systemic cover - Clash|XL |R0946A20|736|2020","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-09-01","Systemic cover - Clash|XL |R0946A20|764|2020","R0946A20","2020-07-01","2021-06-30","1980-01-01","1980-01-01","764","USBICI","2020","-","NULL","USD","USD","Y","427846.3100","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","B","-","427846.3100","T1","NULL","NULL","XL ","Systemic cover - Clash","Systemic cover - Clash|XL |R0946A20|764|2020","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-09-01","Internal QS  - Engineering|QS|ENGQS15|TRI00068|2012","ENGQS15","2012-01-01","2012-12-31","1980-01-01","1980-01-01","TRI00068","USBICI","2012","-","NULL","USD","USD","Y",".0000","NULL","NULL","Reversal","NULL","NULL","NULL","NULL","NULL","B","-",".0000","T1","NULL","NULL","QS","Internal QS  - Engineering","Internal QS  - Engineering|QS|ENGQS15|TRI00068|2012","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-09-01","Internal QS|QS |INTFALQS19|798|2019","INTFALQS19","2019-01-01","2019-01-02","1980-01-01","1980-01-01","798","USBICI","2019","-","NULL","USD","USD","Y",".0000","NULL","NULL","Reversal","NULL","NULL","NULL","NULL","NULL","B","-",".0000","T1","NULL","NULL","QS ","Internal QS","Internal QS|QS |INTFALQS19|798|2019","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-09-01","A&E Lawyers QS|QS |R0895A20|668|2020","R0895A20","2020-01-01","2020-12-31","1980-01-01","1980-01-01","668","USBICI","2020","-","NULL","USD","USD","Y","646.2100","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","646.2100","T1","NULL","NULL","QS ","A&E Lawyers QS","A&E Lawyers QS|QS |R0895A20|668|2020","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-09-01","A&E Lawyers QS|QS |R0895C20|668|2020","R0895C20","2020-01-01","2020-12-31","1980-01-01","1980-01-01","668","USBICI","2020","-","NULL","USD","USD","Y","462.3500","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","462.3500","T1","NULL","NULL","QS ","A&E Lawyers QS","A&E Lawyers QS|QS |R0895C20|668|2020","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-09-01","BICI Internal QS|QS|SPQS10|671|2010","SPQS10","2010-01-01","2010-12-31","1980-01-01","1980-01-01","671","USBICI","2010","-","NULL","USD","USD","Y","80158.2300","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","80158.2300","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|SPQS10|671|2010","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-09-01","BICI Internal QS|QS|SPQS11|668|2011","SPQS11","2011-01-01","2011-12-31","1980-01-01","1980-01-01","668","USBICI","2011","-","NULL","USD","USD","Y","4514.2500","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","4514.2500","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|SPQS11|668|2011","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-09-01","BICI Internal QS|QS|SPQS11|671|2011","SPQS11","2011-01-01","2011-12-31","1980-01-01","1980-01-01","671","USBICI","2011","-","NULL","USD","USD","Y","70982.4600","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","70982.4600","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|SPQS11|671|2011","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-09-01","BICI Internal QS|QS|SPQS11|688|2011","SPQS11","2011-01-01","2011-12-31","1980-01-01","1980-01-01","688","USBICI","2011","-","NULL","USD","USD","Y","294.0000","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","294.0000","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|SPQS11|688|2011","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-09-01","BICI Internal QS|QS|SPQS12|668|2012","SPQS12","2012-01-01","2012-12-31","1980-01-01","1980-01-01","668","USBICI","2012","-","NULL","USD","USD","Y","18750.0000","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","18750.0000","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|SPQS12|668|2012","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-09-01","BICI Internal QS|QS|SPQS12|671|2012","SPQS12","2012-01-01","2012-12-31","1980-01-01","1980-01-01","671","USBICI","2012","-","NULL","USD","USD","Y","27338.4000","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","27338.4000","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|SPQS12|671|2012","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-09-01","BICI Internal QS|QS|SPQS12|686|2012","SPQS12","2012-01-01","2012-12-31","1980-01-01","1980-01-01","686","USBICI","2012","-","NULL","USD","USD","Y","10810.6700","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","10810.6700","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|SPQS12|686|2012","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-09-01","BICI Internal QS|QS|SPQS12|688|2012","SPQS12","2012-01-01","2012-12-31","1980-01-01","1980-01-01","688","USBICI","2012","-","NULL","USD","USD","Y","294.0000","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","294.0000","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|SPQS12|688|2012","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-09-01","BICI Internal QS|QS|SPQS13|668|2013","SPQS13","2013-01-01","2013-12-31","1980-01-01","1980-01-01","668","USBICI","2013","-","NULL","USD","USD","Y","699.3800","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","699.3800","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|SPQS13|668|2013","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-09-01","BICI Internal QS|QS|SPQS13|671|2013","SPQS13","2013-01-01","2013-12-31","1980-01-01","1980-01-01","671","USBICI","2013","-","NULL","USD","USD","Y","726.7500","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","726.7500","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|SPQS13|671|2013","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-09-01","MUNICH - Surplus|QS|SPEXTSUR15|719|2015","SPEXTSUR15","2015-01-01","2015-12-31","1980-01-01","1980-01-01","719","USBICI","2015","-","NULL","USD","USD","Y","-103336.1100","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","-103336.1100","T1","NULL","NULL","QS","MUNICH - Surplus","MUNICH - Surplus|QS|SPEXTSUR15|719|2015","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-09-01","MUNICH - Surplus|QS|SPEXTSUR17|672|2017","SPEXTSUR17","2017-01-01","2017-12-31","1980-01-01","1980-01-01","672","USBICI","2017","-","NULL","USD","USD","Y","15848.0900","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","15848.0900","T1","NULL","NULL","QS","MUNICH - Surplus","MUNICH - Surplus|QS|SPEXTSUR17|672|2017","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-09-01","MUNICH - Surplus|QS|SPEXTSUR17|686|2017","SPEXTSUR17","2017-01-01","2017-12-31","1980-01-01","1980-01-01","686","USBICI","2017","-","NULL","USD","USD","Y","503.2800","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","503.2800","T1","NULL","NULL","QS","MUNICH - Surplus","MUNICH - Surplus|QS|SPEXTSUR17|686|2017","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-09-01","MUNICH - Surplus|QS|SPEXTSUR18|671|2018","SPEXTSUR18","2018-01-01","2018-12-31","1980-01-01","1980-01-01","671","USBICI","2018","-","NULL","USD","USD","Y","362565.0800","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","362565.0800","T1","NULL","NULL","QS","MUNICH - Surplus","MUNICH - Surplus|QS|SPEXTSUR18|671|2018","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-09-01","MUNICH - Surplus|QS|SPEXTSUR18|672|2018","SPEXTSUR18","2018-01-01","2018-12-31","1980-01-01","1980-01-01","672","USBICI","2018","-","NULL","USD","USD","Y","91041.8600","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","91041.8600","T1","NULL","NULL","QS","MUNICH - Surplus","MUNICH - Surplus|QS|SPEXTSUR18|672|2018","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-09-01","MUNICH - Surplus|QS|SPEXTSUR18|686|2018","SPEXTSUR18","2018-01-01","2018-12-31","1980-01-01","1980-01-01","686","USBICI","2018","-","NULL","USD","USD","Y","110.9000","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","110.9000","T1","NULL","NULL","QS","MUNICH - Surplus","MUNICH - Surplus|QS|SPEXTSUR18|686|2018","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-09-01","MUNQQS|QS |R1011A19|668|2019","R1011A19","2019-01-01","2019-12-31","1980-01-01","1980-01-01","668","USBICI","2019","-","NULL","USD","USD","Y","67492.5000","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","67492.5000","T1","NULL","NULL","QS ","MUNQQS","MUNQQS|QS |R1011A19|668|2019","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-09-01","MUNQQS|QS |R1011A19|671|2019","R1011A19","2019-01-01","2019-12-31","1980-01-01","1980-01-01","671","USBICI","2019","-","NULL","USD","USD","Y","7603.6600","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","7603.6600","T1","NULL","NULL","QS ","MUNQQS","MUNQQS|QS |R1011A19|671|2019","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-09-01","MUNQQS|QS |R1011A19|672|2019","R1011A19","2019-01-01","2019-12-31","1980-01-01","1980-01-01","672","USBICI","2019","-","NULL","USD","USD","Y","87068.0000","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","87068.0000","T1","NULL","NULL","QS ","MUNQQS","MUNQQS|QS |R1011A19|672|2019","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-09-01","MUNQQS|QS |R1011A19|673|2019","R1011A19","2019-01-01","2019-12-31","1980-01-01","1980-01-01","673","USBICI","2019","-","NULL","USD","USD","Y","4408.1200","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","4408.1200","T1","NULL","NULL","QS ","MUNQQS","MUNQQS|QS |R1011A19|673|2019","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-09-01","MUNQQS|QS |R1011A19|686|2019","R1011A19","2019-01-01","2019-12-31","1980-01-01","1980-01-01","686","USBICI","2019","-","NULL","USD","USD","Y","71178.9200","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","71178.9200","T1","NULL","NULL","QS ","MUNQQS","MUNQQS|QS |R1011A19|686|2019","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-09-01","MUNQQS|QS |R1011A19|687|2019","R1011A19","2019-01-01","2019-12-31","1980-01-01","1980-01-01","687","USBICI","2019","-","NULL","USD","USD","Y","1382.6900","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","1382.6900","T1","NULL","NULL","QS ","MUNQQS","MUNQQS|QS |R1011A19|687|2019","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-09-01","MUNQQS|QS |R1011A19|688|2019","R1011A19","2019-01-01","2019-12-31","1980-01-01","1980-01-01","688","USBICI","2019","-","NULL","USD","USD","Y","738.7700","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","738.7700","T1","NULL","NULL","QS ","MUNQQS","MUNQQS|QS |R1011A19|688|2019","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-09-01","MUNQQS|QS |R1011A19|696|2019","R1011A19","2019-01-01","2019-12-31","1980-01-01","1980-01-01","696","USBICI","2019","-","NULL","USD","USD","Y","44649.0000","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","44649.0000","T1","NULL","NULL","QS ","MUNQQS","MUNQQS|QS |R1011A19|696|2019","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-09-01","MUNQQS|QS |R1011A19|699|2019","R1011A19","2019-01-01","2019-12-31","1980-01-01","1980-01-01","699","USBICI","2019","-","NULL","USD","USD","Y","28262.0700","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","28262.0700","T1","NULL","NULL","QS ","MUNQQS","MUNQQS|QS |R1011A19|699|2019","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-09-01","MUNQQS|QS |R1011A19|713|2019","R1011A19","2019-01-01","2019-12-31","1980-01-01","1980-01-01","713","USBICI","2019","-","NULL","USD","USD","Y","900.6200","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","900.6200","T1","NULL","NULL","QS ","MUNQQS","MUNQQS|QS |R1011A19|713|2019","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-09-01","MUNQQS|QS |R1011A19|715|2019","R1011A19","2019-01-01","2019-12-31","1980-01-01","1980-01-01","715","USBICI","2019","-","NULL","USD","USD","Y","308.2400","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","308.2400","T1","NULL","NULL","QS ","MUNQQS","MUNQQS|QS |R1011A19|715|2019","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-09-01","MUNQQS|QS |R1011A19|719|2019","R1011A19","2019-01-01","2019-12-31","1980-01-01","1980-01-01","719","USBICI","2019","-","NULL","USD","USD","Y","168.2300","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","168.2300","T1","NULL","NULL","QS ","MUNQQS","MUNQQS|QS |R1011A19|719|2019","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-09-01","MUNQQS|QS |R1011A19|722|2019","R1011A19","2019-01-01","2019-12-31","1980-01-01","1980-01-01","722","USBICI","2019","-","NULL","USD","USD","Y","14270.3700","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","14270.3700","T1","NULL","NULL","QS ","MUNQQS","MUNQQS|QS |R1011A19|722|2019","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-09-01","MUNQQS|QS |R1011A19|764|2019","R1011A19","2019-01-01","2019-12-31","1980-01-01","1980-01-01","764","USBICI","2019","-","NULL","USD","USD","Y","190283.4400","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","190283.4400","T1","NULL","NULL","QS ","MUNQQS","MUNQQS|QS |R1011A19|764|2019","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-09-01","MUNQQS|QS |R1011A20|668|2020","R1011A20","2020-01-01","2020-12-31","1980-01-01","1980-01-01","668","USBICI","2020","-","NULL","USD","USD","Y","21554.4500","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","21554.4500","T1","NULL","NULL","QS ","MUNQQS","MUNQQS|QS |R1011A20|668|2020","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-09-01","MUNQQS|QS |R1011A20|671|2020","R1011A20","2020-01-01","2020-12-31","1980-01-01","1980-01-01","671","USBICI","2020","-","NULL","USD","USD","Y","4895.7800","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","4895.7800","T1","NULL","NULL","QS ","MUNQQS","MUNQQS|QS |R1011A20|671|2020","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-09-01","MUNQQS|QS |R1011A20|672|2020","R1011A20","2020-01-01","2020-12-31","1980-01-01","1980-01-01","672","USBICI","2020","-","NULL","USD","USD","Y","31569.2200","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","31569.2200","T1","NULL","NULL","QS ","MUNQQS","MUNQQS|QS |R1011A20|672|2020","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-09-01","MUNQQS|QS |R1011A20|673|2020","R1011A20","2020-01-01","2020-12-31","1980-01-01","1980-01-01","673","USBICI","2020","-","NULL","USD","USD","Y","1778.1400","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","1778.1400","T1","NULL","NULL","QS ","MUNQQS","MUNQQS|QS |R1011A20|673|2020","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-09-01","MUNQQS|QS |R1011A20|686|2020","R1011A20","2020-01-01","2020-12-31","1980-01-01","1980-01-01","686","USBICI","2020","-","NULL","USD","USD","Y","255063.3200","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","255063.3200","T1","NULL","NULL","QS ","MUNQQS","MUNQQS|QS |R1011A20|686|2020","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-09-01","MUNQQS|QS |R1011A20|687|2020","R1011A20","2020-01-01","2020-12-31","1980-01-01","1980-01-01","687","USBICI","2020","-","NULL","USD","USD","Y","12726.5600","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","12726.5600","T1","NULL","NULL","QS ","MUNQQS","MUNQQS|QS |R1011A20|687|2020","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-09-01","Systemic cover - Clash|XL |R0945C20|736|2020","R0945C20","2020-07-01","2021-06-30","1980-01-01","1980-01-01","736","USBICI","2020","-","NULL","USD","USD","Y","3734.7600","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","3734.7600","T1","NULL","NULL","XL ","Systemic cover - Clash","Systemic cover - Clash|XL |R0945C20|736|2020","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-09-01","Systemic cover - Clash|XL |R0945C20|764|2020","R0945C20","2020-07-01","2021-06-30","1980-01-01","1980-01-01","764","USBICI","2020","-","NULL","USD","USD","Y","312286.1400","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","312286.1400","T1","NULL","NULL","XL ","Systemic cover - Clash","Systemic cover - Clash|XL |R0945C20|764|2020","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-09-01","Systemic cover - Clash|XL |R0946C20|686|2020","R0946C20","2020-07-01","2021-06-30","1980-01-01","1980-01-01","686","USBICI","2020","-","NULL","USD","USD","Y","33549.6800","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","33549.6800","T1","NULL","NULL","XL ","Systemic cover - Clash","Systemic cover - Clash|XL |R0946C20|686|2020","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-09-01","Systemic cover - Clash|XL |R0946C20|722|2020","R0946C20","2020-07-01","2021-06-30","1980-01-01","1980-01-01","722","USBICI","2020","-","NULL","USD","USD","Y","8721.0600","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","8721.0600","T1","NULL","NULL","XL ","Systemic cover - Clash","Systemic cover - Clash|XL |R0946C20|722|2020","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-09-01","Systemic cover - Clash|XL |R0946C20|736|2020","R0946C20","2020-07-01","2021-06-30","1980-01-01","1980-01-01","736","USBICI","2020","-","NULL","USD","USD","Y","3457.2100","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","3457.2100","T1","NULL","NULL","XL ","Systemic cover - Clash","Systemic cover - Clash|XL |R0946C20|736|2020","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-09-01","Systemic cover - Clash|XL |R0946C20|764|2020","R0946C20","2020-07-01","2021-06-30","1980-01-01","1980-01-01","764","USBICI","2020","-","NULL","USD","USD","Y","289079.1800","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","289079.1800","T1","NULL","NULL","XL ","Systemic cover - Clash","Systemic cover - Clash|XL |R0946C20|764|2020","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-12-01","CUNA QS|QS |R0957A20|722|2020","R0957A20","2020-01-01","2020-12-31","1980-01-01","1980-01-01","722","USBICI","2020","-","NULL","USD","USD","Y","2834.4900","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","2834.4900","T1","NULL","NULL","QS ","CUNA QS","CUNA QS|QS |R0957A20|722|2020","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-12-01","CUNA QS|QS |R0957A20|735|2020","R0957A20","2020-01-01","2020-12-31","1980-01-01","1980-01-01","735","USBICI","2020","-","NULL","USD","USD","Y","73654.2500","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","73654.2500","T1","NULL","NULL","QS ","CUNA QS","CUNA QS|QS |R0957A20|735|2020","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-12-01","CUNA QS|QS |R0957A20|736|2020","R0957A20","2020-01-01","2020-12-31","1980-01-01","1980-01-01","736","USBICI","2020","-","NULL","USD","USD","Y","34968.1600","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","34968.1600","T1","NULL","NULL","QS ","CUNA QS","CUNA QS|QS |R0957A20|736|2020","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-12-01","CUNA QS|QS |R0957A20|764|2020","R0957A20","2020-01-01","2020-12-31","1980-01-01","1980-01-01","764","USBICI","2020","-","NULL","USD","USD","Y","154956.8400","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","154956.8400","T1","NULL","NULL","QS ","CUNA QS","CUNA QS|QS |R0957A20|764|2020","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-12-01","CUNA QS|QS |R0957A21|722|2021","R0957A21","2021-01-01","2021-12-31","1980-01-01","1980-01-01","722","USBICI","2021","-","NULL","USD","USD","Y","4121.7500","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","4121.7500","T1","NULL","NULL","QS ","CUNA QS","CUNA QS|QS |R0957A21|722|2021","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-12-01","CUNA QS|QS |R0957A21|735|2021","R0957A21","2021-01-01","2021-12-31","1980-01-01","1980-01-01","735","USBICI","2021","-","NULL","USD","USD","Y","166502.1600","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","166502.1600","T1","NULL","NULL","QS ","CUNA QS","CUNA QS|QS |R0957A21|735|2021","NULL"
"NULL","A","CC-LS-TTY-UN","BICI_RI_Paid","2021-12-01","CUNA QS|QS |R0957A21|736|2021","R0957A21","2021-01-01","2021-12-31","1980-01-01","1980-01-01","736","USBICI","2021","-","NULL","USD","USD","Y","12366.3500","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","B","-","12366.3500","T1","NULL","NULL","QS ","CUNA QS","CUNA QS|QS |R0957A21|736|2021","NULL"
