PK_Transaction,Scenario,Account,Dataset,DateOfFact,BusinessKey,PolicyNumber,InceptionDate,ExpiryDate,BindDate,DueDate,TrifocusCode,Entity,YOA,TypeOfBusiness,StatsCode,SettlementCCY,OriginalCCY,IsToDate,Value,RowHash,FK_Allocation,DeltaType,AuditSourceBatchID,AuditCreateDateTime,AuditGenerateDateTime,AuditUserCreate,AuditHost,Basis,Location,ValueOrig,BusinessProcessCode,FK_Batch,BoundDate,RIPolicyType,ProgrammeCode,ExcelRowHash,RunNumber
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|Systemic cover - Clash|XL|USD|696|2018,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,696,USBICI,2018,-,NULL,USD,USD,Y,254080.40,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,254080.40,T1,NULL,NULL,XL,Systemic cover - Clash,BICI_Earned_Agresso|Systemic cover - Clash|XL|USD|696|2018,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|BICI Internal QS|UNK|USD|699|2011,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,699,USBICI,2011,-,NULL,USD,USD,Y,0.00,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,0.00,T1,NULL,NULL,UNK,BICI Internal QS,BICI_Earned_Agresso|BICI Internal QS|UNK|USD|699|2011,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|Professions|XL|USD|699|2014,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,699,USBICI,2014,-,NULL,USD,USD,Y,12362.00,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,12362.00,T1,NULL,NULL,XL,Professions,BICI_Earned_Agresso|Professions|XL|USD|699|2014,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|Professions|XL|USD|699|2015,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,699,USBICI,2015,-,NULL,USD,USD,Y,8347.96,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,8347.96,T1,NULL,NULL,XL,Professions,BICI_Earned_Agresso|Professions|XL|USD|699|2015,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|MUNQQS|QS|USD|699|2016,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,699,USBICI,2016,-,NULL,USD,USD,Y,386.64,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,386.64,T1,NULL,NULL,QS,MUNQQS,BICI_Earned_Agresso|MUNQQS|QS|USD|699|2016,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|Systemic cover - Clash|XL|USD|699|2013,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,699,USBICI,2013,-,NULL,USD,USD,Y,8418.44,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,8418.44,T1,NULL,NULL,XL,Systemic cover - Clash,BICI_Earned_Agresso|Systemic cover - Clash|XL|USD|699|2013,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|EPL Risk Excess|XL|USD|673|2010,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,673,USBICI,2010,-,NULL,USD,USD,Y,12227.32,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,12227.32,T1,NULL,NULL,XL,EPL Risk Excess,BICI_Earned_Agresso|EPL Risk Excess|XL|USD|673|2010,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|HISTORICAL BLANK|UNK|USD|673|2010,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,673,USBICI,2010,-,NULL,USD,USD,Y,10477.20,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,10477.20,T1,NULL,NULL,UNK,BICI_HISTORICAL,BICI_Earned_Agresso|HISTORICAL BLANK|UNK|USD|673|2010,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|BICI Internal QS|UNK|USD|673|2011,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,673,USBICI,2011,-,NULL,USD,USD,Y,0.00,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,0.00,T1,NULL,NULL,UNK,BICI Internal QS,BICI_Earned_Agresso|BICI Internal QS|UNK|USD|673|2011,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|BICI Internal QS|UNK|USD|699|2012,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,699,USBICI,2012,-,NULL,USD,USD,Y,0.00,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,0.00,T1,NULL,NULL,UNK,BICI Internal QS,BICI_Earned_Agresso|BICI Internal QS|UNK|USD|699|2012,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|BICI Internal QS|QS|USD|699|2013,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,699,USBICI,2013,-,NULL,USD,USD,Y,1553098.94,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,1553099.00,T1,NULL,NULL,QS,BICI Internal QS,BICI_Earned_Agresso|BICI Internal QS|QS|USD|699|2013,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|BICI Internal QS|QS|USD|699|2014,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,699,USBICI,2014,-,NULL,USD,USD,Y,2493429.27,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,2493429.27,T1,NULL,NULL,QS,BICI Internal QS,BICI_Earned_Agresso|BICI Internal QS|QS|USD|699|2014,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|BICI Internal QS|QS|USD|699|2017,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,699,USBICI,2017,-,NULL,USD,USD,Y,2813738.80,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,2813738.80,T1,NULL,NULL,QS,BICI Internal QS,BICI_Earned_Agresso|BICI Internal QS|QS|USD|699|2017,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|MUNICH - Surplus|QS|USD|699|2017,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,699,USBICI,2017,-,NULL,USD,USD,Y,160770.76,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,160770.76,T1,NULL,NULL,QS,MUNICH - Surplus,BICI_Earned_Agresso|MUNICH - Surplus|QS|USD|699|2017,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|MUNQQS|QS|USD|699|2017,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,699,USBICI,2017,-,NULL,USD,USD,Y,207550.29,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,207550.29,T1,NULL,NULL,QS,MUNQQS,BICI_Earned_Agresso|MUNQQS|QS|USD|699|2017,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|MUNICH - Surplus|QS|USD|699|2018,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,699,USBICI,2018,-,NULL,USD,USD,Y,159490.44,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,159490.44,T1,NULL,NULL,QS,MUNICH - Surplus,BICI_Earned_Agresso|MUNICH - Surplus|QS|USD|699|2018,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|Professions|XL|USD|699|2016,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,699,USBICI,2016,-,NULL,USD,USD,Y,10510.16,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,10510.16,T1,NULL,NULL,XL,Professions,BICI_Earned_Agresso|Professions|XL|USD|699|2016,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|Systemic cover - Clash|XL|USD|699|2017,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,699,USBICI,2017,-,NULL,USD,USD,Y,31457.48,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,31457.48,T1,NULL,NULL,XL,Systemic cover - Clash,BICI_Earned_Agresso|Systemic cover - Clash|XL|USD|699|2017,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|BICI Internal QS|QS|USD|699|2018,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,699,USBICI,2018,-,NULL,USD,USD,Y,0.00,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,0.00,T1,NULL,NULL,QS,BICI Internal QS,BICI_Earned_Agresso|BICI Internal QS|QS|USD|699|2018,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|MUNQQS|QS|USD|699|2018,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,699,USBICI,2018,-,NULL,USD,USD,Y,187848.92,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,187848.92,T1,NULL,NULL,QS,MUNQQS,BICI_Earned_Agresso|MUNQQS|QS|USD|699|2018,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|BICI Risk & Agg XL|XL|USD|699|2018,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,699,USBICI,2018,-,NULL,USD,USD,Y,525000.00,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,525000.00,T1,NULL,NULL,XL,BICI Risk & Agg XL,BICI_Earned_Agresso|BICI Risk & Agg XL|XL|USD|699|2018,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|Systemic cover - Clash|XL|USD|699|2018,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,699,USBICI,2018,-,NULL,USD,USD,Y,63520.10,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,63520.00,T1,NULL,NULL,XL,Systemic cover - Clash,BICI_Earned_Agresso|Systemic cover - Clash|XL|USD|699|2018,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|BICI Internal QS|QS|USD|700|2016,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,700,USBICI,2016,-,NULL,USD,USD,Y,1078370.11,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,1078370.11,T1,NULL,NULL,QS,BICI Internal QS,BICI_Earned_Agresso|BICI Internal QS|QS|USD|700|2016,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|Master RI|QS|USD|700|2016,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,700,USBICI,2016,-,NULL,USD,USD,Y,50326.15,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,50326.00,T1,NULL,NULL,QS,Master RI,BICI_Earned_Agresso|Master RI|QS|USD|700|2016,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|BICI Internal QS|QS|USD|700|2014,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,700,USBICI,2014,-,NULL,USD,USD,Y,103779.32,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,103779.32,T1,NULL,NULL,QS,BICI Internal QS,BICI_Earned_Agresso|BICI Internal QS|QS|USD|700|2014,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|BICI Internal QS|QS|USD|700|2015,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,700,USBICI,2015,-,NULL,USD,USD,Y,861141.15,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,861141.15,T1,NULL,NULL,QS,BICI Internal QS,BICI_Earned_Agresso|BICI Internal QS|QS|USD|700|2015,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|Master RI|QS|USD|700|2017,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,700,USBICI,2017,-,NULL,USD,USD,Y,12358.91,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,12358.91,T1,NULL,NULL,QS,Master RI,BICI_Earned_Agresso|Master RI|QS|USD|700|2017,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|Environmental QS|QS|USD|700|2016,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,700,USBICI,2016,-,NULL,USD,USD,Y,352283.04,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,352283.04,T1,NULL,NULL,QS,Environmental QS,BICI_Earned_Agresso|Environmental QS|QS|USD|700|2016,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|BICI Internal QS|UNK|USD|713|2012,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,713,USBICI,2012,-,NULL,USD,USD,Y,0.00,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,0.00,T1,NULL,NULL,UNK,BICI Internal QS,BICI_Earned_Agresso|BICI Internal QS|UNK|USD|713|2012,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|BICI Internal QS|UNK|USD|673|2012,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,673,USBICI,2012,-,NULL,USD,USD,Y,0.00,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,0.00,T1,NULL,NULL,UNK,BICI Internal QS,BICI_Earned_Agresso|BICI Internal QS|UNK|USD|673|2012,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|BICI Internal QS|QS|USD|673|2013,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,673,USBICI,2013,-,NULL,USD,USD,Y,989540.25,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,989540.25,T1,NULL,NULL,QS,BICI Internal QS,BICI_Earned_Agresso|BICI Internal QS|QS|USD|673|2013,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|BICI Internal QS|QS|USD|673|2014,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,673,USBICI,2014,-,NULL,USD,USD,Y,904524.57,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,904524.57,T1,NULL,NULL,QS,BICI Internal QS,BICI_Earned_Agresso|BICI Internal QS|QS|USD|673|2014,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|Master RI|QS|USD|700|2018,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,700,USBICI,2018,-,NULL,USD,USD,Y,11087.64,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,11087.64,T1,NULL,NULL,QS,Master RI,BICI_Earned_Agresso|Master RI|QS|USD|700|2018,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|BICI Internal QS|QS|USD|713|2013,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,713,USBICI,2013,-,NULL,USD,USD,Y,12094438.43,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,12094438.43,T1,NULL,NULL,QS,BICI Internal QS,BICI_Earned_Agresso|BICI Internal QS|QS|USD|713|2013,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|Professions|XL|USD|713|2012,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,713,USBICI,2012,-,NULL,USD,USD,Y,35926.80,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,35926.80,T1,NULL,NULL,XL,Professions,BICI_Earned_Agresso|Professions|XL|USD|713|2012,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|Professions|XL|USD|713|2014,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,713,USBICI,2014,-,NULL,USD,USD,Y,43267.00,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,43267.00,T1,NULL,NULL,XL,Professions,BICI_Earned_Agresso|Professions|XL|USD|713|2014,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|Professions|XL|USD|713|2015,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,713,USBICI,2015,-,NULL,USD,USD,Y,75131.40,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,75131.40,T1,NULL,NULL,XL,Professions,BICI_Earned_Agresso|Professions|XL|USD|713|2015,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|MUNQQS|QS|USD|713|2015,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,713,USBICI,2015,-,NULL,USD,USD,Y,4174.48,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,4174.00,T1,NULL,NULL,QS,MUNQQS,BICI_Earned_Agresso|MUNQQS|QS|USD|713|2015,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|BICI Internal QS|QS|USD|713|2016,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,713,USBICI,2016,-,NULL,USD,USD,Y,34375895.03,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,34375895.00,T1,NULL,NULL,QS,BICI Internal QS,BICI_Earned_Agresso|BICI Internal QS|QS|USD|713|2016,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|Systemic cover - Clash|XL|USD|713|2016,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,713,USBICI,2016,-,NULL,USD,USD,Y,46139.40,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,46139.00,T1,NULL,NULL,XL,Systemic cover - Clash,BICI_Earned_Agresso|Systemic cover - Clash|XL|USD|713|2016,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|Cyber QS|QS|USD|713|2017,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,713,USBICI,2017,-,NULL,USD,USD,Y,417324.11,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,417324.00,T1,NULL,NULL,QS,Cyber QS,BICI_Earned_Agresso|Cyber QS|QS|USD|713|2017,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|Professions|XL|USD|713|2017,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,713,USBICI,2017,-,NULL,USD,USD,Y,39370.22,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,39370.22,T1,NULL,NULL,XL,Professions,BICI_Earned_Agresso|Professions|XL|USD|713|2017,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|Cyber QS|QS|USD|713|2018,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,713,USBICI,2018,-,NULL,USD,USD,Y,0.00,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,0.00,T1,NULL,NULL,QS,Cyber QS,BICI_Earned_Agresso|Cyber QS|QS|USD|713|2018,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|Professions|XL|USD|713|2018,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,713,USBICI,2018,-,NULL,USD,USD,Y,188762.16,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,188762.16,T1,NULL,NULL,XL,Professions,BICI_Earned_Agresso|Professions|XL|USD|713|2018,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|BICI Internal QS|QS|USD|713|2017,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,713,USBICI,2017,-,NULL,USD,USD,Y,6298761.37,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,6298761.37,T1,NULL,NULL,QS,BICI Internal QS,BICI_Earned_Agresso|BICI Internal QS|QS|USD|713|2017,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|MUNICH - Surplus|QS|USD|713|2017,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,713,USBICI,2017,-,NULL,USD,USD,Y,343111.27,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,343111.27,T1,NULL,NULL,QS,MUNICH - Surplus,BICI_Earned_Agresso|MUNICH - Surplus|QS|USD|713|2017,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|BICI Internal QS|QS|USD|713|2014,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,713,USBICI,2014,-,NULL,USD,USD,Y,18677276.33,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,18677276.00,T1,NULL,NULL,QS,BICI Internal QS,BICI_Earned_Agresso|BICI Internal QS|QS|USD|713|2014,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|BICI Internal QS|QS|USD|713|2015,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,713,USBICI,2015,-,NULL,USD,USD,Y,28364211.79,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,28364211.79,T1,NULL,NULL,QS,BICI Internal QS,BICI_Earned_Agresso|BICI Internal QS|QS|USD|713|2015,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|BICI Risk & Agg XL|XL|USD|713|2018,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,713,USBICI,2018,-,NULL,USD,USD,Y,984000.00,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,984000.00,T1,NULL,NULL,XL,BICI Risk & Agg XL,BICI_Earned_Agresso|BICI Risk & Agg XL|XL|USD|713|2018,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|MUNICH - Surplus|QS|USD|713|2018,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,713,USBICI,2018,-,NULL,USD,USD,Y,455586.61,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,455586.61,T1,NULL,NULL,QS,MUNICH - Surplus,BICI_Earned_Agresso|MUNICH - Surplus|QS|USD|713|2018,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|MUNQQS|QS|USD|713|2018,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,713,USBICI,2018,-,NULL,USD,USD,Y,366340.26,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,366340.26,T1,NULL,NULL,QS,MUNQQS,BICI_Earned_Agresso|MUNQQS|QS|USD|713|2018,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|Systemic cover - Clash|XL|USD|715|2014,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,715,USBICI,2014,-,NULL,USD,USD,Y,4405.41,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,4405.41,T1,NULL,NULL,XL,Systemic cover - Clash,BICI_Earned_Agresso|Systemic cover - Clash|XL|USD|715|2014,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|Cyber QS|QS|USD|713|2016,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,713,USBICI,2016,-,NULL,USD,USD,Y,187510.06,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,187510.06,T1,NULL,NULL,QS,Cyber QS,BICI_Earned_Agresso|Cyber QS|QS|USD|713|2016,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|Professions|XL|USD|713|2016,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,713,USBICI,2016,-,NULL,USD,USD,Y,173417.64,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,173417.64,T1,NULL,NULL,XL,Professions,BICI_Earned_Agresso|Professions|XL|USD|713|2016,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|CUNA QS|QS|USD|713|2017,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,713,USBICI,2017,-,NULL,USD,USD,Y,0.00,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,0.00,T1,NULL,NULL,QS,CUNA QS,BICI_Earned_Agresso|CUNA QS|QS|USD|713|2017,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|MUNQQS|QS|USD|713|2017,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,713,USBICI,2017,-,NULL,USD,USD,Y,371514.08,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,371514.08,T1,NULL,NULL,QS,MUNQQS,BICI_Earned_Agresso|MUNQQS|QS|USD|713|2017,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|BICI Internal QS|QS|USD|715|2016,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,715,USBICI,2016,-,NULL,USD,USD,Y,441794.43,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,441794.43,T1,NULL,NULL,QS,BICI Internal QS,BICI_Earned_Agresso|BICI Internal QS|QS|USD|715|2016,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|Systemic cover - Clash|XL|USD|715|2016,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,715,USBICI,2016,-,NULL,USD,USD,Y,8389.01,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,8389.00,T1,NULL,NULL,XL,Systemic cover - Clash,BICI_Earned_Agresso|Systemic cover - Clash|XL|USD|715|2016,NULL
