PK_Transaction,Scenario,Account,Dataset,DateOfFact,BusinessKey,PolicyNumber,InceptionDate,ExpiryDate,BindDate,DueDate,TrifocusCode,Entity,YOA,TypeOfBusiness,StatsCode,SettlementCCY,OriginalCCY,IsToDate,Value,RowHash,FK_Allocation,DeltaType,AuditSourceBatchID,AuditCreateDateTime,AuditGenerateDateTime,AuditUserCreate,AuditHost,Basis,Location,ValueOrig,BusinessProcessCode,FK_Batch,BoundDate,RIPolicyType,ProgrammeCode,ExcelRowHash,RunNumber
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|BICI Internal QS|UNK|USD|685|2009,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,685,USBICI,2009,-,NULL,USD,USD,Y,30476356.00,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,30476356.00,T1,NULL,NULL,UNK,BICI Internal QS,BICI_Earned_Agresso|BICI Internal QS|UNK|USD|685|2009,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|HISTORICAL BLANK|UNK|USD|685|2009,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,685,USBICI,2009,-,NULL,USD,USD,Y,17647.25,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,17647.25,T1,NULL,NULL,UNK,BICI_HISTORICAL,BICI_Earned_Agresso|HISTORICAL BLANK|UNK|USD|685|2009,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|HISTORICAL BLANK|UNK|USD|686|2006,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,686,USBICI,2006,-,NULL,USD,USD,Y,0.00,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,0.00,T1,NULL,NULL,UNK,BICI_HISTORICAL,BICI_Earned_Agresso|HISTORICAL BLANK|UNK|USD|686|2006,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|BICI Internal QS|UNK|USD|686|2008,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,686,USBICI,2008,-,NULL,USD,USD,Y,12896144.86,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,12896144.86,T1,NULL,NULL,UNK,BICI Internal QS,BICI_Earned_Agresso|BICI Internal QS|UNK|USD|686|2008,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|COFFEE|XL|USD|686|2012,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,686,USBICI,2012,-,NULL,USD,USD,Y,22123.00,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,22123.00,T1,NULL,NULL,XL,COFFEE,BICI_Earned_Agresso|COFFEE|XL|USD|686|2012,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|Professions|XL|USD|686|2013,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,686,USBICI,2013,-,NULL,USD,USD,Y,39664.00,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,39664.00,T1,NULL,NULL,XL,Professions,BICI_Earned_Agresso|Professions|XL|USD|686|2013,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|EPL Risk Excess|XL|USD|672|2012,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,672,USBICI,2012,-,NULL,USD,USD,Y,39449.00,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,39449.00,T1,NULL,NULL,XL,EPL Risk Excess,BICI_Earned_Agresso|EPL Risk Excess|XL|USD|672|2012,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|Professions|XL|USD|686|2017,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,686,USBICI,2017,-,NULL,USD,USD,Y,35576.00,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,35576.00,T1,NULL,NULL,XL,Professions,BICI_Earned_Agresso|Professions|XL|USD|686|2017,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|Professions|XL|USD|672|2017,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,672,USBICI,2017,-,NULL,USD,USD,Y,66408.00,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,66408.00,T1,NULL,NULL,XL,Professions,BICI_Earned_Agresso|Professions|XL|USD|672|2017,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|Professions|XL|USD|672|2018,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,672,USBICI,2018,-,NULL,USD,USD,Y,344254.99,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,344255.00,T1,NULL,NULL,XL,Professions,BICI_Earned_Agresso|Professions|XL|USD|672|2018,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|Systemic cover - Clash|XL|USD|687|2013,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,687,USBICI,2013,-,NULL,USD,USD,Y,67347.28,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,67347.28,T1,NULL,NULL,XL,Systemic cover - Clash,BICI_Earned_Agresso|Systemic cover - Clash|XL|USD|687|2013,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|Systemic cover - Clash|XL|USD|687|2014,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,687,USBICI,2014,-,NULL,USD,USD,Y,48459.00,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,48459.00,T1,NULL,NULL,XL,Systemic cover - Clash,BICI_Earned_Agresso|Systemic cover - Clash|XL|USD|687|2014,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|Systemic cover - Clash|XL|USD|688|2012,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,688,USBICI,2012,-,NULL,USD,USD,Y,12747.00,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,12747.00,T1,NULL,NULL,XL,Systemic cover - Clash,BICI_Earned_Agresso|Systemic cover - Clash|XL|USD|688|2012,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|COFFEE|XL|USD|688|2012,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,688,USBICI,2012,-,NULL,USD,USD,Y,4357.60,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,4357.60,T1,NULL,NULL,XL,COFFEE,BICI_Earned_Agresso|COFFEE|XL|USD|688|2012,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|BICI Internal QS|QS|USD|688|2016,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,688,USBICI,2016,-,NULL,USD,USD,Y,1762845.00,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,1762845.00,T1,NULL,NULL,QS,BICI Internal QS,BICI_Earned_Agresso|BICI Internal QS|QS|USD|688|2016,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|MUNQQS|QS|USD|688|2019,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,688,USBICI,2019,-,NULL,USD,USD,Y,2.87,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,2.87,T1,NULL,NULL,QS,MUNQQS,BICI_Earned_Agresso|MUNQQS|QS|USD|688|2019,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|BICI Internal QS|QS|USD|696|2011,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,696,USBICI,2011,-,NULL,USD,USD,Y,1607501.00,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,1607501.00,T1,NULL,NULL,QS,BICI Internal QS,BICI_Earned_Agresso|BICI Internal QS|QS|USD|696|2011,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|Systemic cover - Clash|XL|USD|696|2011,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,696,USBICI,2011,-,NULL,USD,USD,Y,25521.00,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,25521.00,T1,NULL,NULL,XL,Systemic cover - Clash,BICI_Earned_Agresso|Systemic cover - Clash|XL|USD|696|2011,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|BICI Internal QS|QS|USD|696|2018,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,696,USBICI,2018,-,NULL,USD,USD,Y,0.00,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,0.00,T1,NULL,NULL,QS,BICI Internal QS,BICI_Earned_Agresso|BICI Internal QS|QS|USD|696|2018,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|BICI Risk & Agg XL|XL|USD|696|2018,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,696,USBICI,2018,-,NULL,USD,USD,Y,1119000.00,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,1119000.00,T1,NULL,NULL,XL,BICI Risk & Agg XL,BICI_Earned_Agresso|BICI Risk & Agg XL|XL|USD|696|2018,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|Systemic cover - Clash|XL|USD|688|2015,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,688,USBICI,2015,-,NULL,USD,USD,Y,12405.00,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,12405.00,T1,NULL,NULL,XL,Systemic cover - Clash,BICI_Earned_Agresso|Systemic cover - Clash|XL|USD|688|2015,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|MUNQQS|QS|USD|688|2016,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,688,USBICI,2016,-,NULL,USD,USD,Y,116.67,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,116.67,T1,NULL,NULL,QS,MUNQQS,BICI_Earned_Agresso|MUNQQS|QS|USD|688|2016,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|MUNICH - Surplus|QS|USD|688|2019,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,688,USBICI,2019,-,NULL,USD,USD,Y,-2.87,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-2.87,T1,NULL,NULL,QS,MUNICH - Surplus,BICI_Earned_Agresso|MUNICH - Surplus|QS|USD|688|2019,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/09/2020,BICI_Earned_Agresso|MUNQQS|QS |USD|735|2020,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,735,USBICI,2020,-,NULL,USD,USD,Y,59437.12,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,59437.12,T1,NULL,NULL,QS ,MUNQQS,BICI_Earned_Agresso|MUNQQS|QS |USD|735|2020,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/09/2020,BICI_Earned_Agresso|MUNQQS|QS|USD|735|2017,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,735,USBICI,2017,-,NULL,USD,USD,Y,28.58,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,28.58,T1,NULL,NULL,QS,MUNQQS,BICI_Earned_Agresso|MUNQQS|QS|USD|735|2017,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/09/2020,BICI_Earned_Agresso|MUNQQS|QS|USD|735|2016,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,735,USBICI,2016,-,NULL,USD,USD,Y,31.66,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,31.66,T1,NULL,NULL,QS,MUNQQS,BICI_Earned_Agresso|MUNQQS|QS|USD|735|2016,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/09/2020,BICI_Earned_Agresso|Cyber Cat|XL |USD|735|2019,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,735,USBICI,2019,-,NULL,USD,USD,Y,11149.21,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,11149.00,T1,NULL,NULL,XL ,Cyber Cat,BICI_Earned_Agresso|Cyber Cat|XL |USD|735|2019,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/09/2020,BICI_Earned_Agresso|MUNQQS|QS|USD|735|2018,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,735,USBICI,2018,-,NULL,USD,USD,Y,158.19,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,158.19,T1,NULL,NULL,QS,MUNQQS,BICI_Earned_Agresso|MUNQQS|QS|USD|735|2018,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/09/2020,BICI_Earned_Agresso|BICI Risk & Agg XL|XL |USD|735|2020,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,735,USBICI,2020,-,NULL,USD,USD,Y,71230.68,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,71231.00,T1,NULL,NULL,XL ,BICI Risk & Agg XL,BICI_Earned_Agresso|BICI Risk & Agg XL|XL |USD|735|2020,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/09/2020,BICI_Earned_Agresso|Cyber Cat|XL |USD|735|2020,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,735,USBICI,2020,-,NULL,USD,USD,Y,3302.24,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,3302.24,T1,NULL,NULL,XL ,Cyber Cat,BICI_Earned_Agresso|Cyber Cat|XL |USD|735|2020,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/09/2020,BICI_Earned_Agresso|MUNQQS|QS |USD|735|2019,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,735,USBICI,2019,-,NULL,USD,USD,Y,27755.47,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,27755.47,T1,NULL,NULL,QS ,MUNQQS,BICI_Earned_Agresso|MUNQQS|QS |USD|735|2019,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/09/2020,BICI_Earned_Agresso|CUNA QS|QS |USD|735|2020,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,735,USBICI,2020,-,NULL,USD,USD,Y,83416.89,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,83416.89,T1,NULL,NULL,QS ,CUNA QS,BICI_Earned_Agresso|CUNA QS|QS |USD|735|2020,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/09/2020,BICI_Earned_Agresso|MUNQQS|QS|USD|736|2018,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,736,USBICI,2018,-,NULL,USD,USD,Y,134.38,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,134.38,T1,NULL,NULL,QS,MUNQQS,BICI_Earned_Agresso|MUNQQS|QS|USD|736|2018,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/09/2020,BICI_Earned_Agresso|Professions|XL|USD|736|2018,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,736,USBICI,2018,-,NULL,USD,USD,Y,8222.60,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,8222.60,T1,NULL,NULL,XL,Professions,BICI_Earned_Agresso|Professions|XL|USD|736|2018,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/09/2020,BICI_Earned_Agresso|Cyber Cat|XL |USD|736|2019,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,736,USBICI,2019,-,NULL,USD,USD,Y,37984.65,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,37984.65,T1,NULL,NULL,XL ,Cyber Cat,BICI_Earned_Agresso|Cyber Cat|XL |USD|736|2019,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/09/2020,BICI_Earned_Agresso|Professions|XL|USD|736|2017,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,736,USBICI,2017,-,NULL,USD,USD,Y,42031.71,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,42032.00,T1,NULL,NULL,XL,Professions,BICI_Earned_Agresso|Professions|XL|USD|736|2017,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/09/2020,BICI_Earned_Agresso|BICI Risk & Agg XL|XL |USD|736|2020,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,736,USBICI,2020,-,NULL,USD,USD,Y,216414.24,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,216414.00,T1,NULL,NULL,XL ,BICI Risk & Agg XL,BICI_Earned_Agresso|BICI Risk & Agg XL|XL |USD|736|2020,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/09/2020,BICI_Earned_Agresso|CUNA QS|QS |USD|764|2020,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,764,USBICI,2020,-,NULL,USD,USD,Y,136504.96,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,136504.96,T1,NULL,NULL,QS ,CUNA QS,BICI_Earned_Agresso|CUNA QS|QS |USD|764|2020,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/09/2020,BICI_Earned_Agresso|MUNICH - Surplus|QS |USD|764|2020,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,764,USBICI,2020,-,NULL,USD,USD,Y,46053.34,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,46053.34,T1,NULL,NULL,QS ,MUNICH - Surplus,BICI_Earned_Agresso|MUNICH - Surplus|QS |USD|764|2020,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/09/2020,BICI_Earned_Agresso|Cyber Cat|XL |USD|736|2020,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,736,USBICI,2020,-,NULL,USD,USD,Y,11250.54,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,11251.00,T1,NULL,NULL,XL ,Cyber Cat,BICI_Earned_Agresso|Cyber Cat|XL |USD|736|2020,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/09/2020,BICI_Earned_Agresso|MUNQQS|QS |USD|736|2020,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,736,USBICI,2020,-,NULL,USD,USD,Y,163515.36,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,163515.36,T1,NULL,NULL,QS ,MUNQQS,BICI_Earned_Agresso|MUNQQS|QS |USD|736|2020,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/09/2020,BICI_Earned_Agresso|MARGEX|XL |USD|798|2020,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,798,USBICI,2020,-,NULL,USD,USD,Y,4037.31,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,4037.00,T1,NULL,NULL,XL ,MARGEX,BICI_Earned_Agresso|MARGEX|XL |USD|798|2020,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/09/2020,BICI_Earned_Agresso|Master RI|QS |USD|798|2020,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,798,USBICI,2020,-,NULL,USD,USD,Y,3575.78,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,3576.00,T1,NULL,NULL,QS ,Master RI,BICI_Earned_Agresso|Master RI|QS |USD|798|2020,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/09/2020,BICI_Earned_Agresso|BICI Internal QS|QS|USD|685|2011,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,685,USBICI,2011,-,NULL,USD,USD,Y,250.57,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,250.57,T1,NULL,NULL,QS,BICI Internal QS,BICI_Earned_Agresso|BICI Internal QS|QS|USD|685|2011,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/09/2020,BICI_Earned_Agresso|Occurrence QS|QS |USD|799|2019,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,799,USBICI,2019,-,NULL,USD,USD,Y,1372.00,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,1372.00,T1,NULL,NULL,QS ,Occurrence QS,BICI_Earned_Agresso|Occurrence QS|QS |USD|799|2019,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/09/2020,BICI_Earned_Agresso|Internal QS - Marine Falvey|QS|USD|798|2018,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,798,USBICI,2018,-,NULL,USD,USD,Y,1199.04,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,1199.04,T1,NULL,NULL,QS,Internal QS - Marine Falvey,BICI_Earned_Agresso|Internal QS - Marine Falvey|QS|USD|798|2018,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|HISTORICAL BLANK|UNK|USD|673|2007,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,673,USBICI,2007,-,NULL,USD,USD,Y,0.00,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,0.00,T1,NULL,NULL,UNK,BICI_HISTORICAL,BICI_Earned_Agresso|HISTORICAL BLANK|UNK|USD|673|2007,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|HISTORICAL BLANK|UNK|USD|673|2008,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,673,USBICI,2008,-,NULL,USD,USD,Y,0.00,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,0.00,T1,NULL,NULL,UNK,BICI_HISTORICAL,BICI_Earned_Agresso|HISTORICAL BLANK|UNK|USD|673|2008,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|COFFEE|XL|USD|673|2010,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,673,USBICI,2010,-,NULL,USD,USD,Y,683.52,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,683.52,T1,NULL,NULL,XL,COFFEE,BICI_Earned_Agresso|COFFEE|XL|USD|673|2010,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|BICI Internal QS|UNK|USD|696|2011,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,696,USBICI,2011,-,NULL,USD,USD,Y,0.00,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,0.00,T1,NULL,NULL,UNK,BICI Internal QS,BICI_Earned_Agresso|BICI Internal QS|UNK|USD|696|2011,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|BICI Internal QS|UNK|USD|696|2012,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,696,USBICI,2012,-,NULL,USD,USD,Y,0.00,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,0.00,T1,NULL,NULL,UNK,BICI Internal QS,BICI_Earned_Agresso|BICI Internal QS|UNK|USD|696|2012,NULL
NULL,A,P-EP-P-FAC,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|BICI Internal QS|FAC|USD|668|2009,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,668,USBICI,2009,-,NULL,USD,USD,Y,700000.00,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,700000.00,T1,NULL,NULL,FAC,BICI Internal QS,BICI_Earned_Agresso|BICI Internal QS|FAC|USD|668|2009,NULL
NULL,A,P-EP-P-FAC,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|SL Facultative spend|FAC|USD|668|2009,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,668,USBICI,2009,-,NULL,USD,USD,Y,-21648.11,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-21648.11,T1,NULL,NULL,FAC,SL Facultative spend,BICI_Earned_Agresso|SL Facultative spend|FAC|USD|668|2009,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|BICI Internal QS|UNK|USD|668|2006,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,668,USBICI,2006,-,NULL,USD,USD,Y,4493612.00,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,4493612.00,T1,NULL,NULL,UNK,BICI Internal QS,BICI_Earned_Agresso|BICI Internal QS|UNK|USD|668|2006,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|BICI Internal QS|QS|USD|696|2013,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,696,USBICI,2013,-,NULL,USD,USD,Y,6333895.36,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,6333895.00,T1,NULL,NULL,QS,BICI Internal QS,BICI_Earned_Agresso|BICI Internal QS|QS|USD|696|2013,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|BICI Internal QS|UNK|USD|668|2012,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,668,USBICI,2012,-,NULL,USD,USD,Y,0.00,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,0.00,T1,NULL,NULL,UNK,BICI Internal QS,BICI_Earned_Agresso|BICI Internal QS|UNK|USD|668|2012,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|Systemic cover - Clash|XL|USD|696|2012,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,696,USBICI,2012,-,NULL,USD,USD,Y,20970.08,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,20970.00,T1,NULL,NULL,XL,Systemic cover - Clash,BICI_Earned_Agresso|Systemic cover - Clash|XL|USD|696|2012,NULL
NULL,A,P-EP-P-TTY,BICI_Earned_Agresso,01/12/2018,BICI_Earned_Agresso|Systemic cover - Clash|XL|USD|696|2014,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,696,USBICI,2014,-,NULL,USD,USD,Y,30837.75,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,30837.75,T1,NULL,NULL,XL,Systemic cover - Clash,BICI_Earned_Agresso|Systemic cover - Clash|XL|USD|696|2014,NULL
