Scenario,Account,Dataset,DateOfFact,BusinessKey,PolicyNumber,InceptionDate,ExpiryDate,BindDate,DueDate,TrifocusCode,Entity,YOA,TypeOfBusiness,StatsCode,SettlementCCY,OriginalCCY,IsToDate,Value,RowHash,FK_Allocation,DeltaType,AuditSourceBatchID,AuditCreateDateTime,AuditGenerateDateTime,AuditUserCreate,AuditHost,Basis,Location,ValueOrig,BusinessProcessCode,FK_Batch,BoundDate,RIPolicyType,ProgrammeCode,ExcelRowHash,RunNumber
F,P-UL-P-TTY,UltimatePremium_SPA,01/12/2018,Cede 6107|623|770|2018|USD,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,770,623,2018,-,NULL,USD,USD,Y,-22896.7997,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-22896.7997,T1,NULL,NULL,QS,Cede 6107,Cede 6107|623|770|2018|USD,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/12/2018,Cede 6107|2623|744|2017|USD,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,744,2623,2017,-,NULL,USD,USD,Y,-580840.7081,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-580840.7081,T1,NULL,NULL,QS,Cede 6107,Cede 6107|2623|744|2017|USD,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/12/2018,Cede 6107|623|744|2018|CAD,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,744,623,2018,-,NULL,CAD,CAD,Y,-41519.327,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-41519.327,T1,NULL,NULL,QS,Cede 6107,Cede 6107|623|744|2018|CAD,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/12/2018,Cede 6107|623|744|2018|USD,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,744,623,2018,-,NULL,USD,USD,Y,-125566.5956,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-125566.5956,T1,NULL,NULL,QS,Cede 6107,Cede 6107|623|744|2018|USD,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/12/2018,Cede 6107|2623|766|2017|USD,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,766,2623,2017,-,NULL,USD,USD,Y,-1212131.79,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-1212131.79,T1,NULL,NULL,QS,Cede 6107,Cede 6107|2623|766|2017|USD,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/12/2018,Cede 6107|623|770|2018|EUR,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,770,623,2018,-,NULL,EUR,EUR,Y,-31766.1145,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-31766.1145,T1,NULL,NULL,QS,Cede 6107,Cede 6107|623|770|2018|EUR,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/12/2018,Cede 5623|3623|808|2018|CAD,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,808,3623,2018,-,NULL,CAD,CAD,Y,-247827.0967,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-247827.0967,T1,NULL,NULL,QS,Cede 5623,Cede 5623|3623|808|2018|CAD,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/12/2018,Cede 5623|3623|900|2018|GBP,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,900,3623,2018,-,NULL,GBP,GBP,Y,-478930.3942,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-478930.3942,T1,NULL,NULL,QS,Cede 5623,Cede 5623|3623|900|2018|GBP,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/12/2018,Cede 5623|3623|808|2018|GBP,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,808,3623,2018,-,NULL,GBP,GBP,Y,-14928.8692,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-14928.8692,T1,NULL,NULL,QS,Cede 5623,Cede 5623|3623|808|2018|GBP,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/12/2018,Cede 5623|3623|809|2018|EUR,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,809,3623,2018,-,NULL,EUR,EUR,Y,-75000.5955,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-75000.5955,T1,NULL,NULL,QS,Cede 5623,Cede 5623|3623|809|2018|EUR,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/12/2018,Cede 6107|2623|TRI00004|2016|CAD,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,TRI00004,2623,2016,-,NULL,CAD,CAD,Y,-1968030.989,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-1968030.989,T1,NULL,NULL,QS,Cede 6107,Cede 6107|2623|TRI00004|2016|CAD,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/12/2018,Cede 5623|3623|900|2018|CAD,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,900,3623,2018,-,NULL,CAD,CAD,Y,-22083.1192,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-22083.1192,T1,NULL,NULL,QS,Cede 5623,Cede 5623|3623|900|2018|CAD,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/12/2018,Cede 6107|623|770|2017|USD,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,770,623,2017,-,NULL,USD,USD,Y,-86208.5635,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-86208.5635,T1,NULL,NULL,QS,Cede 6107,Cede 6107|623|770|2017|USD,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/12/2018,Cede 6107|2623|TRI00004|2017|USD,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,TRI00004,2623,2017,-,NULL,USD,USD,Y,-24425646.66,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-24425646.66,T1,NULL,NULL,QS,Cede 6107,Cede 6107|2623|TRI00004|2017|USD,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/12/2018,Cede 6107|623|TRI00004|2016|CAD,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,TRI00004,623,2016,-,NULL,CAD,CAD,Y,-432006.8025,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-432006.8025,T1,NULL,NULL,QS,Cede 6107,Cede 6107|623|TRI00004|2016|CAD,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/12/2018,Cede 6107|623|TRI00004|2016|GBP,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,TRI00004,623,2016,-,NULL,GBP,GBP,Y,-610147.207,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-610147.207,T1,NULL,NULL,QS,Cede 6107,Cede 6107|623|TRI00004|2016|GBP,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/12/2018,Cede 6107|623|770|2018|GBP,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,770,623,2018,-,NULL,GBP,GBP,Y,-244634.803,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-244634.803,T1,NULL,NULL,QS,Cede 6107,Cede 6107|623|770|2018|GBP,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/12/2018,Cede 5623|3623|900|2018|USD,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,900,3623,2018,-,NULL,USD,USD,Y,-2576129.44,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-2576129.44,T1,NULL,NULL,QS,Cede 5623,Cede 5623|3623|900|2018|USD,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/12/2018,Cede 6107|2623|TRI00004|2016|GBP,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,TRI00004,2623,2016,-,NULL,GBP,GBP,Y,-2779559.499,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-2779559.499,T1,NULL,NULL,QS,Cede 6107,Cede 6107|2623|TRI00004|2016|GBP,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/12/2018,Cede 6107|623|768|2018|USD,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,768,623,2018,-,NULL,USD,USD,Y,-742916.259,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-742916.259,T1,NULL,NULL,QS,Cede 6107,Cede 6107|623|768|2018|USD,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/12/2018,Cede 6107|623|770|2017|GBP,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,770,623,2017,-,NULL,GBP,GBP,Y,-230873.9788,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-230873.9788,T1,NULL,NULL,QS,Cede 6107,Cede 6107|623|770|2017|GBP,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/12/2018,Cede 5623|3623|808|2018|EUR,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,808,3623,2018,-,NULL,EUR,EUR,Y,-70348.266,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-70348.266,T1,NULL,NULL,QS,Cede 5623,Cede 5623|3623|808|2018|EUR,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/12/2018,Cede 5623|3623|809|2018|GBP,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,809,3623,2018,-,NULL,GBP,GBP,Y,-75630.264,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-75630.264,T1,NULL,NULL,QS,Cede 5623,Cede 5623|3623|809|2018|GBP,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/12/2018,Cede 6107|2623|TRI00004|2016|USD,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,TRI00004,2623,2016,-,NULL,USD,USD,Y,-20640518.87,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-20640518.87,T1,NULL,NULL,QS,Cede 6107,Cede 6107|2623|TRI00004|2016|USD,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/12/2018,Cede 6107|2623|TRI00004|2017|CAD,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,TRI00004,2623,2017,-,NULL,CAD,CAD,Y,-1406378.29,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-1406378.29,T1,NULL,NULL,QS,Cede 6107,Cede 6107|2623|TRI00004|2017|CAD,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/12/2018,Cede 6107|2623|TRI00004|2018|GBP,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,TRI00004,2623,2018,-,NULL,GBP,GBP,Y,-3755019.139,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-3755019.139,T1,NULL,NULL,QS,Cede 6107,Cede 6107|2623|TRI00004|2018|GBP,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/12/2018,Cede 6107|623|TRI00004|2018|EUR,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,TRI00004,623,2018,-,NULL,EUR,EUR,Y,-993059.3235,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-993059.3235,T1,NULL,NULL,QS,Cede 6107,Cede 6107|623|TRI00004|2018|EUR,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/12/2018,Cede 6107|623|714|2018|USD,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,714,623,2018,-,NULL,USD,USD,Y,-477446.3047,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-477446.3047,T1,NULL,NULL,QS,Cede 6107,Cede 6107|623|714|2018|USD,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/12/2018,Cede 6107|623|744|2017|CAD,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,744,623,2017,-,NULL,CAD,CAD,Y,-13711.7889,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-13711.7889,T1,NULL,NULL,QS,Cede 6107,Cede 6107|623|744|2017|CAD,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/12/2018,Cede 6107|623|744|2017|GBP,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,744,623,2017,-,NULL,GBP,GBP,Y,-71253.0925,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-71253.0925,T1,NULL,NULL,QS,Cede 6107,Cede 6107|623|744|2017|GBP,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/12/2018,Cede 6107|2623|714|2017|USD,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,714,2623,2017,-,NULL,USD,USD,Y,-1622958.193,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-1622958.193,T1,NULL,NULL,QS,Cede 6107,Cede 6107|2623|714|2017|USD,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/12/2018,Cede 6107|2623|744|2017|CAD,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,744,2623,2017,-,NULL,CAD,CAD,Y,-62464.8161,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-62464.8161,T1,NULL,NULL,QS,Cede 6107,Cede 6107|2623|744|2017|CAD,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/12/2018,Cede 6107|2623|744|2018|USD,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,744,2623,2018,-,NULL,USD,USD,Y,-572025.6023,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-572025.6023,T1,NULL,NULL,QS,Cede 6107,Cede 6107|2623|744|2018|USD,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/12/2018,Cede 6107|623|744|2018|EUR,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,744,623,2018,-,NULL,EUR,EUR,Y,-53985.4441,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-53985.4441,T1,NULL,NULL,QS,Cede 6107,Cede 6107|623|744|2018|EUR,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/12/2018,Cede 6107|2623|714|2018|USD,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,714,2623,2018,-,NULL,USD,USD,Y,-2175033.166,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-2175033.166,T1,NULL,NULL,QS,Cede 6107,Cede 6107|2623|714|2018|USD,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/12/2018,Cede 6107|2623|744|2017|GBP,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,744,2623,2017,-,NULL,GBP,GBP,Y,-324597.4214,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-324597.4214,T1,NULL,NULL,QS,Cede 6107,Cede 6107|2623|744|2017|GBP,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/12/2018,Cede 6107|623|744|2017|EUR,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,744,623,2017,-,NULL,EUR,EUR,Y,-45037.8878,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-45037.8878,T1,NULL,NULL,QS,Cede 6107,Cede 6107|623|744|2017|EUR,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/12/2018,Cede 6107|623|714|2017|USD,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,714,623,2017,-,NULL,USD,USD,Y,-356259.1154,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-356259.1154,T1,NULL,NULL,QS,Cede 6107,Cede 6107|623|714|2017|USD,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/12/2018,Cede 6107|2623|721|2018|USD,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,721,2623,2018,-,NULL,USD,USD,Y,-2232163.977,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-2232163.977,T1,NULL,NULL,QS,Cede 6107,Cede 6107|2623|721|2018|USD,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/12/2018,Cede 6107|623|721|2017|USD,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,721,623,2017,-,NULL,USD,USD,Y,-362378.3032,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-362378.3032,T1,NULL,NULL,QS,Cede 6107,Cede 6107|623|721|2017|USD,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/12/2018,Cede 6107|2623|744|2017|EUR,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,744,2623,2017,-,NULL,EUR,EUR,Y,-205172.6001,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-205172.6001,T1,NULL,NULL,QS,Cede 6107,Cede 6107|2623|744|2017|EUR,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/12/2018,Cede 6107|623|766|2017|USD,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,766,623,2017,-,NULL,USD,USD,Y,-266077.71,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-266077.71,T1,NULL,NULL,QS,Cede 6107,Cede 6107|623|766|2017|USD,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/12/2018,Cede 6107|2623|768|2018|USD,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,768,2623,2018,-,NULL,USD,USD,Y,-3384396.291,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-3384396.291,T1,NULL,NULL,QS,Cede 6107,Cede 6107|2623|768|2018|USD,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/12/2018,Cede 6107|623|768|2017|USD,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,768,623,2017,-,NULL,USD,USD,Y,-380244.3445,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-380244.3445,T1,NULL,NULL,QS,Cede 6107,Cede 6107|623|768|2017|USD,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/12/2018,Cede 6107|2623|770|2018|GBP,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,770,2623,2018,-,NULL,GBP,GBP,Y,-1114447.436,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-1114447.436,T1,NULL,NULL,QS,Cede 6107,Cede 6107|2623|770|2018|GBP,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/12/2018,Cede 6107|623|766|2018|USD,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,766,623,2018,-,NULL,USD,USD,Y,-631989.8461,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-631989.8461,T1,NULL,NULL,QS,Cede 6107,Cede 6107|623|766|2018|USD,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/12/2018,Cede 6107|623|770|2017|CAD,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,770,623,2017,-,NULL,CAD,CAD,Y,-45454.935,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-45454.935,T1,NULL,NULL,QS,Cede 6107,Cede 6107|623|770|2017|CAD,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/12/2018,Cede 5623|3623|900|2018|EUR,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,900,3623,2018,-,NULL,EUR,EUR,Y,-9996.5835,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-9996.5835,T1,NULL,NULL,QS,Cede 5623,Cede 5623|3623|900|2018|EUR,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/12/2018,Cede 6107|2623|766|2018|USD,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,766,2623,2018,-,NULL,USD,USD,Y,-2879064.855,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-2879064.855,T1,NULL,NULL,QS,Cede 6107,Cede 6107|2623|766|2018|USD,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/12/2018,Cede 6107|2623|770|2017|GBP,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,770,2623,2017,-,NULL,GBP,GBP,Y,-1051759.237,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-1051759.237,T1,NULL,NULL,QS,Cede 6107,Cede 6107|2623|770|2017|GBP,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/12/2018,Cede 6107|2623|770|2018|USD,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,770,2623,2018,-,NULL,USD,USD,Y,-104307.6432,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-104307.6432,T1,NULL,NULL,QS,Cede 6107,Cede 6107|2623|770|2018|USD,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/03/2019,Cede 6107|623|770|2019|EUR,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,770,623,2019,-,NULL,EUR,EUR,Y,-69357.459,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-69357.459,T1,NULL,NULL,QS,Cede 6107,Cede 6107|623|770|2019|EUR,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/03/2019,Cede 5623|3623|808|2019|CAD,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,808,3623,2019,-,NULL,CAD,CAD,Y,-2414810.053,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-2414810.053,T1,NULL,NULL,QS,Cede 5623,Cede 5623|3623|808|2019|CAD,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/03/2019,Cede 6107|2623|744|2019|CAD,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,744,2623,2019,-,NULL,CAD,CAD,Y,-292506.5164,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-292506.5164,T1,NULL,NULL,QS,Cede 6107,Cede 6107|2623|744|2019|CAD,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/03/2019,Cede 6107|623|TRI00012|2017|GBP,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,TRI00012,623,2017,-,NULL,GBP,GBP,Y,2608.8036,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,2608.8036,T1,NULL,NULL,QS,Cede 6107,Cede 6107|623|TRI00012|2017|GBP,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/03/2019,Cede 6107|2623|TRI00004|2017|EUR,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,TRI00004,2623,2017,-,NULL,EUR,EUR,Y,-671.184,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-671.184,T1,NULL,NULL,QS,Cede 6107,Cede 6107|2623|TRI00004|2017|EUR,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/03/2019,Cede 6107|623|TRI00004|2018|CAD,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,TRI00004,623,2018,-,NULL,CAD,CAD,Y,-618.8147,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-618.8147,T1,NULL,NULL,QS,Cede 6107,Cede 6107|623|TRI00004|2018|CAD,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/03/2019,Cede 6107|623|TRI00004|2018|GBP,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,TRI00004,623,2018,-,NULL,GBP,GBP,Y,-34475.3496,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-34475.3496,T1,NULL,NULL,QS,Cede 6107,Cede 6107|623|TRI00004|2018|GBP,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/03/2019,Cede 6107|2623|TRI00004|2018|EUR,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,TRI00004,2623,2018,-,NULL,EUR,EUR,Y,15928.8838,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,15928.8838,T1,NULL,NULL,QS,Cede 6107,Cede 6107|2623|TRI00004|2018|EUR,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/03/2019,Cede 6107|623|TRI00004|2017|EUR,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,TRI00004,623,2017,-,NULL,EUR,EUR,Y,-147.3331,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-147.3331,T1,NULL,NULL,QS,Cede 6107,Cede 6107|623|TRI00004|2017|EUR,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/03/2019,Cede 6107|623|TRI00012|2018|EUR,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,TRI00012,623,2018,-,NULL,EUR,EUR,Y,-4351.1985,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-4351.1985,T1,NULL,NULL,QS,Cede 6107,Cede 6107|623|TRI00012|2018|EUR,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/03/2019,Cede 6107|2623|TRI00004|2018|USD,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,TRI00004,2623,2018,-,NULL,USD,USD,Y,-205167.2989,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-205167.2989,T1,NULL,NULL,QS,Cede 6107,Cede 6107|2623|TRI00004|2018|USD,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/03/2019,Cede 6107|623|TRI00004|2017|USD,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,TRI00004,623,2017,-,NULL,USD,USD,Y,-7000.5628,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-7000.5628,T1,NULL,NULL,QS,Cede 6107,Cede 6107|623|TRI00004|2017|USD,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/03/2019,Cede 6107|2623|TRI00012|2018|GBP,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,TRI00012,2623,2018,-,NULL,GBP,GBP,Y,104375.0547,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,104375.0547,T1,NULL,NULL,QS,Cede 6107,Cede 6107|2623|TRI00012|2018|GBP,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/03/2019,Cede 6107|623|TRI00004|2018|USD,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,TRI00004,623,2018,-,NULL,USD,USD,Y,-45036.7242,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-45036.7242,T1,NULL,NULL,QS,Cede 6107,Cede 6107|623|TRI00004|2018|USD,NULL
F,P-UL-P-TTY,UltimatePremium_SPA,01/03/2019,Cede 6107|2623|TRI00012|2017|GBP,NOPOLICY,01/01/1980,01/01/1980,01/01/1980,01/01/1980,TRI00012,2623,2017,-,NULL,GBP,GBP,Y,11884.5495,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,11884.5495,T1,NULL,NULL,QS,Cede 6107,Cede 6107|2623|TRI00012|2017|GBP,NULL
