PK_Transaction,Scenario,Account,Dataset,DateOfFact,BusinessKey,PolicyNumber,InceptionDate,ExpiryDate,BindDate,DueDate,TrifocusCode,Entity,YOA,TypeOfBusiness,StatsCode,SettlementCCY,OriginalCCY,IsToDate,Value,RowHash,FK_Allocation,DeltaType,AuditSourceBatchID,AuditCreateDateTime,AuditGenerateDateTime,AuditUserCreate,AuditHost,Basis,Location,ValueOrig,BusinessProcessCode,FK_Batch,BoundDate,ExcelRowHash,RunNumber,BeazleyCatCode
,F,RP-ULT-G,RIPsEventAlloc,2018-12-01,Treaty|Cat|Mexico Earthquakes|Inwards|2016|USD|Syndicate 623|Mexico Earthquake II|2017|19/09/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,623,2016,-,,USD,USD,Y,45000,,,New,,,,,,E,-,45000,T1,,,Treaty|Cat|Mexico Earthquakes|Inwards|2016|USD|Syndicate 623|Mexico Earthquake II|2017|19/09/2017|TRI00004,0,17J         
,F,RP-ULT-G,RIPsEventAlloc,2018-12-01,Treaty|Cat|Mexico Earthquakes|Inwards|2016|USD|Syndicate 2623|Mexico Earthquake II|2017|19/09/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,2623,2016,-,,USD,USD,Y,205000,,,New,,,,,,E,-,205000,T1,,,Treaty|Cat|Mexico Earthquakes|Inwards|2016|USD|Syndicate 2623|Mexico Earthquake II|2017|19/09/2017|TRI00004,0,17J         
,F,RP-ULT-G,RIPsEventAlloc,2018-12-01,Treaty|Cat|Fort McMurray|Inwards|2016|USD|Syndicate 623|Fort McMurray Wildfire|2016|01/05/2016,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,623,2016,-,,USD,USD,Y,244800,,,New,,,,,,E,-,244800,T1,,,Treaty|Cat|Fort McMurray|Inwards|2016|USD|Syndicate 623|Fort McMurray Wildfire|2016|01/05/2016|TRI00004,0,16D         
,F,RP-ULT-G,RIPsEventAlloc,2018-12-01,Treaty|Cat|Fort McMurray|Inwards|2016|USD|Syndicate 2623|Fort McMurray Wildfire|2016|01/05/2016,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,2623,2016,-,,USD,USD,Y,1115200,,,New,,,,,,E,-,1115200,T1,,,Treaty|Cat|Fort McMurray|Inwards|2016|USD|Syndicate 2623|Fort McMurray Wildfire|2016|01/05/2016|TRI00004,0,16D         
,F,RP-ULT-G,RIPsEventAlloc,2018-12-01,Treaty|Cat|Hurricane Matthew|Inwards|2016|USD|Syndicate 623|Hurricane Matthew|2016|28/09/2016,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,623,2016,-,,USD,USD,Y,81000,,,New,,,,,,E,-,81000,T1,,,Treaty|Cat|Hurricane Matthew|Inwards|2016|USD|Syndicate 623|Hurricane Matthew|2016|28/09/2016|TRI00004,0,16L         
,F,RP-ULT-G,RIPsEventAlloc,2018-12-01,Treaty|Cat|Hurricane Matthew|Inwards|2016|USD|Syndicate 2623|Hurricane Matthew|2016|28/09/2016,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,2623,2016,-,,USD,USD,Y,369000,,,New,,,,,,E,-,369000,T1,,,Treaty|Cat|Hurricane Matthew|Inwards|2016|USD|Syndicate 2623|Hurricane Matthew|2016|28/09/2016|TRI00004,0,16L         
,F,RP-ULT-G,RIPsEventAlloc,2018-12-01,Treaty|Cat|Hurricane Harvey|Inwards|2017|USD|Syndicate 623|Hurricane Harvey|2017|17/08/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,623,2017,-,,USD,USD,Y,291600,,,New,,,,,,E,-,291600,T1,,,Treaty|Cat|Hurricane Harvey|Inwards|2017|USD|Syndicate 623|Hurricane Harvey|2017|17/08/2017|TRI00004,0,17F         
,F,RP-ULT-G,RIPsEventAlloc,2018-12-01,Treaty|Cat|Hurricane Harvey|Inwards|2017|USD|Syndicate 2623|Hurricane Harvey|2017|17/08/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,2623,2017,-,,USD,USD,Y,1328400,,,New,,,,,,E,-,1328400,T1,,,Treaty|Cat|Hurricane Harvey|Inwards|2017|USD|Syndicate 2623|Hurricane Harvey|2017|17/08/2017|TRI00004,0,17F         
,F,RP-ULT-G,RIPsEventAlloc,2018-12-01,Treaty|Cat|Hurricane Irma|Inwards|2017|USD|Syndicate 623|Hurricane Irma|2017|30/08/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,623,2017,-,,USD,USD,Y,2158200,,,New,,,,,,E,-,2158200,T1,,,Treaty|Cat|Hurricane Irma|Inwards|2017|USD|Syndicate 623|Hurricane Irma|2017|30/08/2017|TRI00004,0,17G         
,F,RP-ULT-G,RIPsEventAlloc,2018-12-01,Treaty|Cat|Hurricane Irma|Inwards|2017|USD|Syndicate 2623|Hurricane Irma|2017|30/08/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,2623,2017,-,,USD,USD,Y,9831800,,,New,,,,,,E,-,9831800,T1,,,Treaty|Cat|Hurricane Irma|Inwards|2017|USD|Syndicate 2623|Hurricane Irma|2017|30/08/2017|TRI00004,0,17G         
,F,RP-ULT-G,RIPsEventAlloc,2018-12-01,Treaty|Cat|Hurricane Maria|Inwards|2017|USD|Syndicate 623|Hurricane Maria|2017|16/09/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,623,2017,-,,USD,USD,Y,315900,,,New,,,,,,E,-,315900,T1,,,Treaty|Cat|Hurricane Maria|Inwards|2017|USD|Syndicate 623|Hurricane Maria|2017|16/09/2017|TRI00004,0,17H         
,F,RP-ULT-G,RIPsEventAlloc,2018-12-01,Treaty|Cat|Hurricane Maria|Inwards|2017|USD|Syndicate 2623|Hurricane Maria|2017|16/09/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,2623,2017,-,,USD,USD,Y,1439100,,,New,,,,,,E,-,1439100,T1,,,Treaty|Cat|Hurricane Maria|Inwards|2017|USD|Syndicate 2623|Hurricane Maria|2017|16/09/2017|TRI00004,0,17H         
,F,RP-ULT-G,RIPsEventAlloc,2018-12-01,Treaty|Cat|Mexico Earthquakes|Inwards|2017|USD|Syndicate 623|Mexico Earthquake II|2017|19/09/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,623,2017,-,,USD,USD,Y,90000,,,New,,,,,,E,-,90000,T1,,,Treaty|Cat|Mexico Earthquakes|Inwards|2017|USD|Syndicate 623|Mexico Earthquake II|2017|19/09/2017|TRI00004,0,17J         
,F,RP-ULT-G,RIPsEventAlloc,2018-12-01,Treaty|Cat|Mexico Earthquakes|Inwards|2017|USD|Syndicate 2623|Mexico Earthquake II|2017|19/09/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,2623,2017,-,,USD,USD,Y,410000,,,New,,,,,,E,-,410000,T1,,,Treaty|Cat|Mexico Earthquakes|Inwards|2017|USD|Syndicate 2623|Mexico Earthquake II|2017|19/09/2017|TRI00004,0,17J         
,F,RP-ULT-G,RIPsEventAlloc,2018-12-01,Treaty|Cat|California Wildfire|Inwards|2017|USD|Syndicate 623|California Wildfires|2017|20/04/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,623,2017,-,,USD,USD,Y,1085400,,,New,,,,,,E,-,1085400,T1,,,Treaty|Cat|California Wildfire|Inwards|2017|USD|Syndicate 623|California Wildfires|2017|20/04/2017|TRI00004,0,17L         
,F,RP-ULT-G,RIPsEventAlloc,2018-12-01,Treaty|Cat|California Wildfire|Inwards|2017|USD|Syndicate 2623|California Wildfires|2017|20/04/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,2623,2017,-,,USD,USD,Y,4944600,,,New,,,,,,E,-,4944600,T1,,,Treaty|Cat|California Wildfire|Inwards|2017|USD|Syndicate 2623|California Wildfires|2017|20/04/2017|TRI00004,0,17L         
,F,RP-ULT-G,RIPsEventAlloc,2018-12-01,Treaty|Cat|Hurricane Florence|Inwards|2018|USD|Syndicate 623|Hurricane Florence|2018|31/08/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,623,2018,-,,USD,USD,Y,384300,,,New,,,,,,E,-,384300,T1,,,Treaty|Cat|Hurricane Florence|Inwards|2018|USD|Syndicate 623|Hurricane Florence|2018|31/08/2018|TRI00004,0,18F         
,F,RP-ULT-G,RIPsEventAlloc,2018-12-01,Treaty|Cat|Hurricane Florence|Inwards|2018|USD|Syndicate 2623|Hurricane Florence|2018|31/08/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,2623,2018,-,,USD,USD,Y,1750700,,,New,,,,,,E,-,1750700,T1,,,Treaty|Cat|Hurricane Florence|Inwards|2018|USD|Syndicate 2623|Hurricane Florence|2018|31/08/2018|TRI00004,0,18F         
,F,RP-ULT-G,RIPsEventAlloc,2018-12-01,Treaty|Cat|Typhoon Jebi|Inwards|2018|USD|Syndicate 623|Typhoon Jebi|2018|26/08/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,623,2018,-,,USD,USD,Y,495000,,,New,,,,,,E,-,495000,T1,,,Treaty|Cat|Typhoon Jebi|Inwards|2018|USD|Syndicate 623|Typhoon Jebi|2018|26/08/2018|TRI00004,0,18G         
,F,RP-ULT-G,RIPsEventAlloc,2018-12-01,Treaty|Cat|Typhoon Jebi|Inwards|2018|USD|Syndicate 2623|Typhoon Jebi|2018|26/08/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,2623,2018,-,,USD,USD,Y,2255000,,,New,,,,,,E,-,2255000,T1,,,Treaty|Cat|Typhoon Jebi|Inwards|2018|USD|Syndicate 2623|Typhoon Jebi|2018|26/08/2018|TRI00004,0,18G         
,F,RP-ULT-G,RIPsEventAlloc,2018-12-01,Treaty|Cat|Hurricane Michael|Inwards|2018|USD|Syndicate 623|Hurricane Michael|2018|07/10/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,623,2018,-,,USD,USD,Y,1278000,,,New,,,,,,E,-,1278000,T1,,,Treaty|Cat|Hurricane Michael|Inwards|2018|USD|Syndicate 623|Hurricane Michael|2018|07/10/2018|TRI00004,0,18J         
,F,RP-ULT-G,RIPsEventAlloc,2018-12-01,Treaty|Cat|Hurricane Michael|Inwards|2018|USD|Syndicate 2623|Hurricane Michael|2018|07/10/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,2623,2018,-,,USD,USD,Y,5822000,,,New,,,,,,E,-,5822000,T1,,,Treaty|Cat|Hurricane Michael|Inwards|2018|USD|Syndicate 2623|Hurricane Michael|2018|07/10/2018|TRI00004,0,18J         
,F,RP-ULT-G,RIPsEventAlloc,2018-12-01,Treaty|Cat|Camp Wildfire|Inwards|2018|USD|Syndicate 623|CAMP WILDFIRE|2018|08/11/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,623,2018,-,,USD,USD,Y,1390500,,,New,,,,,,E,-,1390500,T1,,,Treaty|Cat|Camp Wildfire|Inwards|2018|USD|Syndicate 623|CAMP WILDFIRE|2018|08/11/2018|TRI00004,0,18K         
,F,RP-ULT-G,RIPsEventAlloc,2018-12-01,Treaty|Cat|Camp Wildfire|Inwards|2018|USD|Syndicate 2623|CAMP WILDFIRE|2018|08/11/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,2623,2018,-,,USD,USD,Y,6334500,,,New,,,,,,E,-,6334500,T1,,,Treaty|Cat|Camp Wildfire|Inwards|2018|USD|Syndicate 2623|CAMP WILDFIRE|2018|08/11/2018|TRI00004,0,18K         
,F,RP-ULT-G,RIPsEventAlloc,2018-12-01,Treaty|Ex Cat|Fort McMurray|Inwards|2016|USD|Syndicate 623|Fort McMurray Wildfire|2016|01/05/2016,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00012,623,2016,-,,USD,USD,Y,12600,,,New,,,,,,E,-,12600,T1,,,Treaty|Ex Cat|Fort McMurray|Inwards|2016|USD|Syndicate 623|Fort McMurray Wildfire|2016|01/05/2016|TRI00012,0,16D         
,F,RP-ULT-G,RIPsEventAlloc,2018-12-01,Treaty|Ex Cat|Fort McMurray|Inwards|2016|USD|Syndicate 2623|Fort McMurray Wildfire|2016|01/05/2016,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00012,2623,2016,-,,USD,USD,Y,57400,,,New,,,,,,E,-,57400,T1,,,Treaty|Ex Cat|Fort McMurray|Inwards|2016|USD|Syndicate 2623|Fort McMurray Wildfire|2016|01/05/2016|TRI00012,0,16D         
,F,RP-ULT-G,RIPsEventAlloc,2018-12-01,Treaty|Ex Cat|Hurricane Harvey|Inwards|2017|USD|Syndicate 623|Hurricane Harvey|2017|17/08/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00012,623,2017,-,,USD,USD,Y,90000,,,New,,,,,,E,-,90000,T1,,,Treaty|Ex Cat|Hurricane Harvey|Inwards|2017|USD|Syndicate 623|Hurricane Harvey|2017|17/08/2017|TRI00012,0,17F         
,F,RP-ULT-G,RIPsEventAlloc,2018-12-01,Treaty|Ex Cat|Hurricane Harvey|Inwards|2017|USD|Syndicate 2623|Hurricane Harvey|2017|17/08/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00012,2623,2017,-,,USD,USD,Y,410000,,,New,,,,,,E,-,410000,T1,,,Treaty|Ex Cat|Hurricane Harvey|Inwards|2017|USD|Syndicate 2623|Hurricane Harvey|2017|17/08/2017|TRI00012,0,17F         
,F,RP-ULT-G,RIPsEventAlloc,2018-12-01,Treaty|Ex Cat|Hurricane Irma|Inwards|2017|USD|Syndicate 623|Hurricane Irma|2017|30/08/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00012,623,2017,-,,USD,USD,Y,165600,,,New,,,,,,E,-,165600,T1,,,Treaty|Ex Cat|Hurricane Irma|Inwards|2017|USD|Syndicate 623|Hurricane Irma|2017|30/08/2017|TRI00012,0,17G         
,F,RP-ULT-G,RIPsEventAlloc,2018-12-01,Treaty|Ex Cat|Hurricane Irma|Inwards|2017|USD|Syndicate 2623|Hurricane Irma|2017|30/08/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00012,2623,2017,-,,USD,USD,Y,754400,,,New,,,,,,E,-,754400,T1,,,Treaty|Ex Cat|Hurricane Irma|Inwards|2017|USD|Syndicate 2623|Hurricane Irma|2017|30/08/2017|TRI00012,0,17G         
,F,RP-ULT-G,RIPsEventAlloc,2018-12-01,Treaty|Ex Cat|Hurricane Maria|Inwards|2017|USD|Syndicate 623|Hurricane Maria|2017|16/09/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00012,623,2017,-,,USD,USD,Y,14400,,,New,,,,,,E,-,14400,T1,,,Treaty|Ex Cat|Hurricane Maria|Inwards|2017|USD|Syndicate 623|Hurricane Maria|2017|16/09/2017|TRI00012,0,17H         
,F,RP-ULT-G,RIPsEventAlloc,2018-12-01,Treaty|Ex Cat|Hurricane Maria|Inwards|2017|USD|Syndicate 2623|Hurricane Maria|2017|16/09/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00012,2623,2017,-,,USD,USD,Y,65600,,,New,,,,,,E,-,65600,T1,,,Treaty|Ex Cat|Hurricane Maria|Inwards|2017|USD|Syndicate 2623|Hurricane Maria|2017|16/09/2017|TRI00012,0,17H         
,F,RP-ULT-G,RIPsEventAlloc,2018-12-01,Treaty|Ex Cat|California Wildfire|Inwards|2017|USD|Syndicate 623|California Wildfires|2017|20/04/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00012,623,2017,-,,USD,USD,Y,44100,,,New,,,,,,E,-,44100,T1,,,Treaty|Ex Cat|California Wildfire|Inwards|2017|USD|Syndicate 623|California Wildfires|2017|20/04/2017|TRI00012,0,17L         
,F,RP-ULT-G,RIPsEventAlloc,2018-12-01,Treaty|Ex Cat|California Wildfire|Inwards|2017|USD|Syndicate 2623|California Wildfires|2017|20/04/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00012,2623,2017,-,,USD,USD,Y,200900,,,New,,,,,,E,-,200900,T1,,,Treaty|Ex Cat|California Wildfire|Inwards|2017|USD|Syndicate 2623|California Wildfires|2017|20/04/2017|TRI00012,0,17L         
,F,RP-ULT-G,RIPsEventAlloc,2018-12-01,Treaty|Ex Cat|Hurricane Florence|Inwards|2018|USD|Syndicate 623|Hurricane Florence|2018|31/08/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00012,623,2018,-,,USD,USD,Y,18000,,,New,,,,,,E,-,18000,T1,,,Treaty|Ex Cat|Hurricane Florence|Inwards|2018|USD|Syndicate 623|Hurricane Florence|2018|31/08/2018|TRI00012,0,18F         
,F,RP-ULT-G,RIPsEventAlloc,2018-12-01,Treaty|Ex Cat|Hurricane Florence|Inwards|2018|USD|Syndicate 2623|Hurricane Florence|2018|31/08/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00012,2623,2018,-,,USD,USD,Y,82000,,,New,,,,,,E,-,82000,T1,,,Treaty|Ex Cat|Hurricane Florence|Inwards|2018|USD|Syndicate 2623|Hurricane Florence|2018|31/08/2018|TRI00012,0,18F         
,F,RP-ULT-G,RIPsEventAlloc,2018-12-01,Treaty|Ex Cat|Camp Wildfire|Inwards|2018|USD|Syndicate 623|CAMP WILDFIRE|2018|08/11/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00012,623,2018,-,,USD,USD,Y,90000,,,New,,,,,,E,-,90000,T1,,,Treaty|Ex Cat|Camp Wildfire|Inwards|2018|USD|Syndicate 623|CAMP WILDFIRE|2018|08/11/2018|TRI00012,0,18K         
,F,RP-ULT-G,RIPsEventAlloc,2018-12-01,Treaty|Ex Cat|Camp Wildfire|Inwards|2018|USD|Syndicate 2623|CAMP WILDFIRE|2018|08/11/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00012,2623,2018,-,,USD,USD,Y,410000,,,New,,,,,,E,-,410000,T1,,,Treaty|Ex Cat|Camp Wildfire|Inwards|2018|USD|Syndicate 2623|CAMP WILDFIRE|2018|08/11/2018|TRI00012,0,18K         
,F,RP-ULT-G,RIPsEventAlloc,2018-12-01,Treaty|Cat 6107|Mexico Earthquakes|Inwards|2016|USD|Syndicate 6107|Mexico Earthquake II|2017|19/09/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,6107,2016,-,,USD,USD,Y,54630,,,New,,,,,,E,-,54630,T1,,,Treaty|Cat 6107|Mexico Earthquakes|Inwards|2016|USD|Syndicate 6107|Mexico Earthquake II|2017|19/09/2017|TRI00004,0,17J         
,F,RP-ULT-G,RIPsEventAlloc,2018-12-01,Treaty|Cat 6107|Fort McMurray|Inwards|2016|USD|Syndicate 6107|Fort McMurray Wildfire|2016|01/05/2016,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,6107,2016,-,,USD,USD,Y,297187.2,,,New,,,,,,E,-,297187.2,T1,,,Treaty|Cat 6107|Fort McMurray|Inwards|2016|USD|Syndicate 6107|Fort McMurray Wildfire|2016|01/05/2016|TRI00004,0,16D         
,F,RP-ULT-G,RIPsEventAlloc,2018-12-01,Treaty|Cat 6107|Hurricane Matthew|Inwards|2016|USD|Syndicate 6107|Hurricane Matthew|2016|28/09/2016,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,6107,2016,-,,USD,USD,Y,98334,,,New,,,,,,E,-,98334,T1,,,Treaty|Cat 6107|Hurricane Matthew|Inwards|2016|USD|Syndicate 6107|Hurricane Matthew|2016|28/09/2016|TRI00004,0,16L         
,F,RP-ULT-G,RIPsEventAlloc,2018-12-01,Treaty|Cat 6107|Hurricane Harvey|Inwards|2017|USD|Syndicate 6107|Hurricane Harvey|2017|17/08/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,6107,2017,-,,USD,USD,Y,354002.4,,,New,,,,,,E,-,354002.4,T1,,,Treaty|Cat 6107|Hurricane Harvey|Inwards|2017|USD|Syndicate 6107|Hurricane Harvey|2017|17/08/2017|TRI00004,0,17F         
,F,RP-ULT-G,RIPsEventAlloc,2018-12-01,Treaty|Cat 6107|Hurricane Irma|Inwards|2017|USD|Syndicate 6107|Hurricane Irma|2017|30/08/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,6107,2017,-,,USD,USD,Y,2620054.8,,,New,,,,,,E,-,2620054.8,T1,,,Treaty|Cat 6107|Hurricane Irma|Inwards|2017|USD|Syndicate 6107|Hurricane Irma|2017|30/08/2017|TRI00004,0,17G         
,F,RP-ULT-G,RIPsEventAlloc,2018-12-01,Treaty|Cat 6107|Hurricane Maria|Inwards|2017|USD|Syndicate 6107|Hurricane Maria|2017|16/09/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,6107,2017,-,,USD,USD,Y,383502.6,,,New,,,,,,E,-,383502.6,T1,,,Treaty|Cat 6107|Hurricane Maria|Inwards|2017|USD|Syndicate 6107|Hurricane Maria|2017|16/09/2017|TRI00004,0,17H         
,F,RP-ULT-G,RIPsEventAlloc,2018-12-01,Treaty|Cat 6107|Mexico Earthquakes|Inwards|2017|USD|Syndicate 6107|Mexico Earthquake II|2017|19/09/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,6107,2017,-,,USD,USD,Y,109260,,,New,,,,,,E,-,109260,T1,,,Treaty|Cat 6107|Mexico Earthquakes|Inwards|2017|USD|Syndicate 6107|Mexico Earthquake II|2017|19/09/2017|TRI00004,0,17J         
,F,RP-ULT-G,RIPsEventAlloc,2018-12-01,Treaty|Cat 6107|California Wildfire|Inwards|2017|USD|Syndicate 6107|California Wildfires|2017|20/04/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,6107,2017,-,,USD,USD,Y,1317675.6,,,New,,,,,,E,-,1317675.6,T1,,,Treaty|Cat 6107|California Wildfire|Inwards|2017|USD|Syndicate 6107|California Wildfires|2017|20/04/2017|TRI00004,0,17L         
,F,RP-ULT-G,RIPsEventAlloc,2018-12-01,Treaty|Cat 6107|Hurricane Florence|Inwards|2018|USD|Syndicate 6107|Hurricane Florence|2018|31/08/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,6107,2018,-,,USD,USD,Y,466540.2,,,New,,,,,,E,-,466540.2,T1,,,Treaty|Cat 6107|Hurricane Florence|Inwards|2018|USD|Syndicate 6107|Hurricane Florence|2018|31/08/2018|TRI00004,0,18F         
,F,RP-ULT-G,RIPsEventAlloc,2018-12-01,Treaty|Cat 6107|Typhoon Jebi|Inwards|2018|USD|Syndicate 6107|Typhoon Jebi|2018|26/08/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,6107,2018,-,,USD,USD,Y,600930,,,New,,,,,,E,-,600930,T1,,,Treaty|Cat 6107|Typhoon Jebi|Inwards|2018|USD|Syndicate 6107|Typhoon Jebi|2018|26/08/2018|TRI00004,0,18G         
,F,RP-ULT-G,RIPsEventAlloc,2018-12-01,Treaty|Cat 6107|Hurricane Michael|Inwards|2018|USD|Syndicate 6107|Hurricane Michael|2018|07/10/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,6107,2018,-,,USD,USD,Y,1551492,,,New,,,,,,E,-,1551492,T1,,,Treaty|Cat 6107|Hurricane Michael|Inwards|2018|USD|Syndicate 6107|Hurricane Michael|2018|07/10/2018|TRI00004,0,18J         
,F,RP-ULT-G,RIPsEventAlloc,2018-12-01,Treaty|Cat 6107|Camp Wildfire|Inwards|2018|USD|Syndicate 6107|CAMP WILDFIRE|2018|08/11/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,6107,2018,-,,USD,USD,Y,1688067,,,New,,,,,,E,-,1688067,T1,,,Treaty|Cat 6107|Camp Wildfire|Inwards|2018|USD|Syndicate 6107|CAMP WILDFIRE|2018|08/11/2018|TRI00004,0,18K         
,F,RP-ULT-G,RIPsEventAlloc,2018-12-01,Treaty|Ex Cat 6107|Fort McMurray|Inwards|2016|USD|Syndicate 6107|Fort McMurray Wildfire|2016|01/05/2016,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00012,6107,2016,-,,USD,USD,Y,15296.4,,,New,,,,,,E,-,15296.4,T1,,,Treaty|Ex Cat 6107|Fort McMurray|Inwards|2016|USD|Syndicate 6107|Fort McMurray Wildfire|2016|01/05/2016|TRI00012,0,16D         
,F,RP-ULT-G,RIPsEventAlloc,2018-12-01,Treaty|Ex Cat 6107|Hurricane Harvey|Inwards|2017|USD|Syndicate 6107|Hurricane Harvey|2017|17/08/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00012,6107,2017,-,,USD,USD,Y,109260,,,New,,,,,,E,-,109260,T1,,,Treaty|Ex Cat 6107|Hurricane Harvey|Inwards|2017|USD|Syndicate 6107|Hurricane Harvey|2017|17/08/2017|TRI00012,0,17F         
,F,RP-ULT-G,RIPsEventAlloc,2018-12-01,Treaty|Ex Cat 6107|Hurricane Irma|Inwards|2017|USD|Syndicate 6107|Hurricane Irma|2017|30/08/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00012,6107,2017,-,,USD,USD,Y,201038.4,,,New,,,,,,E,-,201038.4,T1,,,Treaty|Ex Cat 6107|Hurricane Irma|Inwards|2017|USD|Syndicate 6107|Hurricane Irma|2017|30/08/2017|TRI00012,0,17G         
,F,RP-ULT-G,RIPsEventAlloc,2018-12-01,Treaty|Ex Cat 6107|Hurricane Maria|Inwards|2017|USD|Syndicate 6107|Hurricane Maria|2017|16/09/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00012,6107,2017,-,,USD,USD,Y,17481.6,,,New,,,,,,E,-,17481.6,T1,,,Treaty|Ex Cat 6107|Hurricane Maria|Inwards|2017|USD|Syndicate 6107|Hurricane Maria|2017|16/09/2017|TRI00012,0,17H         
,F,RP-ULT-G,RIPsEventAlloc,2018-12-01,Treaty|Ex Cat 6107|California Wildfire|Inwards|2017|USD|Syndicate 6107|California Wildfires|2017|20/04/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00012,6107,2017,-,,USD,USD,Y,53537.4,,,New,,,,,,E,-,53537.4,T1,,,Treaty|Ex Cat 6107|California Wildfire|Inwards|2017|USD|Syndicate 6107|California Wildfires|2017|20/04/2017|TRI00012,0,17L         
