PK_Transaction,Scenario,Account,Dataset,DateOfFact,BusinessKey,PolicyNumber,InceptionDate,ExpiryDate,BindDate,DueDate,TrifocusCode,Entity,YOA,TypeOfBusiness,StatsCode,SettlementCCY,OriginalCCY,IsToDate,Value,RowHash,FK_Allocation,DeltaType,AuditSourceBatchID,AuditCreateDateTime,AuditGenerateDateTime,AuditUserCreate,AuditHost,Basis,Location,ValueOrig,BusinessProcessCode,FK_Batch,BoundDate,ExcelRowHash,RunNumber,BeazleyCatCode
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Cat|Hurricane Maria|Inwards|2017|USD|Syndicate 623|Hurricane Maria|2017|16/09/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,623,2017,-,,USD,USD,Y,-12941.28,,,Adjustment,,,,,,E,-,-12941.28,T1,,,Treaty|Cat|Hurricane Maria|Inwards|2017|USD|Syndicate 623|Hurricane Maria|2017|16/09/2017|TRI00004,8,17H         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Cat|Hurricane Maria|Inwards|2017|USD|Syndicate 2623|Hurricane Maria|2017|16/09/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,2623,2017,-,,USD,USD,Y,-58954.72,,,Adjustment,,,,,,E,-,-58954.72,T1,,,Treaty|Cat|Hurricane Maria|Inwards|2017|USD|Syndicate 2623|Hurricane Maria|2017|16/09/2017|TRI00004,8,17H         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Cat|Mexican EQ II|Inwards|2017|USD|Syndicate 623|Mexico Earthquake II|2017|19/09/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,623,2017,-,,USD,USD,Y,1290.78,,,Adjustment,,,,,,E,-,1290.78,T1,,,Treaty|Cat|Mexican EQ II|Inwards|2017|USD|Syndicate 623|Mexico Earthquake II|2017|19/09/2017|TRI00004,8,17J         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Cat|Mexican EQ II|Inwards|2017|USD|Syndicate 2623|Mexico Earthquake II|2017|19/09/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,2623,2017,-,,USD,USD,Y,5880.22,,,Adjustment,,,,,,E,-,5880.22,T1,,,Treaty|Cat|Mexican EQ II|Inwards|2017|USD|Syndicate 2623|Mexico Earthquake II|2017|19/09/2017|TRI00004,8,17J         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Cat|CA Wildfires (North)|Inwards|2017|USD|Syndicate 623|California Wildfires|2017|20/04/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,623,2017,-,,USD,USD,Y,1453.86,,,Adjustment,,,,,,E,-,1453.86,T1,,,Treaty|Cat|CA Wildfires (North)|Inwards|2017|USD|Syndicate 623|California Wildfires|2017|20/04/2017|TRI00004,8,17L         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Cat|CA Wildfires (North)|Inwards|2017|USD|Syndicate 2623|California Wildfires|2017|20/04/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,2623,2017,-,,USD,USD,Y,6623.14,,,Adjustment,,,,,,E,-,6623.14,T1,,,Treaty|Cat|CA Wildfires (North)|Inwards|2017|USD|Syndicate 2623|California Wildfires|2017|20/04/2017|TRI00004,8,17L         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Cat|Hurricane Florence|Inwards|2018|USD|Syndicate 623|Hurricane Florence|2018|31/08/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,623,2018,-,,USD,USD,Y,1558.08,,,Adjustment,,,,,,E,-,1558.08,T1,,,Treaty|Cat|Hurricane Florence|Inwards|2018|USD|Syndicate 623|Hurricane Florence|2018|31/08/2018|TRI00004,8,18F         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Cat|Hurricane Florence|Inwards|2018|USD|Syndicate 2623|Hurricane Florence|2018|31/08/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,2623,2018,-,,USD,USD,Y,7097.92,,,Adjustment,,,,,,E,-,7097.92,T1,,,Treaty|Cat|Hurricane Florence|Inwards|2018|USD|Syndicate 2623|Hurricane Florence|2018|31/08/2018|TRI00004,8,18F         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Cat|Typhoon Jebi|Inwards|2018|USD|Syndicate 623|Typhoon Jebi|2018|26/08/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,623,2018,-,,USD,USD,Y,4969.62,,,Adjustment,,,,,,E,-,4969.62,T1,,,Treaty|Cat|Typhoon Jebi|Inwards|2018|USD|Syndicate 623|Typhoon Jebi|2018|26/08/2018|TRI00004,8,18G         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Cat|Typhoon Jebi|Inwards|2018|USD|Syndicate 2623|Typhoon Jebi|2018|26/08/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,2623,2018,-,,USD,USD,Y,22639.38,,,Adjustment,,,,,,E,-,22639.38,T1,,,Treaty|Cat|Typhoon Jebi|Inwards|2018|USD|Syndicate 2623|Typhoon Jebi|2018|26/08/2018|TRI00004,8,18G         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Cat|Hurricane Michael|Inwards|2018|USD|Syndicate 623|Hurricane Michael|2018|07/10/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,623,2018,-,,USD,USD,Y,-22179.96,,,Adjustment,,,,,,E,-,-22179.96,T1,,,Treaty|Cat|Hurricane Michael|Inwards|2018|USD|Syndicate 623|Hurricane Michael|2018|07/10/2018|TRI00004,8,18J         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Cat|Hurricane Michael|Inwards|2018|USD|Syndicate 2623|Hurricane Michael|2018|07/10/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,2623,2018,-,,USD,USD,Y,-101042.04,,,Adjustment,,,,,,E,-,-101042.04,T1,,,Treaty|Cat|Hurricane Michael|Inwards|2018|USD|Syndicate 2623|Hurricane Michael|2018|07/10/2018|TRI00004,8,18J         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Cat|Camp Wildfire|Inwards|2018|USD|Syndicate 623|CAMP WILDFIRE|2018|08/11/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,623,2018,-,,USD,USD,Y,-1739.16,,,Adjustment,,,,,,E,-,-1739.16,T1,,,Treaty|Cat|Camp Wildfire|Inwards|2018|USD|Syndicate 623|CAMP WILDFIRE|2018|08/11/2018|TRI00004,8,18K         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Cat|Camp Wildfire|Inwards|2018|USD|Syndicate 2623|CAMP WILDFIRE|2018|08/11/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,2623,2018,-,,USD,USD,Y,-7922.84,,,Adjustment,,,,,,E,-,-7922.84,T1,,,Treaty|Cat|Camp Wildfire|Inwards|2018|USD|Syndicate 2623|CAMP WILDFIRE|2018|08/11/2018|TRI00004,8,18K         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Cat|Storm Dorian|Inwards|2019|USD|Syndicate 623|Storm Dorian|2019|01/09/2019,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,623,2019,-,,USD,USD,Y,8869.32,,,Adjustment,,,,,,E,-,8869.32,T1,,,Treaty|Cat|Storm Dorian|Inwards|2019|USD|Syndicate 623|Storm Dorian|2019|01/09/2019|TRI00004,8,19D         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Cat|Storm Dorian|Inwards|2019|USD|Syndicate 2623|Storm Dorian|2019|01/09/2019,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,2623,2019,-,,USD,USD,Y,40404.68,,,Adjustment,,,,,,E,-,40404.68,T1,,,Treaty|Cat|Storm Dorian|Inwards|2019|USD|Syndicate 2623|Storm Dorian|2019|01/09/2019|TRI00004,8,19D         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Cat|Typhoon Faxai|Inwards|2019|USD|Syndicate 623|Typhoon Faxai|2019|29/08/2019,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,623,2019,-,,USD,USD,Y,513.72,,,Adjustment,,,,,,E,-,513.72,T1,,,Treaty|Cat|Typhoon Faxai|Inwards|2019|USD|Syndicate 623|Typhoon Faxai|2019|29/08/2019|TRI00004,8,19023
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Cat|Typhoon Faxai|Inwards|2019|USD|Syndicate 2623|Typhoon Faxai|2019|29/08/2019,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,2623,2019,-,,USD,USD,Y,2340.28,,,Adjustment,,,,,,E,-,2340.28,T1,,,Treaty|Cat|Typhoon Faxai|Inwards|2019|USD|Syndicate 2623|Typhoon Faxai|2019|29/08/2019|TRI00004,8,19023
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Cat|Typhoon Hagibis|Inwards|2019|USD|Syndicate 623|Typhoon Hagibis|2019|04/10/2019,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,623,2019,-,,USD,USD,Y,-7536.96,,,Adjustment,,,,,,E,-,-7536.96,T1,,,Treaty|Cat|Typhoon Hagibis|Inwards|2019|USD|Syndicate 623|Typhoon Hagibis|2019|04/10/2019|TRI00004,8,19F         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Cat|Typhoon Hagibis|Inwards|2019|USD|Syndicate 2623|Typhoon Hagibis|2019|04/10/2019,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,2623,2019,-,,USD,USD,Y,-34335.04,,,Adjustment,,,,,,E,-,-34335.04,T1,,,Treaty|Cat|Typhoon Hagibis|Inwards|2019|USD|Syndicate 2623|Typhoon Hagibis|2019|04/10/2019|TRI00004,8,19F         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Ex Cat|Hurricane Laura|Inwards|2020|USD|Syndicate 623|Hurricane Laura|2020|20/08/2020,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00012,623,2020,-,,USD,USD,Y,28245.06,,,Adjustment,,,,,,E,-,28245.06,T1,,,Treaty|Ex Cat|Hurricane Laura|Inwards|2020|USD|Syndicate 623|Hurricane Laura|2020|20/08/2020|TRI00012,8,20M         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Ex Cat|Hurricane Laura|Inwards|2020|USD|Syndicate 2623|Hurricane Laura|2020|20/08/2020,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00012,2623,2020,-,,USD,USD,Y,128671.94,,,Adjustment,,,,,,E,-,128671.94,T1,,,Treaty|Ex Cat|Hurricane Laura|Inwards|2020|USD|Syndicate 2623|Hurricane Laura|2020|20/08/2020|TRI00012,8,20M         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Ex Cat|Covid-19|Inwards|2020|USD|Syndicate 623|Coronavirus|2020|11/03/2020,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00012,623,2020,-,,USD,USD,Y,3867.3,,,Adjustment,,,,,,E,-,3867.3,T1,,,Treaty|Ex Cat|Covid-19|Inwards|2020|USD|Syndicate 623|Coronavirus|2020|11/03/2020|TRI00012,8,CORO        
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Ex Cat|Covid-19|Inwards|2020|USD|Syndicate 2623|Coronavirus|2020|11/03/2020,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00012,2623,2020,-,,USD,USD,Y,17617.7,,,Adjustment,,,,,,E,-,17617.7,T1,,,Treaty|Ex Cat|Covid-19|Inwards|2020|USD|Syndicate 2623|Coronavirus|2020|11/03/2020|TRI00012,8,CORO        
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Ex Cat|Hurricane Harvey|Inwards|2017|USD|Syndicate 623|Hurricane Harvey|2017|17/08/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00012,623,2017,-,,USD,USD,Y,17.46,,,Adjustment,,,,,,E,-,17.46,T1,,,Treaty|Ex Cat|Hurricane Harvey|Inwards|2017|USD|Syndicate 623|Hurricane Harvey|2017|17/08/2017|TRI00012,8,17F         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Ex Cat|Hurricane Harvey|Inwards|2017|USD|Syndicate 2623|Hurricane Harvey|2017|17/08/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00012,2623,2017,-,,USD,USD,Y,79.54,,,Adjustment,,,,,,E,-,79.54,T1,,,Treaty|Ex Cat|Hurricane Harvey|Inwards|2017|USD|Syndicate 2623|Hurricane Harvey|2017|17/08/2017|TRI00012,8,17F         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Ex Cat|Hurricane Irma|Inwards|2017|USD|Syndicate 623|Hurricane Irma|2017|30/08/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00012,623,2017,-,,USD,USD,Y,41802.48,,,Adjustment,,,,,,E,-,41802.48,T1,,,Treaty|Ex Cat|Hurricane Irma|Inwards|2017|USD|Syndicate 623|Hurricane Irma|2017|30/08/2017|TRI00012,8,17G         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Ex Cat|Hurricane Irma|Inwards|2017|USD|Syndicate 2623|Hurricane Irma|2017|30/08/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00012,2623,2017,-,,USD,USD,Y,190433.52,,,Adjustment,,,,,,E,-,190433.52,T1,,,Treaty|Ex Cat|Hurricane Irma|Inwards|2017|USD|Syndicate 2623|Hurricane Irma|2017|30/08/2017|TRI00012,8,17G         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Ex Cat|Hurricane Maria|Inwards|2017|USD|Syndicate 623|Hurricane Maria|2017|16/09/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00012,623,2017,-,,USD,USD,Y,-774.54,,,Adjustment,,,,,,E,-,-774.54,T1,,,Treaty|Ex Cat|Hurricane Maria|Inwards|2017|USD|Syndicate 623|Hurricane Maria|2017|16/09/2017|TRI00012,8,17H         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Ex Cat|Hurricane Maria|Inwards|2017|USD|Syndicate 2623|Hurricane Maria|2017|16/09/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00012,2623,2017,-,,USD,USD,Y,-3528.46,,,Adjustment,,,,,,E,-,-3528.46,T1,,,Treaty|Ex Cat|Hurricane Maria|Inwards|2017|USD|Syndicate 2623|Hurricane Maria|2017|16/09/2017|TRI00012,8,17H         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Ex Cat|CA Wildfires (North)|Inwards|2017|USD|Syndicate 623|California Wildfires|2017|20/04/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00012,623,2017,-,,USD,USD,Y,38.88,,,Adjustment,,,,,,E,-,38.88,T1,,,Treaty|Ex Cat|CA Wildfires (North)|Inwards|2017|USD|Syndicate 623|California Wildfires|2017|20/04/2017|TRI00012,8,17L         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Ex Cat|CA Wildfires (North)|Inwards|2017|USD|Syndicate 2623|California Wildfires|2017|20/04/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00012,2623,2017,-,,USD,USD,Y,177.12,,,Adjustment,,,,,,E,-,177.12,T1,,,Treaty|Ex Cat|CA Wildfires (North)|Inwards|2017|USD|Syndicate 2623|California Wildfires|2017|20/04/2017|TRI00012,8,17L         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Ex Cat|Hurricane Michael|Inwards|2018|USD|Syndicate 623|Hurricane Michael|2018|07/10/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00012,623,2018,-,,USD,USD,Y,1825.02,,,Adjustment,,,,,,E,-,1825.02,T1,,,Treaty|Ex Cat|Hurricane Michael|Inwards|2018|USD|Syndicate 623|Hurricane Michael|2018|07/10/2018|TRI00012,8,18J         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Ex Cat|Hurricane Michael|Inwards|2018|USD|Syndicate 2623|Hurricane Michael|2018|07/10/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00012,2623,2018,-,,USD,USD,Y,8313.98,,,Adjustment,,,,,,E,-,8313.98,T1,,,Treaty|Ex Cat|Hurricane Michael|Inwards|2018|USD|Syndicate 2623|Hurricane Michael|2018|07/10/2018|TRI00012,8,18J         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Ex Cat|Camp Wildfire|Inwards|2018|USD|Syndicate 623|CAMP WILDFIRE|2018|08/11/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00012,623,2018,-,,USD,USD,Y,14.4,,,Adjustment,,,,,,E,-,14.4,T1,,,Treaty|Ex Cat|Camp Wildfire|Inwards|2018|USD|Syndicate 623|CAMP WILDFIRE|2018|08/11/2018|TRI00012,8,18K         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Ex Cat|Camp Wildfire|Inwards|2018|USD|Syndicate 2623|CAMP WILDFIRE|2018|08/11/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00012,2623,2018,-,,USD,USD,Y,65.6,,,Adjustment,,,,,,E,-,65.6,T1,,,Treaty|Ex Cat|Camp Wildfire|Inwards|2018|USD|Syndicate 2623|CAMP WILDFIRE|2018|08/11/2018|TRI00012,8,18K         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Treaty Misc|Typhoon Faxai|Inwards|2019|USD|Syndicate 623|Typhoon Faxai|2019|29/08/2019,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00033,623,2019,-,,USD,USD,Y,-92.52,,,Adjustment,,,,,,E,-,-92.52,T1,,,Treaty|Treaty Misc|Typhoon Faxai|Inwards|2019|USD|Syndicate 623|Typhoon Faxai|2019|29/08/2019|TRI00033,8,19023
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Treaty Misc|Typhoon Faxai|Inwards|2019|USD|Syndicate 2623|Typhoon Faxai|2019|29/08/2019,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00033,2623,2019,-,,USD,USD,Y,-421.48,,,Adjustment,,,,,,E,-,-421.48,T1,,,Treaty|Treaty Misc|Typhoon Faxai|Inwards|2019|USD|Syndicate 2623|Typhoon Faxai|2019|29/08/2019|TRI00033,8,19023
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Treaty Misc|Typhoon Hagibis|Inwards|2019|USD|Syndicate 623|Typhoon Hagibis|2019|04/10/2019,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00033,623,2019,-,,USD,USD,Y,-421.02,,,Adjustment,,,,,,E,-,-421.02,T1,,,Treaty|Treaty Misc|Typhoon Hagibis|Inwards|2019|USD|Syndicate 623|Typhoon Hagibis|2019|04/10/2019|TRI00033,8,19F         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Treaty Misc|Typhoon Hagibis|Inwards|2019|USD|Syndicate 2623|Typhoon Hagibis|2019|04/10/2019,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00033,2623,2019,-,,USD,USD,Y,-1917.98,,,Adjustment,,,,,,E,-,-1917.98,T1,,,Treaty|Treaty Misc|Typhoon Hagibis|Inwards|2019|USD|Syndicate 2623|Typhoon Hagibis|2019|04/10/2019|TRI00033,8,19F         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Treaty Misc|Typhoon Jebi|Inwards|2018|USD|Syndicate 623|Typhoon Jebi|2018|26/08/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00033,623,2018,-,,USD,USD,Y,-55140.48,,,Adjustment,,,,,,E,-,-55140.48,T1,,,Treaty|Treaty Misc|Typhoon Jebi|Inwards|2018|USD|Syndicate 623|Typhoon Jebi|2018|26/08/2018|TRI00033,8,18G         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Treaty Misc|Typhoon Jebi|Inwards|2018|USD|Syndicate 2623|Typhoon Jebi|2018|26/08/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00033,2623,2018,-,,USD,USD,Y,-251195.52,,,Adjustment,,,,,,E,-,-251195.52,T1,,,Treaty|Treaty Misc|Typhoon Jebi|Inwards|2018|USD|Syndicate 2623|Typhoon Jebi|2018|26/08/2018|TRI00033,8,18G         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Treaty Misc|Hurricane Maria|Inwards|2017|USD|Syndicate 623|Hurricane Maria|2017|16/09/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00033,623,2017,-,,USD,USD,Y,-573.12,,,Adjustment,,,,,,E,-,-573.12,T1,,,Treaty|Treaty Misc|Hurricane Maria|Inwards|2017|USD|Syndicate 623|Hurricane Maria|2017|16/09/2017|TRI00033,8,17H         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Treaty Misc|Hurricane Maria|Inwards|2017|USD|Syndicate 2623|Hurricane Maria|2017|16/09/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00033,2623,2017,-,,USD,USD,Y,-2610.88,,,Adjustment,,,,,,E,-,-2610.88,T1,,,Treaty|Treaty Misc|Hurricane Maria|Inwards|2017|USD|Syndicate 2623|Hurricane Maria|2017|16/09/2017|TRI00033,8,17H         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Treaty Misc|Hurricane Irma|Inwards|2017|USD|Syndicate 623|Hurricane Irma|2017|30/08/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00033,623,2017,-,,USD,USD,Y,-105.84,,,Adjustment,,,,,,E,-,-105.84,T1,,,Treaty|Treaty Misc|Hurricane Irma|Inwards|2017|USD|Syndicate 623|Hurricane Irma|2017|30/08/2017|TRI00033,8,17G         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Treaty Misc|Hurricane Irma|Inwards|2017|USD|Syndicate 2623|Hurricane Irma|2017|30/08/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00033,2623,2017,-,,USD,USD,Y,-482.16,,,Adjustment,,,,,,E,-,-482.16,T1,,,Treaty|Treaty Misc|Hurricane Irma|Inwards|2017|USD|Syndicate 2623|Hurricane Irma|2017|30/08/2017|TRI00033,8,17G         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Cat 6107|Hurricane Sally|Inwards|2020|USD|Syndicate 6107|Hurricane Sally|2020|11/09/2020,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,6107,2020,-,,USD,USD,Y,76605.34,,,New,,,,,,E,-,76605.34,T1,,,Treaty|Cat 6107|Hurricane Sally|Inwards|2020|USD|Syndicate 6107|Hurricane Sally|2020|11/09/2020|TRI00004,8,20Q         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Cat 6107|Hurricane Zeta|Inwards|2020|USD|Syndicate 6107|Hurricane Zeta|2020|24/10/2020,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,6107,2020,-,,USD,USD,Y,70936.69,,,New,,,,,,E,-,70936.69,T1,,,Treaty|Cat 6107|Hurricane Zeta|Inwards|2020|USD|Syndicate 6107|Hurricane Zeta|2020|24/10/2020|TRI00004,8,20029MEX    
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Cat 6107|Hurricane Delta|Inwards|2020|USD|Syndicate 6107|Hurricane Delta|2020|04/10/2020,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,6107,2020,-,,USD,USD,Y,24865.68,,,New,,,,,,E,-,24865.68,T1,,,Treaty|Cat 6107|Hurricane Delta|Inwards|2020|USD|Syndicate 6107|Hurricane Delta|2020|04/10/2020|TRI00004,8,20R         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Cat 6107|Hurricane Laura|Inwards|2020|USD|Syndicate 6107|Hurricane Laura|2020|20/08/2020,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,6107,2020,-,,USD,USD,Y,374919.78,,,Adjustment,,,,,,E,-,374919.78,T1,,,Treaty|Cat 6107|Hurricane Laura|Inwards|2020|USD|Syndicate 6107|Hurricane Laura|2020|20/08/2020|TRI00004,8,20M         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Cat 6107|Derecho|Inwards|2020|USD|Syndicate 6107|Derecho Weather|2020|10/08/2020,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,6107,2020,-,,USD,USD,Y,17425.66,,,Adjustment,,,,,,E,-,17425.66,T1,,,Treaty|Cat 6107|Derecho|Inwards|2020|USD|Syndicate 6107|Derecho Weather|2020|10/08/2020|TRI00004,8,20P         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Cat 6107|Covid-19|Inwards|2020|USD|Syndicate 6107|Coronavirus|2020|11/03/2020,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,6107,2020,-,,USD,USD,Y,-50418.02,,,Adjustment,,,,,,E,-,-50418.02,T1,,,Treaty|Cat 6107|Covid-19|Inwards|2020|USD|Syndicate 6107|Coronavirus|2020|11/03/2020|TRI00004,8,CORO        
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Cat 6107|Covid-19|Inwards|2019|USD|Syndicate 6107|Coronavirus|2020|11/03/2020,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,6107,2019,-,,USD,USD,Y,-97667.79,,,Adjustment,,,,,,E,-,-97667.79,T1,,,Treaty|Cat 6107|Covid-19|Inwards|2019|USD|Syndicate 6107|Coronavirus|2020|11/03/2020|TRI00004,8,CORO        
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Cat 6107|Hurricane Harvey|Inwards|2017|USD|Syndicate 6107|Hurricane Harvey|2017|17/08/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,6107,2017,-,,USD,USD,Y,2115.0551,,,Adjustment,,,,,,E,-,2115.0551,T1,,,Treaty|Cat 6107|Hurricane Harvey|Inwards|2017|USD|Syndicate 6107|Hurricane Harvey|2017|17/08/2017|TRI00004,8,17F         
