AccountingPeriod,PolicyNumber,yoa,focus_area,TrifocusCode,TrifocusName,Entity,SignedValue,SignedLinePercent,SettlementCCY,OrgininalValue,OriginalCCY,MC_OriginalValue,MC_OrgininalCCY,mop,tot,Multiyear,statscode,Inception,Expiry,AccountKey
202301,ZP501E14APCZ,2014,Cat                      ,TRI00004,Cat,623,7059.5327,5.7140,USD,123548,USD,,,Z  ,2014-01-31 00:00:00,N,SC ,2014-01-01 00:00:00,2014-12-31 00:00:00,GPE-RP-P
202301,ZP501E15APCZ,2015,Cat                      ,TRI00004,Cat,623,1540.2087,5.7140,USD,26955,USD,,,Z  ,2015-01-31 00:00:00,N,SC ,2015-01-01 00:00:00,2015-12-31 00:00:00,GPE-RP-P
202301,ZP432X16BPCZ,2016,Cat                      ,TRI00004,Cat,623,28108.0380,4.7600,USD,590505,USD,,,Z  ,2016-01-31 00:00:00,N,SC ,2016-01-01 00:00:00,2016-12-31 00:00:00,GPE-RP-P
202301,ZP433F16BPCZ,2016,Cat                      ,TRI00004,Cat,623,9241.0164,4.7600,USD,194139,USD,,,Z  ,2016-01-31 00:00:00,N,SC ,2016-01-01 00:00:00,2016-12-31 00:00:00,GPE-RP-P
202301,ZP398J14APCW,2014,Cat                      ,TRI00004,Cat,623,4392.6252,3.8100,USD,115292,USD,,,Z  ,2014-01-31 00:00:00,N,SC ,2014-01-01 00:00:00,2014-12-31 00:00:00,GPE-RP-P
202301,X1554G05ANCW,2005,Cat                      ,TRI00004,Cat,623,46376.1500,19.0000,USD,244085,USD,,,X  ,2005-01-31 00:00:00,N,00 ,2005-01-01 00:00:00,2006-02-28 00:00:00,GPE-RP-P
202301,X1539V03ANCS,2003,Cat                      ,TRI00004,Cat,623,8696.5298,3.4000,USD,255780.29000000001,USD,,,X  ,2003-08-31 00:00:00,N,00 ,2003-07-01 00:00:00,2004-06-30 00:00:00,GPE-RP-P
202301,X1508K08ANCW,2008,Cat                      ,TRI00004,Cat,623,211575.0000,.2730,USD,77500000,USD,,,X  ,2008-02-15 00:00:00,N,00 ,2008-01-15 00:00:00,2009-01-14 00:00:00,GPE-RP-P
202301,X1410X04ANCW,2004,Cat                      ,TRI00004,Cat,623,134934.9546,7.1700,USD,1881938,USD,,,X  ,2004-02-28 00:00:00,N,00 ,2004-01-01 00:00:00,2004-12-31 00:00:00,GPE-RP-P
202301,X1410X04BNCB,2004,Cat                      ,TRI00004,Cat,623,12420.5208,8.9400,USD,138932,USD,,,X  ,2004-10-15 00:00:00,N,00 ,2004-01-01 00:00:00,2004-12-31 00:00:00,GPE-RP-P
202301,X1390L13APCC,2013,Cat                      ,TRI00004,Cat,623,5576.0291,3.0000,GBP,3364577,ZAR,,,X  ,2013-10-30 00:00:00,N,SC ,2013-10-01 00:00:00,2014-09-30 00:00:00,GPE-RP-P
202301,X1390L17APCC,2017,Cat                      ,TRI00004,Cat,623,1089.8106,2.5000,GBP,869478,ZAR,,,X  ,2017-10-30 00:00:00,N,SC ,2017-10-01 00:00:00,2018-09-30 00:00:00,GPE-RP-P
202301,X1390L21APCC,2021,Cat                      ,TRI00004,Cat,623,1729.8496,2.5000,GBP,1376386,ZAR,,,X  ,2021-11-15 00:00:00,N,SC ,2021-10-01 00:00:00,2022-09-30 00:00:00,GPE-RP-P
202301,X1410X05ANCW,2005,Cat                      ,TRI00004,Cat,623,163379.0761,6.4125,USD,2547821.8500000001,USD,,,X  ,2005-01-31 00:00:00,N,00 ,2005-01-01 00:00:00,2005-12-31 00:00:00,GPE-RP-P
202301,X1327H04ANCC,2004,Cat                      ,TRI00004,Cat,623,6391.6050,.7500,GBP,852214,GBP,,,X  ,2004-04-30 00:00:00,N,00 ,2004-04-01 00:00:00,2005-03-31 00:00:00,GPE-RP-P
202301,X1320K97AACC,1997,Cat                      ,TRI00004,Cat,623,5244.5827,.3480,CAD,1507064,CAD,,,X  ,1997-07-01 00:00:00,N,04 ,1997-04-01 00:00:00,1998-03-31 00:00:00,GPE-RP-P
202301,X1260B01ANCZ,2001,Cat                      ,TRI00004,Cat,623,33.9269,1.4255,USD,2380,USD,,,X  ,2001-04-01 00:00:00,N,00 ,2001-01-01 00:00:00,2001-12-31 00:00:00,GPE-RP-P
202301,X1241X13APCC,2013,Cat                      ,TRI00004,Cat,623,30152.0100,3.0000,CAD,1005067,CAD,,,X  ,2013-01-31 00:00:00,N,SC ,2013-01-01 00:00:00,2013-12-31 00:00:00,GPE-RP-P
202301,X1223C05ANCS,2005,Cat                      ,TRI00004,Cat,623,8885.9117,1.1970,USD,742348.52000000002,USD,,,X  ,2005-01-31 00:00:00,N,00 ,2005-01-01 00:00:00,2005-12-31 00:00:00,GPE-RP-P
202301,X1223C08ANCS,2008,Cat                      ,TRI00004,Cat,623,42461.2795,2.6153,USD,1623541,USD,,,X  ,2008-01-31 00:00:00,N,00 ,2008-01-01 00:00:00,2008-12-31 00:00:00,GPE-RP-P
202301,X1223C11APCS,2011,Cat                      ,TRI00004,Cat,623,119254.7652,2.5250,USD,4722961,USD,,,X  ,2011-01-31 00:00:00,N,SC ,2011-01-01 00:00:00,2011-12-31 00:00:00,GPE-RP-P
202301,X1184N17APCW,2017,Cat                      ,TRI00004,Cat,623,1789.3575,1.3500,USD,132545,USD,,,X  ,2017-01-31 00:00:00,N,SC ,2017-01-01 00:00:00,2017-12-31 00:00:00,GPE-RP-P
202301,X1154S05ANCW,2005,Cat                      ,TRI00004,Cat,623,13792.0050,1.3442,USD,1026000,USD,,,X  ,2005-02-17 00:00:00,N,00 ,2005-01-01 00:00:00,2005-12-31 00:00:00,GPE-RP-P
202301,X1156L17APCC,2017,Cat                      ,TRI00004,Cat,623,36895.5000,.5000,USD,7379100,USD,,,X  ,2017-01-31 00:00:00,N,SC ,2017-01-01 00:00:00,2018-03-31 00:00:00,GPE-RP-P
202301,X1118E93ANCC,1993,Cat                      ,TRI00004,Cat,623,47.6551,.1626,CAD,29301,CAD,,,X  ,1993-03-02 00:00:00,N,00 ,1993-01-01 00:00:00,1993-12-31 00:00:00,GPE-RP-P
202301,X0970Z04ANCC,2004,Cat                      ,TRI00004,Cat,623,18627.3774,2.1020,GBP,886174,GBP,,,X  ,2004-04-30 00:00:00,N,00 ,2004-04-01 00:00:00,2005-03-31 00:00:00,GPE-RP-P
202301,X0898D17APCC,2017,Cat                      ,TRI00004,Cat,623,95950.0000,2.5000,USD,3838000,USD,,,X  ,2017-07-31 00:00:00,N,SC ,2017-05-01 00:00:00,2018-03-31 00:00:00,GPE-RP-P
202301,X0670A04ANCC,2004,Cat                      ,TRI00004,Cat,623,23317.5200,3.0900,GBP,124439266,JPY,,,X  ,2004-04-30 00:00:00,N,00 ,2004-04-01 00:00:00,2005-03-31 00:00:00,GPE-RP-P
202301,X0670A06ANCC,2006,Cat                      ,TRI00004,Cat,623,2088.3200,3.2000,GBP,65260,GBP,,,X  ,2006-04-30 00:00:00,N,00 ,2006-04-01 00:00:00,2007-03-31 00:00:00,GPE-RP-P
202301,X0670A10APCC,2010,Cat                      ,TRI00004,Cat,623,72508.6370,4.5000,GBP,206920798,JPY,,,X  ,2010-04-30 00:00:00,N,SC ,2010-04-01 00:00:00,2011-03-31 00:00:00,GPE-RP-P
202301,X0247H06ANCA,2006,Cat                      ,TRI00004,Cat,623,2470.0524,4.8945,USD,50465.879999999997,USD,,,X  ,2006-02-28 00:00:00,N,00 ,2006-01-01 00:00:00,2006-12-31 00:00:00,GPE-RP-P
202301,X0142Q05ANCC,2005,Cat                      ,TRI00004,Cat,623,47528.7044,4.1895,USD,1134472,USD,,,X  ,2005-01-31 00:00:00,N,00 ,2005-01-01 00:00:00,2005-12-31 00:00:00,GPE-RP-P
202301,X0142Q08ANCC,2008,Cat                      ,TRI00004,Cat,623,54637.6907,2.7208,USD,2008148,USD,,,X  ,2008-01-31 00:00:00,N,00 ,2008-01-01 00:00:00,2008-12-31 00:00:00,GPE-RP-P
202301,X0059E05ANCW,2005,Cat                      ,TRI00004,Cat,623,29691.7341,1.5000,USD,1979448.9399999999,USD,,,X  ,2005-01-31 00:00:00,N,00 ,2005-01-01 00:00:00,2005-12-31 00:00:00,GPE-RP-P
202301,X0061E14APCZ,2014,Cat                      ,TRI00004,Cat,623,11547.3060,1.8000,USD,641517,USD,,,X  ,2014-01-31 00:00:00,N,SC ,2014-01-01 00:00:00,2014-12-31 00:00:00,GPE-RP-P
202301,X0061E14BPCZ,2014,Cat                      ,TRI00004,Cat,623,3663.3000,.6000,USD,610550,USD,,,X  ,2014-01-31 00:00:00,N,SC ,2014-01-01 00:00:00,2014-12-31 00:00:00,GPE-RP-P
202301,X0061E17APCZ,2017,Cat                      ,TRI00004,Cat,623,9029.4300,.5000,USD,1805886,USD,,,X  ,2017-01-31 00:00:00,N,SC ,2017-01-01 00:00:00,2017-12-31 00:00:00,GPE-RP-P
202301,X0061E17CPCZ,2017,Cat                      ,TRI00004,Cat,623,5402.8800,.6000,USD,900480,USD,,,X  ,2017-01-31 00:00:00,N,SC ,2017-01-01 00:00:00,2017-12-31 00:00:00,GPE-RP-P
202301,X0061E20APCZ,2020,Cat                      ,TRI00004,Cat,623,4224.2554,.4299,USD,982385,USD,,,X  ,2020-01-31 00:00:00,N,SC ,2020-01-01 00:00:00,2020-12-31 00:00:00,GPE-RP-P
202301,TQ023F21APCC,2021,Cat                      ,TRI00004,Cat,623,56837.2500,15.0000,USD,378915,USD,,,T  ,2021-09-10 00:00:00,N,SC ,2021-06-01 00:00:00,2022-05-31 00:00:00,GPE-RP-P
202301,TQ028G21APCW,2021,Cat                      ,TRI00004,Cat,623,882000.0000,3.6000,USD,24500000,USD,,,T  ,2021-07-01 00:00:00,N,SC ,2021-07-01 00:00:00,2022-06-30 00:00:00,GPE-RP-P
202301,TP320B21APCC,2021,Cat                      ,TRI00004,Cat,623,263304.3000,1.5000,USD,17553620,USD,,,T  ,2021-07-31 00:00:00,N,SC ,2021-07-01 00:00:00,2022-06-30 00:00:00,GPE-RP-P
202301,TP321J21APCC,2021,Cat                      ,TRI00004,Cat,623,50130.9450,.7500,USD,6684126,USD,,,T  ,2021-07-31 00:00:00,N,SC ,2021-07-01 00:00:00,2022-06-30 00:00:00,GPE-RP-P
202301,TP228Q21APCR,2021,Ex Cat                   ,TRI00012,Ex Cat,623,4056.5000,5.0000,USD,,,81130,USD,T  ,2021-05-15 00:00:00,N,SC ,2021-01-15 00:00:00,2021-12-31 00:00:00,GPE-RP-P
202301,TP197Q21APCZ,2021,Cat                      ,TRI00004,Cat,623,310000.0000,12.5000,USD,2480000,USD,,,T  ,2021-03-26 00:00:00,N,SC ,2021-01-01 00:00:00,2021-05-31 00:00:00,GPE-RP-P
202301,TP099X20ANMD,2020,Treaty Misc              ,TRI00033,Treaty Misc,623,4125.1090,1.0000,GBP,747394,AUD,,,T  ,2021-01-02 00:00:00,N,00 ,2020-09-30 00:00:00,2021-09-29 00:00:00,GPE-RP-P
202301,TP124H21APCC,2021,                         ,,,623,6194.9800,.4000,USD,1548745,USD,,,T  ,2021-02-15 00:00:00,N,SC ,2021-01-01 00:00:00,2021-12-31 00:00:00,GPE-RP-P
202301,TP133F21APCC,2021,Cat                      ,TRI00004,Cat,623,35720.8300,1.0000,USD,3572083,USD,,,T  ,2021-01-31 00:00:00,N,SC ,2021-01-01 00:00:00,2021-12-31 00:00:00,GPE-RP-P
202301,TN326L22APCS,2022,Cat                      ,TRI00004,Cat,623,94585.8900,3.5000,USD,2702454,USD,,,T  ,2022-08-01 00:00:00,N,SC ,2022-06-01 00:00:00,2023-05-31 00:00:00,GPE-RP-P
202301,TP003S20APCC,2020,Cat                      ,TRI00004,Cat,623,65005.6500,9.5000,USD,684270,USD,,,T  ,2020-06-30 00:00:00,N,SC ,2020-06-01 00:00:00,2021-05-31 00:00:00,GPE-RP-P
202301,TN216N21APCR,2021,Ex Cat                   ,TRI00012,Ex Cat,623,56250.0000,10.0000,USD,562500,USD,,,T  ,2021-05-31 00:00:00,N,SC ,2021-02-01 00:00:00,2022-01-31 00:00:00,GPE-RP-P
202301,TN226Z22APCR,2022,Ex Cat                   ,TRI00012,Ex Cat,623,13048.1750,1.0000,GBP,221991603,JPY,,,T  ,2022-05-09 00:00:00,N,SC ,2022-04-01 00:00:00,2023-03-31 00:00:00,GPE-RP-P
202301,TN168F20APCS,2020,Cat                      ,TRI00004,Cat,623,6494.1713,22.5000,USD,6378750,PKR,,,T  ,2020-02-01 00:00:00,N,SC ,2020-01-01 00:00:00,2020-12-31 00:00:00,GPE-RP-P
202301,TN169Q20BPCC,2020,Cat                      ,TRI00004,Cat,623,129601.3200,4.0000,USD,3240033,USD,,,T  ,2020-07-01 00:00:00,N,SC ,2020-06-01 00:00:00,2021-03-31 00:00:00,GPE-RP-P
202301,TN203C20APCS,2020,Cat                      ,TRI00004,Cat,623,107296.2400,4.0000,USD,2697776,USD,,,T  ,2020-07-15 00:00:00,N,SC ,2020-03-15 00:00:00,2021-03-14 00:00:00,GPE-RP-P
202301,TN103J21APCC,2021,Cat                      ,TRI00004,Cat,623,641447.6250,6.2500,USD,12156464,USD,,,T  ,2021-01-31 00:00:00,N,SC ,2021-01-01 00:00:00,2021-12-31 00:00:00,GPE-RP-P
202301,TN086H20APCS,2020,Cat                      ,TRI00004,Cat,623,366631.3500,3.0000,USD,12221045,USD,,,T  ,2020-01-31 00:00:00,N,SC ,2020-01-01 00:00:00,2020-12-31 00:00:00,GPE-RP-P
202301,TN051J20APCC,2020,Cat                      ,TRI00004,Cat,623,92708.7500,5.0000,USD,1854175,USD,,,T  ,2020-06-30 00:00:00,N,SC ,2020-06-01 00:00:00,2021-05-31 00:00:00,GPE-RP-P
202301,TM314K20APCZ,2020,Cat                      ,TRI00004,Cat,623,66628.4250,7.5000,USD,888379,USD,,,T  ,2020-07-31 00:00:00,N,SC ,2020-07-01 00:00:00,2021-06-30 00:00:00,GPE-RP-P
202301,TN006B19APCC,2019,Cat                      ,TRI00004,Cat,623,4759.4866,.3000,GBP,30943009,ZAR,,,T  ,2019-08-01 00:00:00,N,SC ,2019-07-01 00:00:00,2020-06-30 00:00:00,GPE-RP-P
202301,TM276J19APCS,2019,Cat                      ,TRI00004,Cat,623,12488.8800,2.0000,USD,624444,USD,,,T  ,2019-06-30 00:00:00,N,SC ,2019-05-01 00:00:00,2020-04-30 00:00:00,GPE-RP-P
202301,TM280F21APCC,2021,Cat                      ,TRI00004,Cat,623,89961.8100,3.0000,USD,2998727,USD,,,T  ,2021-07-31 00:00:00,N,SC ,2021-07-01 00:00:00,2022-06-30 00:00:00,GPE-RP-P
202301,TM320D20APCC,2020,Cat                      ,TRI00004,Cat,623,100059.0500,5.0000,USD,2326388,USD,,,T  ,2020-07-31 00:00:00,N,SC ,2020-07-01 00:00:00,2021-06-30 00:00:00,GPE-RP-P
202301,TM247A19APCS,2019,Cat                      ,TRI00004,Cat,623,28991.6800,1.0000,USD,2899168,USD,,,T  ,2019-07-01 00:00:00,N,SC ,2019-06-01 00:00:00,2020-05-31 00:00:00,GPE-RP-P
202301,TM255J20APCS,2020,Cat                      ,TRI00004,Cat,623,80426.5000,1.0000,USD,8042650,USD,,,T  ,2020-06-30 00:00:00,N,SC ,2020-06-01 00:00:00,2021-05-31 00:00:00,GPE-RP-P
202301,TM257F20APCW,2020,Cat                      ,TRI00004,Cat,623,630000.0000,30.0000,USD,2100000,USD,,,T  ,2020-07-01 00:00:00,N,SC ,2020-06-01 00:00:00,2021-05-31 00:00:00,GPE-RP-P
202301,TM270A19APCS,2019,Cat                      ,TRI00004,Cat,623,217520.7947,4.9999,USD,4350416,USD,,,T  ,2019-06-30 00:00:00,N,SC ,2019-06-01 00:00:00,2020-05-31 00:00:00,GPE-RP-P
202301,TM270A20APCS,2020,Cat                      ,TRI00004,Cat,623,224953.6000,10.0000,USD,2249536,USD,,,T  ,2020-06-30 00:00:00,N,SC ,2020-06-01 00:00:00,2021-05-31 00:00:00,GPE-RP-P
202301,TM195A19APCS,2019,Cat                      ,TRI00004,Cat,623,6310.9186,10.0000,GBP,101254790,KRW,,,T  ,2019-04-01 00:00:00,N,SC ,2019-04-01 00:00:00,2020-03-31 00:00:00,GPE-RP-P
202301,TM195A20APCS,2020,Cat                      ,TRI00004,Cat,623,6005.2862,1.5000,USD,572139226,KRW,,,T  ,2020-04-01 00:00:00,N,SC ,2020-04-01 00:00:00,2021-03-31 00:00:00,GPE-RP-P
202301,TM196H20APCS,2020,Cat                      ,TRI00004,Cat,623,11857.6150,1.5000,USD,1129705805,KRW,,,T  ,2020-04-01 00:00:00,N,SC ,2020-04-01 00:00:00,2021-03-31 00:00:00,GPE-RP-P
202301,TM208E19APCS,2019,Cat                      ,TRI00004,Cat,623,2755.9100,1.0000,USD,275591,USD,,,T  ,2019-06-30 00:00:00,N,SC ,2019-04-01 00:00:00,2020-03-31 00:00:00,GPE-RP-P
202301,TM222G19APCS,2019,Cat                      ,TRI00004,Cat,623,15127.3250,6.0000,USD,1808533,CNY,,,T  ,2019-04-01 00:00:00,N,SC ,2019-04-01 00:00:00,2020-03-31 00:00:00,GPE-RP-P
202301,TM246L19APCS,2019,                         ,,,623,172191.3000,3.0000,USD,5739710,USD,,,T  ,2019-07-01 00:00:00,N,SC ,2019-06-01 00:00:00,2020-05-31 00:00:00,GPE-RP-P
202301,TM246L20APCS,2020,                         ,,,623,102160.5650,3.2500,USD,3143402,USD,,,T  ,2020-07-01 00:00:00,N,SC ,2020-06-01 00:00:00,2021-05-31 00:00:00,GPE-RP-P
202301,TM166K19APCW,2019,Cat                      ,TRI00004,Cat,623,9520.9800,3.5000,USD,272264,USD,,,T  ,2019-04-30 00:00:00,N,SC ,2019-04-01 00:00:00,2020-03-31 00:00:00,GPE-RP-P
202301,TM166K20APCW,2020,Cat                      ,TRI00004,Cat,623,117906.2500,3.5000,USD,3368750,USD,,,T  ,2020-04-30 00:00:00,N,SC ,2020-04-01 00:00:00,2021-03-31 00:00:00,GPE-RP-P
202301,TM167Z20APCW,2020,Cat                      ,TRI00004,Cat,623,33926.9000,3.5000,USD,969340,USD,,,T  ,2020-04-30 00:00:00,N,SC ,2020-04-01 00:00:00,2021-03-31 00:00:00,GPE-RP-P
202301,TM173L20APCC,2020,Cat                      ,TRI00004,Cat,623,344701.5120,1.8000,USD,19150084,USD,,,T  ,2020-07-31 00:00:00,N,SC ,2020-04-01 00:00:00,2021-03-31 00:00:00,GPE-RP-P
202301,TM189G19APCR,2019,Ex Cat                   ,TRI00012,Ex Cat,623,33765.5130,10.0000,GBP,541746789,KRW,,,T  ,2019-04-01 00:00:00,N,SC ,2019-04-01 00:00:00,2020-03-31 00:00:00,GPE-RP-P
202301,TM138J20APCS,2020,Cat                      ,TRI00004,Cat,623,2245.8649,22.5000,USD,2205949,PKR,,,T  ,2020-02-01 00:00:00,N,SC ,2020-01-01 00:00:00,2020-12-31 00:00:00,GPE-RP-P
202301,TM107D19APCS,2019,Cat                      ,TRI00004,Cat,623,9874.7000,5.0000,USD,197494,USD,,,T  ,2019-02-15 00:00:00,N,SC ,2019-01-01 00:00:00,2019-12-31 00:00:00,GPE-RP-P
202301,TM071C20APCW,2020,Cat                      ,TRI00004,Cat,623,84031.4229,1.2499,USD,7333690,USD,,,T  ,2020-01-31 00:00:00,N,SC ,2020-01-01 00:00:00,2020-12-31 00:00:00,GPE-RP-P
202301,TM077L20APCR,2020,Ex Cat                   ,TRI00012,Ex Cat,623,109466.0000,3.5000,USD,3127600,USD,,,T  ,2020-02-28 00:00:00,N,SC ,2020-01-01 00:00:00,2020-12-31 00:00:00,GPE-RP-P
202301,TM016H19APCS,2019,Cat                      ,TRI00004,Cat,623,1494.0800,4.0000,USD,37352,USD,,,T  ,2019-02-15 00:00:00,N,SC ,2019-01-01 00:00:00,2019-12-31 00:00:00,GPE-RP-P
202301,TM032G19APCS,2019,Cat                      ,TRI00004,Cat,623,1505.9874,1.2499,EUR,120479,EUR,,,T  ,2019-01-31 00:00:00,N,SC ,2019-01-01 00:00:00,2019-12-31 00:00:00,GPE-RP-P
202301,TL275C21APCW,2021,Cat                      ,TRI00004,Cat,623,8907.9300,3.0000,USD,305901,USD,,,T  ,2021-01-31 00:00:00,N,SC ,2021-01-01 00:00:00,2021-12-31 00:00:00,GPE-RP-P
202301,TL269J19APCS,2019,Cat                      ,TRI00004,Cat,623,333134.6454,5.0000,GBP,928000000,JPY,,,T  ,2019-01-30 00:00:00,N,SC ,2019-01-01 00:00:00,2020-03-31 00:00:00,GPE-RP-P
202301,TL273F20APCW,2020,Cat                      ,TRI00004,Cat,623,80527.2750,4.5000,USD,1869582,USD,,,T  ,2020-01-31 00:00:00,N,SC ,2020-01-01 00:00:00,2020-12-31 00:00:00,GPE-RP-P
202301,TL273F21APCW,2021,Cat                      ,TRI00004,Cat,623,113727.3000,3.0000,USD,3790910,USD,,,T  ,2021-01-31 00:00:00,N,SC ,2021-01-01 00:00:00,2021-12-31 00:00:00,GPE-RP-P
202301,TL274Q21APCW,2021,Cat                      ,TRI00004,Cat,623,104588.5200,3.0000,USD,3486284,USD,,,T  ,2021-01-31 00:00:00,N,SC ,2021-01-01 00:00:00,2021-12-31 00:00:00,GPE-RP-P
202301,TL176X19APCS,2019,Cat                      ,TRI00004,Cat,623,3814.3881,5.0000,GBP,910319,NOK,,,T  ,2019-01-31 00:00:00,N,SC ,2019-01-01 00:00:00,2019-12-31 00:00:00,GPE-RP-P
202301,TL190A20APCC,2020,                         ,,,623,2642.0050,.5000,EUR,528401,EUR,,,T  ,2020-03-01 00:00:00,N,SC ,2020-01-01 00:00:00,2020-12-31 00:00:00,GPE-RP-P
202301,TL198F21APCS,2021,Cat                      ,TRI00004,Cat,623,191272.3200,2.0000,USD,9957310,USD,,,T  ,2021-01-31 00:00:00,N,SC ,2021-01-01 00:00:00,2021-12-31 00:00:00,GPE-RP-P
202301,TL090G19APCC,2019,Cat                      ,TRI00004,Cat,623,4347.8811,5.0000,GBP,3431,CLF,,,T  ,2019-10-01 00:00:00,N,SC ,2019-07-01 00:00:00,2020-06-30 00:00:00,GPE-RP-P
202301,TL091S19APCC,2019,Cat                      ,TRI00004,Cat,623,3194.6978,5.0000,GBP,2521,CLF,,,T  ,2019-10-01 00:00:00,N,SC ,2019-07-01 00:00:00,2020-06-30 00:00:00,GPE-RP-P
202301,TL062F18APCC,2018,Cat                      ,TRI00004,Cat,623,153569.3050,9.5000,USD,1616519,USD,,,T  ,2018-07-31 00:00:00,N,SC ,2018-07-01 00:00:00,2019-06-30 00:00:00,GPE-RP-P
202301,TL062F20APCC,2020,Cat                      ,TRI00004,Cat,623,437814.1800,6.0000,USD,7296903,USD,,,T  ,2020-07-31 00:00:00,N,SC ,2020-07-01 00:00:00,2021-06-30 00:00:00,GPE-RP-P
202301,TL063Q20APCC,2020,                         ,,,623,127832.6400,6.0000,USD,2130544,USD,,,T  ,2020-07-31 00:00:00,N,SC ,2020-07-01 00:00:00,2021-06-30 00:00:00,GPE-RP-P
202301,TL063Q21APCC,2021,Cat                      ,TRI00004,Cat,623,170287.2600,3.0000,USD,5676242,USD,,,T  ,2021-08-31 00:00:00,N,SC ,2021-07-01 00:00:00,2022-07-01 00:00:00,GPE-RP-P
202301,TL078B18APCR,2018,Ex Cat                   ,TRI00012,Ex Cat,623,6864.0000,5.0000,USD,137280,USD,,,T  ,2018-12-30 00:00:00,N,SC ,2018-06-01 00:00:00,2018-12-31 00:00:00,GPE-RP-P
202301,TL080B19APCR,2019,Ex Cat                   ,TRI00012,Ex Cat,623,37350.8000,10.0000,USD,373508,USD,,,T  ,2019-07-31 00:00:00,N,SC ,2019-07-01 00:00:00,2020-06-30 00:00:00,GPE-RP-P
202301,TL081J20APCS,2020,Cat                      ,TRI00004,Cat,623,14343.4500,1.5000,USD,956230,USD,,,T  ,2020-07-31 00:00:00,N,SC ,2020-07-01 00:00:00,2021-06-30 00:00:00,GPE-RP-P
202301,TL006D18APCZ,2018,Cat                      ,TRI00004,Cat,623,147829.8800,2.0000,USD,7391494,USD,,,T  ,2018-08-03 00:00:00,N,SC ,2018-06-01 00:00:00,2019-05-31 00:00:00,GPE-RP-P
202301,TL010A18APCS,2018,Cat                      ,TRI00004,Cat,623,55508.5750,2.5000,USD,2220343,USD,,,T  ,2018-06-30 00:00:00,N,SC ,2018-06-01 00:00:00,2019-05-31 00:00:00,GPE-RP-P
202301,TL010A20APCS,2020,Cat                      ,TRI00004,Cat,623,7392.8500,2.5000,USD,295714,USD,,,T  ,2020-06-30 00:00:00,N,SC ,2020-06-01 00:00:00,2021-05-31 00:00:00,GPE-RP-P
202301,TL012V18APCS,2018,Cat                      ,TRI00004,Cat,623,95871.9019,.5500,GBP,1609626481,INR,,,T  ,2018-06-30 00:00:00,N,SC ,2018-06-01 00:00:00,2019-05-31 00:00:00,GPE-RP-P
202301,TL013E18APCS,2018,Cat                      ,TRI00004,Cat,623,11358.7163,.5500,GBP,190705412,INR,,,T  ,2018-06-30 00:00:00,N,SC ,2018-06-01 00:00:00,2019-05-31 00:00:00,GPE-RP-P
202301,TL019Q19APCC,2019,Cat                      ,TRI00004,Cat,623,121143.2250,7.5000,USD,1615243,USD,,,T  ,2019-05-31 00:00:00,N,SC ,2019-05-01 00:00:00,2020-04-30 00:00:00,GPE-RP-P
202301,TL019Q20APCC,2020,Cat                      ,TRI00004,Cat,623,139361.4750,7.5000,USD,1858153,USD,,,T  ,2020-05-31 00:00:00,N,SC ,2020-05-01 00:00:00,2021-04-30 00:00:00,GPE-RP-P
202301,TL020F19APCC,2019,Cat                      ,TRI00004,Cat,623,8948.6250,7.5000,USD,119315,USD,,,T  ,2019-05-31 00:00:00,N,SC ,2019-05-01 00:00:00,2020-04-30 00:00:00,GPE-RP-P
202301,TL020F20APCC,2020,Cat                      ,TRI00004,Cat,623,12313.5000,7.5000,USD,164180,USD,,,T  ,2020-05-31 00:00:00,N,SC ,2020-05-01 00:00:00,2021-04-30 00:00:00,GPE-RP-P
202301,TL025G18APCR,2018,Ex Cat                   ,TRI00012,Ex Cat,623,9177.8500,5.0000,USD,183557,USD,,,T  ,2018-07-15 00:00:00,N,SC ,2018-06-01 00:00:00,2019-05-31 00:00:00,GPE-RP-P
202301,TL031A18APCC,2018,Cat                      ,TRI00004,Cat,623,81438.2000,10.0000,USD,814382,USD,,,T  ,2018-07-31 00:00:00,N,SC ,2018-06-01 00:00:00,2019-05-31 00:00:00,GPE-RP-P
202301,TK310A18APCW,2018,                         ,,,623,2807.5740,.6000,USD,467929,USD,,,T  ,2018-07-01 00:00:00,N,SC ,2018-06-01 00:00:00,2019-05-31 00:00:00,GPE-RP-P
202301,TK315B18APCZ,2018,Cat                      ,TRI00004,Cat,623,48943.6020,1.8000,USD,2719089,USD,,,T  ,2018-09-30 00:00:00,N,SC ,2018-06-01 00:00:00,2019-05-31 00:00:00,GPE-RP-P
202301,TK315B19APCZ,2019,Cat                      ,TRI00004,Cat,623,196115.7100,3.5000,USD,5603306,USD,,,T  ,2019-09-30 00:00:00,N,SC ,2019-06-01 00:00:00,2020-05-31 00:00:00,GPE-RP-P
202301,TK315B20APCZ,2020,Cat                      ,TRI00004,Cat,623,251750.0000,2.5000,USD,10070000,USD,,,T  ,2020-09-30 00:00:00,N,SC ,2020-06-01 00:00:00,2021-05-31 00:00:00,GPE-RP-P
202301,TK316J18APCZ,2018,Cat                      ,TRI00004,Cat,623,41381.0425,1.7500,USD,2364631,USD,,,T  ,2018-09-30 00:00:00,N,SC ,2018-06-01 00:00:00,2019-05-31 00:00:00,GPE-RP-P
