PK_Transaction,Scenario,Account,Dataset,DateOfFact,BusinessKey,PolicyNumber,InceptionDate,ExpiryDate,BindDate,DueDate,TrifocusCode,Entity,YOA,TypeOfBusiness,StatsCode,SettlementCCY,OriginalCCY,IsToDate,Value,RowHash,FK_Allocation,DeltaType,AuditSourceBatchID,AuditCreateDateTime,AuditGenerateDateTime,AuditUserCreate,AuditHost,Basis,Location,ValueOrig,BusinessProcessCode,FK_Batch,BoundDate,RIPolicyType,ProgrammeCode,ExcelRowHash,RunNumber
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2023-03-01,PC-LS-OR-TTY|SLCyEx QS1|2021|USD|8022|672,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,672,USBICI,2021,-,NULL,USD,USD,Y,-648.2600,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-648.2600,T1,NULL,NULL,"QS ",SLCyEx QS1,PC-LS-OR-TTY|SLCyEx QS1|2021|USD|8022|672,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2023-03-01,PC-LS-OR-TTY|SLCyEx QS1|2021|USD|8022|673,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,673,USBICI,2021,-,NULL,USD,USD,Y,33.3800,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,33.3800,T1,NULL,NULL,"QS ",SLCyEx QS1,PC-LS-OR-TTY|SLCyEx QS1|2021|USD|8022|673,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2023-03-01,PC-LS-OR-TTY|SLCyEx QS1|2021|USD|8022|686,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,686,USBICI,2021,-,NULL,USD,USD,Y,-143.4200,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-143.4200,T1,NULL,NULL,"QS ",SLCyEx QS1,PC-LS-OR-TTY|SLCyEx QS1|2021|USD|8022|686,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2023-03-01,PC-LS-OR-TTY|SLCyEx QS1|2021|USD|8022|687,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,687,USBICI,2021,-,NULL,USD,USD,Y,-719.5700,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-719.5700,T1,NULL,NULL,"QS ",SLCyEx QS1,PC-LS-OR-TTY|SLCyEx QS1|2021|USD|8022|687,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2023-03-01,PC-LS-OR-TTY|SLCyEx QS1|2021|USD|8022|688,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,688,USBICI,2021,-,NULL,USD,USD,Y,-32.4100,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-32.4100,T1,NULL,NULL,"QS ",SLCyEx QS1,PC-LS-OR-TTY|SLCyEx QS1|2021|USD|8022|688,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2023-03-01,PC-LS-OR-TTY|SLCyEx QS1|2021|USD|8022|696,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,696,USBICI,2021,-,NULL,USD,USD,Y,-5106.0500,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-5106.0500,T1,NULL,NULL,"QS ",SLCyEx QS1,PC-LS-OR-TTY|SLCyEx QS1|2021|USD|8022|696,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2023-03-01,PC-LS-OR-TTY|SLCyEx QS1|2021|USD|8022|699,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,699,USBICI,2021,-,NULL,USD,USD,Y,-481.4900,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-481.4900,T1,NULL,NULL,"QS ",SLCyEx QS1,PC-LS-OR-TTY|SLCyEx QS1|2021|USD|8022|699,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2023-03-01,PC-LS-OR-TTY|SLCyEx QS1|2021|USD|8022|715,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,715,USBICI,2021,-,NULL,USD,USD,Y,13.7600,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,13.7600,T1,NULL,NULL,"QS ",SLCyEx QS1,PC-LS-OR-TTY|SLCyEx QS1|2021|USD|8022|715,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2023-03-01,PC-LS-OR-TTY|SLCyEx QS1|2021|USD|8022|719,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,719,USBICI,2021,-,NULL,USD,USD,Y,-911.0500,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-911.0500,T1,NULL,NULL,"QS ",SLCyEx QS1,PC-LS-OR-TTY|SLCyEx QS1|2021|USD|8022|719,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2023-03-01,PC-LS-OR-TTY|SLCyEx QS1|2022|USD|8022|668,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,668,USBICI,2022,-,NULL,USD,USD,Y,-60570.3900,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-60570.3900,T1,NULL,NULL,"QS ",SLCyEx QS1,PC-LS-OR-TTY|SLCyEx QS1|2022|USD|8022|668,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2023-03-01,PC-LS-OR-TTY|SLCyEx QS1|2022|USD|8022|671,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,671,USBICI,2022,-,NULL,USD,USD,Y,-203027.1800,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-203027.1800,T1,NULL,NULL,"QS ",SLCyEx QS1,PC-LS-OR-TTY|SLCyEx QS1|2022|USD|8022|671,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2023-03-01,PC-LS-OR-TTY|SLCyEx QS1|2022|USD|8022|672,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,672,USBICI,2022,-,NULL,USD,USD,Y,-77099.0100,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-77099.0100,T1,NULL,NULL,"QS ",SLCyEx QS1,PC-LS-OR-TTY|SLCyEx QS1|2022|USD|8022|672,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2023-03-01,PC-LS-OR-TTY|SLCyEx QS1|2022|USD|8022|673,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,673,USBICI,2022,-,NULL,USD,USD,Y,-1233.6800,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-1233.6800,T1,NULL,NULL,"QS ",SLCyEx QS1,PC-LS-OR-TTY|SLCyEx QS1|2022|USD|8022|673,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2023-03-01,PC-LS-OR-TTY|SLCyEx QS1|2022|USD|8022|686,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,686,USBICI,2022,-,NULL,USD,USD,Y,-43103.4200,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-43103.4200,T1,NULL,NULL,"QS ",SLCyEx QS1,PC-LS-OR-TTY|SLCyEx QS1|2022|USD|8022|686,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2023-03-01,PC-LS-OR-TTY|SLCyEx QS1|2022|USD|8022|687,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,687,USBICI,2022,-,NULL,USD,USD,Y,-21775.2300,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-21775.2300,T1,NULL,NULL,"QS ",SLCyEx QS1,PC-LS-OR-TTY|SLCyEx QS1|2022|USD|8022|687,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2023-03-01,PC-LS-OR-TTY|SLCyEx QS1|2022|USD|8022|688,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,688,USBICI,2022,-,NULL,USD,USD,Y,-23258.3100,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-23258.3100,T1,NULL,NULL,"QS ",SLCyEx QS1,PC-LS-OR-TTY|SLCyEx QS1|2022|USD|8022|688,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2023-03-01,PC-LS-OR-TTY|SLCyEx QS1|2022|USD|8022|696,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,696,USBICI,2022,-,NULL,USD,USD,Y,-79544.8900,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-79544.8900,T1,NULL,NULL,"QS ",SLCyEx QS1,PC-LS-OR-TTY|SLCyEx QS1|2022|USD|8022|696,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2023-03-01,PC-LS-OR-TTY|SLCyEx QS1|2022|USD|8022|699,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,699,USBICI,2022,-,NULL,USD,USD,Y,-63540.1500,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-63540.1500,T1,NULL,NULL,"QS ",SLCyEx QS1,PC-LS-OR-TTY|SLCyEx QS1|2022|USD|8022|699,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2023-03-01,PC-LS-OR-TTY|SLCyEx QS1|2022|USD|8022|715,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,715,USBICI,2022,-,NULL,USD,USD,Y,-615.1800,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-615.1800,T1,NULL,NULL,"QS ",SLCyEx QS1,PC-LS-OR-TTY|SLCyEx QS1|2022|USD|8022|715,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2023-03-01,PC-LS-OR-TTY|SLCyEx QS1|2022|USD|8022|719,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,719,USBICI,2022,-,NULL,USD,USD,Y,-16771.3800,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-16771.3800,T1,NULL,NULL,"QS ",SLCyEx QS1,PC-LS-OR-TTY|SLCyEx QS1|2022|USD|8022|719,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2023-03-01,PC-LS-OR-TTY|SLCyEx QS2|2020|USD|8022|668,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,668,USBICI,2020,-,NULL,USD,USD,Y,3.4000,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,3.4000,T1,NULL,NULL,"QS ",SLCyEx QS2,PC-LS-OR-TTY|SLCyEx QS2|2020|USD|8022|668,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2023-03-01,PC-LS-OR-TTY|SLCyEx QS2|2020|USD|8022|671,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,671,USBICI,2020,-,NULL,USD,USD,Y,-1976.4400,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-1976.4400,T1,NULL,NULL,"QS ",SLCyEx QS2,PC-LS-OR-TTY|SLCyEx QS2|2020|USD|8022|671,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2023-03-01,PC-LS-OR-TTY|SLCyEx QS2|2020|USD|8022|688,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,688,USBICI,2020,-,NULL,USD,USD,Y,2.6600,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,2.6600,T1,NULL,NULL,"QS ",SLCyEx QS2,PC-LS-OR-TTY|SLCyEx QS2|2020|USD|8022|688,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2023-03-01,PC-LS-OR-TTY|SLCyEx QS2|2021|USD|8022|668,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,668,USBICI,2021,-,NULL,USD,USD,Y,-3237.4800,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-3237.4800,T1,NULL,NULL,"QS ",SLCyEx QS2,PC-LS-OR-TTY|SLCyEx QS2|2021|USD|8022|668,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2022-12-01,PC-LS-OR-TTY|GLOBE|2022|USD|8022|TRI00081,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00081,USBICI,2022,-,NULL,USD,USD,Y,-2638865.7800,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-2638865.7800,T1,NULL,NULL,QS,GLOBE,PC-LS-OR-TTY|GLOBE|2022|USD|8022|TRI00081,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2022-12-01,PC-LS-OR-TTY|Master RI|2017|USD|8022|700,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,700,USBICI,2017,-,NULL,USD,USD,Y,-268.1300,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-268.1300,T1,NULL,NULL,QS,Master RI,PC-LS-OR-TTY|Master RI|2017|USD|8022|700,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2022-12-01,PC-LS-OR-TTY|Master RI|2018|USD|8022|700,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,700,USBICI,2018,-,NULL,USD,USD,Y,-8.1900,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-8.1900,T1,NULL,NULL,QS,Master RI,PC-LS-OR-TTY|Master RI|2018|USD|8022|700,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2022-12-01,PC-LS-OR-TTY|MUNICH - Surplus|2021|USD|8022|671,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,671,USBICI,2021,-,NULL,USD,USD,Y,-4860.0100,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-4860.0100,T1,NULL,NULL,"QS ",MUNICH - Surplus,PC-LS-OR-TTY|MUNICH - Surplus|2021|USD|8022|671,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2022-12-01,PC-LS-OR-TTY|MUNICH - Surplus|2022|USD|8022|668,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,668,USBICI,2022,-,NULL,USD,USD,Y,-5613.3300,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-5613.3300,T1,NULL,NULL,"QS ",MUNICH - Surplus,PC-LS-OR-TTY|MUNICH - Surplus|2022|USD|8022|668,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2022-12-01,PC-LS-OR-TTY|MUNICH - Surplus|2022|USD|8022|671,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,671,USBICI,2022,-,NULL,USD,USD,Y,-60400.9600,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-60400.9600,T1,NULL,NULL,"QS ",MUNICH - Surplus,PC-LS-OR-TTY|MUNICH - Surplus|2022|USD|8022|671,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2022-12-01,PC-LS-OR-TTY|MUNICH - Surplus|2022|USD|8022|672,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,672,USBICI,2022,-,NULL,USD,USD,Y,-33718.2900,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-33718.2900,T1,NULL,NULL,"QS ",MUNICH - Surplus,PC-LS-OR-TTY|MUNICH - Surplus|2022|USD|8022|672,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2022-12-01,PC-LS-OR-TTY|MUNICH - Surplus|2022|USD|8022|686,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,686,USBICI,2022,-,NULL,USD,USD,Y,-161445.0400,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-161445.0400,T1,NULL,NULL,"QS ",MUNICH - Surplus,PC-LS-OR-TTY|MUNICH - Surplus|2022|USD|8022|686,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2022-12-01,PC-LS-OR-TTY|MUNICH - Surplus|2022|USD|8022|699,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,699,USBICI,2022,-,NULL,USD,USD,Y,-103840.2900,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-103840.2900,T1,NULL,NULL,"QS ",MUNICH - Surplus,PC-LS-OR-TTY|MUNICH - Surplus|2022|USD|8022|699,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2022-12-01,PC-LS-OR-TTY|MUNICH - Surplus|2022|USD|8022|713,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,713,USBICI,2022,-,NULL,USD,USD,Y,-54340.7100,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-54340.7100,T1,NULL,NULL,"QS ",MUNICH - Surplus,PC-LS-OR-TTY|MUNICH - Surplus|2022|USD|8022|713,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2022-12-01,PC-LS-OR-TTY|MUNICH - Surplus|2022|USD|8022|719,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,719,USBICI,2022,-,NULL,USD,USD,Y,-111196.1600,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-111196.1600,T1,NULL,NULL,"QS ",MUNICH - Surplus,PC-LS-OR-TTY|MUNICH - Surplus|2022|USD|8022|719,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2022-12-01,PC-LS-OR-TTY|MUNQQS|2019|USD|8022|687,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,687,USBICI,2019,-,NULL,USD,USD,Y,6.4400,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,6.4400,T1,NULL,NULL,"QS ",MUNQQS,PC-LS-OR-TTY|MUNQQS|2019|USD|8022|687,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2022-12-01,PC-LS-OR-TTY|MUNQQS|2020|USD|8022|668,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,668,USBICI,2020,-,NULL,USD,USD,Y,0.4000,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,0.4000,T1,NULL,NULL,"QS ",MUNQQS,PC-LS-OR-TTY|MUNQQS|2020|USD|8022|668,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2022-12-01,PC-LS-OR-TTY|MUNQQS|2020|USD|8022|671,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,671,USBICI,2020,-,NULL,USD,USD,Y,-3605.7700,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-3605.7700,T1,NULL,NULL,"QS ",MUNQQS,PC-LS-OR-TTY|MUNQQS|2020|USD|8022|671,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2022-12-01,PC-LS-OR-TTY|MUNQQS|2020|USD|8022|672,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,672,USBICI,2020,-,NULL,USD,USD,Y,13.6200,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,13.6200,T1,NULL,NULL,"QS ",MUNQQS,PC-LS-OR-TTY|MUNQQS|2020|USD|8022|672,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2022-12-01,PC-LS-OR-TTY|MUNQQS|2020|USD|8022|687,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,687,USBICI,2020,-,NULL,USD,USD,Y,6.0300,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,6.0300,T1,NULL,NULL,"QS ",MUNQQS,PC-LS-OR-TTY|MUNQQS|2020|USD|8022|687,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2022-12-01,PC-LS-OR-TTY|MUNQQS|2020|USD|8022|713,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,713,USBICI,2020,-,NULL,USD,USD,Y,53.4700,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,53.4700,T1,NULL,NULL,"QS ",MUNQQS,PC-LS-OR-TTY|MUNQQS|2020|USD|8022|713,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2022-12-01,PC-LS-OR-TTY|MUNQQS|2020|USD|8022|736,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,736,USBICI,2020,-,NULL,USD,USD,Y,-26.8400,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-26.8400,T1,NULL,NULL,"QS ",MUNQQS,PC-LS-OR-TTY|MUNQQS|2020|USD|8022|736,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2022-12-01,PC-LS-OR-TTY|MUNQQS|2020|USD|8022|764,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,764,USBICI,2020,-,NULL,USD,USD,Y,-70.7600,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-70.7600,T1,NULL,NULL,"QS ",MUNQQS,PC-LS-OR-TTY|MUNQQS|2020|USD|8022|764,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2022-12-01,PC-LS-OR-TTY|MUNQQS|2021|USD|8022|668,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,668,USBICI,2021,-,NULL,USD,USD,Y,-520.5200,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-520.5200,T1,NULL,NULL,"QS ",MUNQQS,PC-LS-OR-TTY|MUNQQS|2021|USD|8022|668,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2022-12-01,PC-LS-OR-TTY|MUNQQS|2021|USD|8022|671,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,671,USBICI,2021,-,NULL,USD,USD,Y,-7814.0100,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-7814.0100,T1,NULL,NULL,"QS ",MUNQQS,PC-LS-OR-TTY|MUNQQS|2021|USD|8022|671,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2022-12-01,PC-LS-OR-TTY|MUNQQS|2021|USD|8022|672,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,672,USBICI,2021,-,NULL,USD,USD,Y,-3447.5700,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-3447.5700,T1,NULL,NULL,"QS ",MUNQQS,PC-LS-OR-TTY|MUNQQS|2021|USD|8022|672,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2022-12-01,PC-LS-OR-TTY|MUNQQS|2021|USD|8022|673,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,673,USBICI,2021,-,NULL,USD,USD,Y,-149.4100,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-149.4100,T1,NULL,NULL,"QS ",MUNQQS,PC-LS-OR-TTY|MUNQQS|2021|USD|8022|673,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2022-12-01,PC-LS-OR-TTY|MUNQQS|2021|USD|8022|686,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,686,USBICI,2021,-,NULL,USD,USD,Y,132.6400,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,132.6400,T1,NULL,NULL,"QS ",MUNQQS,PC-LS-OR-TTY|MUNQQS|2021|USD|8022|686,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2023-03-01,PC-LS-OR-TTY|MUNICH - Surplus|2022|USD|8022|686,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,686,USBICI,2022,-,NULL,USD,USD,Y,-145433.9600,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-145433.9600,T1,NULL,NULL,"QS ",MUNICH - Surplus,PC-LS-OR-TTY|MUNICH - Surplus|2022|USD|8022|686,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2023-03-01,PC-LS-OR-TTY|MUNICH - Surplus|2022|USD|8022|699,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,699,USBICI,2022,-,NULL,USD,USD,Y,-117380.6100,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-117380.6100,T1,NULL,NULL,"QS ",MUNICH - Surplus,PC-LS-OR-TTY|MUNICH - Surplus|2022|USD|8022|699,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2023-03-01,PC-LS-OR-TTY|MUNICH - Surplus|2022|USD|8022|713,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,713,USBICI,2022,-,NULL,USD,USD,Y,-114436.2100,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-114436.2100,T1,NULL,NULL,"QS ",MUNICH - Surplus,PC-LS-OR-TTY|MUNICH - Surplus|2022|USD|8022|713,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2023-03-01,PC-LS-OR-TTY|MUNICH - Surplus|2022|USD|8022|719,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,719,USBICI,2022,-,NULL,USD,USD,Y,-63398.1300,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-63398.1300,T1,NULL,NULL,"QS ",MUNICH - Surplus,PC-LS-OR-TTY|MUNICH - Surplus|2022|USD|8022|719,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2023-03-01,PC-LS-OR-TTY|MUNQQS|2018|USD|8022|671,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,671,USBICI,2018,-,NULL,USD,USD,Y,1783.8500,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,1783.8500,T1,NULL,NULL,QS,MUNQQS,PC-LS-OR-TTY|MUNQQS|2018|USD|8022|671,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2023-03-01,PC-LS-OR-TTY|MUNQQS|2019|USD|8022|671,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,671,USBICI,2019,-,NULL,USD,USD,Y,-2119.6300,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-2119.6300,T1,NULL,NULL,"QS ",MUNQQS,PC-LS-OR-TTY|MUNQQS|2019|USD|8022|671,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2023-03-01,PC-LS-OR-TTY|MUNQQS|2019|USD|8022|688,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,688,USBICI,2019,-,NULL,USD,USD,Y,2.2000,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,2.2000,T1,NULL,NULL,"QS ",MUNQQS,PC-LS-OR-TTY|MUNQQS|2019|USD|8022|688,NULL
