PK_Transaction,Scenario,Account,Dataset,DateOfFact,BusinessKey,PolicyNumber,InceptionDate,ExpiryDate,BindDate,DueDate,TrifocusCode,Entity,YOA,TypeOfBusiness,StatsCode,SettlementCCY,OriginalCCY,IsToDate,Value,RowHash,FK_Allocation,DeltaType,AuditSourceBatchID,AuditCreateDateTime,AuditGenerateDateTime,AuditUserCreate,AuditHost,Basis,Location,ValueOrig,BusinessProcessCode,FK_Batch,BoundDate,RIPolicyType,ProgrammeCode,ExcelRowHash,RunNumber
NULL,A,P-OR-P-TTY,BICI_ORC_TACTICAL,2019-06-01,P-OR-P-TTY|R0895A17|A&E Lawyers QS|8022|2017|USD|668,R0895A17,2017-01-01,2017-12-31,1980-01-01,1980-01-01,668,USBICI,2017,-,NULL,USD,USD,Y,19516.6741,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,19516.6741,T1,NULL,NULL,QS,A&E Lawyers QS,P-OR-P-TTY|R0895A17|A&E Lawyers QS|8022|2017|USD|668,NULL
NULL,A,P-OR-P-TTY,BICI_ORC_TACTICAL,2019-06-01,P-OR-P-TTY|R0957A19|Cyber QS|8022|2019|USD|722,R0957A19,2019-01-01,2019-12-31,1980-01-01,1980-01-01,722,USBICI,2019,-,NULL,USD,USD,Y,75460.0000,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,75460.0000,T1,NULL,NULL,QS,Cyber QS,P-OR-P-TTY|R0957A19|Cyber QS|8022|2019|USD|722,NULL
NULL,A,P-OR-P-TTY,BICI_ORC_TACTICAL,2019-06-01,P-OR-P-TTY|R0139M16|MUNICH - Surplus|8022|2016|USD|671,R0139M16,2016-01-01,2016-12-31,1980-01-01,1980-01-01,671,USBICI,2016,-,NULL,USD,USD,Y,-14830.1296,NULL,NULL,Reversal,NULL,NULL,NULL,NULL,NULL,E,-,-14830.1296,T1,NULL,NULL,QS,MUNICH - Surplus,P-OR-P-TTY|R0139M16|MUNICH - Surplus|8022|2016|USD|671,NULL
NULL,A,P-OR-P-TTY,BICI_ORC_TACTICAL,2019-06-01,P-OR-P-TTY|R0139M16|MUNICH - Surplus|8022|2016|USD|672,R0139M16,2016-01-01,2016-12-31,1980-01-01,1980-01-01,672,USBICI,2016,-,NULL,USD,USD,Y,-2608.3612,NULL,NULL,Reversal,NULL,NULL,NULL,NULL,NULL,E,-,-2608.3612,T1,NULL,NULL,QS,MUNICH - Surplus,P-OR-P-TTY|R0139M16|MUNICH - Surplus|8022|2016|USD|672,NULL
NULL,A,P-OR-P-TTY,BICI_ORC_TACTICAL,2019-06-01,P-OR-P-TTY|R0927A16|Environmental QS|8022|2016|USD|700,R0927A16,2016-01-01,2016-12-31,1980-01-01,1980-01-01,700,USBICI,2016,-,NULL,USD,USD,Y,-143735.8600,NULL,NULL,Reversal,NULL,NULL,NULL,NULL,NULL,E,-,-143735.8600,T1,NULL,NULL,QS,Environmental QS,P-OR-P-TTY|R0927A16|Environmental QS|8022|2016|USD|700,NULL
NULL,A,P-OR-P-TTY,BICI_ORC_TACTICAL,2019-06-01,P-OR-P-TTY|R0950A16|Cyber QS|8022|2016|USD|713,R0950A16,2016-01-01,2016-12-31,1980-01-01,1980-01-01,713,USBICI,2016,-,NULL,USD,USD,Y,-502.6926,NULL,NULL,Reversal,NULL,NULL,NULL,NULL,NULL,E,-,-502.6926,T1,NULL,NULL,QS,Cyber QS,P-OR-P-TTY|R0950A16|Cyber QS|8022|2016|USD|713,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2019-06-01,PC-LS-OR-TTY|MUNQQS|2018|USD|8022|668,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,668,USBICI,2018,-,NULL,USD,USD,Y,-23234.0300,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-23234.0300,T1,NULL,NULL,QS,MUNQQS,PC-LS-OR-TTY|MUNQQS|2018|USD|8022|668,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2019-06-01,PC-LS-OR-TTY|MUNQQS|2017|USD|8022|671,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,671,USBICI,2017,-,NULL,USD,USD,Y,264.2400,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,264.2400,T1,NULL,NULL,QS,MUNQQS,PC-LS-OR-TTY|MUNQQS|2017|USD|8022|671,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2019-06-01,PC-LS-OR-TTY|MUNICH - Surplus|2018|USD|8022|668,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,668,USBICI,2018,-,NULL,USD,USD,Y,12778.8400,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,12778.8400,T1,NULL,NULL,QS,MUNICH - Surplus,PC-LS-OR-TTY|MUNICH - Surplus|2018|USD|8022|668,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2019-06-01,PC-LS-OR-TTY|MUNQQS|2018|USD|8022|671,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,671,USBICI,2018,-,NULL,USD,USD,Y,-23649.7800,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-23649.7800,T1,NULL,NULL,QS,MUNQQS,PC-LS-OR-TTY|MUNQQS|2018|USD|8022|671,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2019-06-01,PC-LS-OR-TTY|Master RI|2017|USD|8022|700,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,700,USBICI,2017,-,NULL,USD,USD,Y,274.3600,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,274.3600,T1,NULL,NULL,QS,Master RI,PC-LS-OR-TTY|Master RI|2017|USD|8022|700,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2019-06-01,PC-LS-OR-TTY|MUNQQS|2018|USD|8022|688,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,688,USBICI,2018,-,NULL,USD,USD,Y,-4395.7200,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-4395.7200,T1,NULL,NULL,QS,MUNQQS,PC-LS-OR-TTY|MUNQQS|2018|USD|8022|688,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2019-06-01,PC-LS-OR-TTY|MUNQQS|2019|USD|8022|688,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,688,USBICI,2019,-,NULL,USD,USD,Y,-814.6600,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-814.6600,T1,NULL,NULL,"QS ",MUNQQS,PC-LS-OR-TTY|MUNQQS|2019|USD|8022|688,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2019-06-01,PC-LS-OR-TTY|MUNQQS|2017|USD|8022|686,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,686,USBICI,2017,-,NULL,USD,USD,Y,228.5500,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,228.5500,T1,NULL,NULL,QS,MUNQQS,PC-LS-OR-TTY|MUNQQS|2017|USD|8022|686,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2019-06-01,PC-LS-OR-TTY|MUNICH - Surplus|2018|USD|8022|686,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,686,USBICI,2018,-,NULL,USD,USD,Y,8779.1800,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,8779.1800,T1,NULL,NULL,QS,MUNICH - Surplus,PC-LS-OR-TTY|MUNICH - Surplus|2018|USD|8022|686,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2019-06-01,PC-LS-OR-TTY|MUNQQS|2018|USD|8022|686,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,686,USBICI,2018,-,NULL,USD,USD,Y,-16252.6800,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-16252.6800,T1,NULL,NULL,QS,MUNQQS,PC-LS-OR-TTY|MUNQQS|2018|USD|8022|686,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2019-06-01,PC-LS-OR-TTY|MUNICH - Surplus|2019|USD|8022|688,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,688,USBICI,2019,-,NULL,USD,USD,Y,-2.0900,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-2.0900,T1,NULL,NULL,QS,MUNICH - Surplus,PC-LS-OR-TTY|MUNICH - Surplus|2019|USD|8022|688,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2019-06-01,PC-LS-OR-TTY|Environmental QS|2016|USD|8022|700,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,700,USBICI,2016,-,NULL,USD,USD,Y,550.9000,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,550.9000,T1,NULL,NULL,QS,Environmental QS,PC-LS-OR-TTY|Environmental QS|2016|USD|8022|700,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2019-06-01,PC-LS-OR-TTY|MUNICH - Surplus|2018|USD|8022|715,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,715,USBICI,2018,-,NULL,USD,USD,Y,167.8700,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,167.8700,T1,NULL,NULL,QS,MUNICH - Surplus,PC-LS-OR-TTY|MUNICH - Surplus|2018|USD|8022|715,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2019-06-01,PC-LS-OR-TTY|US Boiler & Machinery|2009|USD|8022|CPCE,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,CPCE,USBICI,2009,-,NULL,USD,USD,Y,-200650.7100,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-200650.7100,T1,NULL,NULL,QS,US Boiler & Machinery,PC-LS-OR-TTY|US Boiler & Machinery|2009|USD|8022|CPCE,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2019-06-01,PC-LS-OR-TTY|US Boiler & Machinery|2009|USD|8022|CPCE,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,CPCE,USBICI,2009,-,NULL,USD,USD,Y,401301.4200,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,401301.4200,T1,NULL,NULL,QS,US Boiler & Machinery,PC-LS-OR-TTY|US Boiler & Machinery|2009|USD|8022|CPCE,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2019-06-01,PC-LS-OR-TTY|US Boiler & Machinery|2009|USD|8022|CPEA,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,CPEA,USBICI,2009,-,NULL,USD,USD,Y,-383349.5400,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-383349.5400,T1,NULL,NULL,UNK,US Boiler & Machinery,PC-LS-OR-TTY|US Boiler & Machinery|2009|USD|8022|CPEA,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2019-06-01,PC-LS-OR-TTY|US Boiler & Machinery|2009|USD|8022|CPEA,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,CPEA,USBICI,2009,-,NULL,USD,USD,Y,191674.7700,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,191674.7700,T1,NULL,NULL,UNK,US Boiler & Machinery,PC-LS-OR-TTY|US Boiler & Machinery|2009|USD|8022|CPEA,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2020-03-01,PC-LS-OR-TTY|MUNQQS|2019|USD|8022|696,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,696,USBICI,2019,-,NULL,USD,USD,Y,-46556.2700,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-46556.2700,T1,NULL,NULL,"QS ",MUNQQS,PC-LS-OR-TTY|MUNQQS|2019|USD|8022|696,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2020-03-01,PC-LS-OR-TTY|MUNQQS|2019|USD|8022|699,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,699,USBICI,2019,-,NULL,USD,USD,Y,-29936.8100,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-29936.8100,T1,NULL,NULL,"QS ",MUNQQS,PC-LS-OR-TTY|MUNQQS|2019|USD|8022|699,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2020-03-01,PC-LS-OR-TTY|MUNQQS|2019|USD|8022|713,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,713,USBICI,2019,-,NULL,USD,USD,Y,-32073.0600,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-32073.0600,T1,NULL,NULL,"QS ",MUNQQS,PC-LS-OR-TTY|MUNQQS|2019|USD|8022|713,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2020-03-01,PC-LS-OR-TTY|MUNQQS|2019|USD|8022|715,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,715,USBICI,2019,-,NULL,USD,USD,Y,-126.8600,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-126.8600,T1,NULL,NULL,"QS ",MUNQQS,PC-LS-OR-TTY|MUNQQS|2019|USD|8022|715,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2020-03-01,PC-LS-OR-TTY|MUNQQS|2019|USD|8022|719,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,719,USBICI,2019,-,NULL,USD,USD,Y,-8649.4100,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-8649.4100,T1,NULL,NULL,"QS ",MUNQQS,PC-LS-OR-TTY|MUNQQS|2019|USD|8022|719,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2020-03-01,PC-LS-OR-TTY|MUNQQS|2019|USD|8022|722,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,722,USBICI,2019,-,NULL,USD,USD,Y,-23278.2200,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-23278.2200,T1,NULL,NULL,"QS ",MUNQQS,PC-LS-OR-TTY|MUNQQS|2019|USD|8022|722,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2020-03-01,PC-LS-OR-TTY|MUNQQS|2019|USD|8022|735,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,735,USBICI,2019,-,NULL,USD,USD,Y,-8898.9600,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-8898.9600,T1,NULL,NULL,"QS ",MUNQQS,PC-LS-OR-TTY|MUNQQS|2019|USD|8022|735,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2020-03-01,PC-LS-OR-TTY|MUNQQS|2019|USD|8022|736,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,736,USBICI,2019,-,NULL,USD,USD,Y,-22755.1700,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-22755.1700,T1,NULL,NULL,"QS ",MUNQQS,PC-LS-OR-TTY|MUNQQS|2019|USD|8022|736,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2020-03-01,PC-LS-OR-TTY|MUNQQS|2019|USD|8022|764,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,764,USBICI,2019,-,NULL,USD,USD,Y,-60911.4900,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-60911.4900,T1,NULL,NULL,"QS ",MUNQQS,PC-LS-OR-TTY|MUNQQS|2019|USD|8022|764,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2020-03-01,PC-LS-OR-TTY|Occurrence QS|2018|USD|8022|799,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,799,USBICI,2018,-,NULL,USD,USD,Y,18.7100,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,18.7100,T1,NULL,NULL,QS,Occurrence QS,PC-LS-OR-TTY|Occurrence QS|2018|USD|8022|799,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2020-03-01,PC-LS-OR-TTY|Occurrence QS|2019|USD|8022|799,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,799,USBICI,2019,-,NULL,USD,USD,Y,-325.0200,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-325.0200,T1,NULL,NULL,"QS ",Occurrence QS,PC-LS-OR-TTY|Occurrence QS|2019|USD|8022|799,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2020-03-01,PC-LS-OR-TTY|US Boiler & Machinery|2009|USD|8022|CPCE,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,CPCE,USBICI,2009,-,NULL,USD,USD,Y,-802602.8400,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-802602.8400,T1,NULL,NULL,QS,US Boiler & Machinery,PC-LS-OR-TTY|US Boiler & Machinery|2009|USD|8022|CPCE,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2020-03-01,PC-LS-OR-TTY|US Boiler & Machinery|2009|USD|8022|CPCE,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,CPCE,USBICI,2009,-,NULL,USD,USD,Y,1003253.5500,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,1003253.5500,T1,NULL,NULL,QS,US Boiler & Machinery,PC-LS-OR-TTY|US Boiler & Machinery|2009|USD|8022|CPCE,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2020-03-01,PC-LS-OR-TTY|US Boiler & Machinery|2009|USD|8022|CPCE,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,CPCE,USBICI,2009,-,NULL,USD,USD,Y,-1003253.5500,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-1003253.5500,T1,NULL,NULL,UNK,US Boiler & Machinery,PC-LS-OR-TTY|US Boiler & Machinery|2009|USD|8022|CPCE,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2020-03-01,PC-LS-OR-TTY|US Boiler & Machinery|2009|USD|8022|CPCE,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,CPCE,USBICI,2009,-,NULL,USD,USD,Y,802602.8400,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,802602.8400,T1,NULL,NULL,UNK,US Boiler & Machinery,PC-LS-OR-TTY|US Boiler & Machinery|2009|USD|8022|CPCE,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2020-03-01,PC-LS-OR-TTY|US Boiler & Machinery|2009|USD|8022|CPEA,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,CPEA,USBICI,2009,-,NULL,USD,USD,Y,-766699.0800,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-766699.0800,T1,NULL,NULL,QS,US Boiler & Machinery,PC-LS-OR-TTY|US Boiler & Machinery|2009|USD|8022|CPEA,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2020-03-01,PC-LS-OR-TTY|US Boiler & Machinery|2009|USD|8022|CPEA,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,CPEA,USBICI,2009,-,NULL,USD,USD,Y,958373.8500,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,958373.8500,T1,NULL,NULL,QS,US Boiler & Machinery,PC-LS-OR-TTY|US Boiler & Machinery|2009|USD|8022|CPEA,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2020-03-01,PC-LS-OR-TTY|US Boiler & Machinery|2009|USD|8022|CPEA,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,CPEA,USBICI,2009,-,NULL,USD,USD,Y,-958373.8500,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-958373.8500,T1,NULL,NULL,UNK,US Boiler & Machinery,PC-LS-OR-TTY|US Boiler & Machinery|2009|USD|8022|CPEA,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2020-03-01,PC-LS-OR-TTY|US Boiler & Machinery|2009|USD|8022|CPEA,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,CPEA,USBICI,2009,-,NULL,USD,USD,Y,766699.0800,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,766699.0800,T1,NULL,NULL,UNK,US Boiler & Machinery,PC-LS-OR-TTY|US Boiler & Machinery|2009|USD|8022|CPEA,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2020-03-01,PC-LS-OR-TTY|US Boiler & Machinery|2009|USD|8022|CPWE,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,CPWE,USBICI,2009,-,NULL,USD,USD,Y,-353829.5500,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-353829.5500,T1,NULL,NULL,UNK,US Boiler & Machinery,PC-LS-OR-TTY|US Boiler & Machinery|2009|USD|8022|CPWE,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2020-03-01,PC-LS-OR-TTY|US Boiler & Machinery|2009|USD|8022|CPWE,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,CPWE,USBICI,2009,-,NULL,USD,USD,Y,283063.6400,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,283063.6400,T1,NULL,NULL,UNK,US Boiler & Machinery,PC-LS-OR-TTY|US Boiler & Machinery|2009|USD|8022|CPWE,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2020-03-01,PC-LS-OR-TTY|US Boiler & Machinery|2009|USD|8022|CPWE,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,CPWE,USBICI,2009,-,NULL,USD,USD,Y,-283063.6400,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,-283063.6400,T1,NULL,NULL,QS,US Boiler & Machinery,PC-LS-OR-TTY|US Boiler & Machinery|2009|USD|8022|CPWE,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2020-03-01,PC-LS-OR-TTY|US Boiler & Machinery|2009|USD|8022|CPWE,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,CPWE,USBICI,2009,-,NULL,USD,USD,Y,353829.5500,NULL,NULL,Adjustment,NULL,NULL,NULL,NULL,NULL,E,-,353829.5500,T1,NULL,NULL,QS,US Boiler & Machinery,PC-LS-OR-TTY|US Boiler & Machinery|2009|USD|8022|CPWE,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2020-12-01,PC-LS-OR-TTY|SLCyEx QS1 - TRC|2020|USD|8022|673,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,673,USBICI,2020,-,NULL,USD,USD,Y,-1093.8400,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-1093.8400,T1,NULL,NULL,"QS ",SLCyEx QS1 - TRC,PC-LS-OR-TTY|SLCyEx QS1 - TRC|2020|USD|8022|673,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2020-12-01,PC-LS-OR-TTY|SLCyEx QS1 - TRC|2020|USD|8022|688,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,688,USBICI,2020,-,NULL,USD,USD,Y,-4872.0100,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-4872.0100,T1,NULL,NULL,"QS ",SLCyEx QS1 - TRC,PC-LS-OR-TTY|SLCyEx QS1 - TRC|2020|USD|8022|688,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2020-12-01,PC-LS-OR-TTY|SLCyEx QS1|2020|USD|8022|672,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,672,USBICI,2020,-,NULL,USD,USD,Y,-119801.3200,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-119801.3200,T1,NULL,NULL,"QS ",SLCyEx QS1,PC-LS-OR-TTY|SLCyEx QS1|2020|USD|8022|672,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2020-12-01,PC-LS-OR-TTY|SLCyEx QS1|2020|USD|8022|686,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,686,USBICI,2020,-,NULL,USD,USD,Y,-60784.0800,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-60784.0800,T1,NULL,NULL,"QS ",SLCyEx QS1,PC-LS-OR-TTY|SLCyEx QS1|2020|USD|8022|686,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2020-12-01,PC-LS-OR-TTY|SLCyEx QS1|2020|USD|8022|715,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,715,USBICI,2020,-,NULL,USD,USD,Y,-2028.4500,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-2028.4500,T1,NULL,NULL,"QS ",SLCyEx QS1,PC-LS-OR-TTY|SLCyEx QS1|2020|USD|8022|715,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2020-12-01,PC-LS-OR-TTY|SLCyEx QS2|2020|USD|8022|696,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,696,USBICI,2020,-,NULL,USD,USD,Y,-118624.8000,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-118624.8000,T1,NULL,NULL,"QS ",SLCyEx QS2,PC-LS-OR-TTY|SLCyEx QS2|2020|USD|8022|696,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2020-12-01,PC-LS-OR-TTY|SLCyEx QS1 - TRC|2020|USD|8022|671,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,671,USBICI,2020,-,NULL,USD,USD,Y,-199938.3100,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-199938.3100,T1,NULL,NULL,"QS ",SLCyEx QS1 - TRC,PC-LS-OR-TTY|SLCyEx QS1 - TRC|2020|USD|8022|671,NULL
NULL,A,PC-LS-OR-TTY,BICI_ORC_TACTICAL,2020-12-01,PC-LS-OR-TTY|SLCyEx QS1|2020|USD|8022|673,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,673,USBICI,2020,-,NULL,USD,USD,Y,-1458.4400,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,E,-,-1458.4400,T1,NULL,NULL,"QS ",SLCyEx QS1,PC-LS-OR-TTY|SLCyEx QS1|2020|USD|8022|673,NULL
