"PK_Transaction","Scenario","Account","Dataset","DateOfFact","BusinessKey","PolicyNumber","InceptionDate","ExpiryDate","BindDate","DueDate","TrifocusCode","Entity","YOA","TypeOfBusiness","StatsCode","SettlementCCY","OriginalCCY","IsToDate","Value","RowHash","FK_Allocation","DeltaType","AuditSourceBatchID","AuditCreateDateTime","AuditGenerateDateTime","AuditUserCreate","AuditHost","Basis","Location","ValueOrig","BusinessProcessCode","FK_Batch","BoundDate","RIPolicyType","ProgrammeCode","ExcelRowHash","RunNumber"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2019-03-01","BICI Internal QS|QS|2012|672|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","672","USBICI","2012","-","NULL","USD","USD","Y","176.0000","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","176.0000","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|2012|672|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2019-03-01","BICI Internal QS|QS|2012|675|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","675","USBICI","2012","-","NULL","USD","USD","Y","-5575.0000","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","-5575.0000","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|2012|675|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2019-03-01","BICI Internal QS|QS|2012|685|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","685","USBICI","2012","-","NULL","USD","USD","Y","6.0000","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","6.0000","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|2012|685|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2019-03-01","BICI Internal QS|QS|2012|686|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","686","USBICI","2012","-","NULL","USD","USD","Y","-7680.9000","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","-7680.9000","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|2012|686|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2019-03-01","BICI Internal QS|QS|2012|687|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","687","USBICI","2012","-","NULL","USD","USD","Y","7.0000","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","7.0000","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|2012|687|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2019-03-01","BICI Internal QS|QS|2012|688|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","688","USBICI","2012","-","NULL","USD","USD","Y","-9.0100","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","-9.0100","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|2012|688|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2019-03-01","BICI Internal QS|QS|2012|696|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","696","USBICI","2012","-","NULL","USD","USD","Y","262.5000","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","262.5000","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|2012|696|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2019-03-01","BICI Internal QS|QS|2012|713|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","713","USBICI","2012","-","NULL","USD","USD","Y","-9.0000","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","-9.0000","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|2012|713|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2019-03-01","BICI Internal QS|QS|2012|722|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","722","USBICI","2012","-","NULL","USD","USD","Y","-5.0000","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","-5.0000","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|2012|722|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2019-03-01","BICI Internal QS|QS|2013|668|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","668","USBICI","2013","-","NULL","USD","USD","Y","-108803.4747","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","-108803.4747","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|2013|668|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2019-03-01","BICI Internal QS|QS|2013|671|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","671","USBICI","2013","-","NULL","USD","USD","Y","106834.6099","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","106834.6099","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|2013|671|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2019-03-01","BICI Internal QS|QS|2013|672|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","672","USBICI","2013","-","NULL","USD","USD","Y","-32367.1100","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","-32367.1100","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|2013|672|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2019-03-01","BICI Internal QS|QS|2013|673|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","673","USBICI","2013","-","NULL","USD","USD","Y","1.0000","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","1.0000","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|2013|673|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2019-03-01","BICI Internal QS|QS|2013|675|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","675","USBICI","2013","-","NULL","USD","USD","Y","-226.4921","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","-226.4921","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|2013|675|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2019-03-01","BICI Internal QS|QS|2013|685|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","685","USBICI","2013","-","NULL","USD","USD","Y","19592.5400","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","19592.5400","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|2013|685|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2019-03-01","BICI Internal QS|QS|2013|686|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","686","USBICI","2013","-","NULL","USD","USD","Y","7524.0000","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","7524.0000","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|2013|686|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2019-03-01","BICI Internal QS|QS|2013|687|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","687","USBICI","2013","-","NULL","USD","USD","Y","66.0000","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","66.0000","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|2013|687|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2019-03-01","BICI Internal QS|QS|2013|688|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","688","USBICI","2013","-","NULL","USD","USD","Y","-71203.7600","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","-71203.7600","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|2013|688|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2019-03-01","BICI Internal QS|QS|2013|696|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","696","USBICI","2013","-","NULL","USD","USD","Y","-95.1300","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","-95.1300","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|2013|696|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2019-03-01","BICI Internal QS|QS|2013|699|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","699","USBICI","2013","-","NULL","USD","USD","Y","15.0000","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","15.0000","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|2013|699|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2019-03-01","BICI Internal QS|QS|2013|713|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","713","USBICI","2013","-","NULL","USD","USD","Y","-26.0000","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","-26.0000","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|2013|713|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2019-03-01","BICI Internal QS|QS|2013|719|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","719","USBICI","2013","-","NULL","USD","USD","Y","7295.0000","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","7295.0000","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|2013|719|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2019-03-01","BICI Internal QS|QS|2013|722|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","722","USBICI","2013","-","NULL","USD","USD","Y","-2.0000","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","-2.0000","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|2013|722|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2019-03-01","BICI Internal QS|QS|2013|736|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","736","USBICI","2013","-","NULL","USD","USD","Y","-12.0000","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","-12.0000","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|2013|736|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2019-03-01","BICI Internal QS|QS|2014|668|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","668","USBICI","2014","-","NULL","USD","USD","Y","165145.8939","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","165145.8939","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|2014|668|USD","NULL"
"NULL","A","RC-P-T-FAC","BICI RI Ultimate Claim","2019-03-01","SL Facultative spend|FAC|2017|713|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","713","USBICI","2017","-","NULL","USD","USD","Y","169.6197","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","169.6197","T1","NULL","NULL","FAC","SL Facultative spend","SL Facultative spend|FAC|2017|713|USD","NULL"
"NULL","A","RC-P-T-FAC","BICI RI Ultimate Claim","2019-03-01","SL Facultative spend|FAC|2018|668|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","668","USBICI","2018","-","NULL","USD","USD","Y","-401526.7753","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","-401526.7753","T1","NULL","NULL","FAC","SL Facultative spend","SL Facultative spend|FAC|2018|668|USD","NULL"
"NULL","A","RC-P-T-FAC","BICI RI Ultimate Claim","2019-03-01","SL Facultative spend|FAC|2018|686|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","686","USBICI","2018","-","NULL","USD","USD","Y","-145.2719","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","-145.2719","T1","NULL","NULL","FAC","SL Facultative spend","SL Facultative spend|FAC|2018|686|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2019-03-01","SWORD D&O|QS|2012|671|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","671","USBICI","2012","-","NULL","USD","USD","Y","26.3792","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","26.3792","T1","NULL","NULL","QS","SWORD D&O","SWORD D&O|QS|2012|671|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2019-03-01","SWORD D&O|QS|2013|671|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","671","USBICI","2013","-","NULL","USD","USD","Y","103.1450","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","103.1450","T1","NULL","NULL","QS","SWORD D&O","SWORD D&O|QS|2013|671|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2019-03-01","Systemic cover - Clash|XL|2017|668|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","668","USBICI","2017","-","NULL","USD","USD","Y","13185.9395","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","13185.9395","T1","NULL","NULL","XL","Systemic cover - Clash","Systemic cover - Clash|XL|2017|668|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2019-03-01","Systemic cover - Clash|XL|2017|671|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","671","USBICI","2017","-","NULL","USD","USD","Y","9879.4628","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","9879.4628","T1","NULL","NULL","XL","Systemic cover - Clash","Systemic cover - Clash|XL|2017|671|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2019-03-01","Systemic cover - Clash|XL|2017|672|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","672","USBICI","2017","-","NULL","USD","USD","Y","8731.3962","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","8731.3962","T1","NULL","NULL","XL","Systemic cover - Clash","Systemic cover - Clash|XL|2017|672|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2019-03-01","Systemic cover - Clash|XL|2017|673|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","673","USBICI","2017","-","NULL","USD","USD","Y","780.3408","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","780.3408","T1","NULL","NULL","XL","Systemic cover - Clash","Systemic cover - Clash|XL|2017|673|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2019-03-01","Systemic cover - Clash|XL|2017|686|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","686","USBICI","2017","-","NULL","USD","USD","Y","1127.0687","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","1127.0687","T1","NULL","NULL","XL","Systemic cover - Clash","Systemic cover - Clash|XL|2017|686|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2019-03-01","Systemic cover - Clash|XL|2017|687|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","687","USBICI","2017","-","NULL","USD","USD","Y","926.5712","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","926.5712","T1","NULL","NULL","XL","Systemic cover - Clash","Systemic cover - Clash|XL|2017|687|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2019-03-01","Systemic cover - Clash|XL|2017|688|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","688","USBICI","2017","-","NULL","USD","USD","Y","444.2264","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","444.2264","T1","NULL","NULL","XL","Systemic cover - Clash","Systemic cover - Clash|XL|2017|688|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2019-03-01","Systemic cover - Clash|XL|2017|696|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","696","USBICI","2017","-","NULL","USD","USD","Y","1069.1205","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","1069.1205","T1","NULL","NULL","XL","Systemic cover - Clash","Systemic cover - Clash|XL|2017|696|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2019-03-01","Systemic cover - Clash|XL|2017|699|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","699","USBICI","2017","-","NULL","USD","USD","Y","2244.6422","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","2244.6422","T1","NULL","NULL","XL","Systemic cover - Clash","Systemic cover - Clash|XL|2017|699|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2019-03-01","Systemic cover - Clash|XL|2017|713|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","713","USBICI","2017","-","NULL","USD","USD","Y","1036.8469","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","1036.8469","T1","NULL","NULL","XL","Systemic cover - Clash","Systemic cover - Clash|XL|2017|713|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2019-03-01","Systemic cover - Clash|XL|2017|715|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","715","USBICI","2017","-","NULL","USD","USD","Y","268.4019","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","268.4019","T1","NULL","NULL","XL","Systemic cover - Clash","Systemic cover - Clash|XL|2017|715|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2019-03-01","Systemic cover - Clash|XL|2017|719|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","719","USBICI","2017","-","NULL","USD","USD","Y","16975.7625","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","16975.7625","T1","NULL","NULL","XL","Systemic cover - Clash","Systemic cover - Clash|XL|2017|719|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2019-03-01","Systemic cover - Clash|XL|2017|735|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","735","USBICI","2017","-","NULL","USD","USD","Y","481.4086","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","481.4086","T1","NULL","NULL","XL","Systemic cover - Clash","Systemic cover - Clash|XL|2017|735|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2019-03-01","Systemic cover - Clash|XL|2017|736|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","736","USBICI","2017","-","NULL","USD","USD","Y","4320.1637","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","4320.1637","T1","NULL","NULL","XL","Systemic cover - Clash","Systemic cover - Clash|XL|2017|736|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2019-03-01","Systemic cover - Clash|XL|2018|668|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","668","USBICI","2018","-","NULL","USD","USD","Y","-2144.0054","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","-2144.0054","T1","NULL","NULL","XL","Systemic cover - Clash","Systemic cover - Clash|XL|2018|668|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2019-03-01","Systemic cover - Clash|XL|2018|671|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","671","USBICI","2018","-","NULL","USD","USD","Y","-1405.1391","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","-1405.1391","T1","NULL","NULL","XL","Systemic cover - Clash","Systemic cover - Clash|XL|2018|671|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2019-03-01","Systemic cover - Clash|XL|2018|672|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","672","USBICI","2018","-","NULL","USD","USD","Y","-36355.3063","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","-36355.3063","T1","NULL","NULL","XL","Systemic cover - Clash","Systemic cover - Clash|XL|2018|672|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2019-03-01","Systemic cover - Clash|XL|2018|673|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","673","USBICI","2018","-","NULL","USD","USD","Y","112836.9204","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","112836.9204","T1","NULL","NULL","XL","Systemic cover - Clash","Systemic cover - Clash|XL|2018|673|USD","NULL"
"NULL","A","RC-P-T-FAC","BICI RI Ultimate Claim","2019-03-01","BICI Internal QS|FAC|2017|668|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","668","USBICI","2017","-","NULL","USD","USD","Y","2421.3709","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","2421.3709","T1","NULL","NULL","FAC","BICI Internal QS","BICI Internal QS|FAC|2017|668|USD","NULL"
"NULL","A","RC-P-T-FAC","BICI RI Ultimate Claim","2019-03-01","BICI Internal QS|FAC|2018|668|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","668","USBICI","2018","-","NULL","USD","USD","Y","-6088.6616","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","-6088.6616","T1","NULL","NULL","FAC","BICI Internal QS","BICI Internal QS|FAC|2018|668|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2019-03-01","BICI Internal QS|QS|2007|668|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","668","USBICI","2007","-","NULL","USD","USD","Y","1437.2454","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","1437.2454","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|2007|668|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2019-03-01","BICI Internal QS|QS|2008|668|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","668","USBICI","2008","-","NULL","USD","USD","Y","1631.9900","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","1631.9900","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|2008|668|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2019-03-01","BICI Internal QS|QS|2008|672|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","672","USBICI","2008","-","NULL","USD","USD","Y","1007.0272","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","1007.0272","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|2008|672|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2019-03-01","BICI Internal QS|QS|2008|685|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","685","USBICI","2008","-","NULL","USD","USD","Y","10212.8500","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","10212.8500","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|2008|685|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2019-03-01","BICI Internal QS|QS|2009|668|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","668","USBICI","2009","-","NULL","USD","USD","Y","-106463.4275","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","-106463.4275","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|2009|668|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2019-03-01","BICI Internal QS|QS|2009|670|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","670","USBICI","2009","-","NULL","USD","USD","Y","-2476.0000","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","-2476.0000","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|2009|670|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2019-03-01","BICI Internal QS|QS|2009|671|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","671","USBICI","2009","-","NULL","USD","USD","Y","6.0000","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","6.0000","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|2009|671|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2019-03-01","BICI Internal QS|QS|2009|685|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","685","USBICI","2009","-","NULL","USD","USD","Y","27720.3400","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","27720.3400","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|2009|685|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2019-03-01","BICI Internal QS|QS|2010|668|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","668","USBICI","2010","-","NULL","USD","USD","Y","-260.6829","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","-260.6829","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|2010|668|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2019-03-01","BICI Internal QS|QS|2010|670|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","670","USBICI","2010","-","NULL","USD","USD","Y","-6876.0000","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","-6876.0000","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|2010|670|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2019-03-01","BICI Internal QS|QS|2010|671|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","671","USBICI","2010","-","NULL","USD","USD","Y","323854.0000","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","323854.0000","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|2010|671|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2019-03-01","BICI Internal QS|QS|2010|672|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","672","USBICI","2010","-","NULL","USD","USD","Y","8.9418","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","8.9418","T1","NULL","NULL","QS","BICI Internal QS","BICI Internal QS|QS|2010|672|USD","NULL"
