"PK_Transaction","Scenario","Account","Dataset","DateOfFact","BusinessKey","PolicyNumber","InceptionDate","ExpiryDate","BindDate","DueDate","TrifocusCode","Entity","YOA","TypeOfBusiness","StatsCode","SettlementCCY","OriginalCCY","IsToDate","Value","RowHash","FK_Allocation","DeltaType","AuditSourceBatchID","AuditCreateDateTime","AuditGenerateDateTime","AuditUserCreate","AuditHost","Basis","Location","ValueOrig","BusinessProcessCode","FK_Batch","BoundDate","RIPolicyType","ProgrammeCode","ExcelRowHash","RunNumber"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2018-12-01","BFS QS|QS|2009|CPWE|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","CPWE","USBICI","2009","-","NULL","USD","USD","Y","2891328.0700","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","2891328.0700","T1","NULL","NULL","QS","BFS QS","BFS QS|QS|2009|CPWE|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2018-12-01","BFS QS|QS|2010|CPCE|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","CPCE","USBICI","2010","-","NULL","USD","USD","Y","544049.9500","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","544049.9500","T1","NULL","NULL","QS","BFS QS","BFS QS|QS|2010|CPCE|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2018-12-01","BFS QS|QS|2010|CPEA|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","CPEA","USBICI","2010","-","NULL","USD","USD","Y","29986.0400","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","29986.0400","T1","NULL","NULL","QS","BFS QS","BFS QS|QS|2010|CPEA|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2018-12-01","BFS QS|QS|2010|CPWE|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","CPWE","USBICI","2010","-","NULL","USD","USD","Y","32450.0000","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","32450.0000","T1","NULL","NULL","QS","BFS QS","BFS QS|QS|2010|CPWE|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2018-12-01","BFS QS|QS|NOYOA|CPCE|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","CPCE","USBICI","NOYOA","-","NULL","USD","USD","Y","6352771.1500","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","6352771.1500","T1","NULL","NULL","QS","BFS QS","BFS QS|QS|NOYOA|CPCE|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2018-12-01","BFS QS|QS|NOYOA|CPEA|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","CPEA","USBICI","NOYOA","-","NULL","USD","USD","Y","331457.0100","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","331457.0100","T1","NULL","NULL","QS","BFS QS","BFS QS|QS|NOYOA|CPEA|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2018-12-01","BFS QS|QS|NOYOA|CPWE|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","CPWE","USBICI","NOYOA","-","NULL","USD","USD","Y","-516857.9300","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","-516857.9300","T1","NULL","NULL","QS","BFS QS","BFS QS|QS|NOYOA|CPWE|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2018-12-01","Environmental QS|QS|2016|700|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","700","USBICI","2016","-","NULL","USD","USD","Y","549314.4737","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","549314.4737","T1","NULL","NULL","QS","Environmental QS","Environmental QS|QS|2016|700|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2018-12-01","Environmental QS|QS|2017|700|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","700","USBICI","2017","-","NULL","USD","USD","Y","1132184.9842","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","1132184.9842","T1","NULL","NULL","QS","Environmental QS","Environmental QS|QS|2017|700|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2018-12-01","Environmental QS|QS|2018|700|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","700","USBICI","2018","-","NULL","USD","USD","Y","1860082.2558","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","1860082.2558","T1","NULL","NULL","QS","Environmental QS","Environmental QS|QS|2018|700|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2018-12-01","Marine XL|XL|2016|TRI00046|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","TRI00046","USBICI","2016","-","NULL","USD","USD","Y","10.6073","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","10.6073","T1","NULL","NULL","XL","Marine XL","Marine XL|XL|2016|TRI00046|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2018-12-01","Marine XL|XL|2017|TRI00046|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","TRI00046","USBICI","2017","-","NULL","USD","USD","Y","-1755.5150","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","-1755.5150","T1","NULL","NULL","XL","Marine XL","Marine XL|XL|2017|TRI00046|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2018-12-01","Marine XL|XL|2018|790|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","790","USBICI","2018","-","NULL","USD","USD","Y","-1099.9602","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","-1099.9602","T1","NULL","NULL","XL","Marine XL","Marine XL|XL|2018|790|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2018-12-01","Marine XL|XL|2018|798|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","798","USBICI","2018","-","NULL","USD","USD","Y","-4991.7571","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","-4991.7571","T1","NULL","NULL","XL","Marine XL","Marine XL|XL|2018|798|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2018-12-01","Professions|XL|2016|671|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","671","USBICI","2016","-","NULL","USD","USD","Y","13581.0471","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","13581.0471","T1","NULL","NULL","XL","Professions","Professions|XL|2016|671|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2018-12-01","Professions|XL|2016|674|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","674","USBICI","2016","-","NULL","USD","USD","Y","1217.9474","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","1217.9474","T1","NULL","NULL","XL","Professions","Professions|XL|2016|674|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2018-12-01","Professions|XL|2016|686|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","686","USBICI","2016","-","NULL","USD","USD","Y","4041.3660","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","4041.3660","T1","NULL","NULL","XL","Professions","Professions|XL|2016|686|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2018-12-01","Professions|XL|2016|696|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","696","USBICI","2016","-","NULL","USD","USD","Y","-1837.2915","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","-1837.2915","T1","NULL","NULL","XL","Professions","Professions|XL|2016|696|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2018-12-01","Professions|XL|2016|699|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","699","USBICI","2016","-","NULL","USD","USD","Y","8480.4180","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","8480.4180","T1","NULL","NULL","XL","Professions","Professions|XL|2016|699|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2018-12-01","Professions|XL|2016|713|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","713","USBICI","2016","-","NULL","USD","USD","Y","-8394.0299","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","-8394.0299","T1","NULL","NULL","XL","Professions","Professions|XL|2016|713|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2018-12-01","Professions|XL|2016|719|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","719","USBICI","2016","-","NULL","USD","USD","Y","-7693.3386","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","-7693.3386","T1","NULL","NULL","XL","Professions","Professions|XL|2016|719|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2018-12-01","Professions|XL|2016|736|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","736","USBICI","2016","-","NULL","USD","USD","Y","46647.5292","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","46647.5292","T1","NULL","NULL","XL","Professions","Professions|XL|2016|736|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2018-12-01","Professions|XL|2017|668|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","668","USBICI","2017","-","NULL","USD","USD","Y","206227.4604","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","206227.4604","T1","NULL","NULL","XL","Professions","Professions|XL|2017|668|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2018-12-01","Professions|XL|2017|671|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","671","USBICI","2017","-","NULL","USD","USD","Y","141690.6087","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","141690.6087","T1","NULL","NULL","XL","Professions","Professions|XL|2017|671|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2018-12-01","A&E Lawyers QS|QS|2016|668|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","668","USBICI","2016","-","NULL","USD","USD","Y","-1865.1197","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","-1865.1197","T1","NULL","NULL","QS","A&E Lawyers QS","A&E Lawyers QS|QS|2016|668|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2018-12-01","A&E Lawyers QS|QS|2017|668|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","668","USBICI","2017","-","NULL","USD","USD","Y","-7489.6749","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","-7489.6749","T1","NULL","NULL","QS","A&E Lawyers QS","A&E Lawyers QS|QS|2017|668|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2018-12-01","A&E Lawyers QS|QS|2018|668|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","668","USBICI","2018","-","NULL","USD","USD","Y","-17418.5098","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","-17418.5098","T1","NULL","NULL","QS","A&E Lawyers QS","A&E Lawyers QS|QS|2018|668|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2018-12-01","BICI_HISTORICAL|UNK|2005|672|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","672","USBICI","2005","-","NULL","USD","USD","Y","1000.0000","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","1000.0000","T1","NULL","NULL","UNK","BICI_HISTORICAL","BICI_HISTORICAL|UNK|2005|672|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2018-12-01","BICI_HISTORICAL|UNK|2005|TRI00046|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","TRI00046","USBICI","2005","-","NULL","USD","USD","Y","6688.4100","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","6688.4100","T1","NULL","NULL","UNK","BICI_HISTORICAL","BICI_HISTORICAL|UNK|2005|TRI00046|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2018-12-01","BICI_HISTORICAL|UNK|2006|668|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","668","USBICI","2006","-","NULL","USD","USD","Y","99798.2600","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","99798.2600","T1","NULL","NULL","UNK","BICI_HISTORICAL","BICI_HISTORICAL|UNK|2006|668|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2018-12-01","BICI_HISTORICAL|UNK|2006|672|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","672","USBICI","2006","-","NULL","USD","USD","Y","10124.5500","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","10124.5500","T1","NULL","NULL","UNK","BICI_HISTORICAL","BICI_HISTORICAL|UNK|2006|672|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2018-12-01","BICI_HISTORICAL|UNK|2006|686|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","686","USBICI","2006","-","NULL","USD","USD","Y","8625.0000","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","8625.0000","T1","NULL","NULL","UNK","BICI_HISTORICAL","BICI_HISTORICAL|UNK|2006|686|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2018-12-01","BICI_HISTORICAL|UNK|2006|BUSASL|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","BUSASL","USBICI","2006","-","NULL","USD","USD","Y","1358419.7200","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","1358419.7200","T1","NULL","NULL","UNK","BICI_HISTORICAL","BICI_HISTORICAL|UNK|2006|BUSASL|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2018-12-01","BICI_HISTORICAL|UNK|2006|TRI00046|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","TRI00046","USBICI","2006","-","NULL","USD","USD","Y","528825.4300","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","528825.4300","T1","NULL","NULL","UNK","BICI_HISTORICAL","BICI_HISTORICAL|UNK|2006|TRI00046|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2018-12-01","BICI_HISTORICAL|UNK|2007|668|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","668","USBICI","2007","-","NULL","USD","USD","Y","5685752.9739","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","5685752.9739","T1","NULL","NULL","UNK","BICI_HISTORICAL","BICI_HISTORICAL|UNK|2007|668|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2018-12-01","BICI_HISTORICAL|UNK|2007|671|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","671","USBICI","2007","-","NULL","USD","USD","Y","232866.9700","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","232866.9700","T1","NULL","NULL","UNK","BICI_HISTORICAL","BICI_HISTORICAL|UNK|2007|671|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2018-12-01","BICI_HISTORICAL|UNK|2007|672|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","672","USBICI","2007","-","NULL","USD","USD","Y","1175663.9300","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","1175663.9300","T1","NULL","NULL","UNK","BICI_HISTORICAL","BICI_HISTORICAL|UNK|2007|672|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2018-12-01","BICI_HISTORICAL|UNK|2007|686|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","686","USBICI","2007","-","NULL","USD","USD","Y","153242.9200","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","153242.9200","T1","NULL","NULL","UNK","BICI_HISTORICAL","BICI_HISTORICAL|UNK|2007|686|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2018-12-01","BICI_HISTORICAL|UNK|2007|CPCC|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","CPCC","USBICI","2007","-","NULL","USD","USD","Y","140138.9100","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","140138.9100","T1","NULL","NULL","UNK","BICI_HISTORICAL","BICI_HISTORICAL|UNK|2007|CPCC|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2018-12-01","BICI_HISTORICAL|UNK|2007|CPCE|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","CPCE","USBICI","2007","-","NULL","USD","USD","Y","1878736.4000","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","1878736.4000","T1","NULL","NULL","UNK","BICI_HISTORICAL","BICI_HISTORICAL|UNK|2007|CPCE|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2018-12-01","BICI_HISTORICAL|UNK|2007|CPEA|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","CPEA","USBICI","2007","-","NULL","USD","USD","Y","1392950.3200","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","1392950.3200","T1","NULL","NULL","UNK","BICI_HISTORICAL","BICI_HISTORICAL|UNK|2007|CPEA|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2018-12-01","BICI_HISTORICAL|UNK|2007|CPWE|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","CPWE","USBICI","2007","-","NULL","USD","USD","Y","1327138.2300","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","1327138.2300","T1","NULL","NULL","UNK","BICI_HISTORICAL","BICI_HISTORICAL|UNK|2007|CPWE|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2018-12-01","BICI_HISTORICAL|UNK|2007|TRI00046|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","TRI00046","USBICI","2007","-","NULL","USD","USD","Y","65480.9900","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","65480.9900","T1","NULL","NULL","UNK","BICI_HISTORICAL","BICI_HISTORICAL|UNK|2007|TRI00046|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2018-12-01","BICI_HISTORICAL|UNK|2008|668|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","668","USBICI","2008","-","NULL","USD","USD","Y","3344888.3700","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","3344888.3700","T1","NULL","NULL","UNK","BICI_HISTORICAL","BICI_HISTORICAL|UNK|2008|668|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2018-12-01","BICI_HISTORICAL|UNK|2008|671|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","671","USBICI","2008","-","NULL","USD","USD","Y","334988.8700","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","334988.8700","T1","NULL","NULL","UNK","BICI_HISTORICAL","BICI_HISTORICAL|UNK|2008|671|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2018-12-01","BICI_HISTORICAL|UNK|2008|672|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","672","USBICI","2008","-","NULL","USD","USD","Y","2545766.9948","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","2545766.9948","T1","NULL","NULL","UNK","BICI_HISTORICAL","BICI_HISTORICAL|UNK|2008|672|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2018-12-01","US Boiler & Machinery|QS|NOYOA|CPEA|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","CPEA","USBICI","NOYOA","-","NULL","USD","USD","Y",".1500","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-",".1500","T1","NULL","NULL","QS","US Boiler & Machinery","US Boiler & Machinery|QS|NOYOA|CPEA|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2018-12-01","US Boiler & Machinery|QS|NOYOA|CPWE|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","CPWE","USBICI","NOYOA","-","NULL","USD","USD","Y","-79038.8000","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","-79038.8000","T1","NULL","NULL","QS","US Boiler & Machinery","US Boiler & Machinery|QS|NOYOA|CPWE|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2018-12-01","Property XL|XL|2008|CPCE|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","CPCE","USBICI","2008","-","NULL","USD","USD","Y","4689955.0000","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","4689955.0000","T1","NULL","NULL","XL","Property XL","Property XL|XL|2008|CPCE|USD","NULL"
"NULL","A","RC-P-T-FAC","BICI RI Ultimate Claim","2018-12-01","SL Facultative spend|FAC|2013|668|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","668","USBICI","2013","-","NULL","USD","USD","Y","5812.8397","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","5812.8397","T1","NULL","NULL","FAC","SL Facultative spend","SL Facultative spend|FAC|2013|668|USD","NULL"
"NULL","A","RC-P-T-FAC","BICI RI Ultimate Claim","2018-12-01","SL Facultative spend|FAC|2014|668|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","668","USBICI","2014","-","NULL","USD","USD","Y","3051.0252","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","3051.0252","T1","NULL","NULL","FAC","SL Facultative spend","SL Facultative spend|FAC|2014|668|USD","NULL"
"NULL","A","RC-P-T-FAC","BICI RI Ultimate Claim","2018-12-01","SL Facultative spend|FAC|2015|668|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","668","USBICI","2015","-","NULL","USD","USD","Y","984089.1758","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","984089.1758","T1","NULL","NULL","FAC","SL Facultative spend","SL Facultative spend|FAC|2015|668|USD","NULL"
"NULL","A","RC-P-T-FAC","BICI RI Ultimate Claim","2018-12-01","SL Facultative spend|FAC|2016|668|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","668","USBICI","2016","-","NULL","USD","USD","Y","152292.1797","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","152292.1797","T1","NULL","NULL","FAC","SL Facultative spend","SL Facultative spend|FAC|2016|668|USD","NULL"
"NULL","A","RC-P-T-FAC","BICI RI Ultimate Claim","2018-12-01","SL Facultative spend|FAC|2016|686|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","686","USBICI","2016","-","NULL","USD","USD","Y","-1529.9203","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","-1529.9203","T1","NULL","NULL","FAC","SL Facultative spend","SL Facultative spend|FAC|2016|686|USD","NULL"
"NULL","A","RC-P-T-FAC","BICI RI Ultimate Claim","2018-12-01","SL Facultative spend|FAC|2017|668|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","668","USBICI","2017","-","NULL","USD","USD","Y","428677.7382","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","428677.7382","T1","NULL","NULL","FAC","SL Facultative spend","SL Facultative spend|FAC|2017|668|USD","NULL"
"NULL","A","RC-P-T-FAC","BICI RI Ultimate Claim","2018-12-01","SL Facultative spend|FAC|2017|686|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","686","USBICI","2017","-","NULL","USD","USD","Y","-3086.6624","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","-3086.6624","T1","NULL","NULL","FAC","SL Facultative spend","SL Facultative spend|FAC|2017|686|USD","NULL"
"NULL","A","RC-P-T-FAC","BICI RI Ultimate Claim","2018-12-01","SL Facultative spend|FAC|2017|713|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","713","USBICI","2017","-","NULL","USD","USD","Y","-1095.7762","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","-1095.7762","T1","NULL","NULL","FAC","SL Facultative spend","SL Facultative spend|FAC|2017|713|USD","NULL"
"NULL","A","RC-P-T-FAC","BICI RI Ultimate Claim","2018-12-01","SL Facultative spend|FAC|2018|668|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","668","USBICI","2018","-","NULL","USD","USD","Y","899478.0117","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","899478.0117","T1","NULL","NULL","FAC","SL Facultative spend","SL Facultative spend|FAC|2018|668|USD","NULL"
"NULL","A","RC-P-T-FAC","BICI RI Ultimate Claim","2018-12-01","SL Facultative spend|FAC|2018|686|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","686","USBICI","2018","-","NULL","USD","USD","Y","-3704.7434","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","-3704.7434","T1","NULL","NULL","FAC","SL Facultative spend","SL Facultative spend|FAC|2018|686|USD","NULL"
"NULL","A","RC-P-T-FAC","BICI RI Ultimate Claim","2018-12-01","SL Facultative spend|FAC|2018|713|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","713","USBICI","2018","-","NULL","USD","USD","Y","33960.3505","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","33960.3505","T1","NULL","NULL","FAC","SL Facultative spend","SL Facultative spend|FAC|2018|713|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2018-12-01","CUNA QS|QS|2017|713|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","713","USBICI","2017","-","NULL","USD","USD","Y","680.4000","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","680.4000","T1","NULL","NULL","QS","CUNA QS","CUNA QS|QS|2017|713|USD","NULL"
"NULL","A","RC-P-T-TTY","BICI RI Ultimate Claim","2018-12-01","CUNA QS|QS|2017|722|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","722","USBICI","2017","-","NULL","USD","USD","Y","-2914.8260","NULL","NULL","New","NULL","NULL","NULL","NULL","NULL","E","-","-2914.8260","T1","NULL","NULL","QS","CUNA QS","CUNA QS|QS|2017|722|USD","NULL"
