"Scenario","Account","Dataset","DateOfFact","BusinessKey","PolicyNumber","InceptionDate","ExpiryDate","BindDate","DueDate","TrifocusCode","Entity","YOA","TypeOfBusiness","StatsCode","SettlementCCY","OriginalCCY","IsToDate","Value","RowHash","FK_Allocation","DeltaType","AuditSourceBatchID","AuditCreateDateTime","AuditGenerateDateTime","AuditUserCreate","AuditHost","Basis","Location","ValueOrig","BusinessProcessCode","FK_Batch","BoundDate","RIPolicyType","ProgrammeCode","ExcelRowHash","RunNumber"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-03-01","Cede 6107|2623|TRI00004|2018|GBP","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","TRI00004","2623","2018","-","NULL","GBP","GBP","Y","-272136.8112","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","-272136.8112","T1","NULL","NULL","QS","Cede 6107","Cede 6107|2623|TRI00004|2018|GBP","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-03-01","Cede 6107|623|714|2017|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","714","623","2017","-","NULL","USD","USD","Y","2148.9444","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","2148.9444","T1","NULL","NULL","QS","Cede 6107","Cede 6107|623|714|2017|USD","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-03-01","Cede 6107|2623|721|2018|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","721","2623","2018","-","NULL","USD","USD","Y","57923.8226","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","57923.8226","T1","NULL","NULL","QS","Cede 6107","Cede 6107|2623|721|2018|USD","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-03-01","Cede 6107|623|721|2017|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","721","623","2017","-","NULL","USD","USD","Y","3060.0000","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","3060.0000","T1","NULL","NULL","QS","Cede 6107","Cede 6107|623|721|2017|USD","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-03-01","Cede 6107|2623|770|2017|CAD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","770","2623","2017","-","NULL","CAD","CAD","Y","1898.6362","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","1898.6362","T1","NULL","NULL","QS","Cede 6107","Cede 6107|2623|770|2017|CAD","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-03-01","Cede 6107|2623|770|2017|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","770","2623","2017","-","NULL","USD","USD","Y","3600.9004","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","3600.9004","T1","NULL","NULL","QS","Cede 6107","Cede 6107|2623|770|2017|USD","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-03-01","Cede 6107|2623|714|2017|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","714","2623","2017","-","NULL","USD","USD","Y","9789.6356","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","9789.6356","T1","NULL","NULL","QS","Cede 6107","Cede 6107|2623|714|2017|USD","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-03-01","Cede 6107|2623|744|2017|CAD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","744","2623","2017","-","NULL","CAD","CAD","Y","-3649.2985","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","-3649.2985","T1","NULL","NULL","QS","Cede 6107","Cede 6107|2623|744|2017|CAD","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-03-01","Cede 6107|623|744|2017|CAD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","744","623","2017","-","NULL","CAD","CAD","Y","-801.0655","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","-801.0655","T1","NULL","NULL","QS","Cede 6107","Cede 6107|623|744|2017|CAD","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-03-01","Cede 6107|623|744|2017|EUR","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","744","623","2017","-","NULL","EUR","EUR","Y","-4797.8195","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","-4797.8195","T1","NULL","NULL","QS","Cede 6107","Cede 6107|623|744|2017|EUR","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-03-01","Cede 6107|623|744|2017|GBP","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","744","623","2017","-","NULL","GBP","GBP","Y","-1366.3415","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","-1366.3415","T1","NULL","NULL","QS","Cede 6107","Cede 6107|623|744|2017|GBP","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-03-01","Cede 6107|623|TRI00012|2016|GBP","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","TRI00012","623","2016","-","NULL","GBP","GBP","Y","668.4003","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","668.4003","T1","NULL","NULL","QS","Cede 6107","Cede 6107|623|TRI00012|2016|GBP","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-03-01","Cede 6107|623|TRI00012|2018|CAD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","TRI00012","623","2018","-","NULL","CAD","CAD","Y","-23.7537","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","-23.7537","T1","NULL","NULL","QS","Cede 6107","Cede 6107|623|TRI00012|2018|CAD","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-03-01","Cede 6107|623|TRI00012|2018|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","TRI00012","623","2018","-","NULL","USD","USD","Y","-19023.4384","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","-19023.4384","T1","NULL","NULL","QS","Cede 6107","Cede 6107|623|TRI00012|2018|USD","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-03-01","Cede 6107|2623|TRI00012|2017|EUR","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","TRI00012","2623","2017","-","NULL","EUR","EUR","Y","-1433.4912","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","-1433.4912","T1","NULL","NULL","QS","Cede 6107","Cede 6107|2623|TRI00012|2017|EUR","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-03-01","Cede 6107|2623|TRI00012|2017|GBP","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","TRI00012","2623","2017","-","NULL","GBP","GBP","Y","2596.4562","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","2596.4562","T1","NULL","NULL","QS","Cede 6107","Cede 6107|2623|TRI00012|2017|GBP","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-03-01","Cede 6107|623|TRI00004|2018|CAD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","TRI00004","623","2018","-","NULL","CAD","CAD","Y","-2364.6892","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","-2364.6892","T1","NULL","NULL","QS","Cede 6107","Cede 6107|623|TRI00004|2018|CAD","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-03-01","Cede 6107|623|TRI00004|2018|EUR","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","TRI00004","623","2018","-","NULL","EUR","EUR","Y","1479.2263","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","1479.2263","T1","NULL","NULL","QS","Cede 6107","Cede 6107|623|TRI00004|2018|EUR","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-03-01","Cede 6107|2623|744|2018|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","744","2623","2018","-","NULL","USD","USD","Y","-351918.7686","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","-351918.7686","T1","NULL","NULL","QS","Cede 6107","Cede 6107|2623|744|2018|USD","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-03-01","Cede 6107|623|744|2017|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","744","623","2017","-","NULL","USD","USD","Y","-1395.4239","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","-1395.4239","T1","NULL","NULL","QS","Cede 6107","Cede 6107|623|744|2017|USD","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-03-01","Cede 6107|623|744|2018|EUR","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","744","623","2018","-","NULL","EUR","EUR","Y","7655.4270","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","7655.4270","T1","NULL","NULL","QS","Cede 6107","Cede 6107|623|744|2018|EUR","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-03-01","Cede 6107|623|744|2018|GBP","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","744","623","2018","-","NULL","GBP","GBP","Y","7328.7965","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","7328.7965","T1","NULL","NULL","QS","Cede 6107","Cede 6107|623|744|2018|GBP","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-03-01","Cede 5623|3623|808|2018|CAD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","808","3623","2018","-","NULL","CAD","CAD","Y","-786760.6875","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","-786760.6875","T1","NULL","NULL","QS","Cede 5623","Cede 5623|3623|808|2018|CAD","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-03-01","Cede 6107|2623|768|2017|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","768","2623","2017","-","NULL","USD","USD","Y","-29751.8230","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","-29751.8230","T1","NULL","NULL","QS","Cede 6107","Cede 6107|2623|768|2017|USD","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-03-01","Cede 6107|2623|TRI00012|2016|GBP","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","TRI00012","2623","2016","-","NULL","GBP","GBP","Y","3044.9347","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","3044.9347","T1","NULL","NULL","QS","Cede 6107","Cede 6107|2623|TRI00012|2016|GBP","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-03-01","Cede 6107|2623|TRI00012|2018|CAD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","TRI00012","2623","2018","-","NULL","CAD","CAD","Y","-108.2113","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","-108.2113","T1","NULL","NULL","QS","Cede 6107","Cede 6107|2623|TRI00012|2018|CAD","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-09-01","Cede 5623|3623|808|2018|CAD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","808","3623","2018","-","NULL","CAD","CAD","Y","153805.4663","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","153805.4663","T1","NULL","NULL","QS","Cede 5623","Cede 5623|3623|808|2018|CAD","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-09-01","Cede 5623|3623|808|2018|EUR","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","808","3623","2018","-","NULL","EUR","EUR","Y","35470.1040","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","35470.1040","T1","NULL","NULL","QS","Cede 5623","Cede 5623|3623|808|2018|EUR","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-09-01","Cede 5623|3623|808|2018|GBP","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","808","3623","2018","-","NULL","GBP","GBP","Y","364610.0152","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","364610.0152","T1","NULL","NULL","QS","Cede 5623","Cede 5623|3623|808|2018|GBP","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-09-01","Cede 5623|3623|808|2018|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","808","3623","2018","-","NULL","USD","USD","Y","-632753.2822","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","-632753.2822","T1","NULL","NULL","QS","Cede 5623","Cede 5623|3623|808|2018|USD","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-09-01","Cede 5623|3623|808|2019|CAD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","808","3623","2019","-","NULL","CAD","CAD","Y","240900.1405","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","240900.1405","T1","NULL","NULL","QS","Cede 5623","Cede 5623|3623|808|2019|CAD","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-09-01","Cede 5623|3623|808|2019|EUR","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","808","3623","2019","-","NULL","EUR","EUR","Y","54133.2980","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","54133.2980","T1","NULL","NULL","QS","Cede 5623","Cede 5623|3623|808|2019|EUR","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-09-01","Cede 5623|3623|808|2019|GBP","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","808","3623","2019","-","NULL","GBP","GBP","Y","677042.5216","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","677042.5216","T1","NULL","NULL","QS","Cede 5623","Cede 5623|3623|808|2019|GBP","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-09-01","Cede 5623|3623|808|2019|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","808","3623","2019","-","NULL","USD","USD","Y","-3187294.9712","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","-3187294.9712","T1","NULL","NULL","QS","Cede 5623","Cede 5623|3623|808|2019|USD","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-09-01","Cede 5623|3623|809|2018|EUR","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","809","3623","2018","-","NULL","EUR","EUR","Y","67724.4292","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","67724.4292","T1","NULL","NULL","QS","Cede 5623","Cede 5623|3623|809|2018|EUR","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-09-01","Cede 5623|3623|809|2018|GBP","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","809","3623","2018","-","NULL","GBP","GBP","Y","82946.0378","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","82946.0378","T1","NULL","NULL","QS","Cede 5623","Cede 5623|3623|809|2018|GBP","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-09-01","Cede 5623|3623|809|2018|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","809","3623","2018","-","NULL","USD","USD","Y","-185059.4610","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","-185059.4610","T1","NULL","NULL","QS","Cede 5623","Cede 5623|3623|809|2018|USD","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-09-01","Cede 5623|3623|809|2019|EUR","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","809","3623","2019","-","NULL","EUR","EUR","Y","462236.1325","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","462236.1325","T1","NULL","NULL","QS","Cede 5623","Cede 5623|3623|809|2019|EUR","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-09-01","Cede 5623|3623|809|2019|GBP","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","809","3623","2019","-","NULL","GBP","GBP","Y","576241.5579","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","576241.5579","T1","NULL","NULL","QS","Cede 5623","Cede 5623|3623|809|2019|GBP","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-09-01","Cede 5623|3623|809|2019|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","809","3623","2019","-","NULL","USD","USD","Y","-1842870.4292","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","-1842870.4292","T1","NULL","NULL","QS","Cede 5623","Cede 5623|3623|809|2019|USD","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-09-01","Cede 5623|3623|900|2018|CAD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","900","3623","2018","-","NULL","CAD","CAD","Y","36516.1515","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","36516.1515","T1","NULL","NULL","QS","Cede 5623","Cede 5623|3623|900|2018|CAD","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-09-01","Cede 5623|3623|900|2018|EUR","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","900","3623","2018","-","NULL","EUR","EUR","Y","45240.2235","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","45240.2235","T1","NULL","NULL","QS","Cede 5623","Cede 5623|3623|900|2018|EUR","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-09-01","Cede 5623|3623|900|2018|GBP","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","900","3623","2018","-","NULL","GBP","GBP","Y","135540.5445","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","135540.5445","T1","NULL","NULL","QS","Cede 5623","Cede 5623|3623|900|2018|GBP","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-09-01","Cede 5623|3623|900|2018|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","900","3623","2018","-","NULL","USD","USD","Y","-255881.7833","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","-255881.7833","T1","NULL","NULL","QS","Cede 5623","Cede 5623|3623|900|2018|USD","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-09-01","Cede 5623|3623|900|2019|EUR","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","900","3623","2019","-","NULL","EUR","EUR","Y","77036.2432","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","77036.2432","T1","NULL","NULL","QS","Cede 5623","Cede 5623|3623|900|2019|EUR","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-09-01","Cede 5623|3623|900|2019|GBP","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","900","3623","2019","-","NULL","GBP","GBP","Y","-916590.6122","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","-916590.6122","T1","NULL","NULL","QS","Cede 5623","Cede 5623|3623|900|2019|GBP","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-09-01","Cede 5623|3623|900|2019|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","900","3623","2019","-","NULL","USD","USD","Y","-423708.8155","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","-423708.8155","T1","NULL","NULL","QS","Cede 5623","Cede 5623|3623|900|2019|USD","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-09-01","Cede 5623|3623|901|2019|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","901","3623","2019","-","NULL","USD","USD","Y","-74958.4610","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","-74958.4610","T1","NULL","NULL","QS","Cede 5623","Cede 5623|3623|901|2019|USD","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-09-01","Cede 6107|2623|714|2017|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","714","2623","2017","-","NULL","USD","USD","Y","1332.9592","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","1332.9592","T1","NULL","NULL","QS","Cede 6107","Cede 6107|2623|714|2017|USD","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-09-01","Cede 6107|2623|714|2018|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","714","2623","2018","-","NULL","USD","USD","Y","10009.8901","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","10009.8901","T1","NULL","NULL","QS","Cede 6107","Cede 6107|2623|714|2018|USD","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-09-01","Cede 6107|2623|714|2019|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","714","2623","2019","-","NULL","USD","USD","Y","45359.9203","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","45359.9203","T1","NULL","NULL","QS","Cede 6107","Cede 6107|2623|714|2019|USD","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-09-01","Cede 6107|2623|721|2017|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","721","2623","2017","-","NULL","USD","USD","Y","34650.8581","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","34650.8581","T1","NULL","NULL","QS","Cede 6107","Cede 6107|2623|721|2017|USD","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-12-01","Cede 5623|3623|900|2018|GBP","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","900","3623","2018","-","NULL","GBP","GBP","Y","27671.2372","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","27671.2372","T1","NULL","NULL","QS","Cede 5623","Cede 5623|3623|900|2018|GBP","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-12-01","Cede 5623|3623|900|2018|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","900","3623","2018","-","NULL","USD","USD","Y","-64372.0125","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","-64372.0125","T1","NULL","NULL","QS","Cede 5623","Cede 5623|3623|900|2018|USD","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-12-01","Cede 5623|3623|900|2019|CAD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","900","3623","2019","-","NULL","CAD","CAD","Y","296235.9664","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","296235.9664","T1","NULL","NULL","QS","Cede 5623","Cede 5623|3623|900|2019|CAD","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-12-01","Cede 5623|3623|900|2019|EUR","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","900","3623","2019","-","NULL","EUR","EUR","Y","153397.3751","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","153397.3751","T1","NULL","NULL","QS","Cede 5623","Cede 5623|3623|900|2019|EUR","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-12-01","Cede 5623|3623|900|2019|GBP","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","900","3623","2019","-","NULL","GBP","GBP","Y","749654.7528","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","749654.7528","T1","NULL","NULL","QS","Cede 5623","Cede 5623|3623|900|2019|GBP","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-12-01","Cede 5623|3623|900|2019|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","900","3623","2019","-","NULL","USD","USD","Y","-556082.1032","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","-556082.1032","T1","NULL","NULL","QS","Cede 5623","Cede 5623|3623|900|2019|USD","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-12-01","Cede 5623|3623|901|2019|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","901","3623","2019","-","NULL","USD","USD","Y","-79338.2404","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","-79338.2404","T1","NULL","NULL","QS","Cede 5623","Cede 5623|3623|901|2019|USD","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-12-01","Cede 6107|2623|714|2017|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","714","2623","2017","-","NULL","USD","USD","Y","29.7619","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","29.7619","T1","NULL","NULL","QS","Cede 6107","Cede 6107|2623|714|2017|USD","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-12-01","Cede 6107|2623|714|2018|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","714","2623","2018","-","NULL","USD","USD","Y","3003.8535","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","3003.8535","T1","NULL","NULL","QS","Cede 6107","Cede 6107|2623|714|2018|USD","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-12-01","Cede 6107|2623|714|2019|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","714","2623","2019","-","NULL","USD","USD","Y","-6482.9290","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","-6482.9290","T1","NULL","NULL","QS","Cede 6107","Cede 6107|2623|714|2019|USD","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-12-01","Cede 6107|2623|721|2017|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","721","2623","2017","-","NULL","USD","USD","Y","-34546.4655","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","-34546.4655","T1","NULL","NULL","QS","Cede 6107","Cede 6107|2623|721|2017|USD","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-12-01","Cede 6107|2623|721|2018|EUR","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","721","2623","2018","-","NULL","EUR","EUR","Y","-272.8969","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","-272.8969","T1","NULL","NULL","QS","Cede 6107","Cede 6107|2623|721|2018|EUR","NULL"
"A","P-RP-P-TTY","ObligatedPremium_SPA","2019-12-01","Cede 6107|2623|721|2018|USD","NOPOLICY","1980-01-01","1980-01-01","1980-01-01","1980-01-01","721","2623","2018","-","NULL","USD","USD","Y","22297.4482","NULL","NULL","Adjustment","NULL","NULL","NULL","NULL","NULL","E","-","22297.4482","T1","NULL","NULL","QS","Cede 6107","Cede 6107|2623|721|2018|USD","NULL"
